mean_log_response_ratio,mean_percent_change,p_value,comparison,p_label
0.001254421817976675,0.12552089341162365,0.5112,Base vs SSP1-2.6,P = 0.511
0.013140838687967569,1.3227558951340423,0.5843,Base vs SSP5-8.5,P = 0.584
