Time,Group,EngraulisJaponicus,ScomberJaponicus,ScomberomorusNiphonius,DecapterusMaruadsi,TrichiurusJaponicus,PennahiaArgentata,PampusArgenteus,LarimichthysPolyactis,MuraenesoxCinereus,MiichthysMiiuy,TrachurusJaponicus,TodarodesPacificus,TrachysalambriaCurvirostris,PortunusTrituberculatus
79,SSP5-8.5,651583.4359,953575.5626,93850.91027,43118.60598,1535981.961,981472.8969,13378.94422,715338.3052,861677.0926,96577.78668,10857.83473,945197.497,279440.9293,381766.2137
80,SSP5-8.5,676849.3349,950040.1096,95425.32272,42740.41003,1546755.537,1043005.617,12773.2386,720599.3541,866163.4324,98049.66181,11331.59192,1012030.793,289236.3799,403046.6065
81,SSP5-8.5,653444.7878,935191.8879,93151.86923,41320.2518,1556676.997,1003734.413,12323.16274,703792.3621,869051.6938,88075.11149,10738.27577,991099.4125,281130.868,406175.719
82,SSP5-8.5,679876.6435,961733.8258,95879.9183,43794.4269,1514329.119,927567.6052,11467.83498,712573.6823,876028.0715,85552.4091,10581.77086,960726.3289,283862.8394,396806.7697
83,SSP5-8.5,662638.8928,961630.4168,96717.27913,43577.76187,1537717.776,975423.1494,11966.35608,706791.251,871336.8429,96814.58895,10470.37735,968399.4594,267065.6083,396174.3652
84,SSP5-8.5,657962.1506,940978.3696,95156.73806,45963.62886,1564744.075,999404.8428,12796.99474,697835.3218,868431.6356,92450.36797,9957.90547,985423.5872,257978.7772,383006.5617
85,SSP5-8.5,638582.259,916201.9015,92782.40102,43985.46152,1548981.967,982891.6519,13901.61483,715968.1217,866477.3796,91595.61632,9598.786991,930974.8484,273758.468,399358.9783
86,SSP5-8.5,649317.5886,913970.0183,93910.578,46365.44359,1510118.493,1033606.669,13031.97528,707389.6739,870063.4314,99995.93374,10139.06555,946010.8198,276853.4939,394704.0815
87,SSP5-8.5,662386.6558,913875.5371,95205.08097,47412.88157,1490109.992,1100772.329,12802.02912,723547.9566,867464.6928,98781.49172,10267.41997,934671.9257,267355.3584,386047.1507
88,SSP5-8.5,656115.2405,883271.5643,93283.01556,46571.72649,1508181.071,1166377.417,11763.78074,726077.9329,864107.7353,101705.4242,9956.575843,946076.8579,260198.1093,360544.179
89,SSP5-8.5,631899.3438,883459.0162,93214.5943,43727.64667,1524239.56,1207636.365,11682.38729,709928.4451,857029.6686,103929.3626,9773.030306,933665.8818,267583.6437,397394.7918
90,SSP5-8.5,614611.5315,883673.2104,93387.31351,42526.70476,1524232.093,1166642.819,11289.90528,710907.5919,855638.7221,97329.03262,9171.590764,930469.3087,276333.4056,375228.9801
91,SSP5-8.5,604781.6496,899107.2755,93498.186,43197.97627,1526282.525,1182344.049,11682.93981,743516.053,864202.6728,101931.8618,10070.8452,951616.8144,279392.7947,395462.9364
92,SSP5-8.5,603171.8278,886512.7197,92840.97827,45081.90192,1594814.311,1169309.344,11499.47156,731427.8443,880818.0943,99325.65935,10106.85516,980344.8013,261024.1667,385927.3962
93,SSP5-8.5,618561.992,884069.6653,93211.22433,43792.0042,1572430.395,1193794.027,11819.48591,742611.9457,856077.8176,105067.5542,10453.07155,982313.5893,258367.3364,389133.6221
94,SSP5-8.5,601837.4017,888010.1045,95095.45194,43545.60121,1546453.565,1201114.344,11453.02268,728177.7872,867561.0061,107745.5524,10746.91135,945785.8443,246929.3772,379203.0982
95,SSP5-8.5,610570.0034,867943.7874,94873.61701,45055.098,1529443.678,1185512.031,11350.91983,714534.6929,868018.2411,106465.3113,10303.9053,930225.0987,262900.5883,388640.3188
96,SSP5-8.5,622404.3598,869425.3129,93497.52451,45197.28483,1562766.089,1118423.994,11169.72025,699142.1177,845885.0599,96050.9813,10526.85362,910151.8805,272132.8336,361304.736
97,SSP5-8.5,621781.5795,882379.6627,94276.28808,46619.82181,1540188.153,1133393.242,10677.3139,722961.1023,852487.2511,105729.4035,10371.13243,940313.1001,274503.4083,375142.8909
98,SSP5-8.5,620078.1246,879433.2235,94719.34635,46515.97163,1544229.007,1204250.094,10330.09449,721390.5604,849524.656,111687.0518,10366.21842,928364.026,278073.8653,379563.411
99,SSP5-8.5,641385.1661,903085.3938,96158.93705,46663.00657,1553463.816,1187397.408,10123.21302,717037.8872,839331.0444,103401.1911,10539.94112,927754.7936,281576.188,363398.2767
100,SSP5-8.5,623247.9277,893605.4648,94942.20416,47023.75026,1515679.535,1158078.418,10278.78822,742061.5779,839938.0856,107826.7507,10172.41465,976793.2686,284881.8503,388922.5861
101,SSP5-8.5,609740.6646,848192.1304,92469.76588,47508.04742,1515366.373,1111781.112,10882.31922,717572.5414,853397.767,100144.8451,9915.177431,939960.6446,287755.8593,371462.0839
21,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
22,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
23,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
24,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
25,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
26,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
27,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
28,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
29,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
30,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
31,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
32,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
33,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
34,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
35,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
36,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
37,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
38,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
39,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
40,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
41,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
42,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
43,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
44,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
45,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
46,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
47,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
48,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
49,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
50,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
51,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
52,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
53,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
54,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
55,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
56,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
57,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
58,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
59,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
60,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
61,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
62,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
63,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
64,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
65,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
66,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
67,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
68,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
69,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
70,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
71,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
72,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
73,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
74,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
75,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
76,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
77,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
78,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
79,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
80,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
81,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
82,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
83,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
84,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
85,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
86,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
87,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
88,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
89,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
90,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
91,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
92,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
93,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
94,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
95,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
96,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
97,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
98,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
99,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
100,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
101,base,1003997.826,1280579.16,91790.001,54642.48842,1663672.681,546056.9664,9758.295927,600557.5538,719566.2387,66117.00976,14441.52655,849666.6232,262208.4123,467618.0046
