Time,Group,EngraulisJaponicus,ScomberJaponicus,ScomberomorusNiphonius,DecapterusMaruadsi,TrichiurusJaponicus,PennahiaArgentata,PampusArgenteus,LarimichthysPolyactis,MuraenesoxCinereus,MiichthysMiiuy,TrachurusJaponicus,TodarodesPacificus,TrachysalambriaCurvirostris,PortunusTrituberculatus
74,SSP5-8.5,110376.0413,178299.9955,35911.23655,10059.26471,235504.6672,151131.9431,7572.042823,222088.8753,152100.0357,32931.19535,2328.508476,161340.8239,89813.0568,85833.93368
75,SSP5-8.5,109739.8634,179045.0602,36004.34921,10561.58374,233518.9409,155388.1489,7137.326392,223109.347,156235.9515,35684.29533,2177.66393,168896.8511,93424.67068,90162.37307
76,SSP5-8.5,104808.2754,175274.3075,35622.76794,10285.06042,227017.327,149470.9949,7248.234346,212686.9418,151758.5359,33712.86979,2375.677296,157295.9475,87691.48041,90724.30598
77,SSP5-8.5,104716.0772,176924.6512,36145.29091,10355.71666,233634.4648,152809.6262,7260.340268,215532.4292,154399.191,34949.67004,2235.137365,165022.6888,93364.82132,91411.51146
78,SSP5-8.5,102458.6586,170846.5993,36007.34142,10359.15322,233976.7273,157667.8521,7969.734314,222303.7921,154943.6568,34565.55719,2254.644508,160032.5012,95871.0916,90322.08245
79,SSP5-8.5,102170.7843,172787.3024,35802.66931,9792.970536,227799.007,168197.4909,7979.393422,224644.3274,154633.2421,36788.62802,2143.017288,163015.8478,95523.14399,84937.06753
80,SSP5-8.5,106083.1021,171718.1886,36332.53271,9751.656536,230513.3043,179295.9301,7676.69031,227747.834,156421.0549,37402.34487,2237.429472,174373.2727,97770.31048,90632.57811
81,SSP5-8.5,101959.2268,169100.0783,35708.11336,9507.113776,231411.9208,171284.7228,7366.204158,220165.2387,156017.0362,33779.63976,2122.468057,169943.0094,95722.64549,90365.10426
82,SSP5-8.5,105732.6306,174184.5175,36797.65316,9944.743928,224574.8237,159210.9377,6915.609002,225620.1556,157601.031,32572.67643,2111.240192,166144.7468,95490.72853,87889.94865
83,SSP5-8.5,104361.1303,174243.8312,36684.23814,9938.629341,228274.6529,167121.6463,7199.5943,222025.1882,156658.5223,37655.60665,2034.652624,167209.9768,91034.85965,88231.83954
84,SSP5-8.5,102676.4628,169754.9848,36073.07092,10532.85822,232007.6632,170663.4397,7649.498718,219763.4962,156031.5053,35675.83578,1964.676314,169222.4297,88350.91249,85747.85038
85,SSP5-8.5,99581.39538,166403.0743,35370.59798,10030.39093,229413.9065,168735.6021,8302.329444,225574.9049,155395.0391,35301.99239,1947.854023,160870.6057,93482.57375,89363.69088
86,SSP5-8.5,101517.6858,165452.1669,35772.93812,10548.89003,224399.7141,177473.1075,7784.512362,223829.4723,156427.1758,38341.64396,1967.547908,163224.9833,94080.60609,88336.58042
87,SSP5-8.5,104581.1414,166232.9349,36359.51601,10738.82257,222024.6519,188626.7629,7689.40747,228099.3432,156250.419,38073.52782,2000.56782,161987.1695,91374.9929,86370.4833
88,SSP5-8.5,103699.4054,160370.424,35532.84334,10559.41386,224447.543,200952.0549,7076.803101,228501.66,155465.9274,39377.27777,1970.108354,163178.3676,88912.86078,81850.54201
89,SSP5-8.5,99341.98837,160148.3547,35764.04122,9982.584015,226678.567,207554.3808,7056.030293,224992.4211,154052.2311,39971.37197,1938.382652,161918.188,91545.08206,89366.23251
90,SSP5-8.5,95984.12003,160687.3179,35772.38478,9737.253197,227088.8476,200131.2852,6794.947689,225311.0557,154121.8327,37496.17355,1800.805844,160513.7926,94151.39261,84160.04046
91,SSP5-8.5,94886.01735,163492.6899,35581.66398,9883.423231,227934.4456,203490.4932,7095.542779,234993.9617,155720.6967,39702.18823,2016.529898,164765.4622,95997.88695,89014.75309
92,SSP5-8.5,93574.54825,159717.6383,35421.14586,10272.536,236476.0945,199943.9805,6918.212721,231113.187,158492.5496,38098.5376,1990.3095,168727.6998,89759.58376,86415.8762
93,SSP5-8.5,96375.99386,159386.9275,35541.4496,9995.940266,232451.5634,204951.7973,7097.387592,234004.262,154064.6709,40563.79182,2059.690762,168776.4914,88776.98999,87124.77762
94,SSP5-8.5,93923.40698,160519.8209,36276.20076,9951.329061,229782.1909,206204.1712,6947.682588,228212.8422,156011.0689,41632.04149,2087.168675,163723.5081,84693.39701,85113.28321
95,SSP5-8.5,95473.65297,156615.6787,36223.84295,10263.19406,227405.1409,203064.7024,6862.72672,225697.5464,156517.4846,41225.24803,2052.8585,161043.1404,90765.37529,86782.92185
96,SSP5-8.5,97390.19839,157672.1358,35713.5747,10383.67952,231877.4631,191779.5822,6745.346045,220469.0763,152450.3015,37063.92233,2079.238713,157512.6215,93257.0466,81319.34973
97,SSP5-8.5,97575.8662,160134.654,36061.93632,10587.94094,228285.8384,194224.8071,6475.630897,227648.9921,153161.3933,40559.16674,2046.363401,162481.5065,93138.7763,84545.72638
98,SSP5-8.5,97601.72366,159082.4499,36372.02935,10648.17792,229542.0578,207368.7778,6328.066579,227559.2627,152967.5563,42981.20646,2016.448984,159790.4358,95612.38718,85127.74852
99,SSP5-8.5,100286.9317,163823.2471,36640.35375,10654.61554,230636.9456,203084.262,6112.192772,226287.4962,150581.309,40052.56491,2108.272043,160892.8508,96088.47998,81379.93716
100,SSP5-8.5,97899.54438,161637.394,36407.91267,10699.01458,225546.7257,199077.497,6248.786906,234198.466,150836.8511,41201.21285,1986.452913,168956.7256,98177.6119,86973.44916
101,SSP5-8.5,95230.89879,153931.5561,35351.14905,10888.08394,225006.6026,189758.2082,6535.656981,227549.2514,153862.0268,38627.49823,1963.31347,162392.0203,98139.77108,83816.85515
21,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
22,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
23,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
24,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
25,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
26,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
27,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
28,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
29,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
30,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
31,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
32,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
33,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
34,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
35,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
36,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
37,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
38,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
39,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
40,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
41,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
42,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
43,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
44,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
45,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
46,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
47,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
48,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
49,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
50,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
51,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
52,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
53,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
54,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
55,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
56,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
57,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
58,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
59,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
60,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
61,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
62,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
63,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
64,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
65,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
66,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
67,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
68,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
69,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
70,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
71,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
72,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
73,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
74,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
75,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
76,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
77,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
78,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
79,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
80,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
81,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
82,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
83,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
84,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
85,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
86,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
87,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
88,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
89,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
90,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
91,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
92,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
93,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
94,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
95,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
96,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
97,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
98,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
99,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
100,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
101,base,157782.2213,231317.5943,35139.19507,12391.06833,243152.5819,93054.38324,5881.836947,186438.482,128402.6708,24609.59839,3124.372149,144474.0472,87447.44022,101169.6307
