scenario,run,species,latin,group,species_order,indicator,value
Base,41,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84779213333333
Base,42,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82783401333333
Base,43,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83949279333333
Base,44,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82542768
Base,45,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82217664
Base,46,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.824823
Base,47,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84515409333333
Base,48,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82554085
Base,49,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84117986
Base,50,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83299005666667
Base,51,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83644162666667
Base,52,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83215776
Base,53,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82557826
Base,54,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81886703666667
Base,55,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82535397333333
Base,56,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83703356333333
Base,57,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82216238333333
Base,58,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83088652666667
Base,59,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82312359666667
Base,60,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82961802
Base,61,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82581413666667
Base,62,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81108385333333
Base,63,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83042971333333
Base,64,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81799858333333
Base,65,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83214578666667
Base,66,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83991525
Base,67,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83667023333333
Base,68,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82907689333333
Base,69,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82537263666667
Base,70,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83042445
Base,71,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82015910333333
Base,72,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82521668666667
Base,73,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81179277666667
Base,74,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.86554108333333
Base,75,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83537734
Base,76,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84161857
Base,77,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.8293301
Base,78,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83706885
Base,79,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81515575
Base,80,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81968183333333
Base,81,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81640089
Base,82,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83595578666667
Base,83,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83652629333333
Base,84,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81804617666667
Base,85,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83830015
Base,86,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82031848333333
Base,87,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82258594
Base,88,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82054767666667
Base,89,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84065444666667
Base,90,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83010513666667
Base,91,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.81838702333333
Base,92,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82392721666667
Base,93,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84527319666667
Base,94,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83089384666667
Base,95,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84088247
Base,96,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.80522321333333
Base,97,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83603016
Base,98,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.82397652
Base,99,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.83369763333333
Base,100,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,mean_tl,2.84499323666667
Base,1,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60634763333333
Base,2,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60506704
Base,3,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59151494
Base,4,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61589470666667
Base,5,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60977737
Base,6,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.58218401
Base,7,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61746318666667
Base,8,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60928536666667
Base,9,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61489582666667
Base,10,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60381621
Base,11,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59665321
Base,12,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59828008
Base,13,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61597370333333
Base,14,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60341043
Base,15,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60190425666667
Base,16,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61170220666667
Base,17,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60654725
Base,18,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61688055
Base,19,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61821386
Base,20,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60248772666667
Base,21,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61042643666667
Base,22,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60937252333333
Base,23,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61944702333333
Base,24,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59567291333333
Base,25,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60673889333333
Base,26,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.600954
Base,27,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60496132666667
Base,28,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60733103
Base,29,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61571222333333
Base,30,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60946134666667
Base,31,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60330743333333
Base,32,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60718877333333
Base,33,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61090544
Base,34,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61121611333333
Base,35,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60454998333333
Base,36,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60252273333333
Base,37,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60927256333333
Base,38,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60629635333333
Base,39,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60776594333333
Base,40,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60473186
Base,41,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.6174934
Base,42,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.62245657
Base,43,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61733831666667
Base,44,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60929021
Base,45,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61261712333333
Base,46,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61064688666667
Base,47,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61111096666667
Base,48,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.62067552666667
Base,49,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61142412
Base,50,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60888441333333
Base,51,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61631284666667
Base,52,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61159335666667
Base,53,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60874658333333
Base,54,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61720544666667
Base,55,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61711426
Base,56,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60498916333333
Base,57,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.58568938666667
Base,58,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60023694666667
Base,59,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60360058
Base,60,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60526322
Base,61,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61750468666667
Base,62,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60997234333333
Base,63,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60148286666667
Base,64,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60030085333333
Base,65,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59921061666667
Base,66,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60988473
Base,67,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61491165666667
Base,68,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60667751
Base,69,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.6083509
Base,70,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60625763333333
Base,71,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61401597666667
Base,72,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59839366
Base,73,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61079275
Base,74,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59587969
Base,75,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60582692
Base,76,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60398466
Base,77,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60460555
Base,78,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61842338333333
Base,79,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61714047666667
Base,80,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60719357
Base,81,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60478331
Base,82,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60914069
Base,83,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.62063398333333
Base,84,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60890891666667
Base,85,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59786291666667
Base,86,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60335640333333
Base,87,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61089774
Base,88,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59946089333333
Base,89,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61745757666667
Base,90,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61379561666667
Base,91,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60377057333333
Base,92,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59944750666667
Base,93,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59767249666667
Base,94,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60849527
Base,95,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61109143333333
Base,96,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.58608985333333
Base,97,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.59579648666667
Base,98,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.60560423
Base,99,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.62675373666667
Base,100,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,mean_tl,2.61251351
Base,1,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67681683
Base,2,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68478745333333
Base,3,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67645471
Base,4,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66668286666667
Base,5,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67454759333333
Base,6,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67743489333333
Base,7,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67258137333333
Base,8,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67970962333333
Base,9,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66377285
Base,10,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66687978666667
Base,11,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68960953333333
Base,12,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67117123
Base,13,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68613237
Base,14,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67809711333333
Base,15,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69847085333333
Base,16,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66775171666667
Base,17,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67194213
Base,18,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67084319333333
Base,19,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65363124333333
Base,20,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67820433
Base,21,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67492316333333
Base,22,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67632966666667
Base,23,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65635808666667
Base,24,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69081364666667
Base,25,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67113337
Base,26,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65313650666667
Base,27,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66446063333333
Base,28,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65483853666667
Base,29,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66558045
Base,30,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67325291
Base,31,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66825335
Base,32,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65168347333333
Base,33,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67931296333333
Base,34,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66670354333333
Base,35,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66503023
Base,36,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67056630666667
Base,37,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68210024333333
Base,38,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67590273333333
Base,39,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67987947
Base,40,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67712131333333
Base,41,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67441792666667
Base,42,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67681896333333
Base,43,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66955877333333
Base,44,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67827652
Base,45,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67070939666667
Base,46,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67519265
Base,47,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68469952333333
Base,48,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67734780333333
Base,49,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67272692333333
Base,50,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.6721638
Base,51,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68906457
Base,52,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68782632666667
Base,53,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67199074
Base,54,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66314658666667
Base,55,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67441907666667
Base,56,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65273970666667
Base,57,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67142732
Base,58,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69420729666667
Base,59,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66433563666667
Base,60,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68232015
Base,61,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66872696333333
Base,62,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65906869666667
Base,63,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68129868666667
Base,64,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67180574
Base,65,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65405749
Base,66,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67952008666667
Base,67,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66274759666667
Base,68,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69578371333333
Base,69,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68336769333333
Base,70,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69080946
Base,71,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68376911
Base,72,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67841796333333
Base,73,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.6755196
Base,74,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.6692365
Base,75,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.65785096333333
Base,76,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66755429
Base,77,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67292570666667
Base,78,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67272533
Base,79,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69958205333333
Base,80,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.665583
Base,81,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66909785333333
Base,82,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67484193666667
Base,83,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68582684
Base,84,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66940924
Base,85,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69419697
Base,86,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68629343666667
Base,87,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67055360333333
Base,88,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69210787333333
Base,89,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67847190333333
Base,90,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.69658872333333
Base,91,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66995741666667
Base,92,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67532861666667
Base,93,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68141960666667
Base,94,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67461049666667
Base,95,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67793655666667
Base,96,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68645580333333
Base,97,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.68310572
Base,98,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66703775
Base,99,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.66380892
Base,100,TrachurusJaponicus,Trachurus japonicus,Mid-trophic species,14,mean_tl,2.67483486333333
SSP1-2.6,1,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32705258395062
SSP1-2.6,2,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.3241646962963
SSP1-2.6,3,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32796379506173
SSP1-2.6,4,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.33098234814815
SSP1-2.6,5,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32568157777778
SSP1-2.6,6,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32897116049383
SSP1-2.6,7,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.31910845061728
SSP1-2.6,8,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32520509135802
SSP1-2.6,9,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.3313138691358
SSP1-2.6,10,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32821308148148
SSP1-2.6,11,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32422577160494
SSP1-2.6,12,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32528696419753
SSP1-2.6,13,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32891041728395
SSP1-2.6,14,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32763399135802
SSP1-2.6,15,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32534649259259
SSP1-2.6,16,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32393916049383
SSP1-2.6,17,EngraulisJaponicus,Engraulis japonicus,Prey,1,mean_tl,2.32608829259259
