scenario,run,group,value,indicator
SSP5-8.5,82,Mid-trophic species,0.596163964674863,age_mature
SSP5-8.5,83,Mid-trophic species,0.593517270221008,age_mature
SSP5-8.5,84,Mid-trophic species,0.597434142521959,age_mature
SSP5-8.5,85,Mid-trophic species,0.59435621805519,age_mature
SSP5-8.5,86,Mid-trophic species,0.592840147793426,age_mature
SSP5-8.5,87,Mid-trophic species,0.598006954778392,age_mature
SSP5-8.5,88,Mid-trophic species,0.599178879486906,age_mature
SSP5-8.5,89,Mid-trophic species,0.594008701393788,age_mature
SSP5-8.5,90,Mid-trophic species,0.597135661046467,age_mature
SSP5-8.5,91,Mid-trophic species,0.597706833886335,age_mature
SSP5-8.5,92,Mid-trophic species,0.599234399464889,age_mature
SSP5-8.5,93,Mid-trophic species,0.595461255118059,age_mature
SSP5-8.5,94,Mid-trophic species,0.597688280169107,age_mature
SSP5-8.5,95,Mid-trophic species,0.597524232922708,age_mature
SSP5-8.5,96,Mid-trophic species,0.596890862912936,age_mature
SSP5-8.5,97,Mid-trophic species,0.594442421746,age_mature
SSP5-8.5,98,Mid-trophic species,0.597429161350589,age_mature
SSP5-8.5,99,Mid-trophic species,0.597491256783506,age_mature
SSP5-8.5,100,Mid-trophic species,0.596519895868802,age_mature
Base,1,Prey,2.32749518333333,mean_tl
Base,2,Prey,2.33347561,mean_tl
Base,3,Prey,2.32897034666667,mean_tl
Base,4,Prey,2.32917078333333,mean_tl
Base,5,Prey,2.34277879,mean_tl
Base,6,Prey,2.32869032333333,mean_tl
Base,7,Prey,2.33645711333333,mean_tl
Base,8,Prey,2.33109403333333,mean_tl
Base,9,Prey,2.33364341666667,mean_tl
Base,10,Prey,2.33292626,mean_tl
Base,11,Prey,2.33344172,mean_tl
Base,12,Prey,2.33124006,mean_tl
Base,13,Prey,2.33652750666667,mean_tl
Base,14,Prey,2.33260880666667,mean_tl
Base,15,Prey,2.33169751666667,mean_tl
Base,16,Prey,2.3324418,mean_tl
Base,17,Prey,2.33267065666667,mean_tl
Base,18,Prey,2.33616886666667,mean_tl
Base,19,Prey,2.33557980333333,mean_tl
Base,20,Prey,2.33692436333333,mean_tl
Base,21,Prey,2.33147572333333,mean_tl
Base,22,Prey,2.32750515333333,mean_tl
Base,23,Prey,2.33658341333333,mean_tl
Base,24,Prey,2.32797258666667,mean_tl
Base,25,Prey,2.33233328,mean_tl
Base,26,Prey,2.33856710666667,mean_tl
Base,27,Prey,2.33440732,mean_tl
Base,28,Prey,2.33756622,mean_tl
Base,29,Prey,2.33265377,mean_tl
Base,30,Prey,2.3274071,mean_tl
Base,31,Prey,2.33141169666667,mean_tl
Base,32,Prey,2.33406928666667,mean_tl
Base,33,Prey,2.34032545333333,mean_tl
Base,34,Prey,2.34021191333333,mean_tl
Base,35,Prey,2.34254041666667,mean_tl
Base,36,Prey,2.33299236666667,mean_tl
Base,37,Prey,2.33409331333333,mean_tl
Base,38,Prey,2.34117781666667,mean_tl
Base,39,Prey,2.33612385,mean_tl
Base,40,Prey,2.32730762666667,mean_tl
Base,41,Prey,2.33376345333333,mean_tl
Base,42,Prey,2.33719371666667,mean_tl
Base,43,Prey,2.33726543666667,mean_tl
Base,44,Prey,2.33669804333333,mean_tl
Base,45,Prey,2.33945139333333,mean_tl
Base,46,Prey,2.33413829666667,mean_tl
Base,47,Prey,2.33380745666667,mean_tl
Base,48,Prey,2.34154040333333,mean_tl
Base,49,Prey,2.33768685,mean_tl
Base,50,Prey,2.33614895,mean_tl
Base,51,Prey,2.33873566,mean_tl
Base,52,Prey,2.33294828,mean_tl
Base,53,Prey,2.33163245333333,mean_tl
Base,54,Prey,2.33616451,mean_tl
Base,55,Prey,2.33410170333333,mean_tl
Base,56,Prey,2.33232894333333,mean_tl
Base,57,Prey,2.33372464333333,mean_tl
Base,58,Prey,2.33607728,mean_tl
Base,59,Prey,2.33638058,mean_tl
Base,60,Prey,2.33399975666667,mean_tl
Base,61,Prey,2.33406985,mean_tl
Base,62,Prey,2.33421328666667,mean_tl
Base,63,Prey,2.33788505333333,mean_tl
Base,64,Prey,2.33718292333333,mean_tl
Base,65,Prey,2.33974743666667,mean_tl
Base,66,Prey,2.33766273666667,mean_tl
Base,67,Prey,2.33185266333333,mean_tl
Base,68,Prey,2.33311248333333,mean_tl
Base,69,Prey,2.33271733333333,mean_tl
Base,70,Prey,2.34004607,mean_tl
Base,71,Prey,2.34650184333333,mean_tl
Base,72,Prey,2.33092407666667,mean_tl
Base,73,Prey,2.32470350666667,mean_tl
Base,74,Prey,2.33169792666667,mean_tl
Base,75,Prey,2.33033204,mean_tl
Base,76,Prey,2.33307616666667,mean_tl
Base,77,Prey,2.34274558333333,mean_tl
Base,78,Prey,2.33430386666667,mean_tl
Base,79,Prey,2.33593742666667,mean_tl
Base,80,Prey,2.33642874666667,mean_tl
Base,81,Prey,2.33195711333333,mean_tl
Base,82,Prey,2.33180191333333,mean_tl
Base,83,Prey,2.34060004333333,mean_tl
Base,84,Prey,2.33896533,mean_tl
Base,85,Prey,2.33139126666667,mean_tl
Base,86,Prey,2.34034957333333,mean_tl
Base,87,Prey,2.32953980666667,mean_tl
Base,88,Prey,2.33726234,mean_tl
Base,89,Prey,2.34067931666667,mean_tl
Base,90,Prey,2.34094758666667,mean_tl
Base,91,Prey,2.33431463,mean_tl
Base,92,Prey,2.3376895,mean_tl
Base,93,Prey,2.33084508333333,mean_tl
Base,94,Prey,2.32979809666667,mean_tl
Base,95,Prey,2.33384445666667,mean_tl
Base,96,Prey,2.32849593666667,mean_tl
Base,97,Prey,2.33022979,mean_tl
Base,98,Prey,2.33059886,mean_tl
Base,99,Prey,2.33482506,mean_tl
Base,100,Prey,2.33526103333333,mean_tl
Base,1,Predator,2.99754034416667,mean_tl
Base,2,Predator,3.00297842,mean_tl
Base,3,Predator,3.00396159833333,mean_tl
Base,4,Predator,3.00190343833333,mean_tl
Base,5,Predator,3.0033474325,mean_tl
Base,6,Predator,3.00559739083333,mean_tl
Base,7,Predator,3.00856701166667,mean_tl
Base,8,Predator,3.00257853166667,mean_tl
Base,9,Predator,3.005275205,mean_tl
Base,10,Predator,3.00082121416667,mean_tl
Base,11,Predator,3.0032027675,mean_tl
Base,12,Predator,3.00594320333334,mean_tl
Base,13,Predator,3.002406995,mean_tl
Base,14,Predator,3.00801530416667,mean_tl
Base,15,Predator,3.00760568916667,mean_tl
Base,16,Predator,3.00382365666667,mean_tl
Base,17,Predator,3.00518512,mean_tl
Base,18,Predator,3.00054184833333,mean_tl
Base,19,Predator,3.00425234333334,mean_tl
Base,20,Predator,2.99878224083333,mean_tl
Base,21,Predator,3.00722191666667,mean_tl
Base,22,Predator,3.00051228583333,mean_tl
Base,23,Predator,3.00325392416667,mean_tl
Base,24,Predator,2.99559031583333,mean_tl
Base,25,Predator,3.00442108833333,mean_tl
Base,26,Predator,3.00463581083333,mean_tl
Base,27,Predator,3.00493508166667,mean_tl
Base,28,Predator,3.00052785416667,mean_tl
Base,29,Predator,3.00249359666667,mean_tl
Base,30,Predator,3.0092101875,mean_tl
Base,31,Predator,3.00275972666667,mean_tl
Base,32,Predator,3.0036741825,mean_tl
Base,33,Predator,3.0054980125,mean_tl
Base,34,Predator,3.00888681166667,mean_tl
Base,35,Predator,3.00643026833333,mean_tl
Base,36,Predator,3.00436901833333,mean_tl
Base,37,Predator,3.004261325,mean_tl
Base,38,Predator,3.00483851083333,mean_tl
Base,39,Predator,3.01024140416667,mean_tl
Base,40,Predator,3.00760287416667,mean_tl
Base,41,Predator,3.00032659833334,mean_tl
Base,42,Predator,2.99776541416667,mean_tl
Base,43,Predator,3.00379699333333,mean_tl
Base,44,Predator,3.00256252583333,mean_tl
Base,45,Predator,3.00590701416667,mean_tl
Base,46,Predator,3.00606446583334,mean_tl
Base,47,Predator,3.000001615,mean_tl
Base,48,Predator,3.00710699,mean_tl
Base,49,Predator,3.000824405,mean_tl
Base,50,Predator,3.0066589175,mean_tl
Base,51,Predator,3.013263785,mean_tl
Base,52,Predator,3.00340633833333,mean_tl
Base,53,Predator,2.99837571083334,mean_tl
Base,54,Predator,3.00415135166667,mean_tl
Base,55,Predator,3.00229339833333,mean_tl
Base,56,Predator,3.00460789416667,mean_tl
Base,57,Predator,3.0068436475,mean_tl
Base,58,Predator,3.00336226166667,mean_tl
Base,59,Predator,3.00397674416667,mean_tl
Base,60,Predator,3.00815166666667,mean_tl
Base,61,Predator,3.008012565,mean_tl
Base,62,Predator,3.00265881666667,mean_tl
Base,63,Predator,3.00169896666667,mean_tl
Base,64,Predator,3.00715841,mean_tl
Base,65,Predator,3.0056687975,mean_tl
Base,66,Predator,3.00228053916667,mean_tl
Base,67,Predator,3.00993113333333,mean_tl
Base,68,Predator,3.00786129916667,mean_tl
Base,69,Predator,3.0044505125,mean_tl
Base,70,Predator,3.0100451825,mean_tl
Base,71,Predator,3.01233237833333,mean_tl
Base,72,Predator,3.00174870916667,mean_tl
Base,73,Predator,3.00265897666666,mean_tl
Base,74,Predator,3.00682955833334,mean_tl
Base,75,Predator,3.00991377166667,mean_tl
Base,76,Predator,2.99772012833334,mean_tl
Base,77,Predator,3.00331866916667,mean_tl
Base,78,Predator,3.007841235,mean_tl
Base,79,Predator,3.00563416083333,mean_tl
Base,80,Predator,3.0048173,mean_tl
Base,81,Predator,3.00014685333333,mean_tl
Base,82,Predator,3.00293903,mean_tl
Base,83,Predator,3.00107883333334,mean_tl
Base,84,Predator,3.0004625275,mean_tl
Base,85,Predator,3.00463903833333,mean_tl
Base,86,Predator,3.0133423575,mean_tl
Base,87,Predator,3.00320361083333,mean_tl
Base,88,Predator,3.00352422083333,mean_tl
Base,89,Predator,3.0065069025,mean_tl
Base,90,Predator,3.00292512083333,mean_tl
Base,91,Predator,3.0039352825,mean_tl
Base,92,Predator,3.00599015333334,mean_tl
Base,93,Predator,3.00404218583334,mean_tl
Base,94,Predator,2.99656434833333,mean_tl
Base,95,Predator,3.00031702333333,mean_tl
Base,96,Predator,3.00444372333333,mean_tl
Base,97,Predator,3.00779508833333,mean_tl
Base,98,Predator,3.00234524333333,mean_tl
Base,99,Predator,3.0062362025,mean_tl
Base,100,Predator,2.99581840333334,mean_tl
Base,1,Invertebrate,2.27770594444444,mean_tl
Base,2,Invertebrate,2.28385489777778,mean_tl
Base,3,Invertebrate,2.28784106333333,mean_tl
Base,4,Invertebrate,2.28085622666667,mean_tl
Base,5,Invertebrate,2.28241390555556,mean_tl
Base,6,Invertebrate,2.28413218111111,mean_tl
Base,7,Invertebrate,2.28129732888889,mean_tl
Base,8,Invertebrate,2.28166086333333,mean_tl
Base,9,Invertebrate,2.28901248111111,mean_tl
Base,10,Invertebrate,2.28489822222222,mean_tl
Base,11,Invertebrate,2.28616910666667,mean_tl
Base,12,Invertebrate,2.28103181,mean_tl
Base,13,Invertebrate,2.27950615777778,mean_tl
Base,14,Invertebrate,2.27935658888889,mean_tl
Base,15,Invertebrate,2.28267813222222,mean_tl
Base,16,Invertebrate,2.28166488444444,mean_tl
Base,17,Invertebrate,2.28362555,mean_tl
Base,18,Invertebrate,2.28152549222222,mean_tl
Base,19,Invertebrate,2.28709224111111,mean_tl
Base,20,Invertebrate,2.28302740555556,mean_tl
Base,21,Invertebrate,2.28338879222222,mean_tl
Base,22,Invertebrate,2.27786353555556,mean_tl
Base,23,Invertebrate,2.28374653222222,mean_tl
Base,24,Invertebrate,2.27901566333333,mean_tl
Base,25,Invertebrate,2.27838816222222,mean_tl
Base,26,Invertebrate,2.28453388222222,mean_tl
Base,27,Invertebrate,2.27705634444445,mean_tl
Base,28,Invertebrate,2.28140927888889,mean_tl
Base,29,Invertebrate,2.28484765,mean_tl
Base,30,Invertebrate,2.29023682666667,mean_tl
Base,31,Invertebrate,2.28326039444444,mean_tl
Base,32,Invertebrate,2.28284345444445,mean_tl
Base,33,Invertebrate,2.28305763333333,mean_tl
Base,34,Invertebrate,2.27982787888889,mean_tl
Base,35,Invertebrate,2.28377781222222,mean_tl
Base,36,Invertebrate,2.28071785666667,mean_tl
Base,37,Invertebrate,2.28069505111111,mean_tl
Base,38,Invertebrate,2.28737329555556,mean_tl
Base,39,Invertebrate,2.28059130444444,mean_tl
Base,40,Invertebrate,2.28057508,mean_tl
Base,41,Invertebrate,2.2814603,mean_tl
Base,42,Invertebrate,2.29120036,mean_tl
Base,43,Invertebrate,2.28100477666667,mean_tl
Base,44,Invertebrate,2.27990870333333,mean_tl
Base,45,Invertebrate,2.28670585777778,mean_tl
Base,46,Invertebrate,2.28626754333333,mean_tl
Base,47,Invertebrate,2.27527509222222,mean_tl
Base,48,Invertebrate,2.28143315,mean_tl
Base,49,Invertebrate,2.27929999222222,mean_tl
Base,50,Invertebrate,2.28759181888889,mean_tl
Base,51,Invertebrate,2.28533448111111,mean_tl
Base,52,Invertebrate,2.28785687777778,mean_tl
Base,53,Invertebrate,2.27999816666667,mean_tl
Base,54,Invertebrate,2.27990200333333,mean_tl
Base,55,Invertebrate,2.27967568666667,mean_tl
Base,56,Invertebrate,2.28506441777778,mean_tl
Base,57,Invertebrate,2.28275639333334,mean_tl
Base,58,Invertebrate,2.28126149,mean_tl
Base,59,Invertebrate,2.27817401333333,mean_tl
Base,60,Invertebrate,2.28280638,mean_tl
Base,61,Invertebrate,2.28635147777778,mean_tl
Base,62,Invertebrate,2.27764653555555,mean_tl
Base,63,Invertebrate,2.28532382888889,mean_tl
Base,64,Invertebrate,2.28417800888889,mean_tl
Base,65,Invertebrate,2.28053174666667,mean_tl
Base,66,Invertebrate,2.28479692555555,mean_tl
Base,67,Invertebrate,2.28837168555556,mean_tl
Base,68,Invertebrate,2.28662343333333,mean_tl
Base,69,Invertebrate,2.27679897666667,mean_tl
Base,70,Invertebrate,2.28731184,mean_tl
Base,71,Invertebrate,2.28747613555556,mean_tl
Base,72,Invertebrate,2.27532233333333,mean_tl
Base,73,Invertebrate,2.27717046222222,mean_tl
Base,74,Invertebrate,2.28258383111111,mean_tl
Base,75,Invertebrate,2.28429212222222,mean_tl
Base,76,Invertebrate,2.28130480555556,mean_tl
Base,77,Invertebrate,2.28023600777778,mean_tl
Base,78,Invertebrate,2.28154677444444,mean_tl
Base,79,Invertebrate,2.28761341222222,mean_tl
Base,80,Invertebrate,2.27524804888889,mean_tl
Base,81,Invertebrate,2.27697527555556,mean_tl
Base,82,Invertebrate,2.28443359444444,mean_tl
Base,83,Invertebrate,2.27265078333333,mean_tl
Base,84,Invertebrate,2.28396049777778,mean_tl
Base,85,Invertebrate,2.28129841444444,mean_tl
Base,86,Invertebrate,2.28401624111111,mean_tl
Base,87,Invertebrate,2.28339149777778,mean_tl
Base,88,Invertebrate,2.28240481888889,mean_tl
Base,89,Invertebrate,2.28568088666667,mean_tl
Base,90,Invertebrate,2.28105085111111,mean_tl
Base,91,Invertebrate,2.28174017777778,mean_tl
Base,92,Invertebrate,2.28312403111111,mean_tl
Base,93,Invertebrate,2.27867895222222,mean_tl
Base,94,Invertebrate,2.28436282444445,mean_tl
Base,95,Invertebrate,2.28958665888889,mean_tl
Base,96,Invertebrate,2.27979379111111,mean_tl
Base,97,Invertebrate,2.28339407111111,mean_tl
Base,98,Invertebrate,2.28778629777778,mean_tl
Base,99,Invertebrate,2.27814716777778,mean_tl
Base,100,Invertebrate,2.27831965666667,mean_tl
Base,1,Mid-trophic species,2.70533190166667,mean_tl
Base,2,Mid-trophic species,2.71102259,mean_tl
Base,3,Mid-trophic species,2.70851416555555,mean_tl
Base,4,Mid-trophic species,2.70751498888889,mean_tl
Base,5,Mid-trophic species,2.70976935222222,mean_tl
Base,6,Mid-trophic species,2.709195695,mean_tl
Base,7,Mid-trophic species,2.70629982222222,mean_tl
Base,8,Mid-trophic species,2.70567711111111,mean_tl
Base,9,Mid-trophic species,2.70946674055556,mean_tl
Base,10,Mid-trophic species,2.70141106444444,mean_tl
Base,11,Mid-trophic species,2.70928545333333,mean_tl
Base,12,Mid-trophic species,2.70492324777778,mean_tl
Base,13,Mid-trophic species,2.714062165,mean_tl
Base,14,Mid-trophic species,2.70844518277778,mean_tl
Base,15,Mid-trophic species,2.71469972722222,mean_tl
Base,16,Mid-trophic species,2.70655531888889,mean_tl
Base,17,Mid-trophic species,2.71039927833333,mean_tl
Base,18,Mid-trophic species,2.71198123555556,mean_tl
Base,19,Mid-trophic species,2.70946398055556,mean_tl
Base,20,Mid-trophic species,2.709383355,mean_tl
Base,21,Mid-trophic species,2.70789405611111,mean_tl
Base,22,Mid-trophic species,2.70248442166667,mean_tl
Base,23,Mid-trophic species,2.70432905777778,mean_tl
Base,24,Mid-trophic species,2.70406944111111,mean_tl
Base,25,Mid-trophic species,2.71160319277778,mean_tl
Base,26,Mid-trophic species,2.70515536055556,mean_tl
Base,27,Mid-trophic species,2.70573535888889,mean_tl
Base,28,Mid-trophic species,2.70608538555556,mean_tl
Base,29,Mid-trophic species,2.71031689111111,mean_tl
Base,30,Mid-trophic species,2.70746130666667,mean_tl
Base,31,Mid-trophic species,2.70560991944444,mean_tl
Base,32,Mid-trophic species,2.70700145277778,mean_tl
Base,33,Mid-trophic species,2.70828547166667,mean_tl
Base,34,Mid-trophic species,2.71115879166667,mean_tl
Base,35,Mid-trophic species,2.71100286222222,mean_tl
Base,36,Mid-trophic species,2.70726119833333,mean_tl
Base,37,Mid-trophic species,2.70914208944444,mean_tl
Base,38,Mid-trophic species,2.70502183,mean_tl
Base,39,Mid-trophic species,2.71092878611111,mean_tl
Base,40,Mid-trophic species,2.70680526555556,mean_tl
Base,41,Mid-trophic species,2.71576672888889,mean_tl
Base,42,Mid-trophic species,2.71295065166667,mean_tl
Base,43,Mid-trophic species,2.70955911833333,mean_tl
Base,44,Mid-trophic species,2.71029398111111,mean_tl
Base,45,Mid-trophic species,2.71061829777778,mean_tl
Base,46,Mid-trophic species,2.71546621777778,mean_tl
Base,47,Mid-trophic species,2.71368984555556,mean_tl
Base,48,Mid-trophic species,2.71480272444444,mean_tl
Base,49,Mid-trophic species,2.71031488722222,mean_tl
Base,50,Mid-trophic species,2.71191302111111,mean_tl
Base,51,Mid-trophic species,2.71753384888889,mean_tl
Base,52,Mid-trophic species,2.71173220944445,mean_tl
Base,53,Mid-trophic species,2.70617554944445,mean_tl
Base,54,Mid-trophic species,2.70955989722223,mean_tl
Base,55,Mid-trophic species,2.71548621833333,mean_tl
Base,56,Mid-trophic species,2.70782580166667,mean_tl
Base,57,Mid-trophic species,2.70522838111111,mean_tl
Base,58,Mid-trophic species,2.71348177222222,mean_tl
Base,59,Mid-trophic species,2.70690493388889,mean_tl
Base,60,Mid-trophic species,2.70884124944444,mean_tl
Base,61,Mid-trophic species,2.70867179277778,mean_tl
Base,62,Mid-trophic species,2.70193967555556,mean_tl
Base,63,Mid-trophic species,2.70901552777778,mean_tl
Base,64,Mid-trophic species,2.70424558166667,mean_tl
Base,65,Mid-trophic species,2.70674329388889,mean_tl
Base,66,Mid-trophic species,2.71259631333333,mean_tl
Base,67,Mid-trophic species,2.71084265444445,mean_tl
Base,68,Mid-trophic species,2.71546633611111,mean_tl
Base,69,Mid-trophic species,2.70932334722222,mean_tl
Base,70,Mid-trophic species,2.71266276166667,mean_tl
Base,71,Mid-trophic species,2.709321585,mean_tl
Base,72,Mid-trophic species,2.707352025,mean_tl
Base,73,Mid-trophic species,2.70343657666667,mean_tl
Base,74,Mid-trophic species,2.71266887111111,mean_tl
Base,75,Mid-trophic species,2.70968892555555,mean_tl
Base,76,Mid-trophic species,2.70954262055556,mean_tl
Base,77,Mid-trophic species,2.70824743166667,mean_tl
Base,78,Mid-trophic species,2.71444382055556,mean_tl
Base,79,Mid-trophic species,2.70962667666667,mean_tl
Base,80,Mid-trophic species,2.70724029222222,mean_tl
Base,81,Mid-trophic species,2.704864085,mean_tl
Base,82,Mid-trophic species,2.71254087611111,mean_tl
Base,83,Mid-trophic species,2.71464366833333,mean_tl
Base,84,Mid-trophic species,2.70704720166667,mean_tl
Base,85,Mid-trophic species,2.71276097944445,mean_tl
Base,86,Mid-trophic species,2.71271959555556,mean_tl
Base,87,Mid-trophic species,2.70853580833333,mean_tl
Base,88,Mid-trophic species,2.70822411611111,mean_tl
Base,89,Mid-trophic species,2.71108067833333,mean_tl
Base,90,Mid-trophic species,2.71577277111111,mean_tl
Base,91,Mid-trophic species,2.70945930277778,mean_tl
Base,92,Mid-trophic species,2.70455679722222,mean_tl
Base,93,Mid-trophic species,2.71290049833334,mean_tl
Base,94,Mid-trophic species,2.70876034222223,mean_tl
Base,95,Mid-trophic species,2.714558755,mean_tl
Base,96,Mid-trophic species,2.70169187055556,mean_tl
Base,97,Mid-trophic species,2.70834663944444,mean_tl
Base,98,Mid-trophic species,2.70531397555556,mean_tl
Base,99,Mid-trophic species,2.71181074888889,mean_tl
Base,100,Mid-trophic species,2.71566069666667,mean_tl
SSP1-2.6,1,Prey,2.32705258395062,mean_tl
SSP1-2.6,2,Prey,2.3241646962963,mean_tl
SSP1-2.6,3,Prey,2.32796379506173,mean_tl
SSP1-2.6,4,Prey,2.33098234814815,mean_tl
SSP1-2.6,5,Prey,2.32568157777778,mean_tl
SSP1-2.6,6,Prey,2.32897116049383,mean_tl
SSP1-2.6,7,Prey,2.31910845061728,mean_tl
SSP1-2.6,8,Prey,2.32520509135802,mean_tl
SSP1-2.6,9,Prey,2.3313138691358,mean_tl
SSP1-2.6,10,Prey,2.32821308148148,mean_tl
SSP1-2.6,11,Prey,2.32422577160494,mean_tl
SSP1-2.6,12,Prey,2.32528696419753,mean_tl
SSP1-2.6,13,Prey,2.32891041728395,mean_tl
SSP1-2.6,14,Prey,2.32763399135802,mean_tl
SSP1-2.6,15,Prey,2.32534649259259,mean_tl
SSP1-2.6,16,Prey,2.32393916049383,mean_tl
SSP1-2.6,17,Prey,2.32608829259259,mean_tl
SSP1-2.6,18,Prey,2.32658737283951,mean_tl
SSP1-2.6,19,Prey,2.32675546790123,mean_tl
SSP1-2.6,20,Prey,2.32316737037037,mean_tl
SSP1-2.6,21,Prey,2.32428829753086,mean_tl
SSP1-2.6,22,Prey,2.32677164691358,mean_tl
SSP1-2.6,23,Prey,2.32972165802469,mean_tl
SSP1-2.6,24,Prey,2.32446955679012,mean_tl
SSP1-2.6,25,Prey,2.32905449876543,mean_tl
SSP1-2.6,26,Prey,2.32588663580247,mean_tl
SSP1-2.6,27,Prey,2.32538754691358,mean_tl
SSP1-2.6,28,Prey,2.3279124617284,mean_tl
SSP1-2.6,29,Prey,2.32456396049383,mean_tl
SSP1-2.6,30,Prey,2.32814953703704,mean_tl
SSP1-2.6,31,Prey,2.32266263580247,mean_tl
SSP1-2.6,32,Prey,2.32518804320988,mean_tl
SSP1-2.6,33,Prey,2.32534569506173,mean_tl
SSP1-2.6,34,Prey,2.32637149382716,mean_tl
SSP1-2.6,35,Prey,2.32296234320988,mean_tl
SSP1-2.6,36,Prey,2.32578004938272,mean_tl
SSP1-2.6,37,Prey,2.31891530123457,mean_tl
SSP1-2.6,38,Prey,2.32505790740741,mean_tl
SSP1-2.6,39,Prey,2.32209402592593,mean_tl
SSP1-2.6,40,Prey,2.32582570246914,mean_tl
SSP1-2.6,41,Prey,2.32829183333333,mean_tl
SSP1-2.6,42,Prey,2.32300889753086,mean_tl
SSP1-2.6,43,Prey,2.32327304567901,mean_tl
SSP1-2.6,44,Prey,2.32495875555556,mean_tl
SSP1-2.6,45,Prey,2.32640336790123,mean_tl
SSP1-2.6,46,Prey,2.32603941851852,mean_tl
SSP1-2.6,47,Prey,2.32628701111111,mean_tl
SSP1-2.6,48,Prey,2.32133105432099,mean_tl
SSP1-2.6,49,Prey,2.3275793037037,mean_tl
SSP1-2.6,50,Prey,2.32624507777778,mean_tl
SSP1-2.6,51,Prey,2.32465534320988,mean_tl
SSP1-2.6,52,Prey,2.32940953333333,mean_tl
SSP1-2.6,53,Prey,2.33379942469136,mean_tl
SSP1-2.6,54,Prey,2.32379599259259,mean_tl
SSP1-2.6,55,Prey,2.32600761481482,mean_tl
SSP1-2.6,56,Prey,2.32448961975309,mean_tl
SSP1-2.6,57,Prey,2.32774956666667,mean_tl
SSP1-2.6,58,Prey,2.32363367283951,mean_tl
SSP1-2.6,59,Prey,2.3255954308642,mean_tl
SSP1-2.6,60,Prey,2.32783813580247,mean_tl
SSP1-2.6,61,Prey,2.32434912592593,mean_tl
SSP1-2.6,62,Prey,2.326416,mean_tl
SSP1-2.6,63,Prey,2.32889454444444,mean_tl
SSP1-2.6,64,Prey,2.32842617037037,mean_tl
SSP1-2.6,65,Prey,2.3222350037037,mean_tl
SSP1-2.6,66,Prey,2.32760023827161,mean_tl
SSP1-2.6,67,Prey,2.32380323950617,mean_tl
SSP1-2.6,68,Prey,2.33048102345679,mean_tl
SSP1-2.6,69,Prey,2.33072809259259,mean_tl
SSP1-2.6,70,Prey,2.32519127283951,mean_tl
SSP1-2.6,71,Prey,2.33021444567901,mean_tl
SSP1-2.6,72,Prey,2.32914057530864,mean_tl
SSP1-2.6,73,Prey,2.32451436049383,mean_tl
SSP1-2.6,74,Prey,2.32392503580247,mean_tl
SSP1-2.6,75,Prey,2.32494277777778,mean_tl
SSP1-2.6,76,Prey,2.32470411111111,mean_tl
SSP1-2.6,77,Prey,2.3304190691358,mean_tl
SSP1-2.6,78,Prey,2.32720683209877,mean_tl
SSP1-2.6,79,Prey,2.32823740123457,mean_tl
SSP1-2.6,80,Prey,2.3265377308642,mean_tl
SSP1-2.6,81,Prey,2.3267309691358,mean_tl
SSP1-2.6,82,Prey,2.32172262469136,mean_tl
SSP1-2.6,83,Prey,2.32581264691358,mean_tl
SSP1-2.6,84,Prey,2.33010422716049,mean_tl
SSP1-2.6,85,Prey,2.32463772839506,mean_tl
SSP1-2.6,86,Prey,2.32331730493827,mean_tl
SSP1-2.6,87,Prey,2.32244851111111,mean_tl
SSP1-2.6,88,Prey,2.3304163654321,mean_tl
SSP1-2.6,89,Prey,2.32836459012346,mean_tl
SSP1-2.6,90,Prey,2.3324162691358,mean_tl
SSP1-2.6,91,Prey,2.32139399382716,mean_tl
SSP1-2.6,92,Prey,2.33081670493827,mean_tl
SSP1-2.6,93,Prey,2.32304061111111,mean_tl
SSP1-2.6,94,Prey,2.32526117654321,mean_tl
SSP1-2.6,95,Prey,2.32717881111111,mean_tl
SSP1-2.6,96,Prey,2.32553843333333,mean_tl
SSP1-2.6,97,Prey,2.3232806962963,mean_tl
SSP1-2.6,98,Prey,2.32720477037037,mean_tl
SSP1-2.6,99,Prey,2.32570682716049,mean_tl
SSP1-2.6,100,Prey,2.32919724814815,mean_tl
SSP1-2.6,1,Predator,2.99854582253087,mean_tl
SSP1-2.6,2,Predator,2.99372048796296,mean_tl
SSP1-2.6,3,Predator,2.99631624814815,mean_tl
SSP1-2.6,4,Predator,2.99913209876543,mean_tl
SSP1-2.6,5,Predator,2.99488046327161,mean_tl
SSP1-2.6,6,Predator,2.99783900925926,mean_tl
SSP1-2.6,7,Predator,2.99191016759259,mean_tl
SSP1-2.6,8,Predator,2.99796081018518,mean_tl
SSP1-2.6,9,Predator,3.00285635216049,mean_tl
SSP1-2.6,10,Predator,2.99687824259259,mean_tl
SSP1-2.6,11,Predator,2.99700793055556,mean_tl
SSP1-2.6,12,Predator,2.99428923395062,mean_tl
SSP1-2.6,13,Predator,2.99595189907407,mean_tl
SSP1-2.6,14,Predator,2.99413216234568,mean_tl
SSP1-2.6,15,Predator,2.99236789259259,mean_tl
SSP1-2.6,16,Predator,2.99816783179013,mean_tl
SSP1-2.6,17,Predator,3.00128520493827,mean_tl
SSP1-2.6,18,Predator,2.99860414320988,mean_tl
SSP1-2.6,19,Predator,2.99783794012346,mean_tl
SSP1-2.6,20,Predator,2.99488706697531,mean_tl
