scenario,run,group,ingestion_log2,maintenance_log2,burden_log2
SSP5-8.5,45,Prey,0.111498733010991,0.643408887686713,0.531910154675722
SSP1-2.6,46,Prey,0.0464423803255448,0.378120288565568,0.331677908240024
SSP5-8.5,46,Prey,0.135858024637593,0.640731096711307,0.504873072073714
SSP1-2.6,47,Prey,0.0727354803124143,0.381458513098138,0.308723032785724
SSP5-8.5,47,Prey,0.155836846385865,0.654212041375219,0.498375194989354
SSP1-2.6,48,Prey,0.00935720962471415,0.363519318572778,0.354162108948064
SSP5-8.5,48,Prey,0.00836607012132921,0.727306616909958,0.718940546788629
SSP1-2.6,49,Prey,0.0822193239334429,0.342360975181302,0.260141651247859
SSP5-8.5,49,Prey,0.076609283138481,0.672257196138513,0.595647913000032
SSP1-2.6,50,Prey,0.109312602008868,0.418900232091177,0.309587630082309
SSP5-8.5,50,Prey,0.187440740271811,0.69478146345456,0.507340723182748
SSP1-2.6,51,Prey,0.0774647918239359,0.310954090087238,0.233489298263302
SSP5-8.5,51,Prey,0.10250565049744,0.628339307161133,0.525833656663692
SSP1-2.6,52,Prey,0.0793964576677271,0.35233534755019,0.272938889882463
SSP5-8.5,52,Prey,0.169695404711653,0.637766432585852,0.468071027874199
SSP1-2.6,53,Prey,0.0495249834003457,0.339628044873097,0.290103061472751
SSP5-8.5,53,Prey,0.115338829808488,0.685805045611806,0.570466215803318
SSP1-2.6,54,Prey,0.00994856600756717,0.355303686862913,0.345355120855346
SSP5-8.5,54,Prey,0.127764055462551,0.624150731418277,0.496386675955726
SSP1-2.6,55,Prey,0.0721176109606714,0.321767291248382,0.249649680287711
SSP5-8.5,55,Prey,0.0528455148179367,0.60931188259927,0.556466367781333
SSP1-2.6,56,Prey,0.0599710475373484,0.325887487664296,0.265916440126948
SSP5-8.5,56,Prey,0.146379006124034,0.601321925331118,0.454942919207084
SSP1-2.6,57,Prey,0.112081541575874,0.357274177273769,0.245192635697895
SSP5-8.5,57,Prey,0.150481265693211,0.692466636120221,0.541985370427011
SSP1-2.6,58,Prey,0.0943366608534036,0.269388723585478,0.175052062732075
SSP5-8.5,58,Prey,0.0871726889480808,0.616805969226968,0.529633280278887
SSP1-2.6,59,Prey,0.105300971577055,0.29244310333047,0.187142131753416
SSP5-8.5,59,Prey,0.110330302265216,0.628327260403769,0.517996958138552
SSP1-2.6,60,Prey,0.119395772508267,0.40659207458064,0.287196302072373
SSP5-8.5,60,Prey,0.159631204534982,0.573647570805307,0.414016366270326
