group,scenario_chr,scenario,mean,lo,hi,n_runs,metric,metric_label,base_mean,pct_change,pct_lo,pct_hi,significant,group_factor,label
Invertebrate,SSP1-2.6,SSP1-2.6,15.4392384562516,14.4274458712243,16.4606456690175,100,ingestion_age_standardized,ingestion,17.2302055003889,-10.3943452334148,-11.6994428890301,-9.07554407246279,TRUE,Invertebrate,-10.4%
Invertebrate,SSP5-8.5,SSP5-8.5,15.4741528415565,14.3560063761008,16.6973047994856,100,ingestion_age_standardized,ingestion,17.2302055003889,-10.1917104749145,-11.5627566198593,-8.74830986156725,TRUE,Invertebrate,-10.2%
Mid-trophic species,SSP1-2.6,SSP1-2.6,57.2775811608214,56.5718727464756,58.109220636046,100,ingestion_age_standardized,ingestion,56.9869694968781,0.509961604396558,0.300313638749082,0.723405015119505,TRUE,Mid-trophic species,+0.5%
Mid-trophic species,SSP5-8.5,SSP5-8.5,57.4175252060035,56.6100133713245,58.5437227464638,100,ingestion_age_standardized,ingestion,56.9869694968781,0.75553361220404,0.514225534225466,1.00303905853775,TRUE,Mid-trophic species,+0.8%
Predator,SSP1-2.6,SSP1-2.6,66.8416519108185,66.2639559718695,67.3522338147102,100,ingestion_age_standardized,ingestion,67.301060288375,-0.6826168497019,-0.858715860395086,-0.517610266704102,TRUE,Predator,-0.7%
Predator,SSP5-8.5,SSP5-8.5,66.1017444490044,65.536151061196,66.6545391867986,100,ingestion_age_standardized,ingestion,67.301060288375,-1.7820162627924,-1.94613769518388,-1.61642277341766,TRUE,Predator,-1.8%
Prey,SSP1-2.6,SSP1-2.6,28.1433367296461,27.4075302414095,28.9870175566872,100,ingestion_age_standardized,ingestion,26.6968819439333,5.41806638224824,4.85423470805714,5.98997730538543,TRUE,Prey,+5.4%
Prey,SSP5-8.5,SSP5-8.5,29.1159265170206,28.2308347811729,30.0562966115123,100,ingestion_age_standardized,ingestion,26.6968819439333,9.06115020535927,8.42931606480956,9.68801543125738,TRUE,Prey,+9.1%
