scenario,group,ingestion_response,maintenance_response,burden_response,ingestion_lo,ingestion_hi,maintenance_lo,maintenance_hi,n_runs,balance_projection,projection_x,projection_y,label_side,label_x,label_hjust,label_y,label_line_x
SSP1-2.6,Mid-trophic species,0.00341102468911536,0.237144013023084,0.233732988333968,-0.0121262515755992,0.0202419638120579,0.202959494436743,0.273406453892651,100,0.1202775188561,0.1202775188561,0.1202775188561,right,-0.445,0,0.282144013023084,-0.015
SSP5-8.5,Mid-trophic species,0.00592428624861042,0.463935763106103,0.458011476857493,-0.013263769244347,0.0248179368398045,0.426459286705803,0.504959928413099,100,0.234930024677357,0.234930024677357,0.234930024677357,right,-0.445,0,0.508935763106103,-0.015
SSP1-2.6,Prey,0.0763427295328572,0.351145375732678,0.27480264619982,0.00111115182244364,0.157663843776168,0.255452341685049,0.440236922930632,100,0.213744052632767,0.213744052632767,0.213744052632767,right,0.16,0,0.351145375732678,0.148
SSP5-8.5,Prey,0.125300020130552,0.648275136511073,0.522975116380521,0.0533374634024404,0.202565077682811,0.561944783182794,0.764380783130869,100,0.386787578320813,0.386787578320813,0.386787578320813,right,0.16,0,0.648275136511073,0.148
SSP1-2.6,Predator,-0.00659501366171666,0.420509825483301,0.427104839145018,-0.0266662536458588,0.0103744579582106,0.375327432009392,0.471242544659889,100,0.206957405910792,0.206957405910792,0.206957405910792,right,0.16,0,0.421145375732678,0.148
SSP5-8.5,Predator,-0.016606588153899,0.678281404442575,0.694887992596474,-0.0320605447885609,-0.00158878958455266,0.622853412693874,0.727928491235055,100,0.330837408144338,0.330837408144338,0.330837408144338,right,0.16,0,0.718275136511073,0.148
SSP1-2.6,Invertebrate,-0.219327640829259,0.558364671914176,0.777692312743435,-0.433664484742071,-0.00202265375903921,0.317841220680408,0.71004323346731,100,0.169518515542459,0.169518515542459,0.169518515542459,left,-0.445,0,0.608364671914176,-0.432
SSP5-8.5,Invertebrate,-0.210218451065709,0.777631452946238,0.987849904011947,-0.443743405975259,-0.0162792646326076,0.564002109299113,0.965433639667565,100,0.283706500940265,0.283706500940265,0.283706500940265,left,-0.445,0,0.827631452946238,-0.432
