species,scenario,run,latin,species_order,maintenance,base_mean,maintenance_index,scenario_x,point_x,species_label
DecapterusMaruadsi,SSP1-2.6,45,Decapterus maruadsi,10,0.446934126419753,0.411889757907778,108.508191291278,2,2.13461010472476,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,46,Decapterus maruadsi,10,0.446773364320988,0.411889757907778,108.469160920729,2,2.14269575278461,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,47,Decapterus maruadsi,10,0.440396118641975,0.411889757907778,106.920871467889,2,2.12435290947557,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,48,Decapterus maruadsi,10,0.449041950246914,0.411889757907778,109.019935947874,2,2.14635743565857,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,49,Decapterus maruadsi,10,0.45091060617284,0.411889757907778,109.473614605828,2,2.12517252075672,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,50,Decapterus maruadsi,10,0.449320330987654,0.411889757907778,109.087522173411,2,2.09373239044845,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,51,Decapterus maruadsi,10,0.442494827942387,0.411889757907778,107.4304032686,2,2.13259299233556,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,52,Decapterus maruadsi,10,0.450893412962963,0.411889757907778,109.469440379704,2,2.12004716716707,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,53,Decapterus maruadsi,10,0.454252166378601,0.411889757907778,110.284889987555,2,2.14336250258982,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,54,Decapterus maruadsi,10,0.447128531728395,0.411889757907778,108.555389675047,2,2.13640786857903,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,55,Decapterus maruadsi,10,0.44046254308642,0.411889757907778,106.936998221024,2,2.145944348827,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,56,Decapterus maruadsi,10,0.451902583045268,0.411889757907778,109.714450133632,2,2.11425155775249,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,57,Decapterus maruadsi,10,0.451120191440329,0.411889757907778,109.524498431771,2,2.14156428727508,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,58,Decapterus maruadsi,10,0.443811481234568,0.411889757907778,107.750064844763,2,2.15408748306334,bolditalic('Decapterus maruadsi')
DecapterusMaruadsi,SSP1-2.6,59,Decapterus maruadsi,10,0.444256896954733,0.411889757907778,107.858204392206,2,2.1050551879853,bolditalic('Decapterus maruadsi')
