species,run,latin,group,species_order,scenario,ingestion,maintenance,ingestion_base,maintenance_base,ingestion_log2,maintenance_log2,burden_log2
MuraenesoxCinereus,14,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3702429802469,0.0447776453654321,57.52327548,0.0248560232933333,-0.0292120416623763,0.849183167432852,0.878395209095228
MuraenesoxCinereus,15,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4545127777778,0.0355635708864198,57.69549458,0.02562363665,-0.0313697541016778,0.47292494478121,0.504294698882888
MuraenesoxCinereus,15,Muraenesox cinereus,Predator,4,SSP5-8.5,56.1554083753086,0.0456865847382716,57.69549458,0.02562363665,-0.0390336872348845,0.834295353568301,0.873329040803185
MuraenesoxCinereus,16,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6569691481482,0.0360361867925926,57.53831524,0.0261998375666667,-0.0222695514960776,0.459888491525837,0.482158043021915
MuraenesoxCinereus,16,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2587684864198,0.0460014767555556,57.53831524,0.0261998375666667,-0.0324450064593085,0.812122308422874,0.844567314882182
MuraenesoxCinereus,17,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6698358098766,0.0352667455703704,57.4819173733333,0.02547637334,-0.0205271627790465,0.46914853041368,0.489675693192727
MuraenesoxCinereus,17,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3340184518519,0.0452010036074074,57.4819173733333,0.02547637334,-0.0291017988642581,0.827194886450534,0.856296685314792
MuraenesoxCinereus,18,Muraenesox cinereus,Predator,4,SSP1-2.6,56.581974691358,0.0361426040814815,57.46917734,0.0249570001,-0.0224458702536281,0.534255927685731,0.556701797939359
MuraenesoxCinereus,18,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2125373777778,0.045411857754321,57.46917734,0.0249570001,-0.0318964592291788,0.863624528487935,0.895520987717113
MuraenesoxCinereus,19,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4759374814815,0.0355928260518519,57.4466514066667,0.0253991222826667,-0.024586485857201,0.486807843976402,0.511394329833603
MuraenesoxCinereus,19,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4560315407407,0.0453066931135802,57.4466514066667,0.0253991222826667,-0.0250950788187343,0.834945551292787,0.860040630111522
MuraenesoxCinereus,20,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4743207407408,0.0366288590469136,57.7260924733333,0.0248972062533333,-0.0316285580960732,0.556996898449056,0.58862545654513
MuraenesoxCinereus,20,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4690570049383,0.0447161219012346,57.7260924733333,0.0248972062533333,-0.031763031948297,0.844811208115837,0.876574240064134
MuraenesoxCinereus,21,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6036570716049,0.0358041375382716,57.7203333266667,0.0274503534,-0.0281843649268393,0.383301592627172,0.411485957554011
MuraenesoxCinereus,21,Muraenesox cinereus,Predator,4,SSP5-8.5,56.392741637037,0.0444085493777778,57.7203333266667,0.0274503534,-0.0335701472767573,0.694012723066206,0.727582870342963
MuraenesoxCinereus,22,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6074775851852,0.0358653112666667,57.60625536,0.0256593702033333,-0.0252328408747127,0.483103391019215,0.508336231893927
MuraenesoxCinereus,22,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4135664320988,0.0457043216296296,57.60625536,0.0256593702033333,-0.0301833336942437,0.832844826958401,0.863028160652644
MuraenesoxCinereus,23,Muraenesox cinereus,Predator,4,SSP1-2.6,56.8136709654321,0.0357376568592593,57.5633835533333,0.0263611052466667,-0.0189132711610555,0.439034187387443,0.457947458548499
MuraenesoxCinereus,23,Muraenesox cinereus,Predator,4,SSP5-8.5,56.1444240444445,0.0449238149481482,57.5633835533333,0.0263611052466667,-0.036008646425163,0.76906958743358,0.805078233858743
MuraenesoxCinereus,24,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4317216123457,0.0357089723827161,57.4722929533333,0.0258561950466667,-0.02636024523042,0.465776631031563,0.492136876261983
MuraenesoxCinereus,24,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2124567358025,0.0462638031777778,57.4722929533333,0.0258561950466667,-0.0319767405379242,0.839373883284272,0.871350623822196
MuraenesoxCinereus,25,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4752774765432,0.0362288159703704,57.8583030266667,0.0251869299666667,-0.0349045559676469,0.524462373644302,0.559366929611949
MuraenesoxCinereus,25,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3538437333333,0.0440127464345679,57.8583030266667,0.0251869299666667,-0.0380099940831071,0.805246117217287,0.843256111300394
MuraenesoxCinereus,26,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7215414962963,0.0353679228728395,57.4241439733333,0.0255638210666667,-0.0177607047875777,0.468337998890006,0.486098703677584
MuraenesoxCinereus,26,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3355990888889,0.0447146137802469,57.4241439733333,0.0255638210666667,-0.0276105799429289,0.806642920494049,0.834253500436977
MuraenesoxCinereus,27,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6034548024691,0.0361356430493827,57.4942711733333,0.0254574568966667,-0.0225280997316894,0.505334261229913,0.527862360961603
MuraenesoxCinereus,27,Muraenesox cinereus,Predator,4,SSP5-8.5,56.5147668197531,0.0467226765382716,57.4942711733333,0.0254574568966667,-0.0247903301174376,0.876034615611417,0.900824945728855
MuraenesoxCinereus,28,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6484770864198,0.0365716753222222,57.5755565533333,0.0252861568233333,-0.0234192801106488,0.532378934791704,0.555798214902353
MuraenesoxCinereus,28,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2705308938272,0.0444099581925926,57.5755565533333,0.0252861568233333,-0.0330768770677909,0.812535430930008,0.845612307997799
MuraenesoxCinereus,29,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5307486839506,0.0356272285135802,57.50580004,0.0264999117433333,-0.0246716698070436,0.426992703936327,0.451664373743371
MuraenesoxCinereus,29,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4432847530864,0.0452688937407407,57.50580004,0.0264999117433333,-0.0269055248033841,0.772532496276963,0.799438021080347
MuraenesoxCinereus,30,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6910626666667,0.0358156754888889,57.89315182,0.0244840004233333,-0.0302713893904494,0.548751853545064,0.579023242935513
MuraenesoxCinereus,30,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3658290814815,0.045251284417284,57.89315182,0.0244840004233333,-0.038571886026425,0.886119444185348,0.924691330211773
MuraenesoxCinereus,31,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4703488419753,0.0367260443234568,57.7639942266667,0.0256459173966667,-0.0326769606984678,0.518074335306664,0.550751296005132
MuraenesoxCinereus,31,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3286779209877,0.0448947920790124,57.7639942266667,0.0256459173966667,-0.0363008934305466,0.807818918213626,0.844119811644172
MuraenesoxCinereus,32,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6831563555556,0.0365285046,57.36267122,0.02592761052,-0.0171921121030656,0.494533439993816,0.511725552096882
MuraenesoxCinereus,32,Muraenesox cinereus,Predator,4,SSP5-8.5,56.341969691358,0.0468970419432099,57.36267122,0.02592761052,-0.0259022072971345,0.855007672804616,0.880909880101751
MuraenesoxCinereus,33,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6485741604938,0.0368102099209877,57.6786224466667,0.0260354172266667,-0.0259970647358916,0.499630450529825,0.525627515265717
MuraenesoxCinereus,33,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3596300246914,0.0449613720654321,57.6786224466667,0.0260354172266667,-0.0333745676919083,0.788210535683052,0.821585103374961
MuraenesoxCinereus,34,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7470708493827,0.0367420248962963,57.8293994466667,0.0257147817433333,-0.0272571941421447,0.51483322853397,0.542090422676115
MuraenesoxCinereus,34,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3824631530864,0.0447296121925926,57.8293994466667,0.0257147817433333,-0.0365566143378498,0.798632341446528,0.835188955784378
MuraenesoxCinereus,35,Muraenesox cinereus,Predator,4,SSP1-2.6,56.531862254321,0.0368625848666667,57.6164170866667,0.0253462345133333,-0.0274157258141615,0.540385805204341,0.567801531018502
MuraenesoxCinereus,35,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2430751160494,0.0455101333209877,57.6164170866667,0.0253462345133333,-0.0348044718005773,0.844416379134798,0.879220850935375
MuraenesoxCinereus,36,Muraenesox cinereus,Predator,4,SSP1-2.6,56.563885691358,0.0367375209407407,57.6089755733333,0.02563166878,-0.0264123730584462,0.519326866178934,0.54573923923738
MuraenesoxCinereus,36,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3106729925926,0.0449020184617284,57.6089755733333,0.02563166878,-0.0328852101947941,0.808852889245247,0.841738099440041
MuraenesoxCinereus,37,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6342882592593,0.0355434137382716,57.9273493466667,0.0253267875933333,-0.0325688787781137,0.488918150824251,0.521487029602365
MuraenesoxCinereus,37,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3308307432099,0.0450928974641975,57.9273493466667,0.0253267875933333,-0.0403199033504401,0.832236114296882,0.872556017647322
MuraenesoxCinereus,38,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4776682567901,0.0366928844518519,57.6360451,0.0257591344133333,-0.0292908167404546,0.51041620500615,0.539707021746605
MuraenesoxCinereus,38,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2711960271605,0.0449479542839506,57.6360451,0.0257591344133333,-0.0345747155475436,0.803171340613659,0.837746056161203
MuraenesoxCinereus,39,Muraenesox cinereus,Predator,4,SSP1-2.6,56.8297276691358,0.0367247437703704,57.8455607133333,0.02492020301,-0.0255604437782677,0.559436603906422,0.58499704768469
MuraenesoxCinereus,39,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3732648691358,0.0451895353679012,57.8455607133333,0.02492020301,-0.0371951218417604,0.85867290232475,0.895868024166511
MuraenesoxCinereus,40,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5765548345679,0.035800066982716,57.4935208733333,0.025693466,-0.0231950552280351,0.478560766605542,0.501755821833577
MuraenesoxCinereus,40,Muraenesox cinereus,Predator,4,SSP5-8.5,56.5827902296296,0.0449165349555556,57.4935208733333,0.025693466,-0.0230360621985597,0.80584511645906,0.82888117865762
MuraenesoxCinereus,41,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7201857703704,0.0355921568469136,57.9007391866667,0.02485330422,-0.02971950870998,0.518121691995375,0.547841200705355
MuraenesoxCinereus,41,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2884280518519,0.0451302295802469,57.9007391866667,0.02485330422,-0.0407434073152923,0.860656448358232,0.901399855673524
MuraenesoxCinereus,42,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5469090666667,0.0367059355037037,57.8703043066667,0.0244526748666667,-0.0333750637954932,0.586021082225218,0.619396146020712
MuraenesoxCinereus,42,Muraenesox cinereus,Predator,4,SSP5-8.5,56.5131542592593,0.0451305748444444,57.8703043066667,0.0244526748666667,-0.0342365155454245,0.884112865250055,0.918349380795479
MuraenesoxCinereus,43,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5619928493827,0.0371966221358025,57.8339995133333,0.0251502909666667,-0.0320849236894274,0.564596523799087,0.596681447488514
MuraenesoxCinereus,43,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2692176395062,0.0442955169604938,57.8339995133333,0.0251502909666667,-0.0395719707490924,0.816585603742947,0.856157574492039
MuraenesoxCinereus,44,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5299761185185,0.0356754139382716,57.5687901,0.025388657,-0.0262708045174238,0.490746087401842,0.517016891919266
MuraenesoxCinereus,44,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4419757209877,0.0445456976493827,57.5687901,0.025388657,-0.0285184024516897,0.811102017027959,0.839620419479649
MuraenesoxCinereus,45,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4902011530864,0.0347390953950617,57.8207211733333,0.0253767815566667,-0.0335859651486787,0.453051077698985,0.486637042847664
MuraenesoxCinereus,45,Muraenesox cinereus,Predator,4,SSP5-8.5,56.1716774271605,0.0454559401407407,57.8207211733333,0.0253767815566667,-0.0417437169987179,0.84095972770369,0.882703444702408
MuraenesoxCinereus,46,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4484410444445,0.037078080154321,57.6776669533333,0.0269934113933333,-0.0310790709638374,0.457959231069093,0.48903830203293
MuraenesoxCinereus,46,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4510570790124,0.0451438257148148,57.6776669533333,0.0269934113933333,-0.0310122125603669,0.741921370634518,0.772933583194885
MuraenesoxCinereus,47,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5047017703704,0.0355577207185185,57.4493725133333,0.02655955114,-0.0239202156859834,0.420932083948055,0.444852299634038
MuraenesoxCinereus,47,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4505971135803,0.0445755349876543,57.4493725133333,0.02655955114,-0.0253022938493082,0.747021347773937,0.772323641623245
MuraenesoxCinereus,48,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5144666419753,0.0354541644641975,57.8342756066667,0.0255088065713333,-0.0333045448434895,0.474959693031787,0.508264237875277
MuraenesoxCinereus,48,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2346313283951,0.0454522287679012,57.8342756066667,0.0255088065713333,-0.0404658943425168,0.833355635192474,0.873821529534991
MuraenesoxCinereus,49,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5388471753087,0.0363942094098766,57.72607748,0.0254754121266667,-0.0299807297441547,0.514603439467088,0.544584169211242
MuraenesoxCinereus,49,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3036098049383,0.0452835743703704,57.72607748,0.0254754121266667,-0.0359957756473674,0.829882353299315,0.865878128946683
MuraenesoxCinereus,50,Muraenesox cinereus,Predator,4,SSP1-2.6,56.614878745679,0.0357421804765432,57.6989893866667,0.0242410386,-0.0273647976957474,0.560176137707383,0.587540935403131
MuraenesoxCinereus,50,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3726933037037,0.0459291205098765,57.6989893866667,0.0242410386,-0.0335495535034633,0.921957645893798,0.955507199397261
MuraenesoxCinereus,51,Muraenesox cinereus,Predator,4,SSP1-2.6,56.3709034864198,0.0359182763209877,57.8578466066667,0.025407272438,-0.037561938540979,0.499476613167498,0.537038551708477
MuraenesoxCinereus,51,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3723919061728,0.0449127187308642,57.8578466066667,0.025407272438,-0.0375238460621479,0.821882551152755,0.859406397214903
MuraenesoxCinereus,52,Muraenesox cinereus,Predator,4,SSP1-2.6,56.671830308642,0.0364992263333333,57.5043813666667,0.0256862440366667,-0.0210400845104932,0.506869935792796,0.527910020303289
MuraenesoxCinereus,52,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2210919185185,0.0447235132345679,57.5043813666667,0.0256862440366667,-0.0325604080655096,0.800037574852681,0.83259798291819
MuraenesoxCinereus,53,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5892085185185,0.0360898832567901,57.5094322866667,0.0251556258466667,-0.0232716366119249,0.520713393555242,0.543985030167167
MuraenesoxCinereus,53,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4723306222222,0.0455834863679012,57.5094322866667,0.0251556258466667,-0.0262544232027074,0.857630187790063,0.88388461099277
MuraenesoxCinereus,54,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5846116691358,0.0357028114444445,57.3577711733333,0.0259700432633333,-0.0195792026570839,0.459189267426738,0.478768470083822
MuraenesoxCinereus,54,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3343616444444,0.0443720055530864,57.3577711733333,0.0259700432633333,-0.0259737889712497,0.772801345050988,0.798775134022238
MuraenesoxCinereus,55,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5359996740741,0.0351418339740741,57.8874773266667,0.0255314082866667,-0.0340814810569107,0.460916366813519,0.494997847870429
MuraenesoxCinereus,55,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4245266617284,0.044670169562963,57.8874773266667,0.0255314082866667,-0.0369288759748608,0.807038613420841,0.843967489395702
MuraenesoxCinereus,56,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6124854493827,0.0367985174419753,57.25399982,0.0251049967266667,-0.0162562213341935,0.551673106497593,0.567929327831786
MuraenesoxCinereus,56,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3084809975309,0.045374719962963,57.25399982,0.0251049967266667,-0.0240242521703521,0.853914202423411,0.877938454593763
MuraenesoxCinereus,57,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5334435283951,0.0354578296333333,57.6934213733333,0.02558332127,-0.0293022454158212,0.470900662377801,0.500202907793622
MuraenesoxCinereus,57,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2333592617284,0.0456809535777778,57.6934213733333,0.02558332127,-0.0369805885911125,0.836389197404894,0.873369785996006
MuraenesoxCinereus,58,Muraenesox cinereus,Predator,4,SSP1-2.6,56.506224962963,0.0351327661728395,57.6893252666667,0.0259084088066667,-0.0298945801366368,0.43939675785922,0.469291337995857
MuraenesoxCinereus,58,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2516452098766,0.045736128854321,57.6893252666667,0.0259084088066667,-0.0364090978513525,0.819913846414456,0.856322944265808
MuraenesoxCinereus,59,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6705728716049,0.0364152557987654,57.5077680266667,0.0262916675266667,-0.0211570589496453,0.469937332822584,0.491094391772229
MuraenesoxCinereus,59,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3814080444444,0.044570921145679,57.5077680266667,0.0262916675266667,-0.0285373378008566,0.761497130822406,0.790034468623262
MuraenesoxCinereus,60,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6352886271605,0.0356719489160494,57.8229478133333,0.0253664058766667,-0.0299409036814189,0.491870917906069,0.521811821587488
MuraenesoxCinereus,60,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3202555135803,0.0445583918592593,57.8229478133333,0.0253664058766667,-0.0379882800643846,0.812778044983634,0.850766325048019
MuraenesoxCinereus,61,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7031130666667,0.0350356872716049,57.6748713733333,0.0265878244933333,-0.0245149384364679,0.398059461105182,0.42257439954165
MuraenesoxCinereus,61,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3404306567901,0.044363634745679,57.6748713733333,0.0265878244933333,-0.0337722899355528,0.738611835636647,0.7723841255722
MuraenesoxCinereus,62,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5532965012346,0.0354179084592593,57.68371886,0.025810002322,-0.028553056287853,0.456548747626069,0.485101803913922
MuraenesoxCinereus,62,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3559647876543,0.0435179806135803,57.68371886,0.025810002322,-0.0335958627184472,0.753681340824439,0.787277203542886
MuraenesoxCinereus,63,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4012580345679,0.0366431827012346,57.2872324533333,0.0261944964333333,-0.0224863004332556,0.484281088720568,0.506767389153823
MuraenesoxCinereus,63,Muraenesox cinereus,Predator,4,SSP5-8.5,56.6489897604938,0.0451666841654321,57.2872324533333,0.0261944964333333,-0.0161634146101028,0.785995276981484,0.802158691591587
MuraenesoxCinereus,64,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4972798839506,0.0356746548345679,57.65699154,0.02580850848,-0.0293141517615249,0.46705270325568,0.496366855017205
MuraenesoxCinereus,64,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4504374518519,0.045670262091358,57.65699154,0.02580850848,-0.0305108000862636,0.823408301135533,0.853919101221797
MuraenesoxCinereus,65,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6712956098766,0.0347921993777778,57.5989894,0.0256916128333333,-0.0234253136785089,0.437466420706743,0.460891734385252
MuraenesoxCinereus,65,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3911193777778,0.0452063473827161,57.5989894,0.0256916128333333,-0.0305755180689209,0.815227893740265,0.845803411809186
MuraenesoxCinereus,66,Muraenesox cinereus,Predator,4,SSP1-2.6,56.4836459259259,0.0362542706246914,57.6229993266667,0.0254520445866667,-0.0288115407761704,0.51036939549965,0.53918093627582
MuraenesoxCinereus,66,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2931155580247,0.0442975907382716,57.6229993266667,0.0254520445866667,-0.0336862591989089,0.799446681469125,0.833132940668034
MuraenesoxCinereus,67,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7045646567901,0.0359377483506173,57.7401683533333,0.02505356737,-0.0261104388045817,0.520483977871115,0.546594416675697
MuraenesoxCinereus,67,Muraenesox cinereus,Predator,4,SSP5-8.5,56.408920162963,0.0447148834296296,57.7401683533333,0.02505356737,-0.0336519943856966,0.835739072027616,0.869391066413313
MuraenesoxCinereus,68,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6579763209877,0.0364351009530864,57.66057114,0.0256449849333333,-0.0253060538657063,0.506652264350009,0.531958318215715
MuraenesoxCinereus,68,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4248920074074,0.0434090226814815,57.66057114,0.0256449849333333,-0.0312533748789352,0.7593182181429,0.790571593021836
MuraenesoxCinereus,69,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6948430296296,0.0366680318296296,57.41938492,0.0256207842333333,-0.0183203629844942,0.517208194742013,0.535528557726508
MuraenesoxCinereus,69,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4153273185185,0.0458269109827161,57.41938492,0.0256207842333333,-0.025450698831244,0.838880406231425,0.86433110506267
MuraenesoxCinereus,70,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6477228246914,0.0369405225333333,57.78986748,0.0254134248533333,-0.0287985991429663,0.539613459726502,0.568412058869468
MuraenesoxCinereus,70,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2942037259259,0.046203212091358,57.78986748,0.0254134248533333,-0.0378301772623867,0.862402338626591,0.900232515888978
MuraenesoxCinereus,71,Muraenesox cinereus,Predator,4,SSP1-2.6,56.582265817284,0.0363442292987654,57.916986,0.0252564712066667,-0.0336365764080845,0.525073230432456,0.558709806840541
MuraenesoxCinereus,71,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2769476444445,0.0447657773876543,57.916986,0.0252564712066667,-0.041442444886498,0.825743157672095,0.867185602558594
MuraenesoxCinereus,72,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5579917382716,0.0362055822345679,57.7525614,0.0254853660886667,-0.0301540394917934,0.506543074268023,0.536697113759816
MuraenesoxCinereus,72,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4492042666667,0.0450089106716049,57.7525614,0.0254853660886667,-0.0329316890543947,0.820541571093157,0.853473260147552
MuraenesoxCinereus,73,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7605276222222,0.0353332126987654,57.6645799066667,0.02522084498,-0.0227974247172796,0.486408321884465,0.509205746601745
MuraenesoxCinereus,73,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2597203259259,0.0448862806419753,57.6645799066667,0.02522084498,-0.0355830440164717,0.831657945464816,0.867240989481288
MuraenesoxCinereus,74,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5418915061729,0.0359368249259259,57.4736939066667,0.02547093288,-0.0235816292640312,0.496611150452913,0.520192779716944
MuraenesoxCinereus,74,Muraenesox cinereus,Predator,4,SSP5-8.5,56.4712982049383,0.0441854016074074,57.4736939066667,0.02547093288,-0.0253839785140171,0.794717997364571,0.820101975878588
MuraenesoxCinereus,75,Muraenesox cinereus,Predator,4,SSP1-2.6,56.3903568222222,0.0363860884185185,58.1788247733333,0.0268649469466667,-0.0450456819893218,0.437661977756138,0.482707659745459
MuraenesoxCinereus,75,Muraenesox cinereus,Predator,4,SSP5-8.5,56.400914654321,0.0456737922,58.1788247733333,0.0268649469466667,-0.044775594918637,0.765641589668539,0.810417184587176
MuraenesoxCinereus,76,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5110712444445,0.0369196521604938,57.26946966,0.02605849046,-0.0192327058458518,0.502635448084586,0.521868153930438
MuraenesoxCinereus,76,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3779272666667,0.0458986328345679,57.26946966,0.02605849046,-0.0226358053163812,0.816697668688181,0.839333474004563
MuraenesoxCinereus,77,Muraenesox cinereus,Predator,4,SSP1-2.6,56.7737386518519,0.0362613436148148,57.5015020466667,0.0269040885733333,-0.0183758936590562,0.430606949567757,0.448982843226813
MuraenesoxCinereus,77,Muraenesox cinereus,Predator,4,SSP5-8.5,56.5220634345679,0.0448730981506173,57.5015020466667,0.0269040885733333,-0.0247855077567172,0.73802536110783,0.762810868864548
MuraenesoxCinereus,78,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6122274518519,0.0350969111234568,57.8073744533333,0.0273946623,-0.030139859510413,0.357449245297534,0.387589104807947
MuraenesoxCinereus,78,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3288977580247,0.0456659823851852,57.8073744533333,0.0273946623,-0.0373783069926278,0.737225050127896,0.774603357120524
MuraenesoxCinereus,79,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5179326123457,0.0360007520592593,57.7018087466667,0.0257391849833333,-0.0299078491120149,0.484060672748204,0.513968521860218
MuraenesoxCinereus,79,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2031252864198,0.044182758437037,57.7018087466667,0.0257391849833333,-0.0379661863424163,0.779517120301047,0.817483306643464
MuraenesoxCinereus,80,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5479838567901,0.0356440991604938,57.60003036,0.0248191738,-0.0265939843301427,0.522208169225698,0.54880215355584
MuraenesoxCinereus,80,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3357260617284,0.0450258306839506,57.60003036,0.0248191738,-0.0320194550104211,0.859297802024058,0.891317257034479
MuraenesoxCinereus,81,Muraenesox cinereus,Predator,4,SSP1-2.6,56.683926562963,0.0368233341790123,57.6331171666667,0.0250584628033333,-0.0239583530692078,0.555322345729764,0.579280698798972
MuraenesoxCinereus,81,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3161727975309,0.0457909959432099,57.6331171666667,0.0250584628033333,-0.0333487590918176,0.869766027529599,0.903114786621417
MuraenesoxCinereus,82,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6795677654321,0.0365647956345679,57.6457797466667,0.02583823736,-0.0243862354914009,0.500947643416214,0.525333878907615
MuraenesoxCinereus,82,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3781281061728,0.0444004587,57.6457797466667,0.02583823736,-0.0320794142477348,0.78106692587725,0.813146340124985
MuraenesoxCinereus,83,Muraenesox cinereus,Predator,4,SSP1-2.6,56.5418420395062,0.0366322781555556,57.20291956,0.0254750091666667,-0.0167698975471905,0.524032759295916,0.540802656843106
MuraenesoxCinereus,83,Muraenesox cinereus,Predator,4,SSP5-8.5,56.3428634222222,0.0444137529037037,57.20291956,0.0254750091666667,-0.0218558967625848,0.801923816773352,0.823779713535937
MuraenesoxCinereus,84,Muraenesox cinereus,Predator,4,SSP1-2.6,56.6540129234568,0.0363943163654321,57.4825880533333,0.02581452985,-0.0209468692835377,0.495529841844869,0.516476711128407
MuraenesoxCinereus,84,Muraenesox cinereus,Predator,4,SSP5-8.5,56.2815692222222,0.0445293078567901,57.4825880533333,0.02581452985,-0.0304624642539909,0.786571864268312,0.817034328522303
