species,run,latin,group,species_order,scenario,ingestion,maintenance,ingestion_base,maintenance_base,ingestion_log2,maintenance_log2,burden_log2
DecapterusMaruadsi,62,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.7980903827161,0.441034941234568,38.4814462333333,0.411425872,0.01182262525187,0.100260439830982,0.0884378145791116
DecapterusMaruadsi,62,Decapterus maruadsi,Mid-trophic species,10,SSP5-8.5,38.8855581111111,0.494203643209877,38.4814462333333,0.411425872,0.0150714250640774,0.264473127296564,0.249401702232486
DecapterusMaruadsi,63,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.6073404485597,0.44844850090535,39.1255606222222,0.414203257,-0.0192362497917362,0.114603419979276,0.133839669771013
DecapterusMaruadsi,63,Decapterus maruadsi,Mid-trophic species,10,SSP5-8.5,38.6198319958848,0.506937031152264,39.1255606222222,0.414203257,-0.0187695359922872,0.29146765701669,0.310237193008977
DecapterusMaruadsi,64,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.3381199506173,0.445584795596708,38.8509399555556,0.408222088,-0.019169912533897,0.126345759822659,0.145515672356556
DecapterusMaruadsi,64,Decapterus maruadsi,Mid-trophic species,10,SSP5-8.5,38.7536062427984,0.490708349794239,38.8509399555556,0.408222088,-0.00361893587985593,0.265511574682129,0.269130510561985
DecapterusMaruadsi,65,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.8482969382716,0.44142787781893,38.4334282444444,0.419193573555556,0.0154896841500322,0.0745611442563841,0.059071460106352
DecapterusMaruadsi,65,Decapterus maruadsi,Mid-trophic species,10,SSP5-8.5,38.8368541399177,0.495828529835391,38.4334282444444,0.419193573555556,0.0150646745225978,0.242224686265828,0.227160011743231
DecapterusMaruadsi,66,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.7243606831276,0.448501411234568,39.3309157222222,0.415233064888889,-0.0224223550776698,0.111191195012687,0.133613550090357
DecapterusMaruadsi,66,Decapterus maruadsi,Mid-trophic species,10,SSP5-8.5,38.5501091687243,0.493308403127572,39.3309157222222,0.415233064888889,-0.0289288305612203,0.248568533078312,0.277497363639533
DecapterusMaruadsi,67,Decapterus maruadsi,Mid-trophic species,10,SSP1-2.6,38.2196676460905,0.447979726584362,39.0789202,0.409852028444444,-0.0320753715111138,0.128330306178703,0.160405677689816
