scenario,run,group,indicator,value
SSP1-2.6,78,Predator,biomass,2484584.36782716
SSP1-2.6,79,Predator,biomass,2466309.55861728
SSP1-2.6,80,Predator,biomass,2512889.25558025
SSP1-2.6,81,Predator,biomass,2469452.92698765
SSP1-2.6,82,Predator,biomass,2453406.14875309
SSP1-2.6,83,Predator,biomass,2493306.59448148
SSP1-2.6,84,Predator,biomass,2495800.54069136
SSP1-2.6,85,Predator,biomass,2500689.56396296
SSP1-2.6,86,Predator,biomass,2507804.63479012
SSP1-2.6,87,Predator,biomass,2541665.01858025
SSP1-2.6,88,Predator,biomass,2514646.85118518
SSP1-2.6,89,Predator,biomass,2520193.72190123
SSP1-2.6,90,Predator,biomass,2420756.92941975
SSP1-2.6,91,Predator,biomass,2446084.6384321
SSP1-2.6,92,Predator,biomass,2502208.54438272
SSP1-2.6,93,Predator,biomass,2511489.86282716
SSP1-2.6,94,Predator,biomass,2459322.62128395
SSP1-2.6,95,Predator,biomass,2538129.48503704
SSP1-2.6,96,Predator,biomass,2491548.1318642
SSP1-2.6,97,Predator,biomass,2491267.47898765
SSP1-2.6,98,Predator,biomass,2501227.14755555
SSP1-2.6,99,Predator,biomass,2514636.68432099
SSP1-2.6,100,Predator,biomass,2543277.29849383
SSP1-2.6,1,Invertebrate,biomass,1554952.37234568
SSP1-2.6,2,Invertebrate,biomass,1562658.64180247
SSP1-2.6,3,Invertebrate,biomass,1535737.06118519
SSP1-2.6,4,Invertebrate,biomass,1565851.61858025
SSP1-2.6,5,Invertebrate,biomass,1527535.46185185
SSP1-2.6,6,Invertebrate,biomass,1593796.05325926
SSP1-2.6,7,Invertebrate,biomass,1578936.07419753
SSP1-2.6,8,Invertebrate,biomass,1562187.39353086
SSP1-2.6,9,Invertebrate,biomass,1576274.22950617
SSP1-2.6,10,Invertebrate,biomass,1527580.10753086
SSP1-2.6,11,Invertebrate,biomass,1601453.54074074
SSP1-2.6,12,Invertebrate,biomass,1626047.16617284
SSP1-2.6,13,Invertebrate,biomass,1538410.24609877
SSP1-2.6,14,Invertebrate,biomass,1585798.52864198
SSP1-2.6,15,Invertebrate,biomass,1544376.65685185
SSP1-2.6,16,Invertebrate,biomass,1582428.76111111
SSP1-2.6,17,Invertebrate,biomass,1617627.25316049
SSP1-2.6,18,Invertebrate,biomass,1560869.27814815
SSP1-2.6,19,Invertebrate,biomass,1568332.1641358
SSP1-2.6,20,Invertebrate,biomass,1581982.61895062
SSP1-2.6,21,Invertebrate,biomass,1548201.7854321
SSP1-2.6,22,Invertebrate,biomass,1601922.12049383
SSP1-2.6,23,Invertebrate,biomass,1511047.92434568
SSP1-2.6,24,Invertebrate,biomass,1560679.70012346
SSP1-2.6,25,Invertebrate,biomass,1525579.83432099
SSP1-2.6,26,Invertebrate,biomass,1576941.2197284
SSP1-2.6,27,Invertebrate,biomass,1516635.56227161
SSP1-2.6,28,Invertebrate,biomass,1556617.31214815
SSP1-2.6,29,Invertebrate,biomass,1540618.12118518
SSP1-2.6,30,Invertebrate,biomass,1542199.35148148
SSP1-2.6,31,Invertebrate,biomass,1510316.34912346
SSP1-2.6,32,Invertebrate,biomass,1542611.65733333
SSP1-2.6,33,Invertebrate,biomass,1574694.50493827
SSP1-2.6,34,Invertebrate,biomass,1565342.33320988
SSP1-2.6,35,Invertebrate,biomass,1543171.47314815
SSP1-2.6,36,Invertebrate,biomass,1550749.11449383
SSP1-2.6,37,Invertebrate,biomass,1597953.82932099
SSP1-2.6,38,Invertebrate,biomass,1612703.83511111
SSP1-2.6,39,Invertebrate,biomass,1551131.04609877
SSP1-2.6,40,Invertebrate,biomass,1572882.30412346
SSP1-2.6,41,Invertebrate,biomass,1601952.54839506
SSP1-2.6,42,Invertebrate,biomass,1514599.93845679
SSP1-2.6,43,Invertebrate,biomass,1575034.86728395
SSP1-2.6,44,Invertebrate,biomass,1552317.38654321
SSP1-2.6,45,Invertebrate,biomass,1601763.59950617
SSP1-2.6,46,Invertebrate,biomass,1550102.13691358
SSP1-2.6,47,Invertebrate,biomass,1529711.37414815
SSP1-2.6,48,Invertebrate,biomass,1548018.61549383
SSP1-2.6,49,Invertebrate,biomass,1566750.0531358
SSP1-2.6,50,Invertebrate,biomass,1581559.59728395
SSP1-2.6,51,Invertebrate,biomass,1585597.89198765
SSP1-2.6,52,Invertebrate,biomass,1597065.01214815
SSP1-2.6,53,Invertebrate,biomass,1553197.28234568
SSP1-2.6,54,Invertebrate,biomass,1540558.51604938
SSP1-2.6,55,Invertebrate,biomass,1572536.23649383
SSP1-2.6,56,Invertebrate,biomass,1547038.49087654
SSP1-2.6,57,Invertebrate,biomass,1546555.5854321
SSP1-2.6,58,Invertebrate,biomass,1632667.40191358
SSP1-2.6,59,Invertebrate,biomass,1623515.77981481
SSP1-2.6,60,Invertebrate,biomass,1568949.37135802
SSP1-2.6,61,Invertebrate,biomass,1530877.69271605
SSP1-2.6,62,Invertebrate,biomass,1526213.41962963
SSP1-2.6,63,Invertebrate,biomass,1556647.77511111
SSP1-2.6,64,Invertebrate,biomass,1590339.52259259
SSP1-2.6,65,Invertebrate,biomass,1534218.08987654
SSP1-2.6,66,Invertebrate,biomass,1566707.57285185
SSP1-2.6,67,Invertebrate,biomass,1572239.34950617
SSP1-2.6,68,Invertebrate,biomass,1556897.52283951
SSP1-2.6,69,Invertebrate,biomass,1589676.30654321
SSP1-2.6,70,Invertebrate,biomass,1623207.46814815
SSP1-2.6,71,Invertebrate,biomass,1557241.6805679
SSP1-2.6,72,Invertebrate,biomass,1588994.65148148
SSP1-2.6,73,Invertebrate,biomass,1572873.45037037
SSP1-2.6,74,Invertebrate,biomass,1543226.78864198
SSP1-2.6,75,Invertebrate,biomass,1561189.63535802
SSP1-2.6,76,Invertebrate,biomass,1571587.42777778
SSP1-2.6,77,Invertebrate,biomass,1633527.57271605
SSP1-2.6,78,Invertebrate,biomass,1595588.29123457
SSP1-2.6,79,Invertebrate,biomass,1578337.92
SSP1-2.6,80,Invertebrate,biomass,1597168.05314815
SSP1-2.6,81,Invertebrate,biomass,1556104.53351852
SSP1-2.6,82,Invertebrate,biomass,1553692.75345679
SSP1-2.6,83,Invertebrate,biomass,1567400.78061728
SSP1-2.6,84,Invertebrate,biomass,1570416.71481481
SSP1-2.6,85,Invertebrate,biomass,1546569.71018519
SSP1-2.6,86,Invertebrate,biomass,1590767.14864198
SSP1-2.6,87,Invertebrate,biomass,1587976.16740741
SSP1-2.6,88,Invertebrate,biomass,1561166.13080247
SSP1-2.6,89,Invertebrate,biomass,1572912.5154321
SSP1-2.6,90,Invertebrate,biomass,1554037.52320988
SSP1-2.6,91,Invertebrate,biomass,1546153.82598765
SSP1-2.6,92,Invertebrate,biomass,1622549.68975309
SSP1-2.6,93,Invertebrate,biomass,1532575.6958642
SSP1-2.6,94,Invertebrate,biomass,1576984.36476543
SSP1-2.6,95,Invertebrate,biomass,1587450.24111111
SSP1-2.6,96,Invertebrate,biomass,1612650.1391358
SSP1-2.6,97,Invertebrate,biomass,1583696.6362963
SSP1-2.6,98,Invertebrate,biomass,1590985.52950617
SSP1-2.6,99,Invertebrate,biomass,1577782.43037037
SSP1-2.6,100,Invertebrate,biomass,1573588.7662963
SSP1-2.6,1,Mid-trophic species,biomass,2613673.43812593
SSP1-2.6,2,Mid-trophic species,biomass,2516160.41211358
SSP1-2.6,3,Mid-trophic species,biomass,2506851.10591852
SSP1-2.6,4,Mid-trophic species,biomass,2567519.58170741
SSP1-2.6,5,Mid-trophic species,biomass,2591268.05133951
SSP1-2.6,6,Mid-trophic species,biomass,2539713.20541975
SSP1-2.6,7,Mid-trophic species,biomass,2475572.29407654
SSP1-2.6,8,Mid-trophic species,biomass,2545286.2624037
SSP1-2.6,9,Mid-trophic species,biomass,2558133.80588765
SSP1-2.6,10,Mid-trophic species,biomass,2580102.23590988
SSP1-2.6,11,Mid-trophic species,biomass,2512055.08353704
SSP1-2.6,12,Mid-trophic species,biomass,2527885.96968272
SSP1-2.6,13,Mid-trophic species,biomass,2559477.22714444
SSP1-2.6,14,Mid-trophic species,biomass,2564936.13819012
SSP1-2.6,15,Mid-trophic species,biomass,2532146.76853333
SSP1-2.6,16,Mid-trophic species,biomass,2521201.13055926
SSP1-2.6,17,Mid-trophic species,biomass,2512848.09899506
SSP1-2.6,18,Mid-trophic species,biomass,2521949.64807037
SSP1-2.6,19,Mid-trophic species,biomass,2525139.55353086
SSP1-2.6,20,Mid-trophic species,biomass,2468242.90233704
SSP1-2.6,21,Mid-trophic species,biomass,2588662.95994679
SSP1-2.6,22,Mid-trophic species,biomass,2490979.26079506
SSP1-2.6,23,Mid-trophic species,biomass,2582703.6428037
SSP1-2.6,24,Mid-trophic species,biomass,2480924.39648765
SSP1-2.6,25,Mid-trophic species,biomass,2552812.37514938
SSP1-2.6,26,Mid-trophic species,biomass,2488378.97201605
SSP1-2.6,27,Mid-trophic species,biomass,2543034.01959667
SSP1-2.6,28,Mid-trophic species,biomass,2553350.63590617
SSP1-2.6,29,Mid-trophic species,biomass,2598111.12280864
SSP1-2.6,30,Mid-trophic species,biomass,2551426.72781481
SSP1-2.6,31,Mid-trophic species,biomass,2578929.14471062
SSP1-2.6,32,Mid-trophic species,biomass,2577255.93161852
SSP1-2.6,33,Mid-trophic species,biomass,2524971.04532099
SSP1-2.6,34,Mid-trophic species,biomass,2452316.53030123
SSP1-2.6,35,Mid-trophic species,biomass,2535247.33748765
SSP1-2.6,36,Mid-trophic species,biomass,2511926.68104568
SSP1-2.6,37,Mid-trophic species,biomass,2527071.10915926
SSP1-2.6,38,Mid-trophic species,biomass,2507021.67813383
SSP1-2.6,39,Mid-trophic species,biomass,2600503.55705679
SSP1-2.6,40,Mid-trophic species,biomass,2538475.78037284
SSP1-2.6,41,Mid-trophic species,biomass,2540166.94029012
SSP1-2.6,42,Mid-trophic species,biomass,2619793.01677778
SSP1-2.6,43,Mid-trophic species,biomass,2495224.65238272
SSP1-2.6,44,Mid-trophic species,biomass,2546888.65063086
SSP1-2.6,45,Mid-trophic species,biomass,2621482.56021802
SSP1-2.6,46,Mid-trophic species,biomass,2526065.49349136
SSP1-2.6,47,Mid-trophic species,biomass,2542408.1331642
SSP1-2.6,48,Mid-trophic species,biomass,2587697.58618272
SSP1-2.6,49,Mid-trophic species,biomass,2590702.19019877
SSP1-2.6,50,Mid-trophic species,biomass,2503204.1914716
SSP1-2.6,51,Mid-trophic species,biomass,2498310.72555185
SSP1-2.6,52,Mid-trophic species,biomass,2545216.63746914
SSP1-2.6,53,Mid-trophic species,biomass,2560085.64955062
SSP1-2.6,54,Mid-trophic species,biomass,2526692.79425803
SSP1-2.6,55,Mid-trophic species,biomass,2446073.29162173
SSP1-2.6,56,Mid-trophic species,biomass,2516791.05647654
SSP1-2.6,57,Mid-trophic species,biomass,2469086.6604642
SSP1-2.6,58,Mid-trophic species,biomass,2488646.90378642
SSP1-2.6,59,Mid-trophic species,biomass,2514879.45009296
SSP1-2.6,60,Mid-trophic species,biomass,2522552.87283951
SSP1-2.6,61,Mid-trophic species,biomass,2614412.80388395
SSP1-2.6,62,Mid-trophic species,biomass,2530097.74271482
SSP1-2.6,63,Mid-trophic species,biomass,2544360.45444074
SSP1-2.6,64,Mid-trophic species,biomass,2488581.48639753
SSP1-2.6,65,Mid-trophic species,biomass,2550860.90977778
SSP1-2.6,66,Mid-trophic species,biomass,2579083.46192346
SSP1-2.6,67,Mid-trophic species,biomass,2600017.82251481
SSP1-2.6,68,Mid-trophic species,biomass,2555935.84082593
SSP1-2.6,69,Mid-trophic species,biomass,2522177.58860988
SSP1-2.6,70,Mid-trophic species,biomass,2519572.94687531
SSP1-2.6,71,Mid-trophic species,biomass,2567748.07883333
SSP1-2.6,72,Mid-trophic species,biomass,2607281.32010988
SSP1-2.6,73,Mid-trophic species,biomass,2587168.20454074
SSP1-2.6,74,Mid-trophic species,biomass,2592338.72322593
SSP1-2.6,75,Mid-trophic species,biomass,2468558.70902222
SSP1-2.6,76,Mid-trophic species,biomass,2473826.69863901
SSP1-2.6,77,Mid-trophic species,biomass,2545940.88966296
SSP1-2.6,78,Mid-trophic species,biomass,2558761.70756173
SSP1-2.6,79,Mid-trophic species,biomass,2545950.40762963
SSP1-2.6,80,Mid-trophic species,biomass,2600279.27049259
SSP1-2.6,81,Mid-trophic species,biomass,2513204.53007531
SSP1-2.6,82,Mid-trophic species,biomass,2556500.99933333
SSP1-2.6,83,Mid-trophic species,biomass,2515170.56237901
SSP1-2.6,84,Mid-trophic species,biomass,2550191.32565309
SSP1-2.6,85,Mid-trophic species,biomass,2558157.85546914
SSP1-2.6,86,Mid-trophic species,biomass,2493445.76040123
SSP1-2.6,87,Mid-trophic species,biomass,2522976.27914568
SSP1-2.6,88,Mid-trophic species,biomass,2510286.77512593
SSP1-2.6,89,Mid-trophic species,biomass,2532126.88670617
SSP1-2.6,90,Mid-trophic species,biomass,2564187.75240494
SSP1-2.6,91,Mid-trophic species,biomass,2501598.68946049
SSP1-2.6,92,Mid-trophic species,biomass,2506131.61781975
SSP1-2.6,93,Mid-trophic species,biomass,2558413.28806543
SSP1-2.6,94,Mid-trophic species,biomass,2556144.55063457
SSP1-2.6,95,Mid-trophic species,biomass,2464906.4521358
SSP1-2.6,96,Mid-trophic species,biomass,2577161.88691642
SSP1-2.6,97,Mid-trophic species,biomass,2547628.79236543
SSP1-2.6,98,Mid-trophic species,biomass,2482405.03327284
SSP1-2.6,99,Mid-trophic species,biomass,2507300.04995926
SSP1-2.6,100,Mid-trophic species,biomass,2498897.63933086
SSP5-8.5,1,Prey,biomass,701574.402592592
SSP5-8.5,2,Prey,biomass,739086.538888889
SSP5-8.5,3,Prey,biomass,729257.167901235
SSP5-8.5,4,Prey,biomass,745997.119012346
SSP5-8.5,5,Prey,biomass,720783.599506173
SSP5-8.5,6,Prey,biomass,747568.497160494
SSP5-8.5,7,Prey,biomass,715656.800123457
SSP5-8.5,8,Prey,biomass,737051.828765432
SSP5-8.5,9,Prey,biomass,758938.582345679
SSP5-8.5,10,Prey,biomass,755737.645185185
SSP5-8.5,11,Prey,biomass,732769.549382716
SSP5-8.5,12,Prey,biomass,739718.502962963
SSP5-8.5,13,Prey,biomass,732495.512222222
SSP5-8.5,14,Prey,biomass,754643.819629629
SSP5-8.5,15,Prey,biomass,746414.722839506
SSP5-8.5,16,Prey,biomass,712893.137037037
SSP5-8.5,17,Prey,biomass,755981.77691358
SSP5-8.5,18,Prey,biomass,708340.765679012
SSP5-8.5,19,Prey,biomass,749688.572469136
SSP5-8.5,20,Prey,biomass,715865.128641975
SSP5-8.5,21,Prey,biomass,741554.061604938
SSP5-8.5,22,Prey,biomass,771824.570740741
SSP5-8.5,23,Prey,biomass,721552.63691358
SSP5-8.5,24,Prey,biomass,727544.416790123
SSP5-8.5,25,Prey,biomass,739398.877901235
SSP5-8.5,26,Prey,biomass,737330.379876543
SSP5-8.5,27,Prey,biomass,744248.094197531
SSP5-8.5,28,Prey,biomass,744006.963827161
SSP5-8.5,29,Prey,biomass,743127.297283951
SSP5-8.5,30,Prey,biomass,767139.875802469
SSP5-8.5,31,Prey,biomass,728972.296296296
SSP5-8.5,32,Prey,biomass,736017.73382716
SSP5-8.5,33,Prey,biomass,718258.159135803
SSP5-8.5,34,Prey,biomass,739634.221481482
SSP5-8.5,35,Prey,biomass,714047.827407408
SSP5-8.5,36,Prey,biomass,745593.522222222
SSP5-8.5,37,Prey,biomass,753461.22308642
SSP5-8.5,38,Prey,biomass,719444.288765432
SSP5-8.5,39,Prey,biomass,736253.024074074
SSP5-8.5,40,Prey,biomass,731095.659382716
SSP5-8.5,41,Prey,biomass,742299.590493827
SSP5-8.5,42,Prey,biomass,738183.322345679
SSP5-8.5,43,Prey,biomass,711221.187901235
SSP5-8.5,44,Prey,biomass,754844.727160494
SSP5-8.5,45,Prey,biomass,716684.564197531
SSP5-8.5,46,Prey,biomass,736031.721851852
SSP5-8.5,47,Prey,biomass,718408.727037037
SSP5-8.5,48,Prey,biomass,746734.486790123
SSP5-8.5,49,Prey,biomass,804650.733333333
SSP5-8.5,50,Prey,biomass,731250.86925926
SSP5-8.5,51,Prey,biomass,758898.198765432
SSP5-8.5,52,Prey,biomass,734399.801604938
SSP5-8.5,53,Prey,biomass,734818.665061728
SSP5-8.5,54,Prey,biomass,699347.605802469
SSP5-8.5,55,Prey,biomass,746309.201728395
SSP5-8.5,56,Prey,biomass,718890.49271605
SSP5-8.5,57,Prey,biomass,758517.663209876
SSP5-8.5,58,Prey,biomass,758916.734320988
SSP5-8.5,59,Prey,biomass,755491.295308642
SSP5-8.5,60,Prey,biomass,714090.962345679
SSP5-8.5,61,Prey,biomass,742161.615925926
SSP5-8.5,62,Prey,biomass,754325.56
SSP5-8.5,63,Prey,biomass,737509.431111111
SSP5-8.5,64,Prey,biomass,715930.317407407
SSP5-8.5,65,Prey,biomass,757655.149506173
SSP5-8.5,66,Prey,biomass,714132.002222222
SSP5-8.5,67,Prey,biomass,752622.395679013
SSP5-8.5,68,Prey,biomass,744212.200493827
SSP5-8.5,69,Prey,biomass,775205.697037037
SSP5-8.5,70,Prey,biomass,760254.870987654
SSP5-8.5,71,Prey,biomass,750939.567777778
SSP5-8.5,72,Prey,biomass,721194.460987654
SSP5-8.5,73,Prey,biomass,773678.268518519
SSP5-8.5,74,Prey,biomass,709298.962222222
SSP5-8.5,75,Prey,biomass,720488.519382716
SSP5-8.5,76,Prey,biomass,707129.763580247
SSP5-8.5,77,Prey,biomass,747797.102592592
SSP5-8.5,78,Prey,biomass,770657.931975308
SSP5-8.5,79,Prey,biomass,750560.519753087
SSP5-8.5,80,Prey,biomass,718995.870123457
SSP5-8.5,81,Prey,biomass,703051.248518519
SSP5-8.5,82,Prey,biomass,730445.972839506
SSP5-8.5,83,Prey,biomass,718011.888765432
SSP5-8.5,84,Prey,biomass,715823.325802469
SSP5-8.5,85,Prey,biomass,741769.846049383
SSP5-8.5,86,Prey,biomass,713868.098395062
SSP5-8.5,87,Prey,biomass,730816.368518519
SSP5-8.5,88,Prey,biomass,730562.417654321
SSP5-8.5,89,Prey,biomass,740516.467160494
SSP5-8.5,90,Prey,biomass,780736.833827161
SSP5-8.5,91,Prey,biomass,742895.829876543
SSP5-8.5,92,Prey,biomass,773509.370617284
SSP5-8.5,93,Prey,biomass,733239.925185185
SSP5-8.5,94,Prey,biomass,750092.633209876
SSP5-8.5,95,Prey,biomass,747854.381358025
SSP5-8.5,96,Prey,biomass,728636.488765432
SSP5-8.5,97,Prey,biomass,731913.349506173
SSP5-8.5,98,Prey,biomass,717907.61654321
SSP5-8.5,99,Prey,biomass,754114.699506173
SSP5-8.5,100,Prey,biomass,762825.815925926
SSP5-8.5,1,Predator,biomass,2493738.2687037
SSP5-8.5,2,Predator,biomass,2505795.89660494
SSP5-8.5,3,Predator,biomass,2551186.3301358
SSP5-8.5,4,Predator,biomass,2552802.14051852
SSP5-8.5,5,Predator,biomass,2544046.97791358
SSP5-8.5,6,Predator,biomass,2578339.52432099
SSP5-8.5,7,Predator,biomass,2540686.58807407
SSP5-8.5,8,Predator,biomass,2516464.14359259
SSP5-8.5,9,Predator,biomass,2530867.83785185
SSP5-8.5,10,Predator,biomass,2518869.27344444
SSP5-8.5,11,Predator,biomass,2602197.36935802
SSP5-8.5,12,Predator,biomass,2534006.29464198
SSP5-8.5,13,Predator,biomass,2546153.75706173
SSP5-8.5,14,Predator,biomass,2492732.97417284
SSP5-8.5,15,Predator,biomass,2489402.3771358
SSP5-8.5,16,Predator,biomass,2544335.56037037
SSP5-8.5,17,Predator,biomass,2527619.63445679
SSP5-8.5,18,Predator,biomass,2510821.67593827
SSP5-8.5,19,Predator,biomass,2561624.11545679
SSP5-8.5,20,Predator,biomass,2512972.80087654
SSP5-8.5,21,Predator,biomass,2464793.17054321
SSP5-8.5,22,Predator,biomass,2499830.32012346
SSP5-8.5,23,Predator,biomass,2524479.01966667
SSP5-8.5,24,Predator,biomass,2464458.21341975
SSP5-8.5,25,Predator,biomass,2542157.03932099
SSP5-8.5,26,Predator,biomass,2571173.45191358
SSP5-8.5,27,Predator,biomass,2505816.84614815
SSP5-8.5,28,Predator,biomass,2526310.1667037
SSP5-8.5,29,Predator,biomass,2547744.65554321
SSP5-8.5,30,Predator,biomass,2528283.01137037
SSP5-8.5,31,Predator,biomass,2558247.15576543
SSP5-8.5,32,Predator,biomass,2541362.16833333
SSP5-8.5,33,Predator,biomass,2544302.56167901
SSP5-8.5,34,Predator,biomass,2474618.71682716
SSP5-8.5,35,Predator,biomass,2518820.40803704
SSP5-8.5,36,Predator,biomass,2502558.08907408
SSP5-8.5,37,Predator,biomass,2523453.04391358
SSP5-8.5,38,Predator,biomass,2472843.60564198
SSP5-8.5,39,Predator,biomass,2511780.75135802
SSP5-8.5,40,Predator,biomass,2521217.03271605
SSP5-8.5,41,Predator,biomass,2506948.61882716
SSP5-8.5,42,Predator,biomass,2564633.39971605
SSP5-8.5,43,Predator,biomass,2591786.44506173
SSP5-8.5,44,Predator,biomass,2543252.303
SSP5-8.5,45,Predator,biomass,2551097.49207408
SSP5-8.5,46,Predator,biomass,2527468.25640741
SSP5-8.5,47,Predator,biomass,2509287.23108642
SSP5-8.5,48,Predator,biomass,2544374.41406173
SSP5-8.5,49,Predator,biomass,2523899.13016049
SSP5-8.5,50,Predator,biomass,2576799.71792593
SSP5-8.5,51,Predator,biomass,2535892.25628395
SSP5-8.5,52,Predator,biomass,2535529.37496296
SSP5-8.5,53,Predator,biomass,2586319.84220988
SSP5-8.5,54,Predator,biomass,2495091.92309877
SSP5-8.5,55,Predator,biomass,2488845.42944444
SSP5-8.5,56,Predator,biomass,2517692.90988889
SSP5-8.5,57,Predator,biomass,2540286.61695062
SSP5-8.5,58,Predator,biomass,2510969.07224691
SSP5-8.5,59,Predator,biomass,2476130.72398765
SSP5-8.5,60,Predator,biomass,2467398.64107407
SSP5-8.5,61,Predator,biomass,2526672.59630864
SSP5-8.5,62,Predator,biomass,2548609.91622222
SSP5-8.5,63,Predator,biomass,2536695.49993827
SSP5-8.5,64,Predator,biomass,2537690.99682716
SSP5-8.5,65,Predator,biomass,2536078.65897531
SSP5-8.5,66,Predator,biomass,2543199.30618519
SSP5-8.5,67,Predator,biomass,2466489.53924691
SSP5-8.5,68,Predator,biomass,2458120.67741975
SSP5-8.5,69,Predator,biomass,2489612.93248148
SSP5-8.5,70,Predator,biomass,2571623.4028642
SSP5-8.5,71,Predator,biomass,2559026.529
SSP5-8.5,72,Predator,biomass,2513478.15895062
SSP5-8.5,73,Predator,biomass,2564590.36176543
SSP5-8.5,74,Predator,biomass,2556619.10267901
SSP5-8.5,75,Predator,biomass,2493251.9148642
SSP5-8.5,76,Predator,biomass,2555670.94583951
SSP5-8.5,77,Predator,biomass,2601457.10716049
SSP5-8.5,78,Predator,biomass,2573875.00508642
SSP5-8.5,79,Predator,biomass,2594476.18620988
SSP5-8.5,80,Predator,biomass,2446310.82817284
SSP5-8.5,81,Predator,biomass,2532011.72716049
SSP5-8.5,82,Predator,biomass,2529407.66796296
SSP5-8.5,83,Predator,biomass,2517658.95041975
SSP5-8.5,84,Predator,biomass,2486048.85034568
SSP5-8.5,85,Predator,biomass,2543483.78795062
SSP5-8.5,86,Predator,biomass,2521378.07880247
SSP5-8.5,87,Predator,biomass,2505563.04433333
SSP5-8.5,88,Predator,biomass,2606312.86198766
SSP5-8.5,89,Predator,biomass,2511776.48432099
SSP5-8.5,90,Predator,biomass,2454474.0064321
SSP5-8.5,91,Predator,biomass,2589056.85930864
SSP5-8.5,92,Predator,biomass,2497054.12702469
SSP5-8.5,93,Predator,biomass,2499780.85138272
SSP5-8.5,94,Predator,biomass,2537211.60228395
SSP5-8.5,95,Predator,biomass,2546099.038
SSP5-8.5,96,Predator,biomass,2490601.31191358
SSP5-8.5,97,Predator,biomass,2535506.35012346
SSP5-8.5,98,Predator,biomass,2493961.99612346
SSP5-8.5,99,Predator,biomass,2510913.50367901
SSP5-8.5,100,Predator,biomass,2486492.72717284
SSP5-8.5,1,Invertebrate,biomass,1578749.19469136
SSP5-8.5,2,Invertebrate,biomass,1588077.8822963
SSP5-8.5,3,Invertebrate,biomass,1545310.10839506
SSP5-8.5,4,Invertebrate,biomass,1587370.79123457
SSP5-8.5,5,Invertebrate,biomass,1621682.89716049
SSP5-8.5,6,Invertebrate,biomass,1585340.45075309
SSP5-8.5,7,Invertebrate,biomass,1616754.395
SSP5-8.5,8,Invertebrate,biomass,1584471.5954321
SSP5-8.5,9,Invertebrate,biomass,1546022.21711111
SSP5-8.5,10,Invertebrate,biomass,1584397.18530864
SSP5-8.5,11,Invertebrate,biomass,1561253.34135802
SSP5-8.5,12,Invertebrate,biomass,1582166.35634568
SSP5-8.5,13,Invertebrate,biomass,1634973.16382716
SSP5-8.5,14,Invertebrate,biomass,1523184.8162963
SSP5-8.5,15,Invertebrate,biomass,1634010.5745679
SSP5-8.5,16,Invertebrate,biomass,1658451.62962963
SSP5-8.5,17,Invertebrate,biomass,1566491.64691358
SSP5-8.5,18,Invertebrate,biomass,1567460.47308642
SSP5-8.5,19,Invertebrate,biomass,1609625.72190123
SSP5-8.5,20,Invertebrate,biomass,1606641.60407407
SSP5-8.5,21,Invertebrate,biomass,1573079.2137037
SSP5-8.5,22,Invertebrate,biomass,1584233.27901235
SSP5-8.5,23,Invertebrate,biomass,1601617.44048148
SSP5-8.5,24,Invertebrate,biomass,1551652.66362963
SSP5-8.5,25,Invertebrate,biomass,1595225.6245679
SSP5-8.5,26,Invertebrate,biomass,1574749.4208642
SSP5-8.5,27,Invertebrate,biomass,1599934.21567901
SSP5-8.5,28,Invertebrate,biomass,1546308.75574074
SSP5-8.5,29,Invertebrate,biomass,1591758.89432099
SSP5-8.5,30,Invertebrate,biomass,1576265.9685679
SSP5-8.5,31,Invertebrate,biomass,1591354.83316049
SSP5-8.5,32,Invertebrate,biomass,1609328.37024691
SSP5-8.5,33,Invertebrate,biomass,1582120.19925926
SSP5-8.5,34,Invertebrate,biomass,1571518.22740741
SSP5-8.5,35,Invertebrate,biomass,1609738.29871605
SSP5-8.5,36,Invertebrate,biomass,1543510.0864321
SSP5-8.5,37,Invertebrate,biomass,1592337.95641975
SSP5-8.5,38,Invertebrate,biomass,1530348.26160494
SSP5-8.5,39,Invertebrate,biomass,1562217.63790123
SSP5-8.5,40,Invertebrate,biomass,1569679.53092593
SSP5-8.5,41,Invertebrate,biomass,1509976.71827161
SSP5-8.5,42,Invertebrate,biomass,1550546.17641975
SSP5-8.5,43,Invertebrate,biomass,1546106.02795062
SSP5-8.5,44,Invertebrate,biomass,1619698.45666667
SSP5-8.5,45,Invertebrate,biomass,1600587.52876543
SSP5-8.5,46,Invertebrate,biomass,1580633.43111111
SSP5-8.5,47,Invertebrate,biomass,1559739.99703704
SSP5-8.5,48,Invertebrate,biomass,1600074.30246914
SSP5-8.5,49,Invertebrate,biomass,1591522.19975309
SSP5-8.5,50,Invertebrate,biomass,1593374.74666667
SSP5-8.5,51,Invertebrate,biomass,1584611.09111111
SSP5-8.5,52,Invertebrate,biomass,1545020.63383951
SSP5-8.5,53,Invertebrate,biomass,1591063.79419753
SSP5-8.5,54,Invertebrate,biomass,1575539.2422716
SSP5-8.5,55,Invertebrate,biomass,1601636.42382716
SSP5-8.5,56,Invertebrate,biomass,1565558.43876543
SSP5-8.5,57,Invertebrate,biomass,1573446.18641975
SSP5-8.5,58,Invertebrate,biomass,1603381.88683951
SSP5-8.5,59,Invertebrate,biomass,1617336.0437037
SSP5-8.5,60,Invertebrate,biomass,1592474.1991358
SSP5-8.5,61,Invertebrate,biomass,1579966.43111111
SSP5-8.5,62,Invertebrate,biomass,1564050.32765432
