scenario,run,group,indicator,value
SSP5-8.5,63,Invertebrate,biomass,1635038.32950617
SSP5-8.5,64,Invertebrate,biomass,1553625.31955556
SSP5-8.5,65,Invertebrate,biomass,1624392.29061728
SSP5-8.5,66,Invertebrate,biomass,1571964.63895062
SSP5-8.5,67,Invertebrate,biomass,1552189.89802469
SSP5-8.5,68,Invertebrate,biomass,1641850.62654321
SSP5-8.5,69,Invertebrate,biomass,1551983.5982716
SSP5-8.5,70,Invertebrate,biomass,1513269.96362963
SSP5-8.5,71,Invertebrate,biomass,1556778.52592593
SSP5-8.5,72,Invertebrate,biomass,1606916.75395062
SSP5-8.5,73,Invertebrate,biomass,1582791.62137037
SSP5-8.5,74,Invertebrate,biomass,1622557.64185185
SSP5-8.5,75,Invertebrate,biomass,1637076.73160494
SSP5-8.5,76,Invertebrate,biomass,1659406.22814815
SSP5-8.5,77,Invertebrate,biomass,1616477.4937037
SSP5-8.5,78,Invertebrate,biomass,1615160.5232716
SSP5-8.5,79,Invertebrate,biomass,1617195.0362963
SSP5-8.5,80,Invertebrate,biomass,1570587.13493827
SSP5-8.5,81,Invertebrate,biomass,1639927.63469136
SSP5-8.5,82,Invertebrate,biomass,1613935.12671605
SSP5-8.5,83,Invertebrate,biomass,1607520.36432099
SSP5-8.5,84,Invertebrate,biomass,1583641.2622716
SSP5-8.5,85,Invertebrate,biomass,1544324.20176543
SSP5-8.5,86,Invertebrate,biomass,1609524.6145679
SSP5-8.5,87,Invertebrate,biomass,1581538.61296296
SSP5-8.5,88,Invertebrate,biomass,1589442.53135803
SSP5-8.5,89,Invertebrate,biomass,1612258.45728395
SSP5-8.5,90,Invertebrate,biomass,1640392.39735802
SSP5-8.5,91,Invertebrate,biomass,1601630.20437037
SSP5-8.5,92,Invertebrate,biomass,1574852.68567901
SSP5-8.5,93,Invertebrate,biomass,1623520.22395062
SSP5-8.5,94,Invertebrate,biomass,1602144.42469136
SSP5-8.5,95,Invertebrate,biomass,1615348.56728395
SSP5-8.5,96,Invertebrate,biomass,1491856.8737037
SSP5-8.5,97,Invertebrate,biomass,1569005.11018519
SSP5-8.5,98,Invertebrate,biomass,1602861.76160494
SSP5-8.5,99,Invertebrate,biomass,1549101.03511111
SSP5-8.5,100,Invertebrate,biomass,1561167.05046914
SSP5-8.5,1,Mid-trophic species,biomass,2659953.04688519
SSP5-8.5,2,Mid-trophic species,biomass,2625525.55210741
SSP5-8.5,3,Mid-trophic species,biomass,2536815.52462099
SSP5-8.5,4,Mid-trophic species,biomass,2698919.05613407
SSP5-8.5,5,Mid-trophic species,biomass,2634943.07188395
SSP5-8.5,6,Mid-trophic species,biomass,2588169.61888827
SSP5-8.5,7,Mid-trophic species,biomass,2597621.74897531
SSP5-8.5,8,Mid-trophic species,biomass,2637181.1261321
SSP5-8.5,9,Mid-trophic species,biomass,2668943.83683951
SSP5-8.5,10,Mid-trophic species,biomass,2671516.90096296
SSP5-8.5,11,Mid-trophic species,biomass,2646528.04102716
SSP5-8.5,12,Mid-trophic species,biomass,2621975.9093642
SSP5-8.5,13,Mid-trophic species,biomass,2681609.61522086
SSP5-8.5,14,Mid-trophic species,biomass,2657240.17372099
SSP5-8.5,15,Mid-trophic species,biomass,2599730.4543642
SSP5-8.5,16,Mid-trophic species,biomass,2598708.01736407
SSP5-8.5,17,Mid-trophic species,biomass,2649058.14691482
SSP5-8.5,18,Mid-trophic species,biomass,2605528.01917901
SSP5-8.5,19,Mid-trophic species,biomass,2579744.4136679
SSP5-8.5,20,Mid-trophic species,biomass,2621054.42780284
SSP5-8.5,21,Mid-trophic species,biomass,2673598.33986049
SSP5-8.5,22,Mid-trophic species,biomass,2656034.90430617
SSP5-8.5,23,Mid-trophic species,biomass,2711054.16064765
SSP5-8.5,24,Mid-trophic species,biomass,2592204.66899876
SSP5-8.5,25,Mid-trophic species,biomass,2634388.20827457
SSP5-8.5,26,Mid-trophic species,biomass,2567182.2680358
SSP5-8.5,27,Mid-trophic species,biomass,2613975.14798519
SSP5-8.5,28,Mid-trophic species,biomass,2599234.83123457
SSP5-8.5,29,Mid-trophic species,biomass,2612945.95783704
SSP5-8.5,30,Mid-trophic species,biomass,2697661.84207778
SSP5-8.5,31,Mid-trophic species,biomass,2555169.24515802
SSP5-8.5,32,Mid-trophic species,biomass,2656091.0204
SSP5-8.5,33,Mid-trophic species,biomass,2603118.77617037
SSP5-8.5,34,Mid-trophic species,biomass,2594386.73848642
SSP5-8.5,35,Mid-trophic species,biomass,2591435.45924321
SSP5-8.5,36,Mid-trophic species,biomass,2655655.64778519
SSP5-8.5,37,Mid-trophic species,biomass,2634064.79920247
SSP5-8.5,38,Mid-trophic species,biomass,2750851.43237407
SSP5-8.5,39,Mid-trophic species,biomass,2636825.87711358
SSP5-8.5,40,Mid-trophic species,biomass,2580852.2537679
SSP5-8.5,41,Mid-trophic species,biomass,2656233.03132222
SSP5-8.5,42,Mid-trophic species,biomass,2616144.20115062
SSP5-8.5,43,Mid-trophic species,biomass,2731001.41158025
SSP5-8.5,44,Mid-trophic species,biomass,2580711.92605062
SSP5-8.5,45,Mid-trophic species,biomass,2586688.11672099
SSP5-8.5,46,Mid-trophic species,biomass,2600756.15805679
SSP5-8.5,47,Mid-trophic species,biomass,2706600.39288025
SSP5-8.5,48,Mid-trophic species,biomass,2589558.95802716
SSP5-8.5,49,Mid-trophic species,biomass,2592635.16979383
SSP5-8.5,50,Mid-trophic species,biomass,2563670.26100432
SSP5-8.5,51,Mid-trophic species,biomass,2669036.99552099
SSP5-8.5,52,Mid-trophic species,biomass,2616219.64145556
SSP5-8.5,53,Mid-trophic species,biomass,2636335.3562358
SSP5-8.5,54,Mid-trophic species,biomass,2645935.43246037
SSP5-8.5,55,Mid-trophic species,biomass,2636902.23744321
SSP5-8.5,56,Mid-trophic species,biomass,2592265.79727778
SSP5-8.5,57,Mid-trophic species,biomass,2677771.27748642
SSP5-8.5,58,Mid-trophic species,biomass,2576099.45381482
SSP5-8.5,59,Mid-trophic species,biomass,2642667.08281852
SSP5-8.5,60,Mid-trophic species,biomass,2625458.35859383
SSP5-8.5,61,Mid-trophic species,biomass,2639324.24420988
SSP5-8.5,62,Mid-trophic species,biomass,2578424.32945309
SSP5-8.5,63,Mid-trophic species,biomass,2596990.29194815
SSP5-8.5,64,Mid-trophic species,biomass,2625096.80626296
SSP5-8.5,65,Mid-trophic species,biomass,2558454.47374321
SSP5-8.5,66,Mid-trophic species,biomass,2611417.94081852
SSP5-8.5,67,Mid-trophic species,biomass,2602119.18464691
SSP5-8.5,68,Mid-trophic species,biomass,2621677.58955062
SSP5-8.5,69,Mid-trophic species,biomass,2682050.14540988
SSP5-8.5,70,Mid-trophic species,biomass,2615488.79720494
SSP5-8.5,71,Mid-trophic species,biomass,2627740.33077531
SSP5-8.5,72,Mid-trophic species,biomass,2757357.26867037
SSP5-8.5,73,Mid-trophic species,biomass,2500765.37153901
SSP5-8.5,74,Mid-trophic species,biomass,2583772.68582099
SSP5-8.5,75,Mid-trophic species,biomass,2590353.56107037
SSP5-8.5,76,Mid-trophic species,biomass,2631818.88204457
SSP5-8.5,77,Mid-trophic species,biomass,2595418.86794938
SSP5-8.5,78,Mid-trophic species,biomass,2584815.44487778
SSP5-8.5,79,Mid-trophic species,biomass,2566618.45486975
SSP5-8.5,80,Mid-trophic species,biomass,2687352.20113333
SSP5-8.5,81,Mid-trophic species,biomass,2595778.95431111
SSP5-8.5,82,Mid-trophic species,biomass,2683316.77725963
SSP5-8.5,83,Mid-trophic species,biomass,2639517.48469259
SSP5-8.5,84,Mid-trophic species,biomass,2631192.0976037
SSP5-8.5,85,Mid-trophic species,biomass,2577507.3002284
SSP5-8.5,86,Mid-trophic species,biomass,2625486.93960124
SSP5-8.5,87,Mid-trophic species,biomass,2609169.53575062
SSP5-8.5,88,Mid-trophic species,biomass,2650490.88581482
SSP5-8.5,89,Mid-trophic species,biomass,2571778.13212469
SSP5-8.5,90,Mid-trophic species,biomass,2653876.80090247
SSP5-8.5,91,Mid-trophic species,biomass,2628649.58084938
SSP5-8.5,92,Mid-trophic species,biomass,2717674.22149383
SSP5-8.5,93,Mid-trophic species,biomass,2576761.76419136
SSP5-8.5,94,Mid-trophic species,biomass,2613019.68925432
SSP5-8.5,95,Mid-trophic species,biomass,2665604.67112469
SSP5-8.5,96,Mid-trophic species,biomass,2663466.64076667
SSP5-8.5,97,Mid-trophic species,biomass,2602576.45274691
SSP5-8.5,98,Mid-trophic species,biomass,2663990.63097531
SSP5-8.5,99,Mid-trophic species,biomass,2657918.49074815
SSP5-8.5,100,Mid-trophic species,biomass,2688218.66021481
Base,1,Prey,yield,165368.8017
Base,2,Prey,yield,156524.6556
Base,3,Prey,yield,150749.414666667
Base,4,Prey,yield,166508.174333333
Base,5,Prey,yield,149797.513333333
Base,6,Prey,yield,159023.597666667
Base,7,Prey,yield,156238.2222
Base,8,Prey,yield,141853.8152
Base,9,Prey,yield,149451.877933333
Base,10,Prey,yield,158973.109333333
Base,11,Prey,yield,165299.011333333
Base,12,Prey,yield,159589.458
Base,13,Prey,yield,154171.042666667
Base,14,Prey,yield,163710.176166667
Base,15,Prey,yield,165053.719333333
Base,16,Prey,yield,148816.299366667
Base,17,Prey,yield,157591.849833333
Base,18,Prey,yield,155021.555666667
Base,19,Prey,yield,159819.567
Base,20,Prey,yield,164510.936666667
Base,21,Prey,yield,165897.824666667
Base,22,Prey,yield,147187.2568
Base,23,Prey,yield,158376.016366667
Base,24,Prey,yield,159507.57
Base,25,Prey,yield,168864.234666667
Base,26,Prey,yield,151662.187233333
Base,27,Prey,yield,157484.55
Base,28,Prey,yield,160806.751333333
Base,29,Prey,yield,152571.227166667
Base,30,Prey,yield,153224.540333333
Base,31,Prey,yield,157825.934566667
Base,32,Prey,yield,155034.355
Base,33,Prey,yield,163220.853666667
Base,34,Prey,yield,162706.576333333
Base,35,Prey,yield,165710.003666667
Base,36,Prey,yield,154488.886533333
Base,37,Prey,yield,154751.501166667
Base,38,Prey,yield,158789.257666667
Base,39,Prey,yield,163115.757
Base,40,Prey,yield,152687.199666667
Base,41,Prey,yield,167644.348
Base,42,Prey,yield,159565.884333333
Base,43,Prey,yield,156786.888133333
Base,44,Prey,yield,152813.789333333
Base,45,Prey,yield,160514.685666667
Base,46,Prey,yield,161756.416666667
Base,47,Prey,yield,150054.842
Base,48,Prey,yield,153574.832
Base,49,Prey,yield,156457.238
Base,50,Prey,yield,162207.977
Base,51,Prey,yield,158814.517166667
Base,52,Prey,yield,152678.983333333
Base,53,Prey,yield,149577.107133333
Base,54,Prey,yield,151843.505466667
Base,55,Prey,yield,154459.175666667
Base,56,Prey,yield,148535.920866667
Base,57,Prey,yield,169684.655333333
Base,58,Prey,yield,162717.507866667
Base,59,Prey,yield,158735.4985
Base,60,Prey,yield,162993.372166667
Base,61,Prey,yield,161307.276666667
Base,62,Prey,yield,164917.654166667
Base,63,Prey,yield,146690.209866667
Base,64,Prey,yield,161010.724866667
Base,65,Prey,yield,152805.792833333
Base,66,Prey,yield,161309.183333333
Base,67,Prey,yield,152433.7105
Base,68,Prey,yield,165685.517
Base,69,Prey,yield,160600.956
Base,70,Prey,yield,161568.1705
Base,71,Prey,yield,169898.142
Base,72,Prey,yield,150203.911533333
Base,73,Prey,yield,152890.350166667
Base,74,Prey,yield,157477.555966667
Base,75,Prey,yield,159775.494666667
Base,76,Prey,yield,149750.059966667
Base,77,Prey,yield,145790.524333333
Base,78,Prey,yield,163307.182166667
Base,79,Prey,yield,160671.2995
Base,80,Prey,yield,158208.9643
Base,81,Prey,yield,151713.289066667
Base,82,Prey,yield,153807.008333333
Base,83,Prey,yield,149942.044333333
Base,84,Prey,yield,158643.3297
Base,85,Prey,yield,155017.017
Base,86,Prey,yield,166818.624333333
Base,87,Prey,yield,157932.841333333
Base,88,Prey,yield,155105.914
Base,89,Prey,yield,162363.265966667
Base,90,Prey,yield,162988.0775
Base,91,Prey,yield,163708.948
Base,92,Prey,yield,151609.346
Base,93,Prey,yield,158348.622433333
Base,94,Prey,yield,160137.292866667
Base,95,Prey,yield,159428.045533333
Base,96,Prey,yield,142405.8636
Base,97,Prey,yield,160351.487333333
Base,98,Prey,yield,168065.605
Base,99,Prey,yield,162621.983
Base,100,Prey,yield,157508.417
Base,1,Predator,yield,429078.569566667
Base,2,Predator,yield,422532.414566667
Base,3,Predator,yield,430167.710233333
Base,4,Predator,yield,432446.664466667
Base,5,Predator,yield,430443.436033333
Base,6,Predator,yield,437580.164366667
Base,7,Predator,yield,432203.040266667
Base,8,Predator,yield,426950.970333334
Base,9,Predator,yield,429261.148266667
Base,10,Predator,yield,432331.655966667
Base,11,Predator,yield,428885.6185
Base,12,Predator,yield,424539.382456667
Base,13,Predator,yield,433521.4118
Base,14,Predator,yield,443416.1082
Base,15,Predator,yield,444381.477766667
Base,16,Predator,yield,441062.0147
Base,17,Predator,yield,431481.7914
Base,18,Predator,yield,423788.566766667
Base,19,Predator,yield,439289.6537
Base,20,Predator,yield,424239.9538
Base,21,Predator,yield,425508.189633333
Base,22,Predator,yield,426533.8503
Base,23,Predator,yield,423537.0628
Base,24,Predator,yield,428891.272533333
Base,25,Predator,yield,418861.544966667
Base,26,Predator,yield,428069.602833333
Base,27,Predator,yield,428628.042933333
Base,28,Predator,yield,431657.715616667
Base,29,Predator,yield,433038.354366667
Base,30,Predator,yield,423527.204466667
Base,31,Predator,yield,425097.494
Base,32,Predator,yield,442126.8582
Base,33,Predator,yield,439765.319266667
Base,34,Predator,yield,429317.980966667
Base,35,Predator,yield,453030.9088
Base,36,Predator,yield,425244.448733333
Base,37,Predator,yield,431452.942133333
Base,38,Predator,yield,438766.5406
Base,39,Predator,yield,439903.4029
Base,40,Predator,yield,422822.0921
Base,41,Predator,yield,420674.2046
Base,42,Predator,yield,417900.7327
Base,43,Predator,yield,423370.5981
Base,44,Predator,yield,426971.269666667
Base,45,Predator,yield,428057.226033333
Base,46,Predator,yield,427312.139566667
Base,47,Predator,yield,425092.4826
Base,48,Predator,yield,445226.8205
Base,49,Predator,yield,430738.9914
Base,50,Predator,yield,435838.8929
Base,51,Predator,yield,446723.990233333
Base,52,Predator,yield,430995.520366667
Base,53,Predator,yield,422680.015933333
Base,54,Predator,yield,425977.8389
Base,55,Predator,yield,432466.731733333
Base,56,Predator,yield,439668.643966667
Base,57,Predator,yield,433990.90315
Base,58,Predator,yield,439768.578566667
Base,59,Predator,yield,430101.498733333
Base,60,Predator,yield,424304.129366667
Base,61,Predator,yield,426008.4418
Base,62,Predator,yield,416313.689233333
Base,63,Predator,yield,420017.806433333
Base,64,Predator,yield,454232.8034
Base,65,Predator,yield,444857.395866667
Base,66,Predator,yield,432582.938733333
Base,67,Predator,yield,442117.92205
Base,68,Predator,yield,436292.394933333
Base,69,Predator,yield,443676.067833333
Base,70,Predator,yield,432402.2091
Base,71,Predator,yield,419680.265766667
Base,72,Predator,yield,427253.581433333
Base,73,Predator,yield,427112.727233333
Base,74,Predator,yield,431630.508266667
Base,75,Predator,yield,442188.193233333
Base,76,Predator,yield,435764.5483
Base,77,Predator,yield,428737.852366667
Base,78,Predator,yield,439128.1463
Base,79,Predator,yield,433844.141383333
Base,80,Predator,yield,432040.769666667
Base,81,Predator,yield,423354.2213
Base,82,Predator,yield,432868.058666667
Base,83,Predator,yield,425932.7197
Base,84,Predator,yield,421037.301866667
Base,85,Predator,yield,434679.745466667
Base,86,Predator,yield,443952.147333333
Base,87,Predator,yield,431024.6758
Base,88,Predator,yield,421369.612933333
Base,89,Predator,yield,428993.987033333
Base,90,Predator,yield,454470.596066667
Base,91,Predator,yield,429416.297333333
Base,92,Predator,yield,427235.35165
Base,93,Predator,yield,442692.100533334
Base,94,Predator,yield,411306.055666667
Base,95,Predator,yield,428827.008433333
Base,96,Predator,yield,420439.2218
Base,97,Predator,yield,422406.7108
Base,98,Predator,yield,424342.576933333
Base,99,Predator,yield,438487.660433333
Base,100,Predator,yield,440442.3695
Base,1,Invertebrate,yield,320294.7248
Base,2,Invertebrate,yield,325204.3281
Base,3,Invertebrate,yield,345292.389233333
Base,4,Invertebrate,yield,326514.375433333
Base,5,Invertebrate,yield,334258.529833333
Base,6,Invertebrate,yield,331202.479633333
Base,7,Invertebrate,yield,334984.951433333
Base,8,Invertebrate,yield,339879.821433333
Base,9,Invertebrate,yield,324195.445566667
Base,10,Invertebrate,yield,336452.647333333
Base,11,Invertebrate,yield,344450.517333333
Base,12,Invertebrate,yield,324193.0179
Base,13,Invertebrate,yield,331921.286866667
Base,14,Invertebrate,yield,305845.7078
Base,15,Invertebrate,yield,328846.6477
Base,16,Invertebrate,yield,335196.487166667
Base,17,Invertebrate,yield,343538.804766667
Base,18,Invertebrate,yield,335481.363733333
Base,19,Invertebrate,yield,335602.430733333
Base,20,Invertebrate,yield,332174.652333333
Base,21,Invertebrate,yield,332539.005566667
Base,22,Invertebrate,yield,335580.499933333
Base,23,Invertebrate,yield,330179.192766667
Base,24,Invertebrate,yield,324262.937433333
Base,25,Invertebrate,yield,331494.158966667
Base,26,Invertebrate,yield,328801.637933333
Base,27,Invertebrate,yield,326743.8668
Base,28,Invertebrate,yield,327013.237633333
Base,29,Invertebrate,yield,335530.5052
Base,30,Invertebrate,yield,348598.8762
Base,31,Invertebrate,yield,327887.425966667
Base,32,Invertebrate,yield,337667.994466667
Base,33,Invertebrate,yield,325042.745733333
Base,34,Invertebrate,yield,338895.776266667
Base,35,Invertebrate,yield,337746.305633333
Base,36,Invertebrate,yield,335396.4597
Base,37,Invertebrate,yield,333672.891066667
Base,38,Invertebrate,yield,331576.321066667
Base,39,Invertebrate,yield,332702.840266667
Base,40,Invertebrate,yield,330773.013133333
Base,41,Invertebrate,yield,340632.7293
Base,42,Invertebrate,yield,334326.049633333
Base,43,Invertebrate,yield,314898.2828
Base,44,Invertebrate,yield,319569.944566667
Base,45,Invertebrate,yield,323434.2685
Base,46,Invertebrate,yield,343237.416633333
Base,47,Invertebrate,yield,309525.853633333
Base,48,Invertebrate,yield,326902.458333333
Base,49,Invertebrate,yield,322936.468533333
Base,50,Invertebrate,yield,344865.2115
Base,51,Invertebrate,yield,334131.704533333
Base,52,Invertebrate,yield,362601.8588
Base,53,Invertebrate,yield,336693.6287
Base,54,Invertebrate,yield,342333.2135
Base,55,Invertebrate,yield,355379.0476
Base,56,Invertebrate,yield,330314.128766667
Base,57,Invertebrate,yield,326082.535466667
Base,58,Invertebrate,yield,331680.722
Base,59,Invertebrate,yield,328132.477466667
Base,60,Invertebrate,yield,325659.452
Base,61,Invertebrate,yield,329831.8822
Base,62,Invertebrate,yield,327009.9933
Base,63,Invertebrate,yield,342291.2674
Base,64,Invertebrate,yield,349112.155566667
Base,65,Invertebrate,yield,359113.719466667
Base,66,Invertebrate,yield,318977.590433333
Base,67,Invertebrate,yield,339490.387933333
Base,68,Invertebrate,yield,329587.180266667
Base,69,Invertebrate,yield,325508.4897
Base,70,Invertebrate,yield,341366.214866667
Base,71,Invertebrate,yield,327568.5048
Base,72,Invertebrate,yield,339933.7626
Base,73,Invertebrate,yield,328992.348266667
Base,74,Invertebrate,yield,344972.1725
Base,75,Invertebrate,yield,330096.670566667
Base,76,Invertebrate,yield,335522.548
Base,77,Invertebrate,yield,339445.717166667
Base,78,Invertebrate,yield,319887.2491
Base,79,Invertebrate,yield,334425.3618
Base,80,Invertebrate,yield,328414.2323
Base,81,Invertebrate,yield,349420.9179
Base,82,Invertebrate,yield,325270.014333333
Base,83,Invertebrate,yield,345898.382033333
Base,84,Invertebrate,yield,338117.701366667
Base,85,Invertebrate,yield,338043.492833333
Base,86,Invertebrate,yield,333141.930166667
Base,87,Invertebrate,yield,323251.236866667
Base,88,Invertebrate,yield,329258.6535
Base,89,Invertebrate,yield,340839.8432
Base,90,Invertebrate,yield,330510.691266667
Base,91,Invertebrate,yield,312977.8351
Base,92,Invertebrate,yield,317787.335066667
Base,93,Invertebrate,yield,327071.5519
Base,94,Invertebrate,yield,335775.6736
Base,95,Invertebrate,yield,343845.2563
Base,96,Invertebrate,yield,336244.9458
Base,97,Invertebrate,yield,345074.332366667
Base,98,Invertebrate,yield,340816.571866667
Base,99,Invertebrate,yield,329425.262533333
Base,100,Invertebrate,yield,333818.9818
Base,1,Mid-trophic species,yield,533780.212716667
Base,2,Mid-trophic species,yield,571899.958533333
Base,3,Mid-trophic species,yield,530891.333299
Base,4,Mid-trophic species,yield,524863.030082
Base,5,Mid-trophic species,yield,529784.498405667
Base,6,Mid-trophic species,yield,522439.181658
Base,7,Mid-trophic species,yield,527812.106505667
Base,8,Mid-trophic species,yield,514157.222055333
Base,9,Mid-trophic species,yield,512486.498928667
Base,10,Mid-trophic species,yield,526293.758186667
Base,11,Mid-trophic species,yield,528282.551501
Base,12,Mid-trophic species,yield,537484.923864333
Base,13,Mid-trophic species,yield,519202.256151
Base,14,Mid-trophic species,yield,523766.538748
Base,15,Mid-trophic species,yield,533991.740575667
Base,16,Mid-trophic species,yield,522153.171283333
Base,17,Mid-trophic species,yield,529326.010028334
Base,18,Mid-trophic species,yield,521696.85934
Base,19,Mid-trophic species,yield,518272.764666667
Base,20,Mid-trophic species,yield,507591.863476667
Base,21,Mid-trophic species,yield,543148.560108
Base,22,Mid-trophic species,yield,535685.417846
Base,23,Mid-trophic species,yield,536420.093536667
Base,24,Mid-trophic species,yield,506844.566265333
Base,25,Mid-trophic species,yield,546662.664986
Base,26,Mid-trophic species,yield,539293.78866
Base,27,Mid-trophic species,yield,525419.023166667
Base,28,Mid-trophic species,yield,524204.138386667
Base,29,Mid-trophic species,yield,526381.733138667
Base,30,Mid-trophic species,yield,524183.960683333
Base,31,Mid-trophic species,yield,531223.757700667
Base,32,Mid-trophic species,yield,534446.142149333
Base,33,Mid-trophic species,yield,526190.464006667
Base,34,Mid-trophic species,yield,543999.503672
Base,35,Mid-trophic species,yield,533261.95812
Base,36,Mid-trophic species,yield,539742.898426667
Base,37,Mid-trophic species,yield,529185.4196
Base,38,Mid-trophic species,yield,526040.351663333
Base,39,Mid-trophic species,yield,531369.664755333
Base,40,Mid-trophic species,yield,520334.421282
Base,41,Mid-trophic species,yield,536074.897033333
Base,42,Mid-trophic species,yield,514446.610436667
Base,43,Mid-trophic species,yield,539592.892553333
Base,44,Mid-trophic species,yield,546265.620713333
Base,45,Mid-trophic species,yield,536251.132946667
Base,46,Mid-trophic species,yield,539782.899410333
Base,47,Mid-trophic species,yield,534970.786319333
Base,48,Mid-trophic species,yield,523559.337331333
Base,49,Mid-trophic species,yield,533617.981666667
Base,50,Mid-trophic species,yield,536068.103886667
Base,51,Mid-trophic species,yield,541434.981290333
Base,52,Mid-trophic species,yield,523238.501086667
Base,53,Mid-trophic species,yield,534171.278491333
Base,54,Mid-trophic species,yield,531204.649956667
Base,55,Mid-trophic species,yield,520301.841237667
Base,56,Mid-trophic species,yield,525157.462937667
Base,57,Mid-trophic species,yield,535771.014506667
Base,58,Mid-trophic species,yield,554274.091475
Base,59,Mid-trophic species,yield,533195.112553333
Base,60,Mid-trophic species,yield,537068.083463334
Base,61,Mid-trophic species,yield,549304.754765667
Base,62,Mid-trophic species,yield,556538.267033333
Base,63,Mid-trophic species,yield,522471.712546667
Base,64,Mid-trophic species,yield,514861.73267
Base,65,Mid-trophic species,yield,496388.9313
Base,66,Mid-trophic species,yield,529915.845345667
Base,67,Mid-trophic species,yield,537765.107494333
Base,68,Mid-trophic species,yield,529001.163928667
Base,69,Mid-trophic species,yield,526686.161233334
Base,70,Mid-trophic species,yield,531900.222919333
Base,71,Mid-trophic species,yield,563159.22072
Base,72,Mid-trophic species,yield,526908.812209
Base,73,Mid-trophic species,yield,528256.12381
Base,74,Mid-trophic species,yield,527515.518873333
Base,75,Mid-trophic species,yield,541874.953596667
Base,76,Mid-trophic species,yield,519959.53937
Base,77,Mid-trophic species,yield,534609.968757333
Base,78,Mid-trophic species,yield,530358.83081
Base,79,Mid-trophic species,yield,528412.743463667
Base,80,Mid-trophic species,yield,529717.488313334
Base,81,Mid-trophic species,yield,529417.440923333
Base,82,Mid-trophic species,yield,543531.032886667
Base,83,Mid-trophic species,yield,531231.381177667
Base,84,Mid-trophic species,yield,523170.453435
Base,85,Mid-trophic species,yield,542910.497086667
Base,86,Mid-trophic species,yield,549826.296748333
Base,87,Mid-trophic species,yield,545267.320851333
Base,88,Mid-trophic species,yield,539793.411704333
Base,89,Mid-trophic species,yield,534007.681747333
Base,90,Mid-trophic species,yield,521006.811211667
Base,91,Mid-trophic species,yield,554050.702376667
Base,92,Mid-trophic species,yield,541232.67649
Base,93,Mid-trophic species,yield,555268.933902
Base,94,Mid-trophic species,yield,547596.277527667
Base,95,Mid-trophic species,yield,520591.610758667
Base,96,Mid-trophic species,yield,541898.993134334
Base,97,Mid-trophic species,yield,544452.022581333
Base,98,Mid-trophic species,yield,519204.932
Base,99,Mid-trophic species,yield,543241.93481
Base,100,Mid-trophic species,yield,530803.897335333
SSP1-2.6,1,Prey,yield,130990.998740741
SSP1-2.6,2,Prey,yield,126951.391209877
SSP1-2.6,3,Prey,yield,126792.729197531
SSP1-2.6,4,Prey,yield,129644.939111111
SSP1-2.6,5,Prey,yield,128474.142839506
SSP1-2.6,6,Prey,yield,128023.979567901
SSP1-2.6,7,Prey,yield,122962.296308642
SSP1-2.6,8,Prey,yield,126193.866271605
SSP1-2.6,9,Prey,yield,135742.946617284
SSP1-2.6,10,Prey,yield,134345.520555556
SSP1-2.6,11,Prey,yield,126453.818
SSP1-2.6,12,Prey,yield,126803.970407407
SSP1-2.6,13,Prey,yield,122398.68391358
SSP1-2.6,14,Prey,yield,127958.002358025
SSP1-2.6,15,Prey,yield,135205.179777778
SSP1-2.6,16,Prey,yield,129824.634234568
SSP1-2.6,17,Prey,yield,131927.292641975
SSP1-2.6,18,Prey,yield,132209.311197531
SSP1-2.6,19,Prey,yield,129232.207679012
SSP1-2.6,20,Prey,yield,124593.842679012
SSP1-2.6,21,Prey,yield,135740.180679012
SSP1-2.6,22,Prey,yield,122415.166395062
SSP1-2.6,23,Prey,yield,130264.048098765
SSP1-2.6,24,Prey,yield,126745.48408642
SSP1-2.6,25,Prey,yield,134535.241395062
SSP1-2.6,26,Prey,yield,132224.978061728
SSP1-2.6,27,Prey,yield,135425.409592593
SSP1-2.6,28,Prey,yield,134034.180654321
SSP1-2.6,29,Prey,yield,126428.599691358
SSP1-2.6,30,Prey,yield,130671.534765432
SSP1-2.6,31,Prey,yield,126964.348851852
SSP1-2.6,32,Prey,yield,128781.90737037
SSP1-2.6,33,Prey,yield,134491.966679012
SSP1-2.6,34,Prey,yield,123654.377209877
SSP1-2.6,35,Prey,yield,130026.573469136
SSP1-2.6,36,Prey,yield,131345.358518519
SSP1-2.6,37,Prey,yield,124463.685580247
SSP1-2.6,38,Prey,yield,129042.388506173
SSP1-2.6,39,Prey,yield,126870.240061728
SSP1-2.6,40,Prey,yield,124873.566246914
SSP1-2.6,41,Prey,yield,127996.837888889
SSP1-2.6,42,Prey,yield,130224.459814815
SSP1-2.6,43,Prey,yield,119202.401679012
SSP1-2.6,44,Prey,yield,127941.286271605
SSP1-2.6,45,Prey,yield,127525.007
SSP1-2.6,46,Prey,yield,130192.551790123
SSP1-2.6,47,Prey,yield,128605.158209877
SSP1-2.6,48,Prey,yield,127525.329234568
SSP1-2.6,49,Prey,yield,129915.620716049
SSP1-2.6,50,Prey,yield,131500.319790124
SSP1-2.6,51,Prey,yield,127814.109530864
SSP1-2.6,52,Prey,yield,122568.47917284
SSP1-2.6,53,Prey,yield,132713.561074074
SSP1-2.6,54,Prey,yield,126692.075407407
SSP1-2.6,55,Prey,yield,129461.098567901
SSP1-2.6,56,Prey,yield,125962.790679012
