scenario,run,species,latin,group,species_order,biomass,yield
SSP1-2.6,24,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,420811.849259259,92536.1815679013
SSP1-2.6,25,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,418611.777283951,92823.870037037
SSP1-2.6,26,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421034.529382716,93294.8353333333
SSP1-2.6,27,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,420863.140740741,92988.636888889
SSP1-2.6,28,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,415713.705679013,91497.1616913581
SSP1-2.6,29,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,409888.985308642,90455.6787901235
SSP1-2.6,30,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,406824.940246914,90764.9137037037
SSP1-2.6,31,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,401613.352839506,89153.0280123457
SSP1-2.6,32,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421482.961111111,93163.7116419753
SSP1-2.6,33,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,408416.86,90388.7513950617
SSP1-2.6,34,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,410843.604320988,90745.254308642
SSP1-2.6,35,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,414365.402592593,91665.0969382716
SSP1-2.6,36,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421996.289259259,92933.7406296296
SSP1-2.6,37,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,407805.123703704,89816.8892345679
SSP1-2.6,38,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,415410.247283951,92265.5055802469
SSP1-2.6,39,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421401.42782716,92909.2988888889
SSP1-2.6,40,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,405736.664567901,89799.943691358
SSP1-2.6,41,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,433218.760740741,95014.2931234568
SSP1-2.6,42,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,388867.014567901,86359.0967530864
SSP1-2.6,43,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,415493.027283951,92070.4923333333
SSP1-2.6,44,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,416917.636049383,92305.441654321
SSP1-2.6,45,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,430533.194074074,95331.6015185185
SSP1-2.6,46,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,411784.845555556,90847.0564814815
SSP1-2.6,47,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,417676.86,91932.9833209877
SSP1-2.6,48,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,422660.696666667,93455.3126790124
SSP1-2.6,49,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,405171.791111111,90136.1431728395
SSP1-2.6,50,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,409046.975925926,90876.6304197531
SSP1-2.6,51,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,409610.90654321,90567.1871728395
SSP1-2.6,52,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,427672.67,94782.3637777778
SSP1-2.6,53,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,418950.361111111,92828.1677283951
SSP1-2.6,54,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,395492.480617284,88138.8194814815
SSP1-2.6,55,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,408024.330493827,90596.6477530864
SSP1-2.6,56,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,413769.575802469,91511.2766296297
SSP1-2.6,57,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,405596.292098766,89905.244308642
SSP1-2.6,58,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421481.183209877,92416.6536296296
SSP1-2.6,59,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,441742.184567901,97878.4078888889
SSP1-2.6,60,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,407275.147160494,89786.0042716049
SSP1-2.6,61,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,414566.779012346,91600.1521358025
SSP1-2.6,62,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,408551.405185185,90887.6175555556
SSP1-2.6,63,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,415357.858148148,92048.2254814815
SSP1-2.6,64,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,437224.091975309,95974.8277777778
SSP1-2.6,65,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,396217.005308642,87608.6169506173
SSP1-2.6,66,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,403326.561234568,89226.5379753087
SSP1-2.6,67,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,401744.879012346,89478.5523950617
SSP1-2.6,68,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,429137.391851852,94117.3809876543
SSP1-2.6,69,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,427458.750740741,94183.8967777778
SSP1-2.6,70,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,428969.851975309,94193.9524938271
SSP1-2.6,71,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,426324.74691358,94295.1255925926
SSP1-2.6,72,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,425517.967283951,93483.2021728395
SSP1-2.6,73,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,400362.51962963,88714.4482222222
SSP1-2.6,74,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,415058.264567901,92167.6889382716
SSP1-2.6,75,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,414604.987037037,91228.4137160494
SSP1-2.6,76,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,407019.821728395,89675.7272345679
SSP1-2.6,77,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,419241.858518519,92891.607345679
SSP1-2.6,78,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,413545.908888889,91410.0570493827
SSP1-2.6,79,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,394673.807037037,87664.8041234568
SSP1-2.6,80,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,420922.445308642,92526.7188395062
SSP1-2.6,81,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,411598.07617284,91182.4800987654
SSP1-2.6,82,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,390352.098888889,85917.5696790124
SSP1-2.6,83,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421929.739506173,93128.7912469136
SSP1-2.6,84,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,412481.013827161,91531.8481728395
SSP1-2.6,85,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,412859.706049383,91673.5542098766
SSP1-2.6,86,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,404348.173950617,88911.6043580247
SSP1-2.6,87,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,431387.640617284,94634.4641481481
SSP1-2.6,88,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,430233.247654321,95640.6420740741
SSP1-2.6,89,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,430520.795925926,94918.3702592593
SSP1-2.6,90,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,398613.453209877,88074.1964938272
SSP1-2.6,91,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,391471.865185185,87264.4078271605
SSP1-2.6,92,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,436829.735432099,96153.3192222222
SSP1-2.6,93,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,393904.29037037,87175.5703580247
SSP1-2.6,94,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,426920.210123457,93718.8837901235
SSP1-2.6,95,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,439337.403703704,96707.3485432099
SSP1-2.6,96,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,407526.030740741,90058.6842098766
SSP1-2.6,97,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,410231.167530864,90574.1133950617
SSP1-2.6,98,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,431967.521481482,94992.4644567902
SSP1-2.6,99,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,421425.546790123,92396.1264814815
SSP1-2.6,100,PortunusTrituberculatus,Portunus trituberculatus,Invertebrate,8,413426.175555556,91753.4109382716
SSP1-2.6,1,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1120783.80691358,204213.945185185
SSP1-2.6,2,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1099957.80740741,199612.985061728
SSP1-2.6,3,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1090778.73641975,198141.724567901
SSP1-2.6,4,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1121195.10246914,203368.013950617
SSP1-2.6,5,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1116524.77777778,202405.91382716
SSP1-2.6,6,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1130528.22802469,205318.392962963
SSP1-2.6,7,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1103464.20197531,200162.570246914
SSP1-2.6,8,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1099848.9908642,199610.830617284
SSP1-2.6,9,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1091065.4562963,197692.920123457
SSP1-2.6,10,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1104891.87666667,200909.357037037
SSP1-2.6,11,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1103709.79061728,200206.142469136
SSP1-2.6,12,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1105833.37024691,200685.860987654
SSP1-2.6,13,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1108655.11259259,201483.597530864
SSP1-2.6,14,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1102012.40012346,200107.694197531
SSP1-2.6,15,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1091011.50740741,197856.822222222
SSP1-2.6,16,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1112162.43049383,201452.701851852
SSP1-2.6,17,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1093231.30814815,198168.571604938
SSP1-2.6,18,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1092640.43567901,198371.327901235
SSP1-2.6,19,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1086975.05592593,197404.879753086
SSP1-2.6,20,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1102479.21938272,200240.857777778
SSP1-2.6,21,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1097007.07049383,199068.455061728
SSP1-2.6,22,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1127361.86481482,204271.361358025
SSP1-2.6,23,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1094075.09172839,198348.589753086
SSP1-2.6,24,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1112040.17395062,202229.575432099
SSP1-2.6,25,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1105073.03037037,200452.269753086
SSP1-2.6,26,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1121893.15518519,203580.038518519
SSP1-2.6,27,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1106828.77691358,201231.403209877
SSP1-2.6,28,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1076449.85407407,195694.688518519
SSP1-2.6,29,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1119057.24098765,203390.327037037
SSP1-2.6,30,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1124883.49395062,203766.029135803
SSP1-2.6,31,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1096205.84506173,199276.007777778
SSP1-2.6,32,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1082754.02481481,196652.317901235
SSP1-2.6,33,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1087955.7908642,197797.415308642
SSP1-2.6,34,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1080114.38320988,196329.640740741
SSP1-2.6,35,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1108574.49641975,201296.45691358
SSP1-2.6,36,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1084168.45172839,196937.766419753
SSP1-2.6,37,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1123397.43160494,203654.77382716
SSP1-2.6,38,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1096544.25839506,199108.149259259
SSP1-2.6,39,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1128803.16962963,204994.827530864
SSP1-2.6,40,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1127940.1608642,203998.812345679
SSP1-2.6,41,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1099200.39827161,199292.094197531
SSP1-2.6,42,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1080764.75493827,196682.550123457
SSP1-2.6,43,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1100578.54271605,199477.719135802
SSP1-2.6,44,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1133807.05098765,205602.926790124
SSP1-2.6,45,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1110120.42395062,201603.468271605
SSP1-2.6,46,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1092617.96728395,198720.574444445
SSP1-2.6,47,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1112108.97185185,201938.417037037
SSP1-2.6,48,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1121877.2454321,203197.331111111
SSP1-2.6,49,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1115250.24197531,201925.015802469
SSP1-2.6,50,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1110466.2117284,201470.410123457
SSP1-2.6,51,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1082787.47,196812.370987654
SSP1-2.6,52,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1115194.54493827,202197.435432099
SSP1-2.6,53,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1086248.27765432,197109.162345679
SSP1-2.6,54,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1098045.01,198599.665061728
SSP1-2.6,55,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1080764.64432099,196196.032098765
SSP1-2.6,56,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1106700.23888889,200993.458271605
SSP1-2.6,57,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1074281.57432099,195656.400246914
SSP1-2.6,58,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1120277.06246914,203859.09617284
SSP1-2.6,59,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1109038.9491358,201372.992469136
SSP1-2.6,60,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1091837.99555556,198372.538271605
SSP1-2.6,61,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1140071.47851852,206487.694814815
SSP1-2.6,62,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1109139.02518519,201054.824814815
SSP1-2.6,63,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1104764.09160494,200132.526296296
SSP1-2.6,64,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1104673.95555556,200780.054444444
SSP1-2.6,65,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1084862.47580247,196869.741234568
SSP1-2.6,66,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1107990.76641975,201383.976419753
SSP1-2.6,67,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1125697.71419753,204544.365555556
SSP1-2.6,68,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1101783.05246914,199981.042345679
SSP1-2.6,69,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1122831.9362963,203808.847283951
SSP1-2.6,70,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1109025.76567901,201335.118765432
SSP1-2.6,71,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1097082.10580247,198747.260740741
SSP1-2.6,72,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1115149.29037037,202059.536419753
SSP1-2.6,73,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1128645.88148148,204412.50037037
SSP1-2.6,74,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1124673.35444444,204023.834197531
SSP1-2.6,75,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1098927.3708642,199546.083827161
SSP1-2.6,76,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1094706.24123457,199249.978395062
SSP1-2.6,77,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1109168.19839506,201556.018888889
SSP1-2.6,78,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1111204.65604938,201538.496419753
SSP1-2.6,79,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1121761.78888889,203660.197654321
SSP1-2.6,80,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1133588.19160494,205529.789753086
SSP1-2.6,81,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1099588.68308642,199681.488888889
SSP1-2.6,82,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1096575.67654321,198920.769506173
SSP1-2.6,83,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1103872.91333333,200228.431358025
SSP1-2.6,84,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1120620.26938272,203463.665925926
SSP1-2.6,85,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1104082.96283951,200728.100740741
SSP1-2.6,86,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1105474.5982716,200817.992839506
SSP1-2.6,87,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1125062.2791358,204058.826790123
SSP1-2.6,88,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1077251.52604938,195339.650987654
SSP1-2.6,89,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1113484.21098765,202948.232592593
SSP1-2.6,90,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1097334.56691358,198665.283827161
SSP1-2.6,91,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1093895.68382716,198898.820987654
SSP1-2.6,92,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1124450.38666667,203773.211851852
SSP1-2.6,93,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1089782.98777778,198315.760740741
SSP1-2.6,94,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1104775.78950617,200512.564074074
SSP1-2.6,95,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1095549.48753086,198825.259506173
SSP1-2.6,96,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1089313.78654321,197846.49
SSP1-2.6,97,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1111751.59296296,201524.165061729
SSP1-2.6,98,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1105056.84716049,199974.095555556
SSP1-2.6,99,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1124256.73975309,203853.103827161
SSP1-2.6,100,ScomberJaponicus,Scomber japonicus,Mid-trophic species,9,1117699.83604938,202540.898888889
SSP1-2.6,1,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48253.0781975309,11023.4391962963
SSP1-2.6,2,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47207.6653333333,10761.1614567901
SSP1-2.6,3,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47345.9458888889,10775.6004716049
SSP1-2.6,4,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51870.0700987654,11803.6255111111
SSP1-2.6,5,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47116.1601358025,10722.0560358025
SSP1-2.6,6,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,50004.4042222222,11391.2387148148
SSP1-2.6,7,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47096.7224938272,10709.1297382716
SSP1-2.6,8,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,46332.483,10571.730691358
SSP1-2.6,9,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48488.6733888889,11056.4611407407
SSP1-2.6,10,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,43059.6853333333,9898.77111851852
SSP1-2.6,11,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,46944.2595308642,10653.919162963
SSP1-2.6,12,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45325.2028518519,10383.9842320988
SSP1-2.6,13,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,53070.2469753086,12031.1686691358
SSP1-2.6,14,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45162.8116419753,10318.2041950617
SSP1-2.6,15,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51026.375345679,11628.782337037
SSP1-2.6,16,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,43415.9397530864,9898.90194320987
SSP1-2.6,17,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51564.6559382716,11681.3428493827
SSP1-2.6,18,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47006.9477777778,10706.4806580247
SSP1-2.6,19,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,54572.8584691358,12321.8133864198
SSP1-2.6,20,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44841.3201728395,10249.6066851852
SSP1-2.6,21,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,50150.5947901235,11398.4418814815
SSP1-2.6,22,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,43702.5506296296,9947.92857530864
SSP1-2.6,23,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,56292.2132592593,12739.0790666667
SSP1-2.6,24,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51061.5559753086,11637.9099074074
SSP1-2.6,25,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47529.2251481482,10729.7318382716
SSP1-2.6,26,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44900.3411234568,10317.198154321
SSP1-2.6,27,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,52721.944,12027.5844
SSP1-2.6,28,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,54800.7663580247,12426.5687740741
SSP1-2.6,29,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45277.8627037037,10346.5608024691
SSP1-2.6,30,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,41608.6497530864,9513.01062469135
SSP1-2.6,31,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45953.5211358025,10441.4216382716
SSP1-2.6,32,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,49194.0284938272,11166.0793925926
SSP1-2.6,33,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44202.2709753086,10151.523191358
SSP1-2.6,34,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,53829.9223333334,12291.578862963
SSP1-2.6,35,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51028.0281358025,11568.9337469136
SSP1-2.6,36,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45502.6973333333,10437.4189814815
SSP1-2.6,37,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,36017.9472592593,8302.40600246914
SSP1-2.6,38,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48182.01,10991.9791975309
SSP1-2.6,39,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,49734.8516296296,11254.0259320988
SSP1-2.6,40,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47178.7108765432,10778.5658061728
SSP1-2.6,41,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47505.645691358,10852.2494666667
SSP1-2.6,42,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48654.885925926,11093.9019555556
SSP1-2.6,43,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51080.5070246914,11631.6987765432
SSP1-2.6,44,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,51642.1226049383,11762.2357530864
SSP1-2.6,45,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48313.4443703704,10991.0784333333
SSP1-2.6,46,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44185.2390123457,10147.4242777778
SSP1-2.6,47,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44127.4473333333,10127.4093901235
SSP1-2.6,48,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48483.58,11090.7044876543
SSP1-2.6,49,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48768.5319876543,11047.4699234568
SSP1-2.6,50,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,39590.0861432099,9164.75863703704
SSP1-2.6,51,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48124.0439012346,10939.9443827161
SSP1-2.6,52,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,48059.6934074074,10955.1790493827
SSP1-2.6,53,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,41274.0477530864,9438.31368271605
SSP1-2.6,54,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,49280.4042839506,11198.3963814815
SSP1-2.6,55,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,44365.8150987654,10115.9414024691
SSP1-2.6,56,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45365.1959012346,10377.2672567901
SSP1-2.6,57,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47573.5339506173,10787.6744209877
SSP1-2.6,58,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47316.2250246914,10744.4701814815
SSP1-2.6,59,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,43743.2670703704,9983.89036296296
SSP1-2.6,60,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,42707.5569382716,9788.94881358025
SSP1-2.6,61,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,52732.7317037037,11992.2681172839
SSP1-2.6,62,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,45459.095654321,10325.530345679
SSP1-2.6,63,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,47648.8603950617,10830.1374975309
SSP1-2.6,64,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,49243.8650617284,11156.6814987654
