scenario,run,species,latin,group,species_order,biomass,yield
Base,10,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,486334.218,82727.1083333334
Base,11,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,496921.805,84792.5693333333
Base,12,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,539977.721,92240.7567
Base,13,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,609246.299333333,103437.101133333
Base,14,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,599303.409666667,101857.6151
Base,15,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,530597.639333333,89975.0913333333
Base,16,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,514783.510666667,87607.9443333333
Base,17,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,600534.238666667,102928.815833333
Base,18,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,485911.407333333,82106.4782333333
Base,19,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,522851.230333334,88837.2818
Base,20,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,467900.952,80445.6692
Base,21,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,592736.214666667,100385.08
Base,22,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,619074.448,105703.091433333
Base,23,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,483929.745333333,82979.4497666667
Base,24,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,491179.072,82961.5371333333
Base,25,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,666037.986666667,113100.856533333
Base,26,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,528078.608,90391.6721333333
Base,27,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,559332.415,95424.5786666667
Base,28,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,488616.283333333,83219.1534666667
Base,29,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,535846.071,91235.5271666666
Base,30,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,515124.644,87828.4095333333
Base,31,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,526650.586333333,89616.8324666667
Base,32,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,555933.440333333,94446.8579666667
Base,33,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,535849.493666667,91310.3860666667
Base,34,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,511758.845666667,86946.2636666667
Base,35,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,557450.630333333,95242.4681
Base,36,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,589128.319666667,100840.281766667
Base,37,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,529691.171666667,90296.0409666666
Base,38,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,568441.070666667,97258.2596
Base,39,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,585473.248,99993.1961
Base,40,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,521090.916333333,88407.9598
Base,41,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,551893.674666667,93676.7219666667
Base,42,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,470604.937666667,80021.3056666667
Base,43,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,530057.01,89953.2142333333
Base,44,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,583671.663333334,99507.0309
Base,45,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,528496.537333334,89808.0588
Base,46,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,552686.47,94328.2475333333
Base,47,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,601882.861333333,102253.496066667
Base,48,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,472473.203666667,80302.4195333333
Base,49,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,595138.929333333,101057.0515
Base,50,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,462813.012,79119.6077
Base,51,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,550485.904,94138.5517
Base,52,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,470403.036,80408.4271333334
Base,53,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,593349.277333334,101451.654133333
Base,54,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,543301.651,93002.9281
Base,55,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,529067.889333333,89627.0937666667
Base,56,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,489845.213666667,83257.0825666667
Base,57,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,569219.852,97209.3308666667
Base,58,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,668530.525333333,114467.5135
Base,59,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,624089.590333333,106636.882233333
Base,60,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,524312.992,89563.4079333333
Base,61,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,569501.854333333,97735.1223666667
Base,62,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,686106.347,117442.1189
Base,63,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,497091.534666667,84739.0391
Base,64,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,504088.492333333,86059.1554
Base,65,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,512033.569333333,87285.4318666667
Base,66,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,503288.905666667,85620.2068
Base,67,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,538063.262666667,91288.5505
Base,68,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,556285.989666667,94704.8388333333
Base,69,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,537547.954666667,92362.2913333334
Base,70,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,544889.978666667,92525.7247333333
Base,71,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,669502.893333333,113915.499333333
Base,72,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,532217.154666667,91022.7680666667
Base,73,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,504679.449,85936.4549
Base,74,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,485043.538666667,81805.6680333333
Base,75,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,526380.863666667,90267.3694666667
Base,76,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,509672.469,86563.0051666667
Base,77,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,601838.945666667,102430.8395
Base,78,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,511262.442666667,86702.2932333333
Base,79,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,492114.374666667,83765.5171333334
Base,80,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,566831.824666667,97182.6468333333
Base,81,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,590759.455,100357.406233333
Base,82,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,541657.600333333,91838.9088
Base,83,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,517225.452666667,88318.0833
Base,84,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,595449.729666667,101478.8194
Base,85,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,513039.306333334,86962.9385666666
Base,86,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,611115.233333333,105110.352666667
Base,87,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,638271.929666667,108704.068533333
Base,88,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,502337.362333334,85061.4391333333
Base,89,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,577057.023333334,98124.8632
Base,90,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,505906.986666667,86779.8225666667
Base,91,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,584803.797,99595.9422
Base,92,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,553498.392333334,94368.039
Base,93,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,616907.206,105673.289066667
Base,94,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,545171.365666667,93032.2085333333
Base,95,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,464886.745333333,78573.9994
Base,96,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,559821.626,95415.6738333333
Base,97,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,557598.566333333,94861.7304333333
Base,98,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,516449.799666667,88037.9858666667
Base,99,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,601440.59,102747.220266667
Base,100,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,498799.663333334,85412.0692666667
Base,1,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6553.14161666667,3987.75057
Base,2,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9781.42179333333,5929.84231666667
Base,3,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10459.2932333333,6414.8327
Base,4,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13108.5205833333,7973.21084666667
Base,5,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9790.75158,5808.94040233333
Base,6,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,5426.79413333334,3269.10006333333
Base,7,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9781.30626333333,5900.31826
Base,8,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,16521.6163,9968.21518333334
Base,9,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7932.70694,4831.61641333333
Base,10,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11344.3007766667,6643.42132666667
Base,11,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12460.2934133333,7468.02549
Base,12,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11801.3115233333,7094.79874
Base,13,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12417.4472866667,7381.07974666667
Base,14,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8448.77877666667,5143.46138
Base,15,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9361.56525,5606.47729666667
Base,16,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10098.72439,6098.50338333333
Base,17,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7624.92457666667,4628.67503166667
Base,18,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10868.14349,6472.24864333334
Base,19,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8256.46704333333,5050.32567333333
Base,20,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10025.7178566667,6079.52594666667
Base,21,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7934.80228666667,4863.56432
Base,22,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10308.51749,6268.34151666667
Base,23,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6438.30691,3911.93155333333
Base,24,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,14261.96682,8528.99518
Base,25,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12793.8354,7517.80666666667
Base,26,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9034.22063333333,5471.46322333333
Base,27,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7554.66547,4648.57676666667
Base,28,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10687.6564733333,6538.01712333333
Base,29,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,5294.36430666667,3220.53568333333
Base,30,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13959.9410733333,8245.76416
Base,31,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10548.3717753333,6230.40565733334
Base,32,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13095.3285866667,7811.91448666667
Base,33,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11439.6324233333,6871.52060333334
Base,34,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9506.03416333333,5695.90511533333
Base,35,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,5660.73439333334,3456.13856666667
Base,36,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11086.1722833333,6652.27319666667
Base,37,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12532.4607933333,7510.08422
Base,38,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12713.1451166667,7607.50027333334
Base,39,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9930.28247,6018.15576333333
Base,40,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10812.62205,6513.68388333333
Base,41,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7437.42568666667,4531.57178666667
Base,42,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10514.25608,6460.35907333333
Base,43,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11368.73475,6878.82576666667
Base,44,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12701.8868833333,7587.68369666667
Base,45,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6871.89099333333,4231.27661
Base,46,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8356.86946,5081.53850333333
Base,47,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7404.54688,4553.76131
Base,48,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8415.56186,5074.51517666667
Base,49,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8026.42637,4844.04669333333
Base,50,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10303.3758366667,6271.74723666667
Base,51,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,3984.613741,2400.20891833333
Base,52,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13539.65547,7898.66723
Base,53,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,14283.7591533333,8470.09271666667
Base,54,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12371.4490666667,7440.89361333333
Base,55,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10531.1549666667,6356.88626333333
Base,56,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6394.65155333333,3903.799841
Base,57,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10825.8752666667,6559.4383
Base,58,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9284.65697666667,5622.69916333333
Base,59,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10299.1975433333,6309.37707
Base,60,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8452.51088,5218.65171333333
Base,61,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7917.51040133333,4795.99540233333
Base,62,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13251.7885866667,7833.66315333333
Base,63,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11998.4294333333,7227.99009666667
Base,64,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6645.61682,4066.85226333333
Base,65,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7313.57128666667,4478.21292
Base,66,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7975.84802666666,4893.75850833334
Base,67,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10436.76092,6235.38608333334
Base,68,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9382.32826666666,5583.91619666667
Base,69,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8848.26294666667,5301.46274666667
Base,70,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7941.02564666667,4840.29893
Base,71,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9484.73097333333,5687.13978
Base,72,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12093.98669,7136.24467333334
Base,73,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,13397.4934166667,7971.65426
Base,74,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,3210.524552,1989.48603
Base,75,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6263.06977,3840.97107333333
Base,76,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6261.41754666667,3854.61013666667
Base,77,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7403.79324333333,4453.22939333333
Base,78,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10666.7850433333,6433.57293666667
Base,79,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,14050.44536,8299.36718
Base,80,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8701.77086,5334.39290333333
Base,81,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11174.1306066667,6640.00445666667
Base,82,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6902.40982666667,4191.14776666667
Base,83,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6539.17384333333,3972.660556
Base,84,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10354.24239,6216.40626
Base,85,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,15465.9743266667,9315.86546
Base,86,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,10202.1213966667,6168.52662
Base,87,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,11033.1561233333,6565.27909333333
Base,88,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9447.95359333333,5751.10512333333
Base,89,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7211.43109,4410.81970666667
Base,90,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,12135.2819233333,7310.91445333333
Base,91,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,9498.41191666667,5785.50673666667
Base,92,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,14279.4692833333,8440.47581
Base,93,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,5459.79297333333,3374.33081
Base,94,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,7904.54421,4802.48015
Base,95,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8619.01144,5223.25095666667
Base,96,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,14450.66416,8598.06486666667
Base,97,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8533.66542333333,5197.321358
Base,98,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8853.28797333333,5450.77418666667
Base,99,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,6668.560841,4120.33010833333
Base,100,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,8826.3624,5361.23747533333
Base,1,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,593987.417,186205.379666667
Base,2,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,686885.585333333,215247.400333333
Base,3,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,556992.123333334,173087.356666667
Base,4,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,554545.3,173878.664066667
Base,5,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,580380.937333334,177833.924333333
Base,6,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,585941.204333333,183082.729333333
Base,7,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,589212.652333333,182160.678666667
Base,8,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,557987.762,173437.470333333
Base,9,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,555957.050666667,171153.006666667
Base,10,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,596538.229,185477.691666667
Base,11,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,629892.048333333,194935.5598
Base,12,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,626511.234,193300.147466667
Base,13,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,518093.615333333,161473.6065
Base,14,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,570023.818,175956.846466667
Base,15,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,609416.871,191206.222666667
Base,16,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,568636.630666667,175343.584333333
Base,17,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,561446.316333333,176328.168166667
Base,18,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,576403.900666667,180720.374333333
Base,19,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,584681.41,182727.838833333
Base,20,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,608576.219666667,190024.493666667
Base,21,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,621479.232,195218.89
Base,22,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,556112.383333334,172977.126333333
Base,23,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,608341.113333333,190738.3892
Base,24,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,537341.695,167637.108833333
Base,25,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,591294.879333333,181429.254466667
Base,26,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,626392.990333333,193200.29
Base,27,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,561468.623666667,173729.740333333
Base,28,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,606656.246,187043.961666667
Base,29,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,584117.902333334,181628.523333333
Base,30,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,559833.719,175125.224666667
Base,31,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,577650.216,178858.399333333
Base,32,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,580058.724,177879.658833333
Base,33,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,588129.915333333,183866.369333333
Base,34,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,646496.320333333,201138.548333333
Base,35,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,620373.492666667,191148.239
Base,36,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,600275.984333333,186236.6402
Base,37,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,606918.909333333,187261.620333333
Base,38,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,593966.984333333,186358.786533333
Base,39,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,562314.857666667,173257.768833333
Base,40,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,561174.788666667,172822.278666667
Base,41,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,623136.645,191591.367666667
Base,42,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,590442.885333333,182605.1022
Base,43,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,643045.982,197799.745
Base,44,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,606479.35,188334.081466667
Base,45,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,616353.439333333,190422.039333333
Base,46,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,640966.549333333,200744.456666667
Base,47,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,585495.455333333,182200.296
Base,48,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,615396.675333333,191896.606333333
Base,49,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,587180.652,180438.058333333
Base,50,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,649714.878333334,202365.886
Base,51,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,631444.803666667,195496.568
Base,52,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,600247.403,186167.451333333
Base,53,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,599594.107666667,185184.391333333
Base,54,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,599716.826666667,184349.751366667
Base,55,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,582562.815,180697.508333333
Base,56,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,590612.578666667,184571.334666667
Base,57,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,594767.517333333,184846.61
Base,58,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,663097.079666667,206241.489333333
Base,59,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,575147.961333333,181164.191
Base,60,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,621168.601333333,192374.229666667
Base,61,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,634638.7,197655.223333333
Base,62,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,586757.792,183376.229666667
Base,63,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,580174.353,180280.588666667
Base,64,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,567762.838666667,175021.692666667
Base,65,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,502765.578333333,154949.644666667
Base,66,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,629100.306,195166.584
Base,67,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,606599.399,186867.88
Base,68,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,621263.915333333,191542.34
Base,69,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,607733.250666667,188793.888333333
Base,70,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,626241.141,192962.602
Base,71,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,630026.924,192905.429333333
Base,72,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,588677.375333333,185035.424
Base,73,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,591068.985333333,183288.695333333
Base,74,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,612861.771666667,190212.829
Base,75,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,640118.285333333,198792.759
Base,76,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,588488.327666667,182891.264333333
Base,77,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,579404.283,178674.879
Base,78,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,633323.434666667,195104.551666667
Base,79,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,613612.695,189125.322
Base,80,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,586644.542666667,182767.4422
Base,81,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,570543.611666667,177924.449333333
Base,82,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,639207.926666667,198031.793666667
Base,83,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,613635.569666667,191521.698
Base,84,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,561552.618333333,174709.0473
Base,85,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,654164.442333333,202756.666166667
Base,86,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,623647.142,194215.589333333
Base,87,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,608288.310333333,189649.960533333
Base,88,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,643945.47,200008.921333333
Base,89,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,568018.695333333,177415.421
Base,90,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,581669.770333333,181488.950666667
