indicator,scenario,year,species,latin,group,species_order,mean,sd,n_runs,se,ci_low,ci_high
biomass,Base,2020,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2021,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2022,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2023,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2024,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2025,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2026,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2027,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2028,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2029,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2030,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2031,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2032,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2033,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2034,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2035,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2036,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2037,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2038,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2039,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2040,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2041,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2042,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2043,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2044,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2045,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2046,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2047,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2048,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2049,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2050,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2051,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2052,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2053,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2054,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2055,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2056,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2057,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2058,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2059,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2060,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2061,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2062,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2063,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2064,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2065,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2066,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2067,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2068,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2069,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2070,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2071,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2072,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2073,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2074,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2075,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2076,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2077,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2078,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2079,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2080,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2081,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2082,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2083,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2084,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2085,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2086,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2087,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2088,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2089,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2090,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2091,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2092,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2093,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2094,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2095,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2096,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2097,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2098,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2099,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,Base,2100,EngraulisJaponicus,Engraulis japonicus,Prey,1,1003997.82573667,36641.6034117185,100,3664.16034117185,996727.336674383,1011268.31479895
biomass,SSP1-2.6,2020,EngraulisJaponicus,Engraulis japonicus,Prey,1,856615.5405,116364.098465438,100,11636.4098465438,833526.378826881,879704.70217312
biomass,SSP1-2.6,2021,EngraulisJaponicus,Engraulis japonicus,Prey,1,858080.4397,110353.42588835,100,11035.342588835,836183.92586867,879976.95353133
biomass,SSP1-2.6,2022,EngraulisJaponicus,Engraulis japonicus,Prey,1,851425.5596,128168.711167735,100,12816.8711167735,825994.1066638,876857.0125362
biomass,SSP1-2.6,2023,EngraulisJaponicus,Engraulis japonicus,Prey,1,825445.5378,126176.903281393,100,12617.6903281393,800409.302761038,850481.772838962
biomass,SSP1-2.6,2024,EngraulisJaponicus,Engraulis japonicus,Prey,1,839403.7915,142331.613910593,100,14233.1613910593,811162.111393195,867645.471606805
biomass,SSP1-2.6,2025,EngraulisJaponicus,Engraulis japonicus,Prey,1,786488.1288,140367.993278606,100,14036.7993278606,758636.073627642,814340.183972358
biomass,SSP1-2.6,2026,EngraulisJaponicus,Engraulis japonicus,Prey,1,799376.2679,117578.486036852,100,11757.8486036852,776046.145386381,822706.390413619
biomass,SSP1-2.6,2027,EngraulisJaponicus,Engraulis japonicus,Prey,1,855266.8876,154029.280812962,100,15402.9280812962,824704.136597026,885829.638602974
biomass,SSP1-2.6,2028,EngraulisJaponicus,Engraulis japonicus,Prey,1,881546.2823,159625.743839104,100,15962.5743839104,849873.071616486,913219.492983514
biomass,SSP1-2.6,2029,EngraulisJaponicus,Engraulis japonicus,Prey,1,825220.6972,135978.746150686,100,13597.8746150686,798239.563883234,852201.830516766
biomass,SSP1-2.6,2030,EngraulisJaponicus,Engraulis japonicus,Prey,1,806100.3086,137511.182807011,100,13751.1182807011,778815.106604163,833385.510595837
biomass,SSP1-2.6,2031,EngraulisJaponicus,Engraulis japonicus,Prey,1,813126.1453,130751.248301396,100,13075.1248301396,787182.260967929,839070.029632071
biomass,SSP1-2.6,2032,EngraulisJaponicus,Engraulis japonicus,Prey,1,845988.8289,125228.828992574,100,12522.8828992574,821140.712368562,870836.945431438
biomass,SSP1-2.6,2033,EngraulisJaponicus,Engraulis japonicus,Prey,1,901217.1252,147813.474995403,100,14781.3474995403,871887.724924123,930546.525475877
biomass,SSP1-2.6,2034,EngraulisJaponicus,Engraulis japonicus,Prey,1,918385.3643,132459.450462772,100,13245.9450462772,892102.535599395,944668.193000606
biomass,SSP1-2.6,2035,EngraulisJaponicus,Engraulis japonicus,Prey,1,850120.246,135118.111837636,100,13511.8111837636,823309.881202542,876930.610797459
biomass,SSP1-2.6,2036,EngraulisJaponicus,Engraulis japonicus,Prey,1,826298.5646,124938.228350684,100,12493.8228350684,801508.10954054,851089.01965946
biomass,SSP1-2.6,2037,EngraulisJaponicus,Engraulis japonicus,Prey,1,795751.6309,121621.863609977,100,12162.1863609977,771619.214554155,819884.047245845
biomass,SSP1-2.6,2038,EngraulisJaponicus,Engraulis japonicus,Prey,1,816487.8078,136894.129478577,100,13689.4129478577,789325.042571594,843650.573028406
biomass,SSP1-2.6,2039,EngraulisJaponicus,Engraulis japonicus,Prey,1,799969.9906,122479.750962578,100,12247.9750962578,775667.350791397,824272.630408603
biomass,SSP1-2.6,2040,EngraulisJaponicus,Engraulis japonicus,Prey,1,813890.6384,122360.579675839,100,12236.0579675839,789611.644760126,838169.632039874
biomass,SSP1-2.6,2041,EngraulisJaponicus,Engraulis japonicus,Prey,1,820237.4821,137180.42918127,100,13718.042918127,793017.908799263,847457.055400738
biomass,SSP1-2.6,2042,EngraulisJaponicus,Engraulis japonicus,Prey,1,830394.4668,129387.276971042,100,12938.7276971042,804721.223971445,856067.709628555
biomass,SSP1-2.6,2043,EngraulisJaponicus,Engraulis japonicus,Prey,1,812936.1872,112953.326569004,100,11295.3326569004,790523.796668371,835348.577731629
biomass,SSP1-2.6,2044,EngraulisJaponicus,Engraulis japonicus,Prey,1,796732.6925,123421.352953405,100,12342.1352953405,772243.218428213,821222.166571788
biomass,SSP1-2.6,2045,EngraulisJaponicus,Engraulis japonicus,Prey,1,816343.0405,114703.423834443,100,11470.3423834443,793583.39270227,839102.68829773
biomass,SSP1-2.6,2046,EngraulisJaponicus,Engraulis japonicus,Prey,1,847864.0089,114618.410964604,100,11461.8410964604,825121.229500014,870606.788299987
biomass,SSP1-2.6,2047,EngraulisJaponicus,Engraulis japonicus,Prey,1,813237.3672,126024.023299024,100,12602.4023299024,788231.466866296,838243.267533705
biomass,SSP1-2.6,2048,EngraulisJaponicus,Engraulis japonicus,Prey,1,758353.7938,129035.986300185,100,12903.5986300185,732750.25466185,783957.33293815
biomass,SSP1-2.6,2049,EngraulisJaponicus,Engraulis japonicus,Prey,1,778525.2957,123926.866044323,100,12392.6866044323,753935.516863788,803115.074536213
biomass,SSP1-2.6,2050,EngraulisJaponicus,Engraulis japonicus,Prey,1,799288.9299,131419.118159783,100,13141.9118159783,773212.525698482,825365.334101518
biomass,SSP1-2.6,2051,EngraulisJaponicus,Engraulis japonicus,Prey,1,804090.2164,119977.228343488,100,11997.7228343487,780284.13137165,827896.30142835
biomass,SSP1-2.6,2052,EngraulisJaponicus,Engraulis japonicus,Prey,1,826629.5265,135013.217020432,100,13501.3217020432,799839.975109984,853419.077890016
biomass,SSP1-2.6,2053,EngraulisJaponicus,Engraulis japonicus,Prey,1,831651.8487,120287.410007745,100,12028.7410007745,807784.216900021,855519.480499979
biomass,SSP1-2.6,2054,EngraulisJaponicus,Engraulis japonicus,Prey,1,790875.428,118387.649348278,100,11838.7649348278,767384.749930468,814366.106069532
biomass,SSP1-2.6,2055,EngraulisJaponicus,Engraulis japonicus,Prey,1,800394.283,127038.303140035,100,12703.8303140035,775187.127540877,825601.438459123
biomass,SSP1-2.6,2056,EngraulisJaponicus,Engraulis japonicus,Prey,1,823074.1229,139359.118345362,100,13935.9118345362,795422.2504021,850725.995397901
biomass,SSP1-2.6,2057,EngraulisJaponicus,Engraulis japonicus,Prey,1,809921.1149,130614.471108313,100,13061.4471108313,784004.370130439,835837.859669561
biomass,SSP1-2.6,2058,EngraulisJaponicus,Engraulis japonicus,Prey,1,802418.9573,130248.626379562,100,13024.8626379562,776574.804061683,828263.110538317
biomass,SSP1-2.6,2059,EngraulisJaponicus,Engraulis japonicus,Prey,1,811288.9385,130963.715576066,100,13096.3715576066,785302.896051123,837274.980948877
biomass,SSP1-2.6,2060,EngraulisJaponicus,Engraulis japonicus,Prey,1,801078.2778,134885.659048623,100,13488.5659048623,774314.036678982,827842.518921018
biomass,SSP1-2.6,2061,EngraulisJaponicus,Engraulis japonicus,Prey,1,779704.5959,146175.466268531,100,14617.5466268531,750700.212092393,808708.979707607
biomass,SSP1-2.6,2062,EngraulisJaponicus,Engraulis japonicus,Prey,1,809990.8895,126708.321686214,100,12670.8321686214,784849.209520315,835132.569479685
biomass,SSP1-2.6,2063,EngraulisJaponicus,Engraulis japonicus,Prey,1,816521.3872,132773.019494002,100,13277.3019494002,790176.339600669,842866.434799331
biomass,SSP1-2.6,2064,EngraulisJaponicus,Engraulis japonicus,Prey,1,836777.7883,118179.11375328,100,11817.911375328,813328.488216728,860227.088383272
biomass,SSP1-2.6,2065,EngraulisJaponicus,Engraulis japonicus,Prey,1,821659.7284,136687.966542285,100,13668.7966542285,794537.870370892,848781.586429108
biomass,SSP1-2.6,2066,EngraulisJaponicus,Engraulis japonicus,Prey,1,775030.4123,110833.382567476,100,11083.3382567476,753038.664650795,797022.159949205
biomass,SSP1-2.6,2067,EngraulisJaponicus,Engraulis japonicus,Prey,1,755138.1194,122615.599183201,100,12261.5599183201,730808.524357177,779467.714442823
biomass,SSP1-2.6,2068,EngraulisJaponicus,Engraulis japonicus,Prey,1,806490.132,141487.938619803,100,14148.7938619803,778415.855374557,834564.408625443
biomass,SSP1-2.6,2069,EngraulisJaponicus,Engraulis japonicus,Prey,1,837714.3636,137060.775136351,100,13706.0775136351,810518.532257688,864910.194942312
biomass,SSP1-2.6,2070,EngraulisJaponicus,Engraulis japonicus,Prey,1,810987.9439,141236.613272288,100,14123.6613272288,782963.535676047,839012.352123953
biomass,SSP1-2.6,2071,EngraulisJaponicus,Engraulis japonicus,Prey,1,860113.8762,160939.127890604,100,16093.9127890604,828180.061626593,892047.690773407
biomass,SSP1-2.6,2072,EngraulisJaponicus,Engraulis japonicus,Prey,1,838859.7901,133895.377236933,100,13389.5377236933,812292.042374742,865427.537825258
biomass,SSP1-2.6,2073,EngraulisJaponicus,Engraulis japonicus,Prey,1,830749.9143,142151.936778156,100,14215.1936778156,802543.886034394,858955.942565606
biomass,SSP1-2.6,2074,EngraulisJaponicus,Engraulis japonicus,Prey,1,818154.6973,150325.506796481,100,15032.5506796481,788326.855415861,847982.53918414
biomass,SSP1-2.6,2075,EngraulisJaponicus,Engraulis japonicus,Prey,1,797955.5899,127239.596508587,100,12723.9596508587,772708.493469465,823202.686330536
biomass,SSP1-2.6,2076,EngraulisJaponicus,Engraulis japonicus,Prey,1,787251.0437,124631.427757198,100,12463.1427757198,762521.464534375,811980.622865625
biomass,SSP1-2.6,2077,EngraulisJaponicus,Engraulis japonicus,Prey,1,789407.5626,131574.281152652,100,13157.4281152652,763300.370694411,815514.754505589
biomass,SSP1-2.6,2078,EngraulisJaponicus,Engraulis japonicus,Prey,1,790186.0472,128083.211968392,100,12808.3211968392,764771.559159868,815600.535240132
biomass,SSP1-2.6,2079,EngraulisJaponicus,Engraulis japonicus,Prey,1,797199.1487,118225.173943081,100,11822.5173943081,773740.709275789,820657.588124211
biomass,SSP1-2.6,2080,EngraulisJaponicus,Engraulis japonicus,Prey,1,797546.8444,144153.45668272,100,14415.345668272,768943.671162037,826150.017637963
biomass,SSP1-2.6,2081,EngraulisJaponicus,Engraulis japonicus,Prey,1,769330.0239,125785.076215465,100,12578.5076215465,744371.535851669,794288.511948332
biomass,SSP1-2.6,2082,EngraulisJaponicus,Engraulis japonicus,Prey,1,807251.5644,127805.882159669,100,12780.5882159669,781892.104610633,832611.024189367
biomass,SSP1-2.6,2083,EngraulisJaponicus,Engraulis japonicus,Prey,1,784077.0686,130329.256757246,100,13032.9256757246,758216.916545462,809937.220654539
biomass,SSP1-2.6,2084,EngraulisJaponicus,Engraulis japonicus,Prey,1,811470.8583,132632.983072516,100,13263.2983072516,785153.596964804,837788.119635196
biomass,SSP1-2.6,2085,EngraulisJaponicus,Engraulis japonicus,Prey,1,845864.8462,131224.093517041,100,13122.4093517041,819827.139118693,871902.553281308
biomass,SSP1-2.6,2086,EngraulisJaponicus,Engraulis japonicus,Prey,1,851551.2868,130822.196109021,100,13082.2196109021,825593.324883672,877509.248716328
biomass,SSP1-2.6,2087,EngraulisJaponicus,Engraulis japonicus,Prey,1,822734.4464,117936.360115204,100,11793.6360115204,799333.313905101,846135.578894899
biomass,SSP1-2.6,2088,EngraulisJaponicus,Engraulis japonicus,Prey,1,790152.0026,120670.218556859,100,12067.0218556859,766208.413278784,814095.591921216
biomass,SSP1-2.6,2089,EngraulisJaponicus,Engraulis japonicus,Prey,1,795556.7143,126575.684657121,100,12657.5684657121,770441.352384468,820672.076215532
biomass,SSP1-2.6,2090,EngraulisJaponicus,Engraulis japonicus,Prey,1,853720.8234,124111.915016574,100,12411.1915016574,829094.326833026,878347.319966974
biomass,SSP1-2.6,2091,EngraulisJaponicus,Engraulis japonicus,Prey,1,849424.2357,123866.360233989,100,12386.6360233989,824846.462529241,874002.008870759
biomass,SSP1-2.6,2092,EngraulisJaponicus,Engraulis japonicus,Prey,1,784669.2391,124755.063109619,100,12475.5063109619,759915.127998166,809423.350201834
biomass,SSP1-2.6,2093,EngraulisJaponicus,Engraulis japonicus,Prey,1,775334.6747,125329.845166698,100,12532.9845166698,750466.514368054,800202.835031947
biomass,SSP1-2.6,2094,EngraulisJaponicus,Engraulis japonicus,Prey,1,799005.7331,129862.065193761,100,12986.2065193761,773238.281987452,824773.184212548
biomass,SSP1-2.6,2095,EngraulisJaponicus,Engraulis japonicus,Prey,1,793549.4649,124933.714445291,100,12493.3714445291,768759.9054973,818339.0243027
biomass,SSP1-2.6,2096,EngraulisJaponicus,Engraulis japonicus,Prey,1,799132.4996,129182.446875071,100,12918.2446875071,773499.899506307,824765.099693693
biomass,SSP1-2.6,2097,EngraulisJaponicus,Engraulis japonicus,Prey,1,835844.4609,126945.499379929,100,12694.5499379929,810655.719720274,861033.202079726
biomass,SSP1-2.6,2098,EngraulisJaponicus,Engraulis japonicus,Prey,1,827778.2266,149019.36303934,100,14901.936303934,798209.551974273,857346.901225727
biomass,SSP1-2.6,2099,EngraulisJaponicus,Engraulis japonicus,Prey,1,814247.8675,137428.175116671,100,13742.8175116671,786979.136030792,841516.598969209
biomass,SSP1-2.6,2100,EngraulisJaponicus,Engraulis japonicus,Prey,1,825282.8339,128947.962553912,100,12894.7962553912,799696.7605828,850868.9072172
biomass,SSP5-8.5,2020,EngraulisJaponicus,Engraulis japonicus,Prey,1,843728.4317,136818.945109398,100,13681.8945109398,816580.584681576,870876.278718424
biomass,SSP5-8.5,2021,EngraulisJaponicus,Engraulis japonicus,Prey,1,865231.2165,135048.481647521,100,13504.8481647521,838434.667842898,892027.765157102
biomass,SSP5-8.5,2022,EngraulisJaponicus,Engraulis japonicus,Prey,1,900418.1239,123096.78347784,100,12309.678347784,875993.051453751,924843.196346249
biomass,SSP5-8.5,2023,EngraulisJaponicus,Engraulis japonicus,Prey,1,901913.7239,141908.827554515,100,14190.8827554515,873755.933778658,930071.514021342
biomass,SSP5-8.5,2024,EngraulisJaponicus,Engraulis japonicus,Prey,1,907488.2343,145138.817836264,100,14513.8817836264,878689.544031607,936286.924568393
biomass,SSP5-8.5,2025,EngraulisJaponicus,Engraulis japonicus,Prey,1,867594.7289,153245.067964661,100,15324.5067964661,837187.582739751,898001.875060249
biomass,SSP5-8.5,2026,EngraulisJaponicus,Engraulis japonicus,Prey,1,830143.3936,127300.286344253,100,12730.0286344253,804884.254989393,855402.532210607
biomass,SSP5-8.5,2027,EngraulisJaponicus,Engraulis japonicus,Prey,1,822738.0895,120328.22469424,100,12032.822469424,798862.359180739,846613.819819261
biomass,SSP5-8.5,2028,EngraulisJaponicus,Engraulis japonicus,Prey,1,812959.5635,127895.361800805,100,12789.5361800805,787582.349008557,838336.777991444
biomass,SSP5-8.5,2029,EngraulisJaponicus,Engraulis japonicus,Prey,1,842163.8864,126033.871256901,100,12603.3871256901,817156.0320178,867171.740782201
biomass,SSP5-8.5,2030,EngraulisJaponicus,Engraulis japonicus,Prey,1,834728.6661,114834.606960802,100,11483.4606960802,811942.988723962,857514.343476039
biomass,SSP5-8.5,2031,EngraulisJaponicus,Engraulis japonicus,Prey,1,824585.7847,130838.002860027,100,13083.8002860027,798624.686381342,850546.883018658
biomass,SSP5-8.5,2032,EngraulisJaponicus,Engraulis japonicus,Prey,1,789600.2274,129520.075545335,100,12952.0075545335,763900.634453219,815299.820346781
biomass,SSP5-8.5,2033,EngraulisJaponicus,Engraulis japonicus,Prey,1,832982.2365,122796.060239493,100,12279.6060239493,808616.834068477,857347.638931523
