run,species,scenario,age_future,latin,group,species_order,age_base,log2_response,paired_change_years
14,TodarodesPacificus,SSP1-2.6,1.01550813493827,Todarodes pacificus,Invertebrate,6,1.01256907966667,0.00418146153706876,0.00293905527159999
14,TodarodesPacificus,SSP5-8.5,0.988883096790124,Todarodes pacificus,Invertebrate,6,1.01256907966667,-0.0341484506611935,-0.023685982876546
14,TrachurusJaponicus,SSP1-2.6,0.463462590987654,Trachurus japonicus,Mid-trophic species,14,0.474975542,-0.0354003319430289,-0.011512951012346
14,TrachurusJaponicus,SSP5-8.5,0.459568350987654,Trachurus japonicus,Mid-trophic species,14,0.474975542,-0.0475737788233198,-0.015407191012346
14,TrachysalambriaCurvirostris,SSP1-2.6,0.895544378148148,Trachysalambria curvirostris,Invertebrate,7,0.809754325,0.145280657186475,0.085790053148148
14,TrachysalambriaCurvirostris,SSP5-8.5,0.814797298271605,Trachysalambria curvirostris,Invertebrate,7,0.809754325,0.00895692792463303,0.00504297327160497
14,TrichiurusJaponicus,SSP1-2.6,1.19387847493827,Trichiurus japonicus,Predator,3,1.27860163766667,-0.0989108548569335,-0.0847231627284
14,TrichiurusJaponicus,SSP5-8.5,1.13583831259259,Trichiurus japonicus,Predator,3,1.27860163766667,-0.170809366024209,-0.14276332507408
15,DecapterusMaruadsi,SSP1-2.6,0.538757475679012,Decapterus maruadsi,Mid-trophic species,10,0.543171984,-0.0117730865888681,-0.004414508320988
15,DecapterusMaruadsi,SSP5-8.5,0.535318377283951,Decapterus maruadsi,Mid-trophic species,10,0.543171984,-0.0210118887495493,-0.00785360671604896
15,EngraulisJaponicus,SSP1-2.6,0.690414879012346,Engraulis japonicus,Prey,1,0.724932359666667,-0.0703828335878614,-0.034517480654321
15,EngraulisJaponicus,SSP5-8.5,0.670628504444444,Engraulis japonicus,Prey,1,0.724932359666667,-0.112332584858966,-0.054303855222223
15,LarimichthysPolyactis,SSP1-2.6,0.874119057037037,Larimichthys polyactis,Mid-trophic species,13,0.867846394333333,0.0103900780383313,0.00627266270370397
15,LarimichthysPolyactis,SSP5-8.5,0.858974511604938,Larimichthys polyactis,Mid-trophic species,13,0.867846394333333,-0.0148243906370598,-0.00887188272839501
15,MiichthysMiiuy,SSP1-2.6,0.579436123827161,Miichthys miiuy,Predator,5,0.601806484666667,-0.0546500228270117,-0.0223703608395059
15,MiichthysMiiuy,SSP5-8.5,0.586936263703704,Miichthys miiuy,Predator,5,0.601806484666667,-0.0360958048726798,-0.014870220962963
15,MuraenesoxCinereus,SSP1-2.6,0.703361800864198,Muraenesox cinereus,Predator,4,0.681125405666667,0.0463465401863821,0.022236395197531
15,MuraenesoxCinereus,SSP5-8.5,0.698919422962963,Muraenesox cinereus,Predator,4,0.681125405666667,0.0372056946850225,0.017794017296296
15,PampusArgenteus,SSP1-2.6,0.438137148024691,Pampus argenteus,Mid-trophic species,12,0.439913052333333,-0.00583586640430314,-0.001775904308642
15,PampusArgenteus,SSP5-8.5,0.437159790246914,Pampus argenteus,Mid-trophic species,12,0.439913052333333,-0.00905769831877408,-0.00275326208641902
15,PennahiaArgentata,SSP1-2.6,0.615598914197531,Pennahia argentata,Mid-trophic species,11,0.582696429333333,0.0792462169041168,0.032902484864198
15,PennahiaArgentata,SSP5-8.5,0.593656434074074,Pennahia argentata,Mid-trophic species,11,0.582696429333333,0.0268837736082432,0.010960004740741
15,PortunusTrituberculatus,SSP1-2.6,1.00388687962963,Portunus trituberculatus,Invertebrate,8,1.013812913,-0.0141947327306385,-0.0099260333703699
15,PortunusTrituberculatus,SSP5-8.5,0.984907539012346,Portunus trituberculatus,Invertebrate,8,1.013812913,-0.0417312459049807,-0.028905373987654
15,ScomberJaponicus,SSP1-2.6,0.796121182098766,Scomber japonicus,Mid-trophic species,9,0.798315369,-0.00397073757160144,-0.00219418690123396
15,ScomberJaponicus,SSP5-8.5,0.785069377283951,Scomber japonicus,Mid-trophic species,9,0.798315369,-0.0241386339202122,-0.013245991716049
15,ScomberomorusNiphonius,SSP1-2.6,0.665892808148148,Scomberomorus niphonius,Predator,2,0.660467761666667,0.0118018154031157,0.00542504648148101
15,ScomberomorusNiphonius,SSP5-8.5,0.668411959135803,Scomberomorus niphonius,Predator,2,0.660467761666667,0.0172494028576339,0.00794419746913599
15,TodarodesPacificus,SSP1-2.6,1.00663704135802,Todarodes pacificus,Invertebrate,6,1.01688706633333,-0.0146158739829485,-0.0102500249753101
15,TodarodesPacificus,SSP5-8.5,1.01003591296296,Todarodes pacificus,Invertebrate,6,1.01688706633333,-0.00975287441582722,-0.00685115337037012
15,TrachurusJaponicus,SSP1-2.6,0.462572355432099,Trachurus japonicus,Mid-trophic species,14,0.467638166,-0.0157136301240502,-0.00506581056790101
15,TrachurusJaponicus,SSP5-8.5,0.464494770246914,Trachurus japonicus,Mid-trophic species,14,0.467638166,-0.0097303259632749,-0.00314339575308603
15,TrachysalambriaCurvirostris,SSP1-2.6,0.917672275802469,Trachysalambria curvirostris,Invertebrate,7,0.926066654,-0.0131370133611553,-0.00839437819753097
15,TrachysalambriaCurvirostris,SSP5-8.5,0.844624431851852,Trachysalambria curvirostris,Invertebrate,7,0.926066654,-0.132806056188489,-0.081442222148148
15,TrichiurusJaponicus,SSP1-2.6,1.13396177765432,Trichiurus japonicus,Predator,3,1.25848075,-0.150311136574909,-0.12451897234568
15,TrichiurusJaponicus,SSP5-8.5,1.11076274679012,Trichiurus japonicus,Predator,3,1.25848075,-0.180132451493646,-0.14771800320988
16,DecapterusMaruadsi,SSP1-2.6,0.533937554691358,Decapterus maruadsi,Mid-trophic species,10,0.541179087333333,-0.019435065588961,-0.00724153264197502
16,DecapterusMaruadsi,SSP5-8.5,0.531872161728395,Decapterus maruadsi,Mid-trophic species,10,0.541179087333333,-0.0250265625873426,-0.00930692560493796
16,EngraulisJaponicus,SSP1-2.6,0.683371278395062,Engraulis japonicus,Prey,1,0.704238481,-0.043394447496153,-0.020867202604938
16,EngraulisJaponicus,SSP5-8.5,0.66873372691358,Engraulis japonicus,Prey,1,0.704238481,-0.0746321810707202,-0.03550475408642
16,LarimichthysPolyactis,SSP1-2.6,0.879298580617284,Larimichthys polyactis,Mid-trophic species,13,0.849943690666667,0.048985875008264,0.0293548899506171
16,LarimichthysPolyactis,SSP5-8.5,0.877332252098766,Larimichthys polyactis,Mid-trophic species,13,0.849943690666667,0.0457560403333463,0.027388561432099
16,MiichthysMiiuy,SSP1-2.6,0.583228380987654,Miichthys miiuy,Predator,5,0.598560545666667,-0.0374362605868064,-0.0153321646790131
16,MiichthysMiiuy,SSP5-8.5,0.582313373209877,Miichthys miiuy,Predator,5,0.598560545666667,-0.0397014346139208,-0.0162471724567901
16,MuraenesoxCinereus,SSP1-2.6,0.702812721111111,Muraenesox cinereus,Predator,4,0.684093160333333,0.0389474989636905,0.018719560777778
16,MuraenesoxCinereus,SSP5-8.5,0.699634484691358,Muraenesox cinereus,Predator,4,0.684093160333333,0.0324085950362604,0.015541324358025
16,PampusArgenteus,SSP1-2.6,0.434023154567901,Pampus argenteus,Mid-trophic species,12,0.437726883666667,-0.0122589814052644,-0.00370372909876598
16,PampusArgenteus,SSP5-8.5,0.435562968518519,Pampus argenteus,Mid-trophic species,12,0.437726883666667,-0.00714969041425652,-0.00216391514814801
16,PennahiaArgentata,SSP1-2.6,0.601661636296296,Pennahia argentata,Mid-trophic species,11,0.589871970333333,0.028550512756329,0.0117896659629629
16,PennahiaArgentata,SSP5-8.5,0.597826922839506,Pennahia argentata,Mid-trophic species,11,0.589871970333333,0.0193260130425417,0.00795495250617295
16,PortunusTrituberculatus,SSP1-2.6,0.998918104074074,Portunus trituberculatus,Invertebrate,8,1.01889323133333,-0.0285645718791959,-0.0199751272592561
16,PortunusTrituberculatus,SSP5-8.5,1.02440032283951,Portunus trituberculatus,Invertebrate,8,1.01889323133333,0.00777673166686068,0.0055070915061799
16,ScomberJaponicus,SSP1-2.6,0.792114036666667,Scomber japonicus,Mid-trophic species,9,0.798152177,-0.0109556964776121,-0.00603814033333294
16,ScomberJaponicus,SSP5-8.5,0.791234206049383,Scomber japonicus,Mid-trophic species,9,0.798152177,-0.0125590423048663,-0.00691797095061697
16,ScomberomorusNiphonius,SSP1-2.6,0.663278989876543,Scomberomorus niphonius,Predator,2,0.655364922,0.0173173719853726,0.00791406787654303
16,ScomberomorusNiphonius,SSP5-8.5,0.667415102839506,Scomberomorus niphonius,Predator,2,0.655364922,0.0262858778342901,0.012050180839506
16,TodarodesPacificus,SSP1-2.6,1.01152130901235,Todarodes pacificus,Invertebrate,6,0.979695608333333,0.0461212342075333,0.031825700679017
16,TodarodesPacificus,SSP5-8.5,1.01416055246914,Todarodes pacificus,Invertebrate,6,0.979695608333333,0.0498805862299089,0.0344649441358069
16,TrachurusJaponicus,SSP1-2.6,0.466540527901235,Trachurus japonicus,Mid-trophic species,14,0.473494374333333,-0.02134487292001,-0.00695384643209801
16,TrachurusJaponicus,SSP5-8.5,0.465644659753087,Trachurus japonicus,Mid-trophic species,14,0.473494374333333,-0.0241178518294532,-0.00784971458024603
16,TrachysalambriaCurvirostris,SSP1-2.6,0.862316961851852,Trachysalambria curvirostris,Invertebrate,7,0.832556345333333,0.0506703447405697,0.029760616518519
16,TrachysalambriaCurvirostris,SSP5-8.5,0.910579080246914,Trachysalambria curvirostris,Invertebrate,7,0.832556345333333,0.129236401604975,0.078022734913581
16,TrichiurusJaponicus,SSP1-2.6,1.17964783518519,Trichiurus japonicus,Predator,3,1.27756026,-0.115035111298398,-0.09791242481481
16,TrichiurusJaponicus,SSP5-8.5,1.19689111641975,Trichiurus japonicus,Predator,3,1.27756026,-0.0940994284543705,-0.08066914358025
17,DecapterusMaruadsi,SSP1-2.6,0.539641812962963,Decapterus maruadsi,Mid-trophic species,10,0.543588554333333,-0.0105129427139063,-0.00394674137036999
17,DecapterusMaruadsi,SSP5-8.5,0.534673398765432,Decapterus maruadsi,Mid-trophic species,10,0.543588554333333,-0.0238571782769676,-0.00891515556790101
17,EngraulisJaponicus,SSP1-2.6,0.683518268395062,Engraulis japonicus,Prey,1,0.707040085,-0.0488121123857871,-0.023521816604938
17,EngraulisJaponicus,SSP5-8.5,0.672747488765432,Engraulis japonicus,Prey,1,0.707040085,-0.0717269090698167,-0.034292596234568
17,LarimichthysPolyactis,SSP1-2.6,0.867700105679012,Larimichthys polyactis,Mid-trophic species,13,0.844346331666667,0.0393616238410562,0.0233537740123451
17,LarimichthysPolyactis,SSP5-8.5,0.863365044567901,Larimichthys polyactis,Mid-trophic species,13,0.844346331666667,0.0321358019357193,0.019018712901234
17,MiichthysMiiuy,SSP1-2.6,0.580539867160494,Miichthys miiuy,Predator,5,0.579742301333333,0.00198338727613048,0.000797565827160951
17,MiichthysMiiuy,SSP5-8.5,0.58610881308642,Miichthys miiuy,Predator,5,0.579742301333333,0.0157567739519574,0.006366511753087
17,MuraenesoxCinereus,SSP1-2.6,0.700013765925926,Muraenesox cinereus,Predator,4,0.690315546,0.0201273189168742,0.00969821992592601
17,MuraenesoxCinereus,SSP5-8.5,0.701519122222222,Muraenesox cinereus,Predator,4,0.690315546,0.0232264554650829,0.011203576222222
17,PampusArgenteus,SSP1-2.6,0.432874569753086,Pampus argenteus,Mid-trophic species,12,0.438454531666667,-0.0184781924964138,-0.00557996191358096
17,PampusArgenteus,SSP5-8.5,0.434947979753086,Pampus argenteus,Mid-trophic species,12,0.438454531666667,-0.0115843775840987,-0.00350655191358096
17,PennahiaArgentata,SSP1-2.6,0.595566759753086,Pennahia argentata,Mid-trophic species,11,0.602285403333333,-0.0161840596388515,-0.00671864358024699
17,PennahiaArgentata,SSP5-8.5,0.604979791481482,Pennahia argentata,Mid-trophic species,11,0.602285403333333,0.00643965698716545,0.00269438814814893
17,PortunusTrituberculatus,SSP1-2.6,1.0075251991358,Portunus trituberculatus,Invertebrate,8,1.01854399066667,-0.0156923689565842,-0.0110187915308699
17,PortunusTrituberculatus,SSP5-8.5,0.986172851975309,Portunus trituberculatus,Invertebrate,8,1.01854399066667,-0.0465958482705337,-0.032371138691361
17,ScomberJaponicus,SSP1-2.6,0.789512441604938,Scomber japonicus,Mid-trophic species,9,0.796957586333333,-0.0135409456738089,-0.00744514472839497
17,ScomberJaponicus,SSP5-8.5,0.79324308345679,Scomber japonicus,Mid-trophic species,9,0.796957586333333,-0.00673990990918036,-0.00371450287654307
17,ScomberomorusNiphonius,SSP1-2.6,0.662645772716049,Scomberomorus niphonius,Predator,2,0.659716028333333,0.00639270524068997,0.00292974438271598
17,ScomberomorusNiphonius,SSP5-8.5,0.669470031358025,Scomberomorus niphonius,Predator,2,0.659716028333333,0.0211743183678095,0.00975400302469198
17,TodarodesPacificus,SSP1-2.6,1.01294496555556,Todarodes pacificus,Invertebrate,6,0.978968670666667,0.0492211970200134,0.033976294888893
17,TodarodesPacificus,SSP5-8.5,0.986881096049383,Todarodes pacificus,Invertebrate,6,0.978968670666667,0.0116135817676417,0.00791242538271597
17,TrachurusJaponicus,SSP1-2.6,0.467211467777778,Trachurus japonicus,Mid-trophic species,14,0.475343587666667,-0.0248950129477133,-0.00813211988888901
17,TrachurusJaponicus,SSP5-8.5,0.46430916345679,Trachurus japonicus,Mid-trophic species,14,0.475343587666667,-0.0338849450209416,-0.011034424209877
17,TrachysalambriaCurvirostris,SSP1-2.6,0.880355984814815,Trachysalambria curvirostris,Invertebrate,7,0.841225606666667,0.0655942506021749,0.039130378148148
17,TrachysalambriaCurvirostris,SSP5-8.5,0.845769977777778,Trachysalambria curvirostris,Invertebrate,7,0.841225606666667,0.00777258409496853,0.00454437111111095
17,TrichiurusJaponicus,SSP1-2.6,1.19597160839506,Trichiurus japonicus,Predator,3,1.182308199,0.0165769812210171,0.0136634093950601
17,TrichiurusJaponicus,SSP5-8.5,1.11952643518519,Trichiurus japonicus,Predator,3,1.182308199,-0.0787175653566707,-0.06278176381481
18,DecapterusMaruadsi,SSP1-2.6,0.537059257037037,Decapterus maruadsi,Mid-trophic species,10,0.541469615666667,-0.0117991055239013,-0.00441035862962991
18,DecapterusMaruadsi,SSP5-8.5,0.531946885925926,Decapterus maruadsi,Mid-trophic species,10,0.541469615666667,-0.0255981818481322,-0.00952272974074098
18,EngraulisJaponicus,SSP1-2.6,0.681729610246914,Engraulis japonicus,Prey,1,0.716014978666667,-0.0707901218197902,-0.0342853684197529
18,EngraulisJaponicus,SSP5-8.5,0.663819470987654,Engraulis japonicus,Prey,1,0.716014978666667,-0.109198821437608,-0.0521955076790129
18,LarimichthysPolyactis,SSP1-2.6,0.884437731851852,Larimichthys polyactis,Mid-trophic species,13,0.843393537333333,0.0685546079442245,0.041044194518519
18,LarimichthysPolyactis,SSP5-8.5,0.868457121975309,Larimichthys polyactis,Mid-trophic species,13,0.843393537333333,0.0422486542960755,0.025063584641976
18,MiichthysMiiuy,SSP1-2.6,0.576384099382716,Miichthys miiuy,Predator,5,0.582172421333333,-0.0144159610820414,-0.00578832195061707
18,MiichthysMiiuy,SSP5-8.5,0.581900847530864,Miichthys miiuy,Predator,5,0.582172421333333,-0.000673150386054041,-0.000271573802469005
18,MuraenesoxCinereus,SSP1-2.6,0.70405831,Muraenesox cinereus,Predator,4,0.697109205666667,0.0143102383507106,0.00694910433333296
18,MuraenesoxCinereus,SSP5-8.5,0.701653116049383,Muraenesox cinereus,Predator,4,0.697109205666667,0.0093732865598603,0.00454391038271595
18,PampusArgenteus,SSP1-2.6,0.437441041604938,Pampus argenteus,Mid-trophic species,12,0.440980623,-0.0116266808283004,-0.003539581395062
18,PampusArgenteus,SSP5-8.5,0.435481290246914,Pampus argenteus,Mid-trophic species,12,0.440980623,-0.0181045270525746,-0.00549933275308601
18,PennahiaArgentata,SSP1-2.6,0.60254917962963,Pennahia argentata,Mid-trophic species,11,0.583281335,0.0468870892216432,0.0192678446296299
18,PennahiaArgentata,SSP5-8.5,0.605607290493827,Pennahia argentata,Mid-trophic species,11,0.583281335,0.0541906643957442,0.022325955493827
18,PortunusTrituberculatus,SSP1-2.6,1.01567800271605,Portunus trituberculatus,Invertebrate,8,1.01424164666667,0.00204168090679544,0.00143635604937997
18,PortunusTrituberculatus,SSP5-8.5,1.00290015814815,Portunus trituberculatus,Invertebrate,8,1.01424164666667,-0.0162234322122077,-0.0113414885185199
18,ScomberJaponicus,SSP1-2.6,0.790099209382716,Scomber japonicus,Mid-trophic species,9,0.801720478666667,-0.0210655083233685,-0.0116212692839509
18,ScomberJaponicus,SSP5-8.5,0.788002489753086,Scomber japonicus,Mid-trophic species,9,0.801720478666667,-0.0248991380487484,-0.013717988913581
18,ScomberomorusNiphonius,SSP1-2.6,0.665552292345679,Scomberomorus niphonius,Predator,2,0.660731627666667,0.0104876181461004,0.00482066467901199
18,ScomberomorusNiphonius,SSP5-8.5,0.667803945061728,Scomberomorus niphonius,Predator,2,0.660731627666667,0.0153602113871731,0.00707231739506098
18,TodarodesPacificus,SSP1-2.6,1.02025590049383,Todarodes pacificus,Invertebrate,6,1.019642837,0.000867164308375675,0.000613063493830168
18,TodarodesPacificus,SSP5-8.5,1.01163374345679,Todarodes pacificus,Invertebrate,6,1.019642837,-0.0113768253188699,-0.00800909354321
18,TrachurusJaponicus,SSP1-2.6,0.460653325802469,Trachurus japonicus,Mid-trophic species,14,0.480403120333333,-0.0605640927518179,-0.019749794530864
18,TrachurusJaponicus,SSP5-8.5,0.460160232098765,Trachurus japonicus,Mid-trophic species,14,0.480403120333333,-0.0621092131574017,-0.020242888234568
18,TrachysalambriaCurvirostris,SSP1-2.6,0.846790271234568,Trachysalambria curvirostris,Invertebrate,7,0.895602006,-0.0808530652608055,-0.048811734765432
18,TrachysalambriaCurvirostris,SSP5-8.5,0.863652703580247,Trachysalambria curvirostris,Invertebrate,7,0.895602006,-0.0524064744599489,-0.0319493024197529
18,TrichiurusJaponicus,SSP1-2.6,1.15891731802469,Trichiurus japonicus,Predator,3,1.22464979333333,-0.0795916061259077,-0.0657324753086401
18,TrichiurusJaponicus,SSP5-8.5,1.13907941506173,Trichiurus japonicus,Predator,3,1.22464979333333,-0.104500915003875,-0.0855703782716
19,DecapterusMaruadsi,SSP1-2.6,0.53837434617284,Decapterus maruadsi,Mid-trophic species,10,0.543248269,-0.0130020060356948,-0.00487392282716004
19,DecapterusMaruadsi,SSP5-8.5,0.535579689506173,Decapterus maruadsi,Mid-trophic species,10,0.543248269,-0.0205104212576144,-0.00766857949382704
19,EngraulisJaponicus,SSP1-2.6,0.684277971111111,Engraulis japonicus,Prey,1,0.691563389666667,-0.0152789932914089,-0.00728541855555598
19,EngraulisJaponicus,SSP5-8.5,0.662289529259259,Engraulis japonicus,Prey,1,0.691563389666667,-0.0623994473538207,-0.029273860407408
19,LarimichthysPolyactis,SSP1-2.6,0.874722829506173,Larimichthys polyactis,Mid-trophic species,13,0.847725079666667,0.0452294780318899,0.026997749839506
19,LarimichthysPolyactis,SSP5-8.5,0.862912570987654,Larimichthys polyactis,Mid-trophic species,13,0.847725079666667,0.0256179257249791,0.015187491320987
19,MiichthysMiiuy,SSP1-2.6,0.576533397283951,Miichthys miiuy,Predator,5,0.575786249666667,0.00187084602119243,0.000747147617284005
19,MiichthysMiiuy,SSP5-8.5,0.587993139876543,Miichthys miiuy,Predator,5,0.575786249666667,0.0302659868606045,0.012206890209876
19,MuraenesoxCinereus,SSP1-2.6,0.69804825308642,Muraenesox cinereus,Predator,4,0.689996469666667,0.0167377867811647,0.0080517834197531
19,MuraenesoxCinereus,SSP5-8.5,0.694207687530864,Muraenesox cinereus,Predator,4,0.689996469666667,0.0087783609692116,0.00421121786419709
19,PampusArgenteus,SSP1-2.6,0.436576713333333,Pampus argenteus,Mid-trophic species,12,0.43788075,-0.00430284766409194,-0.00130403666666701
19,PampusArgenteus,SSP5-8.5,0.434414941481481,Pampus argenteus,Mid-trophic species,12,0.43788075,-0.0114643030397791,-0.00346580851851896
19,PennahiaArgentata,SSP1-2.6,0.613434598271605,Pennahia argentata,Mid-trophic species,11,0.589199556,0.0581531950075365,0.024235042271605
19,PennahiaArgentata,SSP5-8.5,0.610268912839506,Pennahia argentata,Mid-trophic species,11,0.589199556,0.0506887580408495,0.0210693568395061
19,PortunusTrituberculatus,SSP1-2.6,0.974962121728395,Portunus trituberculatus,Invertebrate,8,0.996521171,-0.0315542855334273,-0.021559049271605
19,PortunusTrituberculatus,SSP5-8.5,1.00641520160494,Portunus trituberculatus,Invertebrate,8,0.996521171,0.0142532585526172,0.00989403060493987
19,ScomberJaponicus,SSP1-2.6,0.79320690308642,Scomber japonicus,Mid-trophic species,9,0.795253164,-0.00371697364831344,-0.00204626091358007
19,ScomberJaponicus,SSP5-8.5,0.790120300864198,Scomber japonicus,Mid-trophic species,9,0.795253164,-0.00934187714150185,-0.00513286313580197
19,ScomberomorusNiphonius,SSP1-2.6,0.665396039506173,Scomberomorus niphonius,Predator,2,0.658502641666667,0.0150240511556343,0.00689339783950593
19,ScomberomorusNiphonius,SSP5-8.5,0.66730125345679,Scomberomorus niphonius,Predator,2,0.658502641666667,0.0191489857606676,0.00879861179012298
19,TodarodesPacificus,SSP1-2.6,0.996583964567901,Todarodes pacificus,Invertebrate,6,1.009472381,-0.0185381735236965,-0.0128884164320989
19,TodarodesPacificus,SSP5-8.5,0.991927321851852,Todarodes pacificus,Invertebrate,6,1.009472381,-0.0252951154430638,-0.017545059148148
19,TrachurusJaponicus,SSP1-2.6,0.461368882839506,Trachurus japonicus,Mid-trophic species,14,0.488174418333333,-0.0814759916484482,-0.026805535493827
19,TrachurusJaponicus,SSP5-8.5,0.460936725308642,Trachurus japonicus,Mid-trophic species,14,0.488174418333333,-0.0828279764282871,-0.027237693024691
19,TrachysalambriaCurvirostris,SSP1-2.6,0.850798912469136,Trachysalambria curvirostris,Invertebrate,7,0.861645397,-0.0182760731228691,-0.010846484530864
19,TrachysalambriaCurvirostris,SSP5-8.5,0.856360035061728,Trachysalambria curvirostris,Invertebrate,7,0.861645397,-0.00887679325310534,-0.005285361938272
19,TrichiurusJaponicus,SSP1-2.6,1.12991993691358,Trichiurus japonicus,Predator,3,1.178134769,-0.0602840303703672,-0.04821483208642
19,TrichiurusJaponicus,SSP5-8.5,1.11529391604938,Trichiurus japonicus,Predator,3,1.178134769,-0.0790806240483275,-0.0628408529506199
20,DecapterusMaruadsi,SSP1-2.6,0.534826225432099,Decapterus maruadsi,Mid-trophic species,10,0.538361179,-0.00950417122892892,-0.00353495356790101
20,DecapterusMaruadsi,SSP5-8.5,0.534980121728395,Decapterus maruadsi,Mid-trophic species,10,0.538361179,-0.00908909531243559,-0.00338105727160498
20,EngraulisJaponicus,SSP1-2.6,0.669672501728395,Engraulis japonicus,Prey,1,0.721487789666667,-0.107519250068013,-0.0518152879382721
20,EngraulisJaponicus,SSP5-8.5,0.657461964320988,Engraulis japonicus,Prey,1,0.721487789666667,-0.134067545394306,-0.064025825345679
20,LarimichthysPolyactis,SSP1-2.6,0.874695791111111,Larimichthys polyactis,Mid-trophic species,13,0.860020517,0.0244102740955337,0.0146752741111109
20,LarimichthysPolyactis,SSP5-8.5,0.861867712962963,Larimichthys polyactis,Mid-trophic species,13,0.860020517,0.0030953710365788,0.00184719596296301
20,MiichthysMiiuy,SSP1-2.6,0.585655842345679,Miichthys miiuy,Predator,5,0.59244283,-0.0166228211381255,-0.00678698765432095
20,MiichthysMiiuy,SSP5-8.5,0.582907047777778,Miichthys miiuy,Predator,5,0.59244283,-0.0234100974403745,-0.00953578222222196
20,MuraenesoxCinereus,SSP1-2.6,0.70302959617284,Muraenesox cinereus,Predator,4,0.689172815,0.0287196308508786,0.01385678117284
20,MuraenesoxCinereus,SSP5-8.5,0.699638656790124,Muraenesox cinereus,Predator,4,0.689172815,0.0217442096116371,0.010465841790124
20,PampusArgenteus,SSP1-2.6,0.434774387160494,Pampus argenteus,Mid-trophic species,12,0.436706332,-0.00639649677568832,-0.00193194483950598
20,PampusArgenteus,SSP5-8.5,0.436126327037037,Pampus argenteus,Mid-trophic species,12,0.436706332,-0.00191736731722577,-0.000580004962962955
20,PennahiaArgentata,SSP1-2.6,0.594553151975309,Pennahia argentata,Mid-trophic species,11,0.581650558,0.0316531139846498,0.012902593975309
20,PennahiaArgentata,SSP5-8.5,0.602787411111111,Pennahia argentata,Mid-trophic species,11,0.581650558,0.0514966112689046,0.021136853111111
20,PortunusTrituberculatus,SSP1-2.6,1.00337593259259,Portunus trituberculatus,Invertebrate,8,0.970201942666667,0.0485052651219412,0.0331739899259229
20,PortunusTrituberculatus,SSP5-8.5,0.998829273209877,Portunus trituberculatus,Invertebrate,8,0.970201942666667,0.0419530354104271,0.02862733054321
20,ScomberJaponicus,SSP1-2.6,0.78972380617284,Scomber japonicus,Mid-trophic species,9,0.791190061,-0.00267612198019934,-0.00146625482716001
20,ScomberJaponicus,SSP5-8.5,0.783801874074074,Scomber japonicus,Mid-trophic species,9,0.791190061,-0.0135352805122125,-0.00738818692592602
20,ScomberomorusNiphonius,SSP1-2.6,0.665502037407407,Scomberomorus niphonius,Predator,2,0.662588811,0.00632924176377209,0.00291322640740699
20,ScomberomorusNiphonius,SSP5-8.5,0.668933414567901,Scomberomorus niphonius,Predator,2,0.662588811,0.0137487714481093,0.00634460356790101
20,TodarodesPacificus,SSP1-2.6,1.02456233975309,Todarodes pacificus,Invertebrate,6,1.02320845566667,0.00190767652940996,0.00135388408642001
20,TodarodesPacificus,SSP5-8.5,1.01996436049383,Todarodes pacificus,Invertebrate,6,1.02320845566667,-0.00458134908022929,-0.00324409517284008
20,TrachurusJaponicus,SSP1-2.6,0.462575223827161,Trachurus japonicus,Mid-trophic species,14,0.47949157,-0.0518174559792207,-0.016916346172839
20,TrachurusJaponicus,SSP5-8.5,0.46115192308642,Trachurus japonicus,Mid-trophic species,14,0.47949157,-0.0562633371081522,-0.01833964691358
20,TrachysalambriaCurvirostris,SSP1-2.6,0.856992690740741,Trachysalambria curvirostris,Invertebrate,7,0.790657968666667,0.116229166596166,0.066334722074074
20,TrachysalambriaCurvirostris,SSP5-8.5,0.835524214320988,Trachysalambria curvirostris,Invertebrate,7,0.790657968666667,0.0796279065255526,0.044866245654321
20,TrichiurusJaponicus,SSP1-2.6,1.18750333777778,Trichiurus japonicus,Predator,3,1.21620461,-0.0344543946488181,-0.02870127222222
20,TrichiurusJaponicus,SSP5-8.5,1.15802420074074,Trichiurus japonicus,Predator,3,1.21620461,-0.0707205596361231,-0.0581804092592599
21,DecapterusMaruadsi,SSP1-2.6,0.536266077037037,Decapterus maruadsi,Mid-trophic species,10,0.539611591666667,-0.0089723452071499,-0.00334551462962995
21,DecapterusMaruadsi,SSP5-8.5,0.534095500246914,Decapterus maruadsi,Mid-trophic species,10,0.539611591666667,-0.0148236102936812,-0.00551609141975296
21,EngraulisJaponicus,SSP1-2.6,0.694672156666667,Engraulis japonicus,Prey,1,0.722150237333333,-0.0559667355482796,-0.0274780806666659
21,EngraulisJaponicus,SSP5-8.5,0.662209548271605,Engraulis japonicus,Prey,1,0.722150237333333,-0.125011196181122,-0.0599406890617279
21,LarimichthysPolyactis,SSP1-2.6,0.88561006617284,Larimichthys polyactis,Mid-trophic species,13,0.849613639,0.0598646942501794,0.03599642717284
21,LarimichthysPolyactis,SSP5-8.5,0.868655966049383,Larimichthys polyactis,Mid-trophic species,13,0.849613639,0.0319779800420476,0.019042327049383
21,MiichthysMiiuy,SSP1-2.6,0.58556090691358,Miichthys miiuy,Predator,5,0.583411506333333,0.0053053998836382,0.00214940058024693
21,MiichthysMiiuy,SSP5-8.5,0.581212735308642,Miichthys miiuy,Predator,5,0.583411506333333,-0.00544752497658613,-0.00219877102469102
