run,species,scenario,age_future,latin,group,species_order,age_base,log2_response,paired_change_years
82,EngraulisJaponicus,SSP1-2.6,0.674035635432099,Engraulis japonicus,Prey,1,0.707987289,-0.0708985918797114,-0.033951653567901
82,EngraulisJaponicus,SSP5-8.5,0.659245602469136,Engraulis japonicus,Prey,1,0.707987289,-0.102907416257001,-0.048741686530864
82,LarimichthysPolyactis,SSP1-2.6,0.868076277407407,Larimichthys polyactis,Mid-trophic species,13,0.883066803,-0.0247007631456461,-0.014990525592593
82,LarimichthysPolyactis,SSP5-8.5,0.870989992716049,Larimichthys polyactis,Mid-trophic species,13,0.883066803,-0.0198664372410947,-0.0120768102839509
82,MiichthysMiiuy,SSP1-2.6,0.584294235925926,Miichthys miiuy,Predator,5,0.564111650666667,0.0507143237313684,0.020182585259259
82,MiichthysMiiuy,SSP5-8.5,0.582498979135803,Miichthys miiuy,Predator,5,0.564111650666667,0.0462747879530757,0.0183873284691359
82,MuraenesoxCinereus,SSP1-2.6,0.701487286296296,Muraenesox cinereus,Predator,4,0.685601957333333,0.0330457285600387,0.015885328962963
82,MuraenesoxCinereus,SSP5-8.5,0.700627235061728,Muraenesox cinereus,Predator,4,0.685601957333333,0.0312758420240407,0.015025277728395
82,PampusArgenteus,SSP1-2.6,0.434952832222222,Pampus argenteus,Mid-trophic species,12,0.434806274333333,0.000486199776261766,0.000146557888888954
82,PampusArgenteus,SSP5-8.5,0.436032202345679,Pampus argenteus,Mid-trophic species,12,0.434806274333333,0.00406192762404033,0.001225928012346
82,PennahiaArgentata,SSP1-2.6,0.600435308641975,Pennahia argentata,Mid-trophic species,11,0.593251275333333,0.0173655204045891,0.00718403330864204
82,PennahiaArgentata,SSP5-8.5,0.614153907283951,Pennahia argentata,Mid-trophic species,11,0.593251275333333,0.0499569441854799,0.020902631950618
82,PortunusTrituberculatus,SSP1-2.6,0.98791950617284,Portunus trituberculatus,Invertebrate,8,0.994824246333333,-0.0100481715239937,-0.00690474016049303
82,PortunusTrituberculatus,SSP5-8.5,0.976356903950617,Portunus trituberculatus,Invertebrate,8,0.994824246333333,-0.0270330535641527,-0.018467342382716
82,ScomberJaponicus,SSP1-2.6,0.790440821481481,Scomber japonicus,Mid-trophic species,9,0.797674359333333,-0.013142448962647,-0.00723353785185199
82,ScomberJaponicus,SSP5-8.5,0.787121259135803,Scomber japonicus,Mid-trophic species,9,0.797674359333333,-0.0192139985533986,-0.01055310019753
82,ScomberomorusNiphonius,SSP1-2.6,0.66456806654321,Scomberomorus niphonius,Predator,2,0.657004198666667,0.0165143808137696,0.00756386787654295
82,ScomberomorusNiphonius,SSP5-8.5,0.666925574320988,Scomberomorus niphonius,Predator,2,0.657004198666667,0.0216231822824667,0.00992137565432094
82,TodarodesPacificus,SSP1-2.6,1.00142097061728,Todarodes pacificus,Invertebrate,6,1.01762938233333,-0.0231636595972553,-0.0162084117160499
82,TodarodesPacificus,SSP5-8.5,1.02524993382716,Todarodes pacificus,Invertebrate,6,1.01762938233333,0.0107634188249692,0.0076205514938299
82,TrachurusJaponicus,SSP1-2.6,0.464412818888889,Trachurus japonicus,Mid-trophic species,14,0.471579105,-0.0220920014286273,-0.00716628611111098
82,TrachurusJaponicus,SSP5-8.5,0.461357754567901,Trachurus japonicus,Mid-trophic species,14,0.471579105,-0.03161389005094,-0.010221350432099
82,TrachysalambriaCurvirostris,SSP1-2.6,0.885806153580247,Trachysalambria curvirostris,Invertebrate,7,0.917309387666667,-0.0504173847635887,-0.0315032340864201
82,TrachysalambriaCurvirostris,SSP5-8.5,0.878323849135802,Trachysalambria curvirostris,Invertebrate,7,0.917309387666667,-0.0626554264378451,-0.0389855385308651
82,TrichiurusJaponicus,SSP1-2.6,1.17632238160494,Trichiurus japonicus,Predator,3,1.23484121333333,-0.0700420416461872,-0.05851883172839
82,TrichiurusJaponicus,SSP5-8.5,1.12484091222222,Trichiurus japonicus,Predator,3,1.23484121333333,-0.134604565858429,-0.11000030111111
83,DecapterusMaruadsi,SSP1-2.6,0.534791763703704,Decapterus maruadsi,Mid-trophic species,10,0.542701191333333,-0.0211808289350155,-0.0079094276296291
83,DecapterusMaruadsi,SSP5-8.5,0.530967127283951,Decapterus maruadsi,Mid-trophic species,10,0.542701191333333,-0.0315355306027059,-0.011734064049382
83,EngraulisJaponicus,SSP1-2.6,0.673842128395062,Engraulis japonicus,Prey,1,0.691991008333333,-0.0383426636255088,-0.0181488799382711
83,EngraulisJaponicus,SSP5-8.5,0.653798602962963,Engraulis japonicus,Prey,1,0.691991008333333,-0.0819069973815868,-0.0381924053703701
83,LarimichthysPolyactis,SSP1-2.6,0.879930052962963,Larimichthys polyactis,Mid-trophic species,13,0.865236781,0.0242938509781328,0.014693271962963
83,LarimichthysPolyactis,SSP5-8.5,0.861946484320988,Larimichthys polyactis,Mid-trophic species,13,0.865236781,-0.00549669573510847,-0.00329029667901204
83,MiichthysMiiuy,SSP1-2.6,0.583024638765432,Miichthys miiuy,Predator,5,0.585971868,-0.00727455041197362,-0.00294722923456803
83,MiichthysMiiuy,SSP5-8.5,0.582841822469136,Miichthys miiuy,Predator,5,0.585971868,-0.0077270004566252,-0.00313004553086405
83,MuraenesoxCinereus,SSP1-2.6,0.703392320617284,Muraenesox cinereus,Predator,4,0.689416738333333,0.0289532579364903,0.013975582283951
83,MuraenesoxCinereus,SSP5-8.5,0.69972989382716,Muraenesox cinereus,Predator,4,0.689416738333333,0.0214218014274974,0.0103131554938271
83,PampusArgenteus,SSP1-2.6,0.435176105925926,Pampus argenteus,Mid-trophic species,12,0.435838104666667,-0.00219298944293681,-0.000661998740741021
83,PampusArgenteus,SSP5-8.5,0.435084728765432,Pampus argenteus,Mid-trophic species,12,0.435838104666667,-0.00249595464951506,-0.000753375901234976
83,PennahiaArgentata,SSP1-2.6,0.590861787160494,Pennahia argentata,Mid-trophic species,11,0.602107737,-0.0272009575429028,-0.011245949839506
83,PennahiaArgentata,SSP5-8.5,0.600433164567901,Pennahia argentata,Mid-trophic species,11,0.602107737,-0.00401799040986402,-0.00167457243209901
83,PortunusTrituberculatus,SSP1-2.6,0.971581694074074,Portunus trituberculatus,Invertebrate,8,0.982824439,-0.0165984244443289,-0.011242744925926
83,PortunusTrituberculatus,SSP5-8.5,1.01623166382716,Portunus trituberculatus,Invertebrate,8,0.982824439,0.0482236841135494,0.03340722482716
83,ScomberJaponicus,SSP1-2.6,0.793248474938272,Scomber japonicus,Mid-trophic species,9,0.794406385333333,-0.00210437661577088,-0.00115791039506097
83,ScomberJaponicus,SSP5-8.5,0.791262544938272,Scomber japonicus,Mid-trophic species,9,0.794406385333333,-0.00572075141762737,-0.00314384039506099
83,ScomberomorusNiphonius,SSP1-2.6,0.667263405061728,Scomberomorus niphonius,Predator,2,0.660453714,0.0147989259593461,0.00680969106172802
83,ScomberomorusNiphonius,SSP5-8.5,0.667075460123457,Scomberomorus niphonius,Predator,2,0.660453714,0.0143925116079824,0.00662174612345701
83,TodarodesPacificus,SSP1-2.6,1.01000724888889,Todarodes pacificus,Invertebrate,6,1.02945692033333,-0.0275178114658421,-0.0194496714444399
83,TodarodesPacificus,SSP5-8.5,1.01402098197531,Todarodes pacificus,Invertebrate,6,1.02945692033333,-0.0217959541109253,-0.0154359383580198
83,TrachurusJaponicus,SSP1-2.6,0.462799916666667,Trachurus japonicus,Mid-trophic species,14,0.476239122666667,-0.0412975370624464,-0.013439206
83,TrachurusJaponicus,SSP5-8.5,0.462054395432099,Trachurus japonicus,Mid-trophic species,14,0.476239122666667,-0.0436234385733792,-0.014184727234568
83,TrachysalambriaCurvirostris,SSP1-2.6,0.862445086419753,Trachysalambria curvirostris,Invertebrate,7,0.90673113,-0.0722422160893084,-0.044286043580247
83,TrachysalambriaCurvirostris,SSP5-8.5,0.868964411234568,Trachysalambria curvirostris,Invertebrate,7,0.90673113,-0.0613777244224288,-0.037766718765432
83,TrichiurusJaponicus,SSP1-2.6,1.1682534062963,Trichiurus japonicus,Predator,3,1.31134187333333,-0.166690608652686,-0.14308846703703
83,TrichiurusJaponicus,SSP5-8.5,1.10081665209877,Trichiurus japonicus,Predator,3,1.31134187333333,-0.252469653327034,-0.21052522123456
84,DecapterusMaruadsi,SSP1-2.6,0.537521845061728,Decapterus maruadsi,Mid-trophic species,10,0.549063676666667,-0.0306500853939208,-0.011541831604939
84,DecapterusMaruadsi,SSP5-8.5,0.530307840493827,Decapterus maruadsi,Mid-trophic species,10,0.549063676666667,-0.0501433942909699,-0.01875583617284
84,EngraulisJaponicus,SSP1-2.6,0.663999278271605,Engraulis japonicus,Prey,1,0.713507283666667,-0.103746483731979,-0.0495080053950621
84,EngraulisJaponicus,SSP5-8.5,0.656469800246914,Engraulis japonicus,Prey,1,0.713507283666667,-0.12019951321503,-0.057037483419753
84,LarimichthysPolyactis,SSP1-2.6,0.880917922098765,Larimichthys polyactis,Mid-trophic species,13,0.848050269,0.0548578204930651,0.0328676530987649
84,LarimichthysPolyactis,SSP5-8.5,0.882839576049383,Larimichthys polyactis,Mid-trophic species,13,0.848050269,0.0580015199242613,0.034789307049383
84,MiichthysMiiuy,SSP1-2.6,0.583520948518519,Miichthys miiuy,Predator,5,0.571570235666667,0.0298536593854992,0.011950712851852
84,MiichthysMiiuy,SSP5-8.5,0.584885994320988,Miichthys miiuy,Predator,5,0.571570235666667,0.0332246522024715,0.013315758654321
84,MuraenesoxCinereus,SSP1-2.6,0.70581829,Muraenesox cinereus,Predator,4,0.685604695333333,0.0419198257084569,0.0202135946666669
84,MuraenesoxCinereus,SSP5-8.5,0.700927407530864,Muraenesox cinereus,Predator,4,0.685604695333333,0.031888047645319,0.015322712197531
84,PampusArgenteus,SSP1-2.6,0.437054899012346,Pampus argenteus,Mid-trophic species,12,0.440042633666667,-0.00982879664037604,-0.00298773465432101
84,PampusArgenteus,SSP5-8.5,0.435255629259259,Pampus argenteus,Mid-trophic species,12,0.440042633666667,-0.0157803497792377,-0.00478700440740804
84,PennahiaArgentata,SSP1-2.6,0.599634784938272,Pennahia argentata,Mid-trophic species,11,0.603885304,-0.0101904875940806,-0.00425051906172791
84,PennahiaArgentata,SSP5-8.5,0.608555280123457,Pennahia argentata,Mid-trophic species,11,0.603885304,0.011113756501891,0.0046699761234571
84,PortunusTrituberculatus,SSP1-2.6,1.00102683209877,Portunus trituberculatus,Invertebrate,8,0.979975643666667,0.0306628475035643,0.0210511884321031
84,PortunusTrituberculatus,SSP5-8.5,0.985155412345679,Portunus trituberculatus,Invertebrate,8,0.979975643666667,0.00760544073593099,0.00517976867901204
84,ScomberJaponicus,SSP1-2.6,0.791097820493827,Scomber japonicus,Mid-trophic species,9,0.801475781,-0.0188028284245195,-0.010377960506173
84,ScomberJaponicus,SSP5-8.5,0.79026896037037,Scomber japonicus,Mid-trophic species,9,0.801475781,-0.0203151815530621,-0.0112068206296301
84,ScomberomorusNiphonius,SSP1-2.6,0.665510930493827,Scomberomorus niphonius,Predator,2,0.661728616666667,0.00822269074918518,0.00378231382715999
84,ScomberomorusNiphonius,SSP5-8.5,0.668318979012346,Scomberomorus niphonius,Predator,2,0.661728616666667,0.0142971739024185,0.006590362345679
84,TodarodesPacificus,SSP1-2.6,1.0234182062963,Todarodes pacificus,Invertebrate,6,1.00496090633333,0.0262564231197557,0.01845729996297
84,TodarodesPacificus,SSP5-8.5,0.992935476049383,Todarodes pacificus,Invertebrate,6,1.00496090633333,-0.0173675054471358,-0.012025430283947
84,TrachurusJaponicus,SSP1-2.6,0.464339521604938,Trachurus japonicus,Mid-trophic species,14,0.469233672666667,-0.0151264671978272,-0.00489415106172897
84,TrachurusJaponicus,SSP5-8.5,0.463992576419753,Trachurus japonicus,Mid-trophic species,14,0.469233672666667,-0.016204822933874,-0.00524109624691399
84,TrachysalambriaCurvirostris,SSP1-2.6,0.858967702716049,Trachysalambria curvirostris,Invertebrate,7,0.888529265666667,-0.0488154084876609,-0.029561562950618
84,TrachysalambriaCurvirostris,SSP5-8.5,0.850516093703704,Trachysalambria curvirostris,Invertebrate,7,0.888529265666667,-0.0630807601459847,-0.0380131719629631
84,TrichiurusJaponicus,SSP1-2.6,1.17336344716049,Trichiurus japonicus,Predator,3,1.13279053133333,0.0507688431982082,0.0405729158271599
84,TrichiurusJaponicus,SSP5-8.5,1.14247181345679,Trichiurus japonicus,Predator,3,1.13279053133333,0.0122774606931498,0.00968128212345998
85,DecapterusMaruadsi,SSP1-2.6,0.541695430246914,Decapterus maruadsi,Mid-trophic species,10,0.540354006666667,0.00357703829853315,0.00134142358024703
85,DecapterusMaruadsi,SSP5-8.5,0.536908902345679,Decapterus maruadsi,Mid-trophic species,10,0.540354006666667,-0.00922755591378641,-0.00344510432098799
85,EngraulisJaponicus,SSP1-2.6,0.668711613950617,Engraulis japonicus,Prey,1,0.700525108666667,-0.0670525878145659,-0.03181349471605
85,EngraulisJaponicus,SSP5-8.5,0.662182581851852,Engraulis japonicus,Prey,1,0.700525108666667,-0.0812076992052253,-0.038342526814815
85,LarimichthysPolyactis,SSP1-2.6,0.870575342469136,Larimichthys polyactis,Mid-trophic species,13,0.891092506,-0.0336060495457956,-0.020517163530864
85,LarimichthysPolyactis,SSP5-8.5,0.860888298518519,Larimichthys polyactis,Mid-trophic species,13,0.891092506,-0.0497491503937819,-0.030204207481481
85,MiichthysMiiuy,SSP1-2.6,0.581536006296296,Miichthys miiuy,Predator,5,0.568670981,0.032274334002795,0.012865025296296
85,MiichthysMiiuy,SSP5-8.5,0.581500986790123,Miichthys miiuy,Predator,5,0.568670981,0.032187453760454,0.0128300057901229
85,MuraenesoxCinereus,SSP1-2.6,0.697094777407408,Muraenesox cinereus,Predator,4,0.684215497666667,0.0269040371678446,0.012879279740741
85,MuraenesoxCinereus,SSP5-8.5,0.700861735679012,Muraenesox cinereus,Predator,4,0.684215497666667,0.0346790789810528,0.016646238012345
85,PampusArgenteus,SSP1-2.6,0.437197076296296,Pampus argenteus,Mid-trophic species,12,0.440219355333333,-0.00993882509183247,-0.003022279037037
85,PampusArgenteus,SSP5-8.5,0.433596618148148,Pampus argenteus,Mid-trophic species,12,0.440219355333333,-0.0218690738958815,-0.00662273718518502
85,PennahiaArgentata,SSP1-2.6,0.596445336419753,Pennahia argentata,Mid-trophic species,11,0.579949580333333,0.0404624418686427,0.01649575608642
85,PennahiaArgentata,SSP5-8.5,0.602845139259259,Pennahia argentata,Mid-trophic species,11,0.579949580333333,0.0558599650681526,0.022895558925926
85,PortunusTrituberculatus,SSP1-2.6,1.00828420790123,Portunus trituberculatus,Invertebrate,8,1.043370467,-0.0493491503574972,-0.0350862590987699
85,PortunusTrituberculatus,SSP5-8.5,0.998907874567901,Portunus trituberculatus,Invertebrate,8,1.043370467,-0.0628279679719061,-0.0444625924320989
85,ScomberJaponicus,SSP1-2.6,0.790987465061728,Scomber japonicus,Mid-trophic species,9,0.794013527666667,-0.00550875467952845,-0.00302606260493898
85,ScomberJaponicus,SSP5-8.5,0.789930280987654,Scomber japonicus,Mid-trophic species,9,0.794013527666667,-0.00743825980669937,-0.00408324667901294
85,ScomberomorusNiphonius,SSP1-2.6,0.665294709012346,Scomberomorus niphonius,Predator,2,0.663919302333333,0.0029856638378508,0.00137540667901304
85,ScomberomorusNiphonius,SSP5-8.5,0.668871875679012,Scomberomorus niphonius,Predator,2,0.663919302333333,0.0107219885761745,0.004952573345679
85,TodarodesPacificus,SSP1-2.6,1.01695126901235,Todarodes pacificus,Invertebrate,6,1.019695299,-0.00388756784104909,-0.00274402998765022
85,TodarodesPacificus,SSP5-8.5,0.998162214938272,Todarodes pacificus,Invertebrate,6,1.019695299,-0.0307919193168641,-0.0215330840617282
85,TrachurusJaponicus,SSP1-2.6,0.465299647160494,Trachurus japonicus,Mid-trophic species,14,0.466005758333333,-0.00218768897198628,-0.00070611117283903
85,TrachurusJaponicus,SSP5-8.5,0.461905402345679,Trachurus japonicus,Mid-trophic species,14,0.466005758333333,-0.0127503623285026,-0.00410035598765401
85,TrachysalambriaCurvirostris,SSP1-2.6,0.833069289259259,Trachysalambria curvirostris,Invertebrate,7,0.907474995,-0.123421396420407,-0.0744057057407409
85,TrachysalambriaCurvirostris,SSP5-8.5,0.838696049753087,Trachysalambria curvirostris,Invertebrate,7,0.907474995,-0.113709829940545,-0.068778945246913
85,TrichiurusJaponicus,SSP1-2.6,1.18540872382716,Trichiurus japonicus,Predator,3,1.32714235166667,-0.162938545120875,-0.14173362783951
85,TrichiurusJaponicus,SSP5-8.5,1.14414718876543,Trichiurus japonicus,Predator,3,1.32714235166667,-0.214050465566846,-0.18299516290124
86,DecapterusMaruadsi,SSP1-2.6,0.535859334074074,Decapterus maruadsi,Mid-trophic species,10,0.550378568,-0.038569956652695,-0.0145192339259259
86,DecapterusMaruadsi,SSP5-8.5,0.536920495308642,Decapterus maruadsi,Mid-trophic species,10,0.550378568,-0.0357158154615935,-0.0134580726913579
86,EngraulisJaponicus,SSP1-2.6,0.674235936666667,Engraulis japonicus,Prey,1,0.719131621666667,-0.0930023245269811,-0.044895685
86,EngraulisJaponicus,SSP5-8.5,0.655426658148148,Engraulis japonicus,Prey,1,0.719131621666667,-0.133821496546703,-0.063704963518519
86,LarimichthysPolyactis,SSP1-2.6,0.867349502345679,Larimichthys polyactis,Mid-trophic species,13,0.892327634,-0.0409600676228921,-0.0249781316543211
86,LarimichthysPolyactis,SSP5-8.5,0.847909708518519,Larimichthys polyactis,Mid-trophic species,13,0.892327634,-0.0736628741256743,-0.044417925481481
86,MiichthysMiiuy,SSP1-2.6,0.575425517530864,Miichthys miiuy,Predator,5,0.583114588,-0.0191502161393501,-0.00768907046913603
86,MiichthysMiiuy,SSP5-8.5,0.575887892469136,Miichthys miiuy,Predator,5,0.583114588,-0.0179914246920421,-0.00722669553086408
86,MuraenesoxCinereus,SSP1-2.6,0.701002838641975,Muraenesox cinereus,Predator,4,0.683303423333333,0.0368939316019454,0.0176994153086419
86,MuraenesoxCinereus,SSP5-8.5,0.705997071975309,Muraenesox cinereus,Predator,4,0.683303423333333,0.0471358454344767,0.022693648641976
86,PampusArgenteus,SSP1-2.6,0.435905436666667,Pampus argenteus,Mid-trophic species,12,0.439781588,-0.0127720079697456,-0.00387615133333302
86,PampusArgenteus,SSP5-8.5,0.435247660987654,Pampus argenteus,Mid-trophic species,12,0.439781588,-0.0149506603628256,-0.00453392701234601
86,PennahiaArgentata,SSP1-2.6,0.609631336666667,Pennahia argentata,Mid-trophic species,11,0.615955841333333,-0.0148898628774661,-0.00632450466666601
86,PennahiaArgentata,SSP5-8.5,0.606403827283951,Pennahia argentata,Mid-trophic species,11,0.615955841333333,-0.0225480669369529,-0.009552014049382
86,PortunusTrituberculatus,SSP1-2.6,0.968625778395062,Portunus trituberculatus,Invertebrate,8,1.05550025933333,-0.123915629612798,-0.086874480938268
86,PortunusTrituberculatus,SSP5-8.5,0.992727162469136,Portunus trituberculatus,Invertebrate,8,1.05550025933333,-0.0884577608774543,-0.0627730968641941
86,ScomberJaponicus,SSP1-2.6,0.792389232716049,Scomber japonicus,Mid-trophic species,9,0.797457637333333,-0.00919860537038883,-0.00506840461728397
86,ScomberJaponicus,SSP5-8.5,0.790525998765432,Scomber japonicus,Mid-trophic species,9,0.797457637333333,-0.0125949712257323,-0.00693163856790102
86,ScomberomorusNiphonius,SSP1-2.6,0.664771031481481,Scomberomorus niphonius,Predator,2,0.654379077,0.0227308950662308,0.010391954481481
86,ScomberomorusNiphonius,SSP5-8.5,0.667251711481482,Scomberomorus niphonius,Predator,2,0.654379077,0.0281044803004015,0.012872634481482
86,TodarodesPacificus,SSP1-2.6,1.02921718148148,Todarodes pacificus,Invertebrate,6,1.02534066133333,0.00544413295519468,0.00387652014814988
86,TodarodesPacificus,SSP5-8.5,1.01660478839506,Todarodes pacificus,Invertebrate,6,1.02534066133333,-0.0123443821292009,-0.00873587293827005
86,TrachurusJaponicus,SSP1-2.6,0.463356499506173,Trachurus japonicus,Mid-trophic species,14,0.469914327333333,-0.0202751465668602,-0.00655782782715997
86,TrachurusJaponicus,SSP5-8.5,0.457037161728395,Trachurus japonicus,Mid-trophic species,14,0.469914327333333,-0.0400862793904893,-0.012877165604938
86,TrachysalambriaCurvirostris,SSP1-2.6,0.882443541975309,Trachysalambria curvirostris,Invertebrate,7,0.861681451,0.0343493508579847,0.020762090975309
86,TrachysalambriaCurvirostris,SSP5-8.5,0.853217937530864,Trachysalambria curvirostris,Invertebrate,7,0.861681451,-0.0142403316821623,-0.0084635134691361
86,TrichiurusJaponicus,SSP1-2.6,1.12450539530864,Trichiurus japonicus,Predator,3,1.30717932,-0.217166481778616,-0.18267392469136
86,TrichiurusJaponicus,SSP5-8.5,1.1074711108642,Trichiurus japonicus,Predator,3,1.30717932,-0.239187999282666,-0.1997082091358
87,DecapterusMaruadsi,SSP1-2.6,0.535790588395062,Decapterus maruadsi,Mid-trophic species,10,0.540428888333333,-0.0124355559354062,-0.00463829993827103
87,DecapterusMaruadsi,SSP5-8.5,0.536409385432099,Decapterus maruadsi,Mid-trophic species,10,0.540428888333333,-0.0107703152385982,-0.00401950290123398
87,EngraulisJaponicus,SSP1-2.6,0.669680612098765,Engraulis japonicus,Prey,1,0.723000965,-0.110524371525642,-0.0533203529012351
87,EngraulisJaponicus,SSP5-8.5,0.657228218518519,Engraulis japonicus,Prey,1,0.723000965,-0.137603148101705,-0.065772746481481
87,LarimichthysPolyactis,SSP1-2.6,0.876838410123457,Larimichthys polyactis,Mid-trophic species,13,0.864070636,0.0211617427294295,0.012767774123457
87,LarimichthysPolyactis,SSP5-8.5,0.875583233209877,Larimichthys polyactis,Mid-trophic species,13,0.864070636,0.0190950736430105,0.011512597209877
87,MiichthysMiiuy,SSP1-2.6,0.576498659876543,Miichthys miiuy,Predator,5,0.592317009333333,-0.0390522618253858,-0.0158183494567899
87,MiichthysMiiuy,SSP5-8.5,0.582962721975309,Miichthys miiuy,Predator,5,0.592317009333333,-0.0229658839615151,-0.00935428735802402
87,MuraenesoxCinereus,SSP1-2.6,0.701790368765432,Muraenesox cinereus,Predator,4,0.687822073333333,0.029004733562758,0.013968295432099
87,MuraenesoxCinereus,SSP5-8.5,0.698803517407407,Muraenesox cinereus,Predator,4,0.687822073333333,0.0228514549899933,0.010981444074074
87,PampusArgenteus,SSP1-2.6,0.437400598271605,Pampus argenteus,Mid-trophic species,12,0.440449882,-0.0100226731211846,-0.00304928372839502
87,PampusArgenteus,SSP5-8.5,0.436095428641975,Pampus argenteus,Mid-trophic species,12,0.440449882,-0.0143339993218203,-0.00435445335802504
87,PennahiaArgentata,SSP1-2.6,0.59929061654321,Pennahia argentata,Mid-trophic species,11,0.604482447666667,-0.012444663669164,-0.005191831123457
87,PennahiaArgentata,SSP5-8.5,0.611742640864198,Pennahia argentata,Mid-trophic species,11,0.604482447666667,0.0172243924872034,0.00726019319753102
87,PortunusTrituberculatus,SSP1-2.6,0.96630449037037,Portunus trituberculatus,Invertebrate,8,0.936416410333333,0.0453276482508886,0.029888080037037
87,PortunusTrituberculatus,SSP5-8.5,1.00580598419753,Portunus trituberculatus,Invertebrate,8,0.936416410333333,0.103129919637598,0.069389573864197
87,ScomberJaponicus,SSP1-2.6,0.796842571481482,Scomber japonicus,Mid-trophic species,9,0.791516398666667,0.009675485267592,0.00532617281481496
87,ScomberJaponicus,SSP5-8.5,0.787186645308642,Scomber japonicus,Mid-trophic species,9,0.791516398666667,-0.00791349504722971,-0.00432975335802499
87,ScomberomorusNiphonius,SSP1-2.6,0.663725217037037,Scomberomorus niphonius,Predator,2,0.658132714666667,0.0122075502706793,0.00559250237037001
87,ScomberomorusNiphonius,SSP5-8.5,0.669491801234568,Scomberomorus niphonius,Predator,2,0.658132714666667,0.024687850465038,0.011359086567901
87,TodarodesPacificus,SSP1-2.6,1.00996875580247,Todarodes pacificus,Invertebrate,6,0.996770160333333,0.0189778776452241,0.0131985954691369
87,TodarodesPacificus,SSP5-8.5,1.01530311209877,Todarodes pacificus,Invertebrate,6,0.996770160333333,0.0265777137891764,0.0185329517654371
87,TrachurusJaponicus,SSP1-2.6,0.463520007037037,Trachurus japonicus,Mid-trophic species,14,0.475360396333333,-0.0363901015147554,-0.011840389296296
87,TrachurusJaponicus,SSP5-8.5,0.463677048148148,Trachurus japonicus,Mid-trophic species,14,0.475360396333333,-0.0359013975588596,-0.011683348185185
87,TrachysalambriaCurvirostris,SSP1-2.6,0.886425272839506,Trachysalambria curvirostris,Invertebrate,7,0.842404460666667,0.0734859389152271,0.044020812172839
87,TrachysalambriaCurvirostris,SSP5-8.5,0.899594833827161,Trachysalambria curvirostris,Invertebrate,7,0.842404460666667,0.0947623003777318,0.057190373160494
87,TrichiurusJaponicus,SSP1-2.6,1.18505927111111,Trichiurus japonicus,Predator,3,1.31109195533333,-0.14580965684158,-0.12603268422222
87,TrichiurusJaponicus,SSP5-8.5,1.16075262987654,Trichiurus japonicus,Predator,3,1.31109195533333,-0.175708325042731,-0.15033932545679
88,DecapterusMaruadsi,SSP1-2.6,0.532060884197531,Decapterus maruadsi,Mid-trophic species,10,0.53631651,-0.0114933220145729,-0.00425562580246908
88,DecapterusMaruadsi,SSP5-8.5,0.532432741111111,Decapterus maruadsi,Mid-trophic species,10,0.53631651,-0.0104853758245545,-0.00388376888888897
88,EngraulisJaponicus,SSP1-2.6,0.682779854938272,Engraulis japonicus,Prey,1,0.7237135,-0.0839981905571825,-0.040933645061728
88,EngraulisJaponicus,SSP5-8.5,0.661865675185185,Engraulis japonicus,Prey,1,0.7237135,-0.128880230012843,-0.061847824814815
88,LarimichthysPolyactis,SSP1-2.6,0.854387711481482,Larimichthys polyactis,Mid-trophic species,13,0.874143935666667,-0.0329799548807496,-0.0197562241851851
88,LarimichthysPolyactis,SSP5-8.5,0.88755176308642,Larimichthys polyactis,Mid-trophic species,13,0.874143935666667,0.0219604096595244,0.013407827419753
88,MiichthysMiiuy,SSP1-2.6,0.583464339135802,Miichthys miiuy,Predator,5,0.579136671,0.0107406309493719,0.00432766813580199
88,MiichthysMiiuy,SSP5-8.5,0.579811153950617,Miichthys miiuy,Predator,5,0.579136671,0.00167923576356065,0.000674482950617006
88,MuraenesoxCinereus,SSP1-2.6,0.70161241962963,Muraenesox cinereus,Predator,4,0.694112265666667,0.0155052628864029,0.007500153962963
88,MuraenesoxCinereus,SSP5-8.5,0.695466399259259,Muraenesox cinereus,Predator,4,0.694112265666667,0.0028117910650868,0.00135413359259207
88,PampusArgenteus,SSP1-2.6,0.437529982469136,Pampus argenteus,Mid-trophic species,12,0.441570250333333,-0.0132610940926323,-0.00404026786419703
88,PampusArgenteus,SSP5-8.5,0.436612781728395,Pampus argenteus,Mid-trophic species,12,0.441570250333333,-0.0162886120221211,-0.00495746860493801
88,PennahiaArgentata,SSP1-2.6,0.597743794814815,Pennahia argentata,Mid-trophic species,11,0.590055957333333,0.0186754709585445,0.00768783748148194
88,PennahiaArgentata,SSP5-8.5,0.613681460864198,Pennahia argentata,Mid-trophic species,11,0.590055957333333,0.0566382233200235,0.0236255035308649
88,PortunusTrituberculatus,SSP1-2.6,1.00388907839506,Portunus trituberculatus,Invertebrate,8,1.02573039466667,-0.0310517075044258,-0.02184131627161
88,PortunusTrituberculatus,SSP5-8.5,1.01374451716049,Portunus trituberculatus,Invertebrate,8,1.02573039466667,-0.016957467848211,-0.0119858775061801
88,ScomberJaponicus,SSP1-2.6,0.789241297654321,Scomber japonicus,Mid-trophic species,9,0.796141940666667,-0.0125592173354372,-0.00690064301234594
88,ScomberJaponicus,SSP5-8.5,0.786108442716049,Scomber japonicus,Mid-trophic species,9,0.796141940666667,-0.0182973212316438,-0.010033497950618
