scenario,run,species,latin,group,species_order,age_mature
Base,1,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.729058404666667
Base,2,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.71105457
Base,3,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.698822408666667
Base,4,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.738199130666667
Base,5,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.691157709333333
Base,6,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.702019217333333
Base,7,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.713198153333333
Base,8,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.700516539666667
Base,9,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.702737279333333
Base,10,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722169847333333
Base,11,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.710254182666667
Base,12,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.707792409333333
Base,13,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.693054836666667
Base,14,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.721841594333333
Base,15,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.724932359666667
Base,16,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704238481
Base,17,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.707040085
Base,18,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.716014978666667
Base,19,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.691563389666667
Base,20,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.721487789666667
Base,21,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722150237333333
Base,22,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.708436495666667
Base,23,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.693678654
Base,24,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722670903333333
Base,25,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.762331546
Base,26,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.703331996333333
Base,27,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.705451172666667
Base,28,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.689821165
Base,29,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.721511368333333
Base,30,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.701561912333333
Base,31,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.697257506
Base,32,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704840714666667
Base,33,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.714033769666667
Base,34,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.691628267
Base,35,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.690181521333333
Base,36,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.72072741
Base,37,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.712719816333333
Base,38,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704740904666667
Base,39,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.720364377333333
Base,40,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.717588776333333
Base,41,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.719962929333333
Base,42,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.719647137666667
Base,43,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.698028910666667
Base,44,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722342034333333
Base,45,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.711020155333333
Base,46,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.709993497666667
Base,47,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.682229269666667
Base,48,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.686838200666667
Base,49,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.714605031333333
Base,50,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.734760970333333
Base,51,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.697168175
Base,52,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.705666410666667
Base,53,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.692858337
Base,54,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.692127992
Base,55,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.706781287
Base,56,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.710649786333333
Base,57,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.727507037666667
Base,58,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.702896603
Base,59,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.714972716666667
Base,60,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.721918495666667
Base,61,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722715891
Base,62,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.712536584333333
Base,63,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.684251623333333
Base,64,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.711941722
Base,65,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.700795440666667
Base,66,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704490290666667
Base,67,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.690107353333333
Base,68,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.722938388333333
Base,69,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.733859339
Base,70,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704247677333333
Base,71,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.726712232666667
Base,72,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.701011202333333
Base,73,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.712720520333333
Base,74,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.715171066666667
Base,75,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.692341022
Base,76,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.692319424666667
Base,77,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.693105176
Base,78,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.703402711
Base,79,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.719225849333333
Base,80,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.72530901
Base,81,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.704383874333333
Base,82,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.707987289
Base,83,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.691991008333333
Base,84,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.713507283666667
Base,85,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.700525108666667
Base,86,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.719131621666667
Base,87,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.723000965
Base,88,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.7237135
Base,89,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.699821639666667
Base,90,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.687890099666667
Base,91,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.736301132333333
Base,92,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.684412934333333
Base,93,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.715429028333333
Base,94,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.723038672666667
Base,95,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.713095506333333
Base,96,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.706889638666667
Base,97,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.707736103666667
Base,98,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.724350289333333
Base,99,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.713529959333333
Base,100,EngraulisJaponicus,Engraulis japonicus,Prey,1,0.721540968
Base,1,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658587692333333
Base,2,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.66251538
Base,3,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660252449666667
Base,4,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659536871333333
Base,5,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657238188666667
Base,6,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658776422
Base,7,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658970814666667
Base,8,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659835736666667
Base,9,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659570879333333
Base,10,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661262897333333
Base,11,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658418860666667
Base,12,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660712977333333
Base,13,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661044362666667
Base,14,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658771106
Base,15,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660467761666667
Base,16,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655364922
Base,17,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659716028333333
Base,18,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660731627666667
Base,19,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658502641666667
Base,20,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.662588811
Base,21,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656089152
Base,22,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656881911
Base,23,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658159837666667
Base,24,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656741738333333
Base,25,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658659941333333
Base,26,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656854851
Base,27,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658303888333333
Base,28,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656850068
Base,29,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658046083333333
Base,30,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656636205
Base,31,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.6585947
Base,32,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657264673333333
Base,33,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.65884637
Base,34,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658623875666667
Base,35,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657693097
Base,36,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659079162333333
Base,37,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655723163333333
Base,38,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659511211333333
Base,39,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658402286
Base,40,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659756098333333
Base,41,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658512480333333
Base,42,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661118814333333
Base,43,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656399315333333
Base,44,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658900079333333
Base,45,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657804968666667
Base,46,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660374238666667
Base,47,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.66002612
Base,48,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.654896673666667
Base,49,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656863392666667
Base,50,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658982754
Base,51,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655656207333333
Base,52,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658839057666667
Base,53,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659320185666667
Base,54,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661096932666667
Base,55,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656318951333333
Base,56,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656752841333333
Base,57,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658327163
Base,58,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660502900666667
Base,59,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657368092666667
Base,60,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657820814666667
Base,61,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658427891
Base,62,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660714742666667
Base,63,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.662223672333333
Base,64,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658552576
Base,65,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657094025
Base,66,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659307709
Base,67,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655447029666667
Base,68,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657225108666667
Base,69,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660471632333333
Base,70,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658046722666667
Base,71,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659140212333333
Base,72,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661205675
Base,73,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661559819
Base,74,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656957617666667
Base,75,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656555849333333
Base,76,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656996053666667
Base,77,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.662154808666667
Base,78,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657225148
Base,79,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655793012666667
Base,80,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659649115666667
Base,81,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.656636224666667
Base,82,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.657004198666667
Base,83,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660453714
Base,84,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661728616666667
Base,85,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.663919302333333
Base,86,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.654379077
Base,87,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658132714666667
Base,88,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.655913012333333
Base,89,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.6584801
Base,90,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660364575333333
Base,91,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.653923479666667
Base,92,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.661658189333333
Base,93,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658310524666667
Base,94,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.664053607666667
Base,95,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.659059485333333
Base,96,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658171422333333
Base,97,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.660267413
Base,98,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.663798201333333
Base,99,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.65975413
Base,100,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,0.658771437333333
Base,1,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.17776348333333
Base,2,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27523592466667
Base,3,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24657984666667
Base,4,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.22325401833333
Base,5,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.372979938
Base,6,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.20575453
Base,7,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.194155781
Base,8,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.36225392333333
Base,9,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.20401560833333
Base,10,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.223201742
Base,11,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.18927723466667
Base,12,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27338576866667
Base,13,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24142898
Base,14,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27860163766667
Base,15,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.25848075
Base,16,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27756026
Base,17,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.182308199
Base,18,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.22464979333333
Base,19,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.178134769
Base,20,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21620461
Base,21,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21366613
Base,22,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.26315984333333
Base,23,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.23460331966667
Base,24,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.151788339
Base,25,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.16954027466667
Base,26,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.17351468866667
Base,27,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.22600429933333
Base,28,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24889321
Base,29,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.36770110333333
Base,30,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.34252854333333
Base,31,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.155469088
Base,32,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.279504252
Base,33,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.33247904333333
Base,34,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.22773734066667
Base,35,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.295295715
Base,36,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.179792535
Base,37,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.31605621866667
Base,38,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.28177193
Base,39,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.17601834333333
Base,40,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.17152741233333
Base,41,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.296310798
Base,42,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.210043608
Base,43,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.245733835
Base,44,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.28133725
Base,45,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.232760815
Base,46,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.20641141466667
Base,47,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.15398103666667
Base,48,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.25873008666667
Base,49,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.30731138
Base,50,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24125040966667
Base,51,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.28607498666667
Base,52,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.36863360666667
Base,53,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.25081085333333
Base,54,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.187733055
Base,55,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21866014133333
Base,56,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21750803266667
Base,57,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24465567666667
Base,58,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.273883859
Base,59,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.29860899766667
Base,60,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.17281511466667
Base,61,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.26663708966667
Base,62,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21438485
Base,63,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27617073533333
Base,64,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.29617921666667
Base,65,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.195382712
Base,66,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27485377266667
Base,67,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27628388833333
Base,68,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.197507522
Base,69,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.247075999
Base,70,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.26683832666667
Base,71,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.29470603666667
Base,72,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.23669609333333
Base,73,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.24500931333333
Base,74,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.15259561466667
Base,75,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21095324
Base,76,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21675805033333
Base,77,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.251612327
Base,78,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.26496102333333
Base,79,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.37066625333333
Base,80,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.19213978
Base,81,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.28862736666667
Base,82,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.23484121333333
Base,83,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.31134187333333
Base,84,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.13279053133333
Base,85,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.32714235166667
Base,86,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.30717932
Base,87,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.31109195533333
Base,88,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.18917359766667
Base,89,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.25885115733333
Base,90,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.219568352
Base,91,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.25285425933333
Base,92,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.174584061
Base,93,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.269845032
Base,94,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.14372374366667
Base,95,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.19750269466667
Base,96,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.22516813133333
Base,97,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.26779002666667
Base,98,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.27461699666667
Base,99,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.272031631
Base,100,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,1.21697641633333
Base,1,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689140183666667
Base,2,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.687976837333333
Base,3,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.681696612666667
Base,4,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.690848845333333
Base,5,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.690322282666667
Base,6,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.686362768333333
Base,7,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.68940891
Base,8,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.685595339666667
Base,9,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.692960591666667
Base,10,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.701395798333333
Base,11,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.697725047666667
Base,12,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.691394524666667
Base,13,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.690131024
Base,14,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.685328427333333
Base,15,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.681125405666667
Base,16,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.684093160333333
Base,17,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.690315546
Base,18,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.697109205666667
Base,19,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689996469666667
Base,20,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689172815
Base,21,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.683545207333333
Base,22,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.685485504333333
Base,23,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.691456291333333
Base,24,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.687210355
Base,25,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.688102059333333
Base,26,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.686124590333333
Base,27,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689005525
Base,28,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.686539756
Base,29,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.692496962333333
Base,30,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.688825435
Base,31,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.683304659333333
Base,32,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689585754333333
Base,33,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.695584832666667
Base,34,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.681140043333333
Base,35,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.680844730333333
Base,36,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.689263423333333
Base,37,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,0.686377533
