scenario,run,species,latin,group,species_order,age_mature
SSP1-2.6,64,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537772296790124
SSP1-2.6,65,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537810044320988
SSP1-2.6,66,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536205284814815
SSP1-2.6,67,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537684471975309
SSP1-2.6,68,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535587328888889
SSP1-2.6,69,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536611816666667
SSP1-2.6,70,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.533611486790124
SSP1-2.6,71,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536498113703704
SSP1-2.6,72,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.534436065432099
SSP1-2.6,73,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.539462890864198
SSP1-2.6,74,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.53204443962963
SSP1-2.6,75,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.54022989345679
SSP1-2.6,76,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536857465679012
SSP1-2.6,77,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535424001234568
SSP1-2.6,78,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.534444574197531
SSP1-2.6,79,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.533557582469136
SSP1-2.6,80,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.531938321604938
SSP1-2.6,81,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.53416067308642
SSP1-2.6,82,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537299843827161
SSP1-2.6,83,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.534791763703704
SSP1-2.6,84,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537521845061728
SSP1-2.6,85,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.541695430246914
SSP1-2.6,86,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535859334074074
SSP1-2.6,87,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535790588395062
SSP1-2.6,88,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.532060884197531
SSP1-2.6,89,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537927494444444
SSP1-2.6,90,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536663511111111
SSP1-2.6,91,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535653368765432
SSP1-2.6,92,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.536811677037037
SSP1-2.6,93,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.533176401111111
SSP1-2.6,94,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535014298395062
SSP1-2.6,95,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537452715925926
SSP1-2.6,96,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.534027953333333
SSP1-2.6,97,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.537056672345679
SSP1-2.6,98,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.533007401111111
SSP1-2.6,99,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.53453329345679
SSP1-2.6,100,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,0.535377159753086
SSP1-2.6,1,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.59428395691358
SSP1-2.6,2,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.611609087283951
SSP1-2.6,3,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.60369238962963
SSP1-2.6,4,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.596628439506173
SSP1-2.6,5,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.607217062962963
SSP1-2.6,6,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599372829506173
SSP1-2.6,7,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.595685841481482
SSP1-2.6,8,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.600038952716049
SSP1-2.6,9,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.610180920123457
SSP1-2.6,10,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606850925185185
SSP1-2.6,11,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.595090005432099
SSP1-2.6,12,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.609899580740741
SSP1-2.6,13,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.614402147160494
SSP1-2.6,14,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.605673234691358
SSP1-2.6,15,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.615598914197531
SSP1-2.6,16,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601661636296296
SSP1-2.6,17,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.595566759753086
SSP1-2.6,18,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.60254917962963
SSP1-2.6,19,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.613434598271605
SSP1-2.6,20,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.594553151975309
SSP1-2.6,21,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.625105458518519
SSP1-2.6,22,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.597663124691358
SSP1-2.6,23,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606039369135803
SSP1-2.6,24,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.596634654320988
SSP1-2.6,25,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.614118570740741
SSP1-2.6,26,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.591668485925926
SSP1-2.6,27,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.603273784444444
SSP1-2.6,28,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.614120014567901
SSP1-2.6,29,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606673502592593
SSP1-2.6,30,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.613109778641975
SSP1-2.6,31,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601190055679012
SSP1-2.6,32,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.611185539012346
SSP1-2.6,33,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.612236546419753
SSP1-2.6,34,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.605817769506173
SSP1-2.6,35,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.59078448
SSP1-2.6,36,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601109268888889
SSP1-2.6,37,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599561075432099
SSP1-2.6,38,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.605751084444445
SSP1-2.6,39,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602498054444444
SSP1-2.6,40,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599776545925926
SSP1-2.6,41,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.614090518641975
SSP1-2.6,42,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.621856397530864
SSP1-2.6,43,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.598587559259259
SSP1-2.6,44,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.59869067962963
SSP1-2.6,45,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.612815263209877
SSP1-2.6,46,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.611407520864198
SSP1-2.6,47,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.60316601037037
SSP1-2.6,48,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606571727283951
SSP1-2.6,49,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.604798274320988
SSP1-2.6,50,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.60414208037037
SSP1-2.6,51,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601996537160494
SSP1-2.6,52,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601887585061728
SSP1-2.6,53,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601212017777778
SSP1-2.6,54,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601569236419753
SSP1-2.6,55,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.598789858888889
SSP1-2.6,56,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.603285082839506
SSP1-2.6,57,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602453284074074
SSP1-2.6,58,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.591752672469136
SSP1-2.6,59,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.591126519259259
SSP1-2.6,60,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.604583715802469
SSP1-2.6,61,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606257769876543
SSP1-2.6,62,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601888798024691
SSP1-2.6,63,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606225435925926
SSP1-2.6,64,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.607002444567901
SSP1-2.6,65,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.605342240617284
SSP1-2.6,66,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.611113154938272
SSP1-2.6,67,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602871228765432
SSP1-2.6,68,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.600280761234568
SSP1-2.6,69,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.60271234691358
SSP1-2.6,70,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601035354567901
SSP1-2.6,71,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.603189618148148
SSP1-2.6,72,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.604856525925926
SSP1-2.6,73,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.600083559506173
SSP1-2.6,74,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606154817530864
SSP1-2.6,75,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.604565488765432
SSP1-2.6,76,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.61018745962963
SSP1-2.6,77,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.601551371604938
SSP1-2.6,78,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.593621171358025
SSP1-2.6,79,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.598352240493827
SSP1-2.6,80,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599493927037037
SSP1-2.6,81,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.616013763209877
SSP1-2.6,82,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.600435308641975
SSP1-2.6,83,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.590861787160494
SSP1-2.6,84,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599634784938272
SSP1-2.6,85,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.596445336419753
SSP1-2.6,86,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.609631336666667
SSP1-2.6,87,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.59929061654321
SSP1-2.6,88,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.597743794814815
SSP1-2.6,89,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.611014395432099
SSP1-2.6,90,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602930616419753
SSP1-2.6,91,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.606654329382716
SSP1-2.6,92,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.594960034691358
SSP1-2.6,93,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.624372106790124
SSP1-2.6,94,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599334658148148
SSP1-2.6,95,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602211491481481
SSP1-2.6,96,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.605093208888889
SSP1-2.6,97,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.608692635802469
SSP1-2.6,98,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.602318863703704
SSP1-2.6,99,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.599845675061728
SSP1-2.6,100,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,0.595593414567901
SSP1-2.6,1,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436507601728395
SSP1-2.6,2,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437815512469136
SSP1-2.6,3,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436824155555556
SSP1-2.6,4,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434581420493827
SSP1-2.6,5,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437568644938272
SSP1-2.6,6,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435377269506173
SSP1-2.6,7,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435711154691358
SSP1-2.6,8,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435639949876543
SSP1-2.6,9,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436575371851852
SSP1-2.6,10,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435243941481482
SSP1-2.6,11,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435773553333333
SSP1-2.6,12,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436554215925926
SSP1-2.6,13,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437623462839506
SSP1-2.6,14,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436752379753086
SSP1-2.6,15,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.438137148024691
SSP1-2.6,16,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434023154567901
SSP1-2.6,17,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.432874569753086
SSP1-2.6,18,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437441041604938
SSP1-2.6,19,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436576713333333
SSP1-2.6,20,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434774387160494
SSP1-2.6,21,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435199483333333
SSP1-2.6,22,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435072679382716
SSP1-2.6,23,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435745460987654
SSP1-2.6,24,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436198777160494
SSP1-2.6,25,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.4353098
SSP1-2.6,26,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435822085925926
SSP1-2.6,27,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43516174308642
SSP1-2.6,28,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437323349753086
SSP1-2.6,29,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436641111358025
SSP1-2.6,30,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436076659506173
SSP1-2.6,31,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434215770740741
SSP1-2.6,32,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437275946049383
SSP1-2.6,33,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437777479259259
SSP1-2.6,34,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43823459037037
SSP1-2.6,35,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434915928518519
SSP1-2.6,36,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435714351111111
SSP1-2.6,37,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437755420246914
SSP1-2.6,38,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435859791234568
SSP1-2.6,39,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436659660493827
SSP1-2.6,40,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436665279876543
SSP1-2.6,41,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43574902308642
SSP1-2.6,42,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435507515061728
SSP1-2.6,43,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436634486419753
SSP1-2.6,44,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435668598518519
SSP1-2.6,45,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436040457037037
SSP1-2.6,46,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437718110617284
SSP1-2.6,47,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435176573950617
SSP1-2.6,48,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436493030617284
SSP1-2.6,49,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436113830987654
SSP1-2.6,50,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434510024320988
SSP1-2.6,51,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435346501975309
SSP1-2.6,52,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437492787901235
SSP1-2.6,53,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436024975061728
SSP1-2.6,54,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435416130864198
SSP1-2.6,55,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436687052839506
SSP1-2.6,56,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43580002617284
SSP1-2.6,57,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.438162925802469
SSP1-2.6,58,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.433986873703704
SSP1-2.6,59,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43814506654321
SSP1-2.6,60,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434556152469136
SSP1-2.6,61,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.433948793209877
SSP1-2.6,62,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434900482345679
SSP1-2.6,63,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43713563691358
SSP1-2.6,64,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436626218148148
SSP1-2.6,65,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437110058518519
SSP1-2.6,66,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435836701728395
SSP1-2.6,67,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435643066666667
SSP1-2.6,68,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437346664691358
SSP1-2.6,69,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436146230246914
SSP1-2.6,70,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435802484197531
SSP1-2.6,71,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436953122222222
SSP1-2.6,72,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437088758024691
SSP1-2.6,73,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434909550864198
SSP1-2.6,74,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43559839308642
SSP1-2.6,75,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436743115802469
SSP1-2.6,76,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436565316666667
SSP1-2.6,77,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436816017037037
SSP1-2.6,78,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436663661111111
SSP1-2.6,79,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435109124691358
SSP1-2.6,80,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437621518765432
SSP1-2.6,81,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435732414074074
SSP1-2.6,82,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434952832222222
SSP1-2.6,83,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435176105925926
SSP1-2.6,84,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437054899012346
SSP1-2.6,85,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437197076296296
SSP1-2.6,86,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435905436666667
SSP1-2.6,87,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437400598271605
SSP1-2.6,88,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437529982469136
SSP1-2.6,89,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434344355802469
SSP1-2.6,90,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437538011481481
SSP1-2.6,91,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.434056223950617
SSP1-2.6,92,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.435946425802469
SSP1-2.6,93,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437553827654321
SSP1-2.6,94,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43531047345679
SSP1-2.6,95,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.437120542469136
SSP1-2.6,96,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.43579548654321
SSP1-2.6,97,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436042835432099
SSP1-2.6,98,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.438181249876543
SSP1-2.6,99,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436024403580247
SSP1-2.6,100,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,0.436387435185185
SSP1-2.6,1,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.880438037777778
SSP1-2.6,2,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.865856791111111
SSP1-2.6,3,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.859747040123457
SSP1-2.6,4,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.870619457160494
SSP1-2.6,5,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.879036834320988
SSP1-2.6,6,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.86726653654321
SSP1-2.6,7,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.866650549259259
SSP1-2.6,8,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.871455594444445
SSP1-2.6,9,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.885064710246914
SSP1-2.6,10,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.869613227037037
SSP1-2.6,11,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.885806718765432
SSP1-2.6,12,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.870243684567901
SSP1-2.6,13,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.861159346419753
SSP1-2.6,14,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.86405654345679
SSP1-2.6,15,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.874119057037037
SSP1-2.6,16,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.879298580617284
SSP1-2.6,17,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.867700105679012
SSP1-2.6,18,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.884437731851852
SSP1-2.6,19,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.874722829506173
SSP1-2.6,20,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.874695791111111
SSP1-2.6,21,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.88561006617284
SSP1-2.6,22,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.877699798641975
SSP1-2.6,23,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.871611818271605
SSP1-2.6,24,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.869683529012346
SSP1-2.6,25,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.858525690370371
SSP1-2.6,26,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.882265682962963
SSP1-2.6,27,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.876091370493827
SSP1-2.6,28,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.854632631481482
SSP1-2.6,29,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.865160709012346
SSP1-2.6,30,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.865875543580247
SSP1-2.6,31,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.878354333827161
SSP1-2.6,32,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.88186508308642
SSP1-2.6,33,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.869218295432099
SSP1-2.6,34,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.863844418765432
SSP1-2.6,35,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.873773217283951
SSP1-2.6,36,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.871803074444444
SSP1-2.6,37,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.885455249876543
SSP1-2.6,38,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.8789976
SSP1-2.6,39,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.880861622839506
SSP1-2.6,40,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.863183348148148
SSP1-2.6,41,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.863431230740741
SSP1-2.6,42,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.877201761111111
SSP1-2.6,43,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,0.884107498148148
