run,group,scenario,age_future,age_base,log2_response,paired_change_years
5,Prey,SSP5-8.5,0.655545194197531,0.691157709333333,-0.0763196990722768,-0.035612515135802
5,Predator,SSP1-2.6,0.749616842785365,0.775421647062982,-0.0488276420638866,-0.0258048042776167
5,Predator,SSP5-8.5,0.75046153959682,0.775421647062982,-0.0472028735930431,-0.0249601074661618
5,Invertebrate,SSP1-2.6,0.95775558078991,0.952569878245095,0.00783259803827274,0.00518570254481476
5,Invertebrate,SSP5-8.5,0.958220325130566,0.952569878245095,0.00853248613876832,0.00565044688547056
5,Mid-trophic species,SSP1-2.6,0.598746462794708,0.596490928412993,0.0054450306754466,0.00225553438171477
5,Mid-trophic species,SSP5-8.5,0.594629561102225,0.596490928412993,-0.00450901079798267,-0.00186136731076847
6,Prey,SSP1-2.6,0.683889135802469,0.702019217333333,-0.0377480529070404,-0.0181300815308639
6,Prey,SSP5-8.5,0.663004536296296,0.702019217333333,-0.0824917826042654,-0.039014681037037
6,Predator,SSP1-2.6,0.753524155090837,0.749388404684482,0.00794010486330542,0.00413575040635439
6,Predator,SSP5-8.5,0.748634244104258,0.749388404684482,-0.00145261331251885,-0.000754160580223928
6,Invertebrate,SSP1-2.6,0.957924613449417,0.958835243125255,-0.00137081441032266,-0.000910629675837993
6,Invertebrate,SSP5-8.5,0.938642339173527,0.958835243125255,-0.0307074007037111,-0.0201929039517281
6,Mid-trophic species,SSP1-2.6,0.595249378157538,0.597701534942849,-0.0059310393703164,-0.00245215678531108
6,Mid-trophic species,SSP5-8.5,0.594798392204833,0.597701534942849,-0.00702450006127048,-0.00290314273801573
7,Prey,SSP1-2.6,0.676993707654321,0.713198153333333,-0.075160542757914,-0.036204445679012
7,Prey,SSP5-8.5,0.655703474567901,0.713198153333333,-0.12125942771986,-0.057494678765432
7,Predator,SSP1-2.6,0.752388201765218,0.744762164827376,0.0146974426498678,0.00762603693784136
7,Predator,SSP5-8.5,0.749388664553242,0.744762164827376,0.00893437183393383,0.00462649972586515
7,Invertebrate,SSP1-2.6,0.973482030406126,0.95111526694829,0.0335341545028609,0.0223667634578356
7,Invertebrate,SSP5-8.5,0.954797550600362,0.95111526694829,0.00557467154326588,0.00368228365207191
7,Mid-trophic species,SSP1-2.6,0.595302092760062,0.595897094569443,-0.00144124717383003,-0.000595001809380547
