record_type,scenario,functional_group,point_index,somatic_log2,gonad_log2,confidence_level,bootstrap_replicates
ellipse,SSP1-2.6,Mid-trophic species,131,0.28078181,0.02760749,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,132,0.27390646,0.02877146,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,133,0.26699177,0.02990284,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,134,0.26004618,0.03100026,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,135,0.25307813,0.03206238,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,136,0.24609612,0.0330879,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,137,0.23910865,0.03407557,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,138,0.23212425,0.0350242,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,139,0.22515141,0.03593262,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,140,0.21819864,0.03679973,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,141,0.21127441,0.03762447,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,142,0.20438714,0.03840584,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,143,0.19754523,0.03914289,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,144,0.19075703,0.03983471,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,145,0.18403079,0.04048047,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,146,0.17737471,0.04107937,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,147,0.17079691,0.04163069,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,148,0.16430539,0.04213376,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,149,0.15790807,0.04258796,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,150,0.15161274,0.04299274,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,151,0.14542707,0.04334761,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,152,0.13935859,0.04365214,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,153,0.1334147,0.04390594,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,154,0.12760264,0.04410872,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,155,0.1219295,0.04426023,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,156,0.11640218,0.04436028,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,157,0.11102741,0.04440875,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,158,0.10581176,0.04440559,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,159,0.10076156,0.04435079,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,160,0.09588298,0.04424442,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,161,0.09118195,0.04408661,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,162,0.08666421,0.04387756,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,163,0.08233526,0.04361751,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,164,0.07820037,0.04330679,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,165,0.07426459,0.04294578,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,166,0.0705327,0.04253491,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,167,0.06700925,0.04207468,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,168,0.06369854,0.04156566,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,169,0.06060459,0.04100847,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,170,0.05773119,0.04040378,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,171,0.05508183,0.03975233,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,172,0.05265973,0.03905492,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,173,0.05046785,0.03831239,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,174,0.04850886,0.03752565,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,175,0.04678515,0.03669565,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,176,0.04529881,0.03582342,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,177,0.04405166,0.03491001,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,178,0.04304521,0.03395653,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,179,0.0422807,0.03296415,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,180,0.04175905,0.03193407,0.95,5000
ellipse,SSP1-2.6,Mid-trophic species,181,0.0414809,0.03086756,0.95,5000
ellipse,SSP5-8.5,Prey,1,0.43240018,0.07196575,0.95,5000
ellipse,SSP5-8.5,Prey,2,0.43242337,0.07148028,0.95,5000
ellipse,SSP5-8.5,Prey,3,0.43250467,0.07099468,0.95,5000
ellipse,SSP5-8.5,Prey,4,0.43264399,0.07050957,0.95,5000
ellipse,SSP5-8.5,Prey,5,0.43284116,0.07002552,0.95,5000
ellipse,SSP5-8.5,Prey,6,0.43309593,0.06954314,0.95,5000
ellipse,SSP5-8.5,Prey,7,0.433408,0.069063,0.95,5000
ellipse,SSP5-8.5,Prey,8,0.43377699,0.06858569,0.95,5000
ellipse,SSP5-8.5,Prey,9,0.43420244,0.06811179,0.95,5000
ellipse,SSP5-8.5,Prey,10,0.43468384,0.06764188,0.95,5000
ellipse,SSP5-8.5,Prey,11,0.43522061,0.06717653,0.95,5000
ellipse,SSP5-8.5,Prey,12,0.43581208,0.06671632,0.95,5000
ellipse,SSP5-8.5,Prey,13,0.43645754,0.06626179,0.95,5000
ellipse,SSP5-8.5,Prey,14,0.4371562,0.06581351,0.95,5000
ellipse,SSP5-8.5,Prey,15,0.43790721,0.06537202,0.95,5000
ellipse,SSP5-8.5,Prey,16,0.43870966,0.06493786,0.95,5000
ellipse,SSP5-8.5,Prey,17,0.43956257,0.06451155,0.95,5000
ellipse,SSP5-8.5,Prey,18,0.44046489,0.06409362,0.95,5000
ellipse,SSP5-8.5,Prey,19,0.44141553,0.06368457,0.95,5000
ellipse,SSP5-8.5,Prey,20,0.44241333,0.06328491,0.95,5000
ellipse,SSP5-8.5,Prey,21,0.44345708,0.06289512,0.95,5000
ellipse,SSP5-8.5,Prey,22,0.4445455,0.06251568,0.95,5000
ellipse,SSP5-8.5,Prey,23,0.44567726,0.06214704,0.95,5000
ellipse,SSP5-8.5,Prey,24,0.446851,0.06178966,0.95,5000
ellipse,SSP5-8.5,Prey,25,0.44806527,0.06144397,0.95,5000
ellipse,SSP5-8.5,Prey,26,0.44931861,0.0611104,0.95,5000
ellipse,SSP5-8.5,Prey,27,0.45060947,0.06078934,0.95,5000
ellipse,SSP5-8.5,Prey,28,0.45193629,0.0604812,0.95,5000
ellipse,SSP5-8.5,Prey,29,0.45329746,0.06018634,0.95,5000
ellipse,SSP5-8.5,Prey,30,0.45469131,0.05990513,0.95,5000
ellipse,SSP5-8.5,Prey,31,0.45611615,0.05963791,0.95,5000
ellipse,SSP5-8.5,Prey,32,0.45757024,0.05938501,0.95,5000
ellipse,SSP5-8.5,Prey,33,0.4590518,0.05914672,0.95,5000
ellipse,SSP5-8.5,Prey,34,0.46055904,0.05892335,0.95,5000
ellipse,SSP5-8.5,Prey,35,0.46209012,0.05871516,0.95,5000
ellipse,SSP5-8.5,Prey,36,0.46364317,0.05852241,0.95,5000
ellipse,SSP5-8.5,Prey,37,0.4652163,0.05834533,0.95,5000
ellipse,SSP5-8.5,Prey,38,0.46680759,0.05818414,0.95,5000
ellipse,SSP5-8.5,Prey,39,0.4684151,0.05803904,0.95,5000
ellipse,SSP5-8.5,Prey,40,0.47003688,0.0579102,0.95,5000
ellipse,SSP5-8.5,Prey,41,0.47167095,0.05779778,0.95,5000
ellipse,SSP5-8.5,Prey,42,0.47331533,0.05770191,0.95,5000
ellipse,SSP5-8.5,Prey,43,0.47496799,0.05762272,0.95,5000
ellipse,SSP5-8.5,Prey,44,0.47662694,0.0575603,0.95,5000
ellipse,SSP5-8.5,Prey,45,0.47829015,0.05751472,0.95,5000
ellipse,SSP5-8.5,Prey,46,0.47995559,0.05748604,0.95,5000
ellipse,SSP5-8.5,Prey,47,0.48162124,0.0574743,0.95,5000
ellipse,SSP5-8.5,Prey,48,0.48328507,0.05747951,0.95,5000
ellipse,SSP5-8.5,Prey,49,0.48494504,0.05750166,0.95,5000
ellipse,SSP5-8.5,Prey,50,0.48659914,0.05754073,0.95,5000
ellipse,SSP5-8.5,Prey,51,0.48824535,0.05759667,0.95,5000
ellipse,SSP5-8.5,Prey,52,0.48988167,0.05766941,0.95,5000
ellipse,SSP5-8.5,Prey,53,0.4915061,0.05775886,0.95,5000
ellipse,SSP5-8.5,Prey,54,0.49311666,0.05786491,0.95,5000
ellipse,SSP5-8.5,Prey,55,0.4947114,0.05798744,0.95,5000
ellipse,SSP5-8.5,Prey,56,0.49628836,0.05812629,0.95,5000
ellipse,SSP5-8.5,Prey,57,0.49784563,0.0582813,0.95,5000
ellipse,SSP5-8.5,Prey,58,0.49938131,0.05845228,0.95,5000
ellipse,SSP5-8.5,Prey,59,0.50089352,0.05863902,0.95,5000
ellipse,SSP5-8.5,Prey,60,0.50238043,0.05884128,0.95,5000
ellipse,SSP5-8.5,Prey,61,0.50384023,0.05905883,0.95,5000
ellipse,SSP5-8.5,Prey,62,0.50527113,0.0592914,0.95,5000
ellipse,SSP5-8.5,Prey,63,0.50667139,0.05953871,0.95,5000
ellipse,SSP5-8.5,Prey,64,0.50803931,0.05980045,0.95,5000
ellipse,SSP5-8.5,Prey,65,0.50937322,0.06007631,0.95,5000
ellipse,SSP5-8.5,Prey,66,0.5106715,0.06036595,0.95,5000
ellipse,SSP5-8.5,Prey,67,0.51193256,0.06066901,0.95,5000
ellipse,SSP5-8.5,Prey,68,0.51315486,0.06098513,0.95,5000
ellipse,SSP5-8.5,Prey,69,0.51433692,0.06131393,0.95,5000
ellipse,SSP5-8.5,Prey,70,0.5154773,0.06165499,0.95,5000
ellipse,SSP5-8.5,Prey,71,0.51657461,0.06200792,0.95,5000
ellipse,SSP5-8.5,Prey,72,0.51762751,0.06237227,0.95,5000
ellipse,SSP5-8.5,Prey,73,0.51863471,0.0627476,0.95,5000
ellipse,SSP5-8.5,Prey,74,0.519595,0.06313346,0.95,5000
ellipse,SSP5-8.5,Prey,75,0.52050719,0.06352937,0.95,5000
ellipse,SSP5-8.5,Prey,76,0.52137019,0.06393486,0.95,5000
ellipse,SSP5-8.5,Prey,77,0.52218294,0.06434943,0.95,5000
ellipse,SSP5-8.5,Prey,78,0.52294444,0.06477256,0.95,5000
ellipse,SSP5-8.5,Prey,79,0.52365377,0.06520376,0.95,5000
ellipse,SSP5-8.5,Prey,80,0.52431007,0.06564249,0.95,5000
ellipse,SSP5-8.5,Prey,81,0.52491254,0.06608822,0.95,5000
ellipse,SSP5-8.5,Prey,82,0.52546044,0.0665404,0.95,5000
ellipse,SSP5-8.5,Prey,83,0.5259531,0.06699849,0.95,5000
ellipse,SSP5-8.5,Prey,84,0.52638993,0.06746193,0.95,5000
ellipse,SSP5-8.5,Prey,85,0.52677039,0.06793014,0.95,5000
ellipse,SSP5-8.5,Prey,86,0.52709401,0.06840257,0.95,5000
ellipse,SSP5-8.5,Prey,87,0.52736042,0.06887864,0.95,5000
ellipse,SSP5-8.5,Prey,88,0.52756927,0.06935775,0.95,5000
ellipse,SSP5-8.5,Prey,89,0.52772032,0.06983935,0.95,5000
ellipse,SSP5-8.5,Prey,90,0.52781338,0.07032282,0.95,5000
ellipse,SSP5-8.5,Prey,91,0.52784834,0.07080759,0.95,5000
ellipse,SSP5-8.5,Prey,92,0.52782515,0.07129307,0.95,5000
ellipse,SSP5-8.5,Prey,93,0.52774385,0.07177866,0.95,5000
ellipse,SSP5-8.5,Prey,94,0.52760453,0.07226378,0.95,5000
ellipse,SSP5-8.5,Prey,95,0.52740737,0.07274782,0.95,5000
ellipse,SSP5-8.5,Prey,96,0.52715259,0.07323021,0.95,5000
ellipse,SSP5-8.5,Prey,97,0.52684052,0.07371035,0.95,5000
ellipse,SSP5-8.5,Prey,98,0.52647154,0.07418766,0.95,5000
ellipse,SSP5-8.5,Prey,99,0.52604608,0.07466156,0.95,5000
ellipse,SSP5-8.5,Prey,100,0.52556468,0.07513147,0.95,5000
ellipse,SSP5-8.5,Prey,101,0.52502791,0.07559681,0.95,5000
ellipse,SSP5-8.5,Prey,102,0.52443644,0.07605703,0.95,5000
ellipse,SSP5-8.5,Prey,103,0.52379098,0.07651155,0.95,5000
ellipse,SSP5-8.5,Prey,104,0.52309232,0.07695984,0.95,5000
ellipse,SSP5-8.5,Prey,105,0.52234131,0.07740133,0.95,5000
ellipse,SSP5-8.5,Prey,106,0.52153886,0.07783549,0.95,5000
ellipse,SSP5-8.5,Prey,107,0.52068596,0.0782618,0.95,5000
ellipse,SSP5-8.5,Prey,108,0.51978363,0.07867973,0.95,5000
ellipse,SSP5-8.5,Prey,109,0.51883299,0.07908878,0.95,5000
ellipse,SSP5-8.5,Prey,110,0.51783519,0.07948844,0.95,5000
ellipse,SSP5-8.5,Prey,111,0.51679144,0.07987823,0.95,5000
ellipse,SSP5-8.5,Prey,112,0.51570302,0.08025767,0.95,5000
ellipse,SSP5-8.5,Prey,113,0.51457126,0.08062631,0.95,5000
ellipse,SSP5-8.5,Prey,114,0.51339752,0.08098369,0.95,5000
ellipse,SSP5-8.5,Prey,115,0.51218325,0.08132938,0.95,5000
ellipse,SSP5-8.5,Prey,116,0.51092992,0.08166295,0.95,5000
ellipse,SSP5-8.5,Prey,117,0.50963905,0.08198401,0.95,5000
ellipse,SSP5-8.5,Prey,118,0.50831223,0.08229215,0.95,5000
ellipse,SSP5-8.5,Prey,119,0.50695106,0.082587,0.95,5000
ellipse,SSP5-8.5,Prey,120,0.50555721,0.08286821,0.95,5000
ellipse,SSP5-8.5,Prey,121,0.50413237,0.08313544,0.95,5000
ellipse,SSP5-8.5,Prey,122,0.50267828,0.08338834,0.95,5000
ellipse,SSP5-8.5,Prey,123,0.50119672,0.08362663,0.95,5000
ellipse,SSP5-8.5,Prey,124,0.49968948,0.08385,0.95,5000
ellipse,SSP5-8.5,Prey,125,0.4981584,0.08405819,0.95,5000
ellipse,SSP5-8.5,Prey,126,0.49660535,0.08425094,0.95,5000
ellipse,SSP5-8.5,Prey,127,0.49503223,0.08442802,0.95,5000
ellipse,SSP5-8.5,Prey,128,0.49344093,0.0845892,0.95,5000
ellipse,SSP5-8.5,Prey,129,0.49183342,0.08473431,0.95,5000
ellipse,SSP5-8.5,Prey,130,0.49021164,0.08486315,0.95,5000
ellipse,SSP5-8.5,Prey,131,0.48857757,0.08497557,0.95,5000
ellipse,SSP5-8.5,Prey,132,0.4869332,0.08507143,0.95,5000
ellipse,SSP5-8.5,Prey,133,0.48528053,0.08515063,0.95,5000
ellipse,SSP5-8.5,Prey,134,0.48362158,0.08521305,0.95,5000
ellipse,SSP5-8.5,Prey,135,0.48195837,0.08525863,0.95,5000
ellipse,SSP5-8.5,Prey,136,0.48029293,0.08528731,0.95,5000
ellipse,SSP5-8.5,Prey,137,0.47862728,0.08529905,0.95,5000
ellipse,SSP5-8.5,Prey,138,0.47696346,0.08529384,0.95,5000
ellipse,SSP5-8.5,Prey,139,0.47530348,0.08527169,0.95,5000
ellipse,SSP5-8.5,Prey,140,0.47364938,0.08523262,0.95,5000
ellipse,SSP5-8.5,Prey,141,0.47200317,0.08517668,0.95,5000
ellipse,SSP5-8.5,Prey,142,0.47036685,0.08510394,0.95,5000
ellipse,SSP5-8.5,Prey,143,0.46874242,0.08501449,0.95,5000
ellipse,SSP5-8.5,Prey,144,0.46713186,0.08490844,0.95,5000
ellipse,SSP5-8.5,Prey,145,0.46553712,0.08478591,0.95,5000
ellipse,SSP5-8.5,Prey,146,0.46396016,0.08464705,0.95,5000
ellipse,SSP5-8.5,Prey,147,0.46240289,0.08449204,0.95,5000
ellipse,SSP5-8.5,Prey,148,0.46086722,0.08432107,0.95,5000
ellipse,SSP5-8.5,Prey,149,0.459355,0.08413433,0.95,5000
ellipse,SSP5-8.5,Prey,150,0.45786809,0.08393207,0.95,5000
ellipse,SSP5-8.5,Prey,151,0.45640829,0.08371452,0.95,5000
ellipse,SSP5-8.5,Prey,152,0.45497739,0.08348194,0.95,5000
ellipse,SSP5-8.5,Prey,153,0.45357713,0.08323464,0.95,5000
ellipse,SSP5-8.5,Prey,154,0.45220921,0.0829729,0.95,5000
ellipse,SSP5-8.5,Prey,155,0.4508753,0.08269704,0.95,5000
ellipse,SSP5-8.5,Prey,156,0.44957702,0.0824074,0.95,5000
ellipse,SSP5-8.5,Prey,157,0.44831596,0.08210434,0.95,5000
ellipse,SSP5-8.5,Prey,158,0.44709366,0.08178822,0.95,5000
ellipse,SSP5-8.5,Prey,159,0.4459116,0.08145942,0.95,5000
ellipse,SSP5-8.5,Prey,160,0.44477122,0.08111835,0.95,5000
ellipse,SSP5-8.5,Prey,161,0.44367391,0.08076543,0.95,5000
ellipse,SSP5-8.5,Prey,162,0.44262102,0.08040108,0.95,5000
ellipse,SSP5-8.5,Prey,163,0.44161381,0.08002575,0.95,5000
ellipse,SSP5-8.5,Prey,164,0.44065352,0.07963989,0.95,5000
ellipse,SSP5-8.5,Prey,165,0.43974133,0.07924397,0.95,5000
ellipse,SSP5-8.5,Prey,166,0.43887833,0.07883849,0.95,5000
ellipse,SSP5-8.5,Prey,167,0.43806559,0.07842392,0.95,5000
ellipse,SSP5-8.5,Prey,168,0.43730408,0.07800078,0.95,5000
ellipse,SSP5-8.5,Prey,169,0.43659475,0.07756959,0.95,5000
ellipse,SSP5-8.5,Prey,170,0.43593845,0.07713086,0.95,5000
ellipse,SSP5-8.5,Prey,171,0.43533598,0.07668513,0.95,5000
ellipse,SSP5-8.5,Prey,172,0.43478809,0.07623294,0.95,5000
ellipse,SSP5-8.5,Prey,173,0.43429542,0.07577485,0.95,5000
ellipse,SSP5-8.5,Prey,174,0.4338586,0.07531142,0.95,5000
ellipse,SSP5-8.5,Prey,175,0.43347814,0.0748432,0.95,5000
ellipse,SSP5-8.5,Prey,176,0.43315451,0.07437078,0.95,5000
ellipse,SSP5-8.5,Prey,177,0.4328881,0.07389471,0.95,5000
ellipse,SSP5-8.5,Prey,178,0.43267925,0.07341559,0.95,5000
ellipse,SSP5-8.5,Prey,179,0.4325282,0.072934,0.95,5000
ellipse,SSP5-8.5,Prey,180,0.43243514,0.07245053,0.95,5000
ellipse,SSP5-8.5,Prey,181,0.43240018,0.07196575,0.95,5000
ellipse,SSP5-8.5,Predator,1,0.09994682,0.08447801,0.95,5000
ellipse,SSP5-8.5,Predator,2,0.09982289,0.08158815,0.95,5000
ellipse,SSP5-8.5,Predator,3,0.09993076,0.07868253,0.95,5000
ellipse,SSP5-8.5,Predator,4,0.1002703,0.07576469,0.95,5000
ellipse,SSP5-8.5,Predator,5,0.1008411,0.07283818,0.95,5000
ellipse,SSP5-8.5,Predator,6,0.10164246,0.06990656,0.95,5000
ellipse,SSP5-8.5,Predator,7,0.10267341,0.06697342,0.95,5000
ellipse,SSP5-8.5,Predator,8,0.10393268,0.06404232,0.95,5000
ellipse,SSP5-8.5,Predator,9,0.10541875,0.06111684,0.95,5000
ellipse,SSP5-8.5,Predator,10,0.1071298,0.05820053,0.95,5000
ellipse,SSP5-8.5,Predator,11,0.10906375,0.05529696,0.95,5000
ellipse,SSP5-8.5,Predator,12,0.11121824,0.05240966,0.95,5000
ellipse,SSP5-8.5,Predator,13,0.11359066,0.04954214,0.95,5000
ellipse,SSP5-8.5,Predator,14,0.11617809,0.04669791,0.95,5000
ellipse,SSP5-8.5,Predator,15,0.11897741,0.04388042,0.95,5000
ellipse,SSP5-8.5,Predator,16,0.12198519,0.04109311,0.95,5000
ellipse,SSP5-8.5,Predator,17,0.12519777,0.03833937,0.95,5000
ellipse,SSP5-8.5,Predator,18,0.12861123,0.03562257,0.95,5000
ellipse,SSP5-8.5,Predator,19,0.13222142,0.032946,0.95,5000
ellipse,SSP5-8.5,Predator,20,0.13602394,0.03031294,0.95,5000
ellipse,SSP5-8.5,Predator,21,0.14001416,0.02772658,0.95,5000
ellipse,SSP5-8.5,Predator,22,0.14418721,0.02519009,0.95,5000
ellipse,SSP5-8.5,Predator,23,0.14853802,0.02270654,0.95,5000
ellipse,SSP5-8.5,Predator,24,0.15306127,0.02027897,0.95,5000
ellipse,SSP5-8.5,Predator,25,0.15775146,0.01791034,0.95,5000
ellipse,SSP5-8.5,Predator,26,0.16260287,0.01560352,0.95,5000
ellipse,SSP5-8.5,Predator,27,0.1676096,0.01336134,0.95,5000
ellipse,SSP5-8.5,Predator,28,0.17276555,0.01118651,0.95,5000
ellipse,SSP5-8.5,Predator,29,0.17806442,0.0090817,0.95,5000
ellipse,SSP5-8.5,Predator,30,0.18349977,0.00704946,0.95,5000
ellipse,SSP5-8.5,Predator,31,0.18906498,0.00509228,0.95,5000
ellipse,SSP5-8.5,Predator,32,0.19475325,0.00321253,0.95,5000
ellipse,SSP5-8.5,Predator,33,0.20055768,0.00141251,0.95,5000
ellipse,SSP5-8.5,Predator,34,0.20647117,-0.0003056,0.95,5000
ellipse,SSP5-8.5,Predator,35,0.21248653,-0.00193969,0.95,5000
ellipse,SSP5-8.5,Predator,36,0.21859643,-0.00348777,0.95,5000
ellipse,SSP5-8.5,Predator,37,0.22479342,-0.00494797,0.95,5000
ellipse,SSP5-8.5,Predator,38,0.23106996,-0.00631849,0.95,5000
ellipse,SSP5-8.5,Predator,39,0.23741839,-0.00759768,0.95,5000
ellipse,SSP5-8.5,Predator,40,0.24383099,-0.00878398,0.95,5000
ellipse,SSP5-8.5,Predator,41,0.25029994,-0.00987592,0.95,5000
ellipse,SSP5-8.5,Predator,42,0.25681735,-0.0108722,0.95,5000
ellipse,SSP5-8.5,Predator,43,0.2633753,-0.01177159,0.95,5000
ellipse,SSP5-8.5,Predator,44,0.26996578,-0.012573,0.95,5000
ellipse,SSP5-8.5,Predator,45,0.27658077,-0.01327545,0.95,5000
ellipse,SSP5-8.5,Predator,46,0.28321221,-0.01387808,0.95,5000
ellipse,SSP5-8.5,Predator,47,0.28985201,-0.01438017,0.95,5000
ellipse,SSP5-8.5,Predator,48,0.2964921,-0.01478109,0.95,5000
ellipse,SSP5-8.5,Predator,49,0.30312438,-0.01508037,0.95,5000
ellipse,SSP5-8.5,Predator,50,0.30974077,-0.01527763,0.95,5000
ellipse,SSP5-8.5,Predator,51,0.31633321,-0.01537264,0.95,5000
ellipse,SSP5-8.5,Predator,52,0.32289367,-0.01536528,0.95,5000
ellipse,SSP5-8.5,Predator,53,0.32941414,-0.01525555,0.95,5000
ellipse,SSP5-8.5,Predator,54,0.3358867,-0.0150436,0.95,5000
ellipse,SSP5-8.5,Predator,55,0.34230346,-0.01472969,0.95,5000
ellipse,SSP5-8.5,Predator,56,0.34865659,-0.01431418,0.95,5000
ellipse,SSP5-8.5,Predator,57,0.35493835,-0.0137976,0.95,5000
ellipse,SSP5-8.5,Predator,58,0.3611411,-0.01318056,0.95,5000
ellipse,SSP5-8.5,Predator,59,0.36725727,-0.01246383,0.95,5000
ellipse,SSP5-8.5,Predator,60,0.37327942,-0.01164827,0.95,5000
ellipse,SSP5-8.5,Predator,61,0.3792002,-0.01073488,0.95,5000
ellipse,SSP5-8.5,Predator,62,0.38501241,-0.00972477,0.95,5000
ellipse,SSP5-8.5,Predator,63,0.39070896,-0.00861917,0.95,5000
ellipse,SSP5-8.5,Predator,64,0.39628291,-0.00741942,0.95,5000
ellipse,SSP5-8.5,Predator,65,0.40172747,-0.006127,0.95,5000
ellipse,SSP5-8.5,Predator,66,0.40703601,-0.00474348,0.95,5000
ellipse,SSP5-8.5,Predator,67,0.41220206,-0.00327053,0.95,5000
ellipse,SSP5-8.5,Predator,68,0.41721932,-0.00170996,0.95,5000
ellipse,SSP5-8.5,Predator,69,0.42208169,-0.00006366,0.95,5000
ellipse,SSP5-8.5,Predator,70,0.42678324,0.00166635,0.95,5000
ellipse,SSP5-8.5,Predator,71,0.43131823,0.00347798,0.95,5000
ellipse,SSP5-8.5,Predator,72,0.43568115,0.005369,0.95,5000
ellipse,SSP5-8.5,Predator,73,0.43986669,0.00733713,0.95,5000
ellipse,SSP5-8.5,Predator,74,0.44386973,0.00937996,0.95,5000
ellipse,SSP5-8.5,Predator,75,0.4476854,0.011495,0.95,5000
ellipse,SSP5-8.5,Predator,76,0.45130906,0.01367967,0.95,5000
ellipse,SSP5-8.5,Predator,77,0.45473629,0.01593132,0.95,5000
ellipse,SSP5-8.5,Predator,78,0.45796292,0.0182472,0.95,5000
ellipse,SSP5-8.5,Predator,79,0.460985,0.02062449,0.95,5000
ellipse,SSP5-8.5,Predator,80,0.46379887,0.02306029,0.95,5000
ellipse,SSP5-8.5,Predator,81,0.46640109,0.02555164,0.95,5000
ellipse,SSP5-8.5,Predator,82,0.4687885,0.0280955,0.95,5000
ellipse,SSP5-8.5,Predator,83,0.47095817,0.03068876,0.95,5000
ellipse,SSP5-8.5,Predator,84,0.47290748,0.03332828,0.95,5000
ellipse,SSP5-8.5,Predator,85,0.47463404,0.03601083,0.95,5000
ellipse,SSP5-8.5,Predator,86,0.47613576,0.03873315,0.95,5000
ellipse,SSP5-8.5,Predator,87,0.47741079,0.04149193,0.95,5000
ellipse,SSP5-8.5,Predator,88,0.4784576,0.04428378,0.95,5000
ellipse,SSP5-8.5,Predator,89,0.4792749,0.04710533,0.95,5000
ellipse,SSP5-8.5,Predator,90,0.47986169,0.04995313,0.95,5000
ellipse,SSP5-8.5,Predator,91,0.48021727,0.05282371,0.95,5000
ellipse,SSP5-8.5,Predator,92,0.4803412,0.05571357,0.95,5000
ellipse,SSP5-8.5,Predator,93,0.48023333,0.05861919,0.95,5000
ellipse,SSP5-8.5,Predator,94,0.47989379,0.06153703,0.95,5000
ellipse,SSP5-8.5,Predator,95,0.47932299,0.06446354,0.95,5000
ellipse,SSP5-8.5,Predator,96,0.47852163,0.06739516,0.95,5000
ellipse,SSP5-8.5,Predator,97,0.47749068,0.0703283,0.95,5000
ellipse,SSP5-8.5,Predator,98,0.47623141,0.0732594,0.95,5000
ellipse,SSP5-8.5,Predator,99,0.47474534,0.07618488,0.95,5000
ellipse,SSP5-8.5,Predator,100,0.47303429,0.07910119,0.95,5000
ellipse,SSP5-8.5,Predator,101,0.47110034,0.08200476,0.95,5000
ellipse,SSP5-8.5,Predator,102,0.46894585,0.08489206,0.95,5000
ellipse,SSP5-8.5,Predator,103,0.46657343,0.08775958,0.95,5000
ellipse,SSP5-8.5,Predator,104,0.46398599,0.09060381,0.95,5000
ellipse,SSP5-8.5,Predator,105,0.46118668,0.0934213,0.95,5000
ellipse,SSP5-8.5,Predator,106,0.4581789,0.09620861,0.95,5000
ellipse,SSP5-8.5,Predator,107,0.45496632,0.09896235,0.95,5000
