component,eigenvalue,variance_percent,cumulative_percent
PC1,2.74218074172074,54.8436148344149,54.8436148344149
PC2,0.950609993591873,19.0121998718375,73.8558147062524
PC3,0.847874469874095,16.9574893974819,90.8133041037343
PC4,0.401133866411164,8.02267732822328,98.8359814319575
PC5,0.0582009284021227,1.16401856804245,100
