run,species,scenario,gonad_future,somatic_future,enet_future,mbi_future,latin,short_label,group,species_order,gonad_base,somatic_base,enet_base,mbi_base,gonad_response,somatic_response,enet_response,mbi_response,joint_tissue_response,allocation_bias
2,TodarodesPacificus,SSP5-8.5,0.0197387435271605,5.56092971419753e-05,3.38463155061728,0.0617875243436916,Todarodes pacificus,T. pacificus,Invertebrate,6,0.0185045973866667,4.75272318833333e-05,3.237582968,0.0294956678159945,0.0931464111592881,0.226571725159759,0.064081626718044,1.06681249595445,0.159859068159524,-0.133425314000471
2,TrachurusJaponicus,SSP1-2.6,5.36638392238272,0.00427116183864198,88.6491434259259,0.00489291815710345,Trachurus japonicus,Trach. japonicus,Mid-trophic species,14,5.24438083366667,0.00390994373116667,79.8643928166667,0.00458986903549226,0.0331778174983103,0.12748071863971,0.150554263772954,0.0922421620406198,0.0803292680690099,-0.0943029011413992
2,TrachurusJaponicus,SSP5-8.5,5.17955349868056,0.00424364758298611,85.1772675617284,0.00598202609419251,Trachurus japonicus,Trach. japonicus,Mid-trophic species,14,5.24438083366667,0.00390994373116667,79.8643928166667,0.00458986903549226,-0.0179447178991159,0.118157005945275,0.0929160224452077,0.382181214399202,0.0501061440230798,-0.136101723844391
2,TrachysalambriaCurvirostris,SSP1-2.6,0.365377276134938,0.000135023539064198,8.38510332765432,0.0100190345232449,Trachysalambria curvirostris,T. curvirostris,Invertebrate,7,0.317402190808333,0.000129823796851667,7.36522010716667,0.00641859418140184,0.203074825260031,0.0566560833744416,0.187099921521058,0.642414237081852,0.129865454317236,0.146418741885589
2,TrachysalambriaCurvirostris,SSP5-8.5,0.375037699998765,0.00014062001133821,8.41362914895062,0.0115783572499619,Trachysalambria curvirostris,T. curvirostris,Invertebrate,7,0.317402190808333,0.000129823796851667,7.36522010716667,0.00641859418140184,0.240723541119128,0.115247060677338,0.191999588866204,0.851101322767751,0.177985300898233,0.12547648044179
2,TrichiurusJaponicus,SSP1-2.6,0.0355284539216702,0.000275054084742504,1.52344696401411,0.178752834566324,Trichiurus japonicus,Trich. japonicus,Predator,3,0.0313350550169524,0.000231994867314286,1.4227472902381,0.136736494312923,0.181197382659129,0.245622440830444,0.0986598444226354,0.386567776847507,0.213409911744786,-0.0644250581713149
2,TrichiurusJaponicus,SSP5-8.5,0.0347614416200238,0.000276142558114638,1.51310075080071,0.188004940625925,Trichiurus japonicus,Trich. japonicus,Predator,3,0.0313350550169524,0.000231994867314286,1.4227472902381,0.136736494312923,0.149710388412676,0.251320360793164,0.0888286218247614,0.459372232615355,0.20051537460292,-0.101609972380488
3,DecapterusMaruadsi,SSP1-2.6,0.667318351893004,0.0527983412,38.4179033415638,0.011421902522717,Decapterus maruadsi,D. maruadsi,Mid-trophic species,10,0.657191971555556,0.0485214316911111,36.5538565666667,0.0110762231596791,0.0220603238683318,0.121870484428509,0.071755162164242,0.0443369514499797,0.0719654041484204,-0.0998101605601774
3,DecapterusMaruadsi,SSP5-8.5,0.657725948312757,0.055141616435391,40.007066255144,0.0126334488136183,Decapterus maruadsi,D. maruadsi,Mid-trophic species,10,0.657191971555556,0.0485214316911111,36.5538565666667,0.0110762231596791,0.00117173193896099,0.184519439723901,0.130231214917935,0.189782509173898,0.0928455858314312,-0.18334770778494
3,EngraulisJaponicus,SSP1-2.6,0.745840770288066,0.000499776831385185,17.2864943802469,0.0525296131872844,Engraulis japonicus,E. japonicus,Prey,1,0.705237084222222,0.000348451977508889,15.8699141788889,0.0433386242253237,0.0807593226671444,0.520324180264909,0.123351000466603,0.277477604811564,0.300541751466027,-0.439564857597765
3,EngraulisJaponicus,SSP5-8.5,0.735921927148148,0.000616323452399177,18.292334672428,0.062204856492125,Engraulis japonicus,E. japonicus,Prey,1,0.705237084222222,0.000348451977508889,15.8699141788889,0.0433386242253237,0.061444381649274,0.822727847353932,0.20494489331483,0.521373863506293,0.442086114501603,-0.761283465704658
3,LarimichthysPolyactis,SSP1-2.6,0.257758820041975,0.172619568350207,38.1455378362963,0.00659614204820631,Larimichthys polyactis,L. polyactis,Mid-trophic species,13,0.253761918906667,0.138274460462485,34.2812290933333,0.00506960496318715,0.0225462092377477,0.320061306567691,0.154095468617949,0.379749134554432,0.171303757902719,-0.297515097329943
3,LarimichthysPolyactis,SSP5-8.5,0.25136076091358,0.193169089699881,41.4426701061728,0.00775226412374154,Larimichthys polyactis,L. polyactis,Mid-trophic species,13,0.253761918906667,0.138274460462485,34.2812290933333,0.00506960496318715,-0.0137161325778065,0.482329544427185,0.273698121614137,0.612744391917908,0.234306705924689,-0.496045677004991
3,MiichthysMiiuy,SSP1-2.6,0.533746616827161,0.151543398842593,118.239907351852,0.00601026673840649,Miichthys miiuy,M. miiuy,Predator,5,0.4719922266,0.126426841958333,120.061725416667,0.00359606523630369,0.177391920636757,0.261428212626783,-0.0220592621543829,0.741009826773493,0.21941006663177,-0.0840362919900264
3,MiichthysMiiuy,SSP5-8.5,0.571005045049383,0.176578909382716,118.057994376543,0.00719583790756723,Miichthys miiuy,M. miiuy,Predator,5,0.4719922266,0.126426841958333,120.061725416667,0.00359606523630369,0.274740392861461,0.482010239752753,-0.0242805683723319,1.00074349595552,0.378375316307107,-0.207269846891292
3,MuraenesoxCinereus,SSP1-2.6,0.233028246508642,0.312491245616049,33.8040942074074,0.000614575726976172,Muraenesox cinereus,M. cinereus,Predator,4,0.22462971984,0.242296961328,30.1284859866667,0.000436966128991932,0.0529560242449059,0.367039461597875,0.166069813544009,0.492069333035845,0.209997742921391,-0.31408343735297
3,MuraenesoxCinereus,SSP5-8.5,0.22492698534321,0.353704306771111,35.0255777925926,0.000803128743234036,Muraenesox cinereus,M. cinereus,Predator,4,0.22462971984,0.242296961328,30.1284859866667,0.000436966128991932,0.00190793964307204,0.545767473765265,0.217280673386071,0.878109818398325,0.273837706704169,-0.543859534122193
3,PampusArgenteus,SSP1-2.6,1.69047884147199,0.338279346250902,87.9826792115227,0.001462649978685,Pampus argenteus,P. argenteus,Mid-trophic species,12,1.75946755533333,0.250241207466667,82.7361345833334,0.00126716717089217,-0.0577069518157868,0.434895716550276,0.0887019775530288,0.206977700384615,0.188594382367245,-0.492602668366063
3,PampusArgenteus,SSP5-8.5,1.8065913513786,0.452797140360082,97.7053965740741,0.00167232553671208,Pampus argenteus,P. argenteus,Mid-trophic species,12,1.75946755533333,0.250241207466667,82.7361345833334,0.00126716717089217,0.0381312963908942,0.85554546777647,0.239920692239136,0.400248846924001,0.446838382083682,-0.817414171385576
3,PennahiaArgentata,SSP1-2.6,0.231962115901235,1.1489523981315,37.7755086899471,0.00372379343382401,Pennahia argentata,P. argentata,Mid-trophic species,11,0.219676790928571,0.864554900606238,33.2549573238095,0.00281291539977978,0.0785067477048784,0.410289542088538,0.183881763528752,0.404706882639283,0.244398144896708,-0.331782794383659
3,PennahiaArgentata,SSP5-8.5,0.227662126202822,1.28409074448328,39.6824209823633,0.00425095906187259,Pennahia argentata,P. argentata,Mid-trophic species,11,0.219676790928571,0.864554900606238,33.2549573238095,0.00281291539977978,0.0515118495122327,0.57071767352835,0.254930626189673,0.59572220208455,0.311114761520291,-0.519205824016117
3,PortunusTrituberculatus,SSP1-2.6,0.000568834961728395,1.73249843703704e-07,0.788134817037037,0.0316026213473979,Portunus trituberculatus,P. trituberculatus,Invertebrate,8,0.000598492773133333,1.60919569166667e-07,0.61102692,0.0159621477763221,-0.0733236879814871,0.106514270320792,0.367206493587794,0.98538944530269,0.0165952911696523,-0.179837958302279
3,PortunusTrituberculatus,SSP5-8.5,0.000681451325234568,1.80774983296296e-07,0.739642421481482,0.0332755064920843,Portunus trituberculatus,P. trituberculatus,Invertebrate,8,0.000598492773133333,1.60919569166667e-07,0.61102692,0.0159621477763221,0.187276785190632,0.167855262431098,0.27559202927615,1.05980584030222,0.177566023810865,0.019421522759534
3,ScomberJaponicus,SSP1-2.6,0.0803029441785185,0.000427372342765432,3.93211216901235,0.169069248258468,Scomber japonicus,S. japonicus,Mid-trophic species,9,0.0757461126209524,0.000415013324219048,3.73924673666667,0.150010684964865,0.0842810331201861,0.0423358918921589,0.072556805641576,0.172549009361769,0.0633084625061725,0.0419451412280272
