species,scenario,metric,estimate,lo,hi,latin,group,species_order,pct,pct_lo,pct_hi
MiichthysMiiuy,SSP5-8.5,maintenance,0.698851486858733,0.693325100300895,0.704588383765242,Miichthys miiuy,Predator,5,101.144121366728,100.035587113921,102.301380819472
MiichthysMiiuy,SSP5-8.5,enet,-0.183693062165059,-0.191160219088309,-0.176607108669035,Miichthys miiuy,Predator,5,-16.7808804406199,-17.3999763455992,-16.189099439259
MiichthysMiiuy,SSP5-8.5,mbi,1.18011168000428,1.17016141444246,1.19083563007248,Miichthys miiuy,Predator,5,225.473767171031,222.251275665001,228.982913925804
MiichthysMiiuy,SSP5-8.5,age_mature,-0.000769726187393105,-0.00418673972005068,0.00257092856713065,Miichthys miiuy,Predator,5,-0.0769430024184392,-0.41779875439304,0.257423623796704
MiichthysMiiuy,SSP5-8.5,ingestion_age_standardized,-0.0217864963225728,-0.0263373994935364,-0.0174525414029704,Miichthys miiuy,Predator,5,-2.15508847636489,-2.59935951048733,-1.73011279318138
MiichthysMiiuy,SSP5-8.5,maintenance_age_standardized,0.694575024521793,0.681932188700644,0.707327629783356,Miichthys miiuy,Predator,5,100.285772763276,97.769532344672,102.856293745872
MiichthysMiiuy,SSP5-8.5,enet_age_standardized,0.0172374000286706,0.00993596206495674,0.0247821343657244,Miichthys miiuy,Predator,5,1.73868213187227,0.998548762816931,2.50917639271102
MiichthysMiiuy,SSP5-8.5,mbi_age_standardized,0.715976536291905,0.701663134575711,0.730782184421219,Miichthys miiuy,Predator,5,104.618387975041,101.710463580653,107.670433834385
MiichthysMiiuy,SSP5-8.5,length_age1,0.0465043524136687,0.0411312445671488,0.0520847824599001,Miichthys miiuy,Predator,5,4.7602638658655,4.19888519475198,5.3465054085988
MiichthysMiiuy,SSP5-8.5,age_standardized_size,0.0655659044875667,0.0613865104712113,0.0696426466139959,Miichthys miiuy,Predator,5,6.77631053749894,6.3309815151015,7.21249852963926
MiichthysMiiuy,SSP5-8.5,max_realized_size,0.0709721493615222,0.067607408299373,0.0745685661026073,Miichthys miiuy,Predator,5,7.35513263621213,6.99451744179953,7.74192154261477
MiichthysMiiuy,SSP5-8.5,reproductive_allocation,0.137956204986659,0.114206520341867,0.161664284747952,Miichthys miiuy,Predator,5,14.7925275770533,12.0983606898182,17.5465553358802
MiichthysMiiuy,SSP5-8.5,egg_production,0.207559788052977,0.188495916685719,0.226821854197459,Miichthys miiuy,Predator,5,23.0671294081078,20.7432152651597,25.4606345176815
MiichthysMiiuy,SSP5-8.5,eggs_per_biomass,-0.0139820597600548,-0.0246214663497097,-0.00319123746148432,Miichthys miiuy,Predator,5,-1.38847647518948,-2.43208304667164,-0.318615087548979
MiichthysMiiuy,SSP5-8.5,mean_size,0.180153302704018,0.170447815884553,0.189799906964002,Miichthys miiuy,Predator,5,19.7400913849926,18.5835768528532,20.900765943986
MiichthysMiiuy,SSP5-8.5,biomass,0.217870025290935,0.202744027738756,0.233220696799946,Miichthys miiuy,Predator,5,24.3425443255518,22.4758923808666,26.2660113625778
MiichthysMiiuy,SSP5-8.5,abundance,0.00152257712593971,-0.028381759821536,0.0328064522290545,Miichthys miiuy,Predator,5,0.15237368349994,-2.79827811589297,3.33505171958108
MiichthysMiiuy,SSP5-8.5,yield,0.23562530356125,0.220316528151396,0.251786261550611,Miichthys miiuy,Predator,5,26.5699968034727,24.6471211380256,28.6321071629255
MiichthysMiiuy,SSP5-8.5,mean_tl,-0.0046455334686224,-0.00522158124735856,-0.00410329025753709,Miichthys miiuy,Predator,5,-0.463475966782567,-0.52079724887133,-0.409488326477625
MuraenesoxCinereus,SSP1-2.6,ingestion,-0.274265831722398,-0.277583400063434,-0.270804959723352,Muraenesox cinereus,Predator,4,-23.9870018261654,-24.2387622952216,-23.723474815632
MuraenesoxCinereus,SSP1-2.6,maintenance,0.402965622291391,0.396858995380437,0.409301051668088,Muraenesox cinereus,Predator,4,49.6255452945449,48.714622077957,50.5764965311636
MuraenesoxCinereus,SSP1-2.6,enet,0.0959401963637746,0.0933661179746969,0.0984046763335279,Muraenesox cinereus,Predator,4,10.0693236567723,9.78636092980696,10.3409218368798
MuraenesoxCinereus,SSP1-2.6,mbi,0.677075817142257,0.669142386988471,0.684883597092998,Muraenesox cinereus,Predator,4,96.8114183744354,95.2562059747594,98.3540932167847
MuraenesoxCinereus,SSP1-2.6,age_mature,0.0208144157788554,0.0193096251792519,0.0222757910242118,Muraenesox cinereus,Predator,4,2.10325465235832,1.94972617764204,2.2525749010609
MuraenesoxCinereus,SSP1-2.6,ingestion_age_standardized,-0.0180863896421881,-0.0188190203381744,-0.0173451382263987,Muraenesox cinereus,Predator,4,-1.79238125169439,-1.86430481784589,-1.71955772832043
MuraenesoxCinereus,SSP1-2.6,maintenance_age_standardized,0.340387356159047,0.334595494727274,0.345924634656865,Muraenesox cinereus,Predator,4,40.5491911082083,39.7375025318928,41.3296098258465
MuraenesoxCinereus,SSP1-2.6,enet_age_standardized,0.114725594414635,0.112107046801679,0.117379781509598,Muraenesox cinereus,Predator,4,12.1565631468385,11.8632600278172,12.4546430542895
MuraenesoxCinereus,SSP1-2.6,mbi_age_standardized,0.358459237122667,0.352583048257176,0.364071505264369,Muraenesox cinereus,Predator,4,43.112269426031,42.2737806737713,43.9177119219259
MuraenesoxCinereus,SSP1-2.6,length_age1,0.0216432484123778,0.0199692926188582,0.0232622704899818,Muraenesox cinereus,Predator,4,2.18791624210062,2.01700127963573,2.35349473601123
MuraenesoxCinereus,SSP1-2.6,age_standardized_size,0.0698513515935325,0.0680180432837143,0.071564363062091,Muraenesox cinereus,Predator,4,7.234876647082,7.03846215579485,7.41872864594113
MuraenesoxCinereus,SSP1-2.6,max_realized_size,0.0303284596230073,0.0268810051170046,0.0336362886128759,Muraenesox cinereus,Predator,4,3.07930522530184,2.72455585253699,3.42083849479278
MuraenesoxCinereus,SSP1-2.6,reproductive_allocation,0.0308649743031623,0.023495329936284,0.0381237920325971,Muraenesox cinereus,Predator,4,3.13462362401495,2.37735196478976,3.88598274884677
MuraenesoxCinereus,SSP1-2.6,egg_production,0.144038145422825,0.138987694097546,0.149466865470909,Muraenesox cinereus,Predator,4,15.4928162907779,14.9109959081531,16.1214993862548
MuraenesoxCinereus,SSP1-2.6,eggs_per_biomass,0.00247771802094078,-0.00200035576124837,0.00716661617579751,Muraenesox cinereus,Predator,4,0.248079010096181,-0.199835638304069,0.719235782627004
MuraenesoxCinereus,SSP1-2.6,mean_size,0.0353532151762913,0.0326132778730355,0.0380903913114644,Muraenesox cinereus,Predator,4,3.59855700076994,3.31509196542934,3.88251294005475
MuraenesoxCinereus,SSP1-2.6,biomass,0.140710315384602,0.134085377984298,0.147054800754755,Muraenesox cinereus,Predator,4,15.109114628592,14.3490444386292,15.8417443440674
MuraenesoxCinereus,SSP1-2.6,abundance,0.111554875925923,0.102299912338614,0.120122079108361,Muraenesox cinereus,Predator,4,11.8015094435688,10.7715639502799,12.7634503791755
MuraenesoxCinereus,SSP1-2.6,yield,0.146393173596106,0.139738839027805,0.153158690659322,Muraenesox cinereus,Predator,4,15.7651256492038,14.9973431457455,16.5509919805776
MuraenesoxCinereus,SSP1-2.6,mean_tl,-0.000963573796054671,-0.00129960403153529,-0.000604727625009698,Muraenesox cinereus,Predator,4,-0.096310970789748,-0.129875991192929,-0.0604544814111652
MuraenesoxCinereus,SSP5-8.5,ingestion,-0.268179222297986,-0.271531820961412,-0.264678309548873,Muraenesox cinereus,Predator,4,-23.5229295143486,-23.7788971205598,-23.2547207494675
MuraenesoxCinereus,SSP5-8.5,maintenance,0.628028155114595,0.621751842291089,0.634123320414173,Muraenesox cinereus,Predator,4,87.3911870285465,86.2187444752489,88.5368552609019
MuraenesoxCinereus,SSP5-8.5,enet,0.0998661894778408,0.0974049322329094,0.102456721043457,Muraenesox cinereus,Predator,4,10.5023044471767,10.2306642750735,10.7889352577069
MuraenesoxCinereus,SSP5-8.5,mbi,0.896084412692257,0.888414473650507,0.904193635340611,Muraenesox cinereus,Predator,4,144.999115094825,143.127174827496,146.993944795302
MuraenesoxCinereus,SSP5-8.5,age_mature,0.0176693175381492,0.0162882650624707,0.0190816101857094,Muraenesox cinereus,Predator,4,1.78263434125743,1.64216420276224,1.9264827615104
MuraenesoxCinereus,SSP5-8.5,ingestion_age_standardized,-0.0220481505738304,-0.0227944226934431,-0.0213114717972815,Muraenesox cinereus,Predator,4,-2.18068666434558,-2.25365925855469,-2.10859870269907
MuraenesoxCinereus,SSP5-8.5,maintenance_age_standardized,0.565401915322232,0.559824803569721,0.570896153080376,Muraenesox cinereus,Predator,4,76.0155073870412,75.0365815589279,76.985239965005
MuraenesoxCinereus,SSP5-8.5,enet_age_standardized,0.151889601996769,0.149134962909327,0.154415683378793,Muraenesox cinereus,Predator,4,16.4031722560537,16.0829647583783,16.697587844609
MuraenesoxCinereus,SSP5-8.5,mbi_age_standardized,0.587437816030984,0.581999679208409,0.592605486680843,Muraenesox cinereus,Predator,4,79.9372181545203,78.9613507977953,80.8694811750605
MuraenesoxCinereus,SSP5-8.5,length_age1,0.0318618381198549,0.0302775637686143,0.0334634252481242,Muraenesox cinereus,Predator,4,3.237486059956,3.0740590494976,3.40296236577353
MuraenesoxCinereus,SSP5-8.5,age_standardized_size,0.0943554951428962,0.0924384508098067,0.0962337149458469,Muraenesox cinereus,Predator,4,9.89503479954859,9.68456295224056,10.1016357904556
MuraenesoxCinereus,SSP5-8.5,max_realized_size,0.0602262488197258,0.0568957842843678,0.0632350406195124,Muraenesox cinereus,Predator,4,6.2076812989732,5.85454875713973,6.52771932199214
MuraenesoxCinereus,SSP5-8.5,reproductive_allocation,0.013825544240387,0.00693183919743253,0.0208218716030813,Muraenesox cinereus,Predator,4,1.39215590525665,0.695592000403211,2.10401591911582
MuraenesoxCinereus,SSP5-8.5,egg_production,0.176483155728162,0.171012053922171,0.182203203917598,Muraenesox cinereus,Predator,4,19.301433113265,18.6505050975054,19.9857984952483
MuraenesoxCinereus,SSP5-8.5,eggs_per_biomass,0.0181076043645873,0.0133364889054266,0.0226705513190237,Muraenesox cinereus,Predator,4,1.82725410646274,1.34258165375221,2.2929481260229
MuraenesoxCinereus,SSP5-8.5,mean_size,0.0380707011780672,0.0354275770113979,0.0407013276725537,Muraenesox cinereus,Predator,4,3.88046749965489,3.60626106602358,4.15409796169268
MuraenesoxCinereus,SSP5-8.5,biomass,0.157133270813423,0.150762172740836,0.163840818887841,Muraenesox cinereus,Predator,4,17.0151550558751,16.27200986622,17.8026780554059
MuraenesoxCinereus,SSP5-8.5,abundance,0.0988977709262472,0.0900170631872946,0.108096706058241,Muraenesox cinereus,Predator,4,10.3953437652699,9.41929539652326,11.4155485762105
MuraenesoxCinereus,SSP5-8.5,yield,0.163340640733275,0.156476991522616,0.169975250764989,Muraenesox cinereus,Predator,4,17.7437704626668,16.9383856267501,18.5275516295052
MuraenesoxCinereus,SSP5-8.5,mean_tl,-0.000293535380684892,-0.000641870449370365,5.5663743867931e-05,Muraenesox cinereus,Predator,4,-0.0293492303390042,-0.0641664494601235,0.00556652931229529
PampusArgenteus,SSP1-2.6,ingestion,-0.433093005724077,-0.438740349831925,-0.426748190716611,Pampus argenteus,Mid-trophic species,12,-35.1499825228214,-35.515180716392,-34.7372130705162
PampusArgenteus,SSP1-2.6,maintenance,0.263522900606488,0.259212492571663,0.267758115582264,Pampus argenteus,Mid-trophic species,12,30.1507099902303,29.5909146640179,30.7030951355291
PampusArgenteus,SSP1-2.6,enet,0.0874517159535482,0.0819993303066979,0.0928093154725392,Pampus argenteus,Mid-trophic species,12,9.13895664662019,8.54550829073069,9.72524862465955
PampusArgenteus,SSP1-2.6,mbi,0.696053261883503,0.68766471662623,0.704522771437337,Pampus argenteus,Mid-trophic species,12,100.582061614264,98.9065074689001,102.28810779038
PampusArgenteus,SSP1-2.6,age_mature,-0.00394278296684082,-0.00500339343120817,-0.00282578419172301,Pampus argenteus,Mid-trophic species,12,-0.393502040346438,-0.499089730798819,-0.2821795421593
PampusArgenteus,SSP1-2.6,ingestion_age_standardized,-0.0104111025976054,-0.013297100329539,-0.00761646415153239,Pampus argenteus,Mid-trophic species,12,-1.03570946588512,-1.32090844415534,-0.758753238762455
PampusArgenteus,SSP1-2.6,maintenance_age_standardized,0.197819379765105,0.190341721301293,0.205089484169181,Pampus argenteus,Mid-trophic species,12,21.8742244430058,20.9662894615517,22.7634913938563
PampusArgenteus,SSP1-2.6,enet_age_standardized,0.0978500743221345,0.0910189063522754,0.104786872869402,Pampus argenteus,Mid-trophic species,12,10.2797435060709,9.52897129958683,11.0473913014604
PampusArgenteus,SSP1-2.6,mbi_age_standardized,0.208055287975432,0.199429273758074,0.216495435972316,Pampus argenteus,Mid-trophic species,12,23.1281242714133,22.0705870439099,24.1717418108225
PampusArgenteus,SSP1-2.6,length_age1,0.0112117298272848,0.00754430790279818,0.0148638550893054,Pampus argenteus,Mid-trophic species,12,1.12748168211401,0.757283789488339,1.49748715455469
PampusArgenteus,SSP1-2.6,age_standardized_size,0.0611104015418843,0.054271089223666,0.0683111876898573,Pampus argenteus,Mid-trophic species,12,6.3016266343999,5.57707714434224,7.06984448176988
PampusArgenteus,SSP1-2.6,max_realized_size,0.0608026965586017,0.0533536899977909,0.0683694748595573,Pampus argenteus,Mid-trophic species,12,6.26892212608159,5.48026522987746,7.0760854618477
PampusArgenteus,SSP1-2.6,reproductive_allocation,-0.00983297451275451,-0.0209941101375584,0.00163296075658019,Pampus argenteus,Mid-trophic species,12,-0.978478888421952,-2.07752679485541,0.163429476302435
PampusArgenteus,SSP1-2.6,egg_production,0.296717047766631,0.239435585476267,0.355517650798237,Pampus argenteus,Mid-trophic species,12,34.5434551872645,27.0531841286541,42.6919108949933
PampusArgenteus,SSP1-2.6,eggs_per_biomass,-0.055653498634412,-0.0663333411809445,-0.0449501733447132,Pampus argenteus,Mid-trophic species,12,-5.41331767390187,-6.41811346722622,-4.39548828231727
PampusArgenteus,SSP1-2.6,mean_size,0.024979942330267,0.0211567109179755,0.0287001198803699,Pampus argenteus,Mid-trophic species,12,2.5294555298615,2.13821008230974,2.91159367870548
PampusArgenteus,SSP1-2.6,biomass,0.346277853578432,0.291767417322864,0.406400865131121,Pampus argenteus,Mid-trophic species,12,41.3795389356486,33.8791601690872,50.1404292470235
PampusArgenteus,SSP1-2.6,abundance,0.320304560240377,0.256058709077918,0.380595401027708,Pampus argenteus,Mid-trophic species,12,37.7547246574456,29.1828567777481,46.315549442471
PampusArgenteus,SSP1-2.6,yield,0.332854929925089,0.275774027493944,0.388954766389347,Pampus argenteus,Mid-trophic species,12,39.4944919026658,31.7550100287345,47.543781044414
PampusArgenteus,SSP1-2.6,mean_tl,-0.00438041819292555,-0.00518112290112596,-0.00358751338202575,Pampus argenteus,Mid-trophic species,12,-0.437083815444939,-0.516772403424737,-0.358108594436279
PampusArgenteus,SSP5-8.5,ingestion,-0.429291677670006,-0.434864433452577,-0.423109126791615,Pampus argenteus,Mid-trophic species,12,-34.9029971933608,-35.2647579537704,-34.4992849617269
PampusArgenteus,SSP5-8.5,maintenance,0.409128405146254,0.404813222536592,0.413300644433572,Pampus argenteus,Mid-trophic species,12,50.5505022667419,49.9022490289496,51.1799471713122
PampusArgenteus,SSP5-8.5,enet,0.0840852548306423,0.0782649528839304,0.0897287432241424,Pampus argenteus,Mid-trophic species,12,8.77216233787353,8.14091431871538,9.3877521767949
PampusArgenteus,SSP5-8.5,mbi,0.837780399395568,0.829403029510478,0.845606662832695,Pampus argenteus,Mid-trophic species,12,131.123126895791,129.195010521119,132.939054066655
PampusArgenteus,SSP5-8.5,age_mature,-0.00542624005870223,-0.00646971482725342,-0.00446238567979612,Pampus argenteus,Mid-trophic species,12,-0.541154461047311,-0.644883128340901,-0.4452444030141
PampusArgenteus,SSP5-8.5,ingestion_age_standardized,-0.0103436063680227,-0.0132858979980473,-0.00757816128712408,Pampus argenteus,Mid-trophic species,12,-1.02902952397782,-1.31980300206869,-0.754951941944237
PampusArgenteus,SSP5-8.5,maintenance_age_standardized,0.34141549872697,0.33402714570948,0.348768830569462,Pampus argenteus,Mid-trophic species,12,40.6937700256076,39.6581054243511,41.7321511062127
PampusArgenteus,SSP5-8.5,enet_age_standardized,0.130074606890055,0.12333404769235,0.137394381165686,Pampus argenteus,Mid-trophic species,12,13.8913350938153,13.1262253382135,14.7280525140999
PampusArgenteus,SSP5-8.5,mbi_age_standardized,0.351606964395976,0.343033174229624,0.359866860919452,Pampus argenteus,Mid-trophic species,12,42.1349772854775,40.9215510789962,43.3138595103008
PampusArgenteus,SSP5-8.5,length_age1,0.0369052626781887,0.0332749336253761,0.0403300880698811,Pampus argenteus,Mid-trophic species,12,3.75947172370841,3.38347361039153,4.11543901205922
PampusArgenteus,SSP5-8.5,age_standardized_size,0.0808962902543801,0.0733691038714466,0.0880849308045681,Pampus argenteus,Mid-trophic species,12,8.42584425683084,7.61276665070383,9.20808693964787
PampusArgenteus,SSP5-8.5,max_realized_size,0.0769176700392629,0.0692873715089603,0.0845173365443945,Pampus argenteus,Mid-trophic species,12,7.99531602311387,7.17441536336403,8.81917095523563
PampusArgenteus,SSP5-8.5,reproductive_allocation,-0.0247051487513885,-0.0355066342058901,-0.0133866009484536,Pampus argenteus,Mid-trophic species,12,-2.44024742267704,-3.48836685716889,-1.32973988870775
PampusArgenteus,SSP5-8.5,egg_production,0.237199769278487,0.179661335078393,0.299600309784489,Pampus argenteus,Mid-trophic species,12,26.7694338864961,19.6811976246414,34.9319390025433
PampusArgenteus,SSP5-8.5,eggs_per_biomass,-0.055009192947845,-0.0658009425699009,-0.0437157500157113,Pampus argenteus,Mid-trophic species,12,-5.35235529951236,-6.36827733565087,-4.27739897159047
PampusArgenteus,SSP5-8.5,mean_size,0.0418532756090942,0.0380052469333175,0.0457413758670251,Pampus argenteus,Mid-trophic species,12,4.27414719187811,3.87366830463098,4.68036472597657
PampusArgenteus,SSP5-8.5,biomass,0.288471655070058,0.231826464637432,0.347270691317092,Pampus argenteus,Mid-trophic species,12,33.4386525894256,26.0900898946856,41.5199755812432
PampusArgenteus,SSP5-8.5,abundance,0.21160808964803,0.145770014879091,0.276146497016945,Pampus argenteus,Mid-trophic species,12,23.5663520845653,15.6930080747105,31.8040938950275
PampusArgenteus,SSP5-8.5,yield,0.280040099370023,0.222196545092652,0.337631770205902,Pampus argenteus,Mid-trophic species,12,32.3182870073155,24.8816802559148,40.1624288545134
PampusArgenteus,SSP5-8.5,mean_tl,-0.00317779979788289,-0.0039988034502829,-0.00233024818378038,Pampus argenteus,Mid-trophic species,12,-0.317275593631383,-0.399081888221764,-0.232753526314999
PennahiaArgentata,SSP1-2.6,ingestion,-0.428399716568313,-0.435480777384354,-0.421488477467086,Pennahia argentata,Mid-trophic species,11,-34.8449072959074,-35.3046448340967,-34.3930452067036
PennahiaArgentata,SSP1-2.6,maintenance,0.275878851595307,0.270277487992114,0.281510423393327,Pennahia argentata,Mid-trophic species,11,31.7688218531542,31.0328000576448,32.5129808598741
PennahiaArgentata,SSP1-2.6,enet,0.0599827123576634,0.0524541127380913,0.0675800036310599,Pennahia argentata,Mid-trophic species,11,6.18181900535937,5.3854202485198,6.99158533271465
PennahiaArgentata,SSP1-2.6,mbi,0.703720124999296,0.693654042620116,0.713773499730089,Pennahia argentata,Mid-trophic species,11,102.125807104951,100.10139810729,104.16810236506
PennahiaArgentata,SSP1-2.6,age_mature,0.0230543649473315,0.0186942861787486,0.0276822788785108,Pennahia argentata,Mid-trophic species,11,2.33221708909299,1.88701183230446,2.80689932923202
PennahiaArgentata,SSP1-2.6,ingestion_age_standardized,-0.0185626465140189,-0.0202796236178421,-0.0168425658647362,Pennahia argentata,Mid-trophic species,11,-1.83914216900144,-2.00753750754931,-1.6701522804763
PennahiaArgentata,SSP1-2.6,maintenance_age_standardized,0.234563875396786,0.228444888506601,0.240440841316713,Pennahia argentata,Mid-trophic species,11,26.4357231176318,25.6644267681212,27.1809693016815
PennahiaArgentata,SSP1-2.6,enet_age_standardized,0.0866781043374632,0.0818341366612242,0.0916096516621517,Pennahia argentata,Mid-trophic species,11,9.05455813203579,8.52757874348076,9.59369414115294
PennahiaArgentata,SSP1-2.6,mbi_age_standardized,0.253072775445491,0.246748373384103,0.25969138354705,Pennahia argentata,Mid-trophic species,11,28.7977006524411,27.9857026164861,29.6529894458827
PennahiaArgentata,SSP1-2.6,length_age1,-0.0155868594024363,-0.0219748187757405,-0.00884822502470646,Pennahia argentata,Mid-trophic species,11,-1.54660129960997,-2.17351313519006,-0.880919468290942
PennahiaArgentata,SSP1-2.6,age_standardized_size,0.0453525683673166,0.0394094019657082,0.0512607799700643,Pennahia argentata,Mid-trophic species,11,4.63967212640546,4.01962548798918,5.25973538011597
PennahiaArgentata,SSP1-2.6,max_realized_size,0.0580903064344891,0.0529013463856452,0.0634172481675863,Pennahia argentata,Mid-trophic species,11,5.98106991143763,5.43256269547503,6.54713124497746
PennahiaArgentata,SSP1-2.6,reproductive_allocation,-0.053471649152284,-0.0698891879358586,-0.037135429814243,Pennahia argentata,Mid-trophic species,11,-5.20671846782613,-6.75028538854858,-3.64543662938411
PennahiaArgentata,SSP1-2.6,egg_production,0.207605946871626,0.191446877578955,0.222979452452624,Pennahia argentata,Mid-trophic species,11,23.0728101725235,21.1000500152791,24.979489325237
PennahiaArgentata,SSP1-2.6,eggs_per_biomass,-0.0496710964293107,-0.0592692917658465,-0.0403453343877696,Pennahia argentata,Mid-trophic species,11,-4.84576612885432,-5.75470598348793,-3.95422971971405
PennahiaArgentata,SSP1-2.6,mean_size,0.00458442797452807,5.43999499876646e-05,0.0092542454221242,Pennahia argentata,Mid-trophic species,11,0.459495254134823,0.00544014296917084,0.929719834801879
PennahiaArgentata,SSP1-2.6,biomass,0.254251676012837,0.234152074171554,0.274962583623381,Pennahia argentata,Mid-trophic species,11,28.9496298719386,26.3836674509681,31.6481415981611
PennahiaArgentata,SSP1-2.6,abundance,0.26253460116352,0.234364464222423,0.28966187750802,Pennahia argentata,Mid-trophic species,11,30.0221456565391,26.410512935283,33.5975688219014
PennahiaArgentata,SSP1-2.6,yield,0.255326594814613,0.234682599704477,0.274722871261044,Pennahia argentata,Mid-trophic species,11,29.0883147777228,26.4507350024465,31.6165876932229
PennahiaArgentata,SSP1-2.6,mean_tl,-0.000622369591256246,-0.00120626454729124,-5.62017420265187e-05,Pennahia argentata,Mid-trophic species,11,-0.0622175959474447,-0.120553730265804,-0.0056200162738218
PennahiaArgentata,SSP5-8.5,ingestion,-0.456397560779646,-0.462945754796813,-0.449686331790861,Pennahia argentata,Mid-trophic species,11,-36.6438092342728,-37.0573225034579,-36.2171813327133
PennahiaArgentata,SSP5-8.5,maintenance,0.429937327701247,0.424113616810435,0.435573389932799,Pennahia argentata,Mid-trophic species,11,53.7161183104475,52.823521713157,54.5849179237836
PennahiaArgentata,SSP5-8.5,enet,0.0606632652504959,0.0537827407131415,0.0674218300404416,Pennahia argentata,Mid-trophic species,11,6.25410594420237,5.52553132316016,6.97466342783115
PennahiaArgentata,SSP5-8.5,mbi,0.885602478587114,0.875268162072158,0.89506131188178,Pennahia argentata,Mid-trophic species,11,142.444462753464,139.951866759713,144.748584482495
PennahiaArgentata,SSP5-8.5,age_mature,0.0296798428536648,0.0250248293472972,0.0342914982842469,Pennahia argentata,Mid-trophic species,11,3.01246793759657,2.53405787456997,3.48862303251321
PennahiaArgentata,SSP5-8.5,ingestion_age_standardized,-0.0315518041880612,-0.0332114816785478,-0.0299267417559121,Pennahia argentata,Mid-trophic species,11,-3.10592400357926,-3.26660354547954,-2.94833707115784
PennahiaArgentata,SSP5-8.5,maintenance_age_standardized,0.384139860173216,0.378129042746727,0.390121296181319,Pennahia argentata,Mid-trophic species,11,46.8350791117539,45.9551275229618,47.7159956878496
PennahiaArgentata,SSP5-8.5,enet_age_standardized,0.148946040783509,0.144476186990487,0.153767579950179,Pennahia argentata,Mid-trophic species,11,16.0610361893661,15.5434180271023,16.621980241236
PennahiaArgentata,SSP5-8.5,mbi_age_standardized,0.415639662418649,0.408619300256647,0.422277333649933,Pennahia argentata,Mid-trophic species,11,51.5339736624872,50.4738757770204,52.5431519516247
PennahiaArgentata,SSP5-8.5,length_age1,-0.00780154712619149,-0.0143031152106855,-0.00139574205771024,Pennahia argentata,Mid-trophic species,11,-0.777119404237203,-1.42013116058558,-0.139476846277953
PennahiaArgentata,SSP5-8.5,age_standardized_size,0.0858840184861088,0.0805134746306387,0.0916553555546429,Pennahia argentata,Mid-trophic species,11,8.96799382469204,8.38434509340285,9.59870311403159
PennahiaArgentata,SSP5-8.5,max_realized_size,0.126021899238334,0.120654276574713,0.13127120197624,Pennahia argentata,Mid-trophic species,11,13.4307008470555,12.8234787738274,14.0276984753529
PennahiaArgentata,SSP5-8.5,reproductive_allocation,-0.12481425634867,-0.142436344774882,-0.108600392972725,Pennahia argentata,Mid-trophic species,11,-11.7339163994106,-13.2757242931803,-10.2911171118277
PennahiaArgentata,SSP5-8.5,egg_production,0.356199233100651,0.34101790440592,0.37179410860296,Pennahia argentata,Mid-trophic species,11,42.7892003277685,40.6378421006878,45.0334339187024
PennahiaArgentata,SSP5-8.5,eggs_per_biomass,-0.082970671484175,-0.0921347135638411,-0.0737342461919776,Pennahia argentata,Mid-trophic species,11,-7.96218598508601,-8.80177151142487,-7.10814753230074
PennahiaArgentata,SSP5-8.5,mean_size,0.00436184746580404,-0.00064038403865188,0.00910530644216271,Pennahia argentata,Mid-trophic species,11,0.437137416876698,-0.0640179036555777,0.914688584679202
PennahiaArgentata,SSP5-8.5,biomass,0.441923001286376,0.42174916756699,0.461770917359964,Pennahia argentata,Mid-trophic species,11,55.5695949235401,52.4626051055073,58.6881734526377
PennahiaArgentata,SSP5-8.5,abundance,0.38123123607826,0.354442741565481,0.40817848617372,Pennahia argentata,Mid-trophic species,11,46.4086115801965,42.5386124482511,50.4075593911376
PennahiaArgentata,SSP5-8.5,yield,0.445412734751917,0.424855385852635,0.465521959190641,Pennahia argentata,Mid-trophic species,11,56.1134397299535,52.9369235242605,59.2845372227643
PennahiaArgentata,SSP5-8.5,mean_tl,0.0030238245306051,0.00244981758993054,0.00361319628096848,Pennahia argentata,Mid-trophic species,11,0.30284008995507,0.245282084501741,0.361973174358332
PortunusTrituberculatus,SSP1-2.6,ingestion,-0.341398234279139,-0.355365799037227,-0.327939871596009,Portunus trituberculatus,Invertebrate,8,-28.9224203449201,-29.9082998455966,-27.9593664713794
PortunusTrituberculatus,SSP1-2.6,maintenance,0.317356484722815,0.310240486761789,0.324808335387569,Portunus trituberculatus,Invertebrate,8,37.3492113618619,36.3753039252062,38.376540170318
PortunusTrituberculatus,SSP1-2.6,enet,0.0164081320472124,0.00809147461366746,0.0251753837466958,Portunus trituberculatus,Invertebrate,8,1.65434847273911,0.812429906739509,2.54949599018011
PortunusTrituberculatus,SSP1-2.6,mbi,0.654891144008105,0.635327300233995,0.673144564436416,Portunus trituberculatus,Invertebrate,8,92.4932965483791,88.763986533226,96.0392217978594
PortunusTrituberculatus,SSP1-2.6,age_mature,-0.000193328447819131,-0.00679413076457723,0.00630023545154254,Portunus trituberculatus,Invertebrate,8,-0.0193309761079008,-0.677110283924642,0.63201236798176
PortunusTrituberculatus,SSP1-2.6,ingestion_age_standardized,-0.256982459630976,-0.27922074893291,-0.234838068186675,Portunus trituberculatus,Invertebrate,8,-22.661822095172,-24.3627083729518,-20.9301121434323
PortunusTrituberculatus,SSP1-2.6,maintenance_age_standardized,0.330985414226454,0.312803322861518,0.34944954401759,Portunus trituberculatus,Invertebrate,8,39.2339483811677,36.7252597253499,41.8286629322251
