scenario,run,n_years,start_time,end_time,total_biomass,biomass_temporal_sd,biomass_stability,community_mean_tl,predator_biomass_proportion,total_yield,biomass_yield_ratio,mean_ingestion,mean_maintenance,mean_net_energy,mean_metabolic_burden,mean_species_length,mean_maturation_age,gonadal_allocation_bias,log_total_biomass,log_biomass_stability,predator_share_logit,log_biomass_yield_ratio,log_mean_ingestion,log_mean_maintenance,log_mean_net_energy,log_mean_metabolic_burden,log_mean_species_length,log_mean_maturation_age
Base,21,30,21,50,7664007.74663,334944.035154779,22.8814576234756,2.6167801367783,0.325500252100579,1467093.57997467,5.22448363666841,49.5111600193713,0.481273296567324,36.5781989922117,0.0306274517380266,17.8450237985714,0.741212434928571,5.70610648466256,6.88445593504713,3.13032687180211,-0.72860806573767,0.718043373285045,3.90219809910029,-0.731319986100212,3.59945240698334,-3.48585855656973,2.8817246905681,-0.299468007959675
Base,22,30,21,50,7625600.17003,332022.331578789,22.9671303546654,2.6166940502035,0.328982311772393,1444987.02487933,5.27811639402264,49.2982070685907,0.460869208929695,36.6709717778928,0.0291266048870051,17.6291541591191,0.738963597190476,5.69248762002259,6.88227403034994,3.13406407875577,-0.712791511908871,0.722478963133821,3.89788771261026,-0.774640987888505,3.60198548235639,-3.53610326519793,2.86955401789746,-0.302506618800034
Base,23,30,21,50,7560477.89504333,366776.916900054,20.6132871145311,2.61493405317592,0.329140907078959,1448512.36547,5.21947935145927,49.2365970352307,0.469925319275873,37.4575566890057,0.0298712178962959,17.8961830962381,0.741853722904762,5.83047503608266,6.87854924796425,3.02593587342862,-0.712073171203156,0.717627183832632,3.89663718916427,-0.755181492060922,3.62320847035605,-3.51085987435814,2.88458745526189,-0.298603194191561
Base,24,30,21,50,7459670.98889333,282463.578279244,26.4093198646613,2.6134504360611,0.33461928768476,1419506.346232,5.25529922730162,49.9093466930759,0.472933009089014,37.0532264472491,0.0301184083833145,17.9566630126429,0.743136252476191,5.68351444707851,6.87271967320201,3.27371697303011,-0.687365945664149,0.720597449016253,3.91020829369591,-0.748801530353607,3.61235543154701,-3.5026187199661,2.8879612445331,-0.296875869547522
Base,25,30,21,50,7704413.18868,308918.718423909,24.9399363948796,2.61721178948056,0.319372817076592,1465882.603586,5.25526612992573,49.4292207639343,0.469035569209263,36.5619293236786,0.0297781288035001,17.743977860381,0.744684987095238,5.76763067955265,6.88673956601053,3.21647038992304,-0.756655574966362,0.720594713862201,3.90054176275873,-0.757076672880127,3.599007516629,-3.51398108769974,2.87604618288299,-0.294793986136749
Base,26,30,21,50,7602815.7416,387406.324843399,19.6249138283256,2.6151571159324,0.331783311705644,1447827.21666,5.25117020958012,49.5507681329994,0.467992024452189,37.0801947089626,0.0304003843508959,17.8924931362381,0.749001464071429,5.94555258395628,6.88097446524987,2.97679987274549,-0.700130424364176,0.720256095583453,3.90299776283544,-0.759304024978531,3.61308299173464,-3.49330002752831,2.88438124701943,-0.289014340765321
Base,27,30,21,50,7579738.25557,322450.19991105,23.5066942357639,2.61643803784211,0.331968275438326,1438275.4829,5.27079953798995,48.6570457878259,0.469615126837778,37.2320387277884,0.0304882634604625,17.7489629914762,0.749578452571428,5.82985259269431,6.87965420878188,3.15728524168123,-0.699296255825661,0.721876499197253,3.88479662420587,-0.755841798811204,3.6171696467342,-3.49041347400005,2.87632709119931,-0.288244293706631
Base,28,30,21,50,7576971.51868333,339523.428978688,22.3164909163278,2.6157776137497,0.335551079222592,1443681.84297,5.24790501231568,49.4812319940114,0.476305036381962,37.1546012168619,0.0304831369759323,17.9477112571429,0.744176261738096,5.81267070169972,6.8794956547693,3.10532590814282,-0.683183813663136,0.71998596565867,3.90159344604236,-0.74169679726112,3.61508761859158,-3.49058163430162,2.88746260023878,-0.295477361269709
Base,29,30,21,50,7599320.74276,373858.802079589,20.3267134556918,2.61914223500694,0.334877611385377,1447521.819872,5.24904223385526,49.9732061404048,0.4650376447067,37.565748045734,0.0299327424449528,18.1681787169286,0.754960818595238,5.85144294676154,6.88077477506306,3.01193595474365,-0.686205940827188,0.720080067120684,3.91148698460274,-0.765636920313075,3.62609267899259,-3.50880233268327,2.899671641662,-0.281089426980098
Base,30,30,21,50,7590777.18229,318704.636165484,23.8175925948833,2.61490412841448,0.327521094096744,1449534.58168333,5.23628961449509,49.0344916682426,0.476150864818572,36.7116616782999,0.0303483606949673,17.6653410870476,0.757993163357143,5.64680854929314,6.88028624344496,3.17042449227397,-0.719418281840628,0.719023658982366,3.89252396207785,-0.742020532070348,3.6030944614884,-3.4950127762808,2.87160458926029,-0.277080912698193
