scenario,run,n_years,start_time,end_time,total_biomass,biomass_temporal_sd,biomass_stability,community_mean_tl,predator_biomass_proportion,total_yield,biomass_yield_ratio,mean_ingestion,mean_maintenance,mean_net_energy,mean_metabolic_burden,mean_species_length,mean_maturation_age,gonadal_allocation_bias,log_total_biomass,log_biomass_stability,predator_share_logit,log_biomass_yield_ratio,log_mean_ingestion,log_mean_maintenance,log_mean_net_energy,log_mean_metabolic_burden,log_mean_species_length,log_mean_maturation_age
Base,58,30,21,50,7802021.43367333,402698.009638596,19.3743729716353,2.62429793240066,0.334076493377655,1488440.89990833,5.24255935706079,49.2909368233753,0.474518758987074,37.2126132906974,0.0305532819507084,17.9452917800476,0.755023601761905,5.85184355267429,6.89220713906899,2.96395121196142,-0.689804820178719,0.719543356313925,3.89774022689445,-0.745454127494277,3.61664777076312,-3.48828317030617,2.8873277841524,-0.28100626960992
Base,59,30,21,50,7636708.28078667,342588.417849532,22.2912039137902,2.62114454492262,0.33255280022279,1450164.58725333,5.26529069464512,49.2076106386456,0.47415895895305,36.8371212394885,0.0302428538103773,17.921787574381,0.755045786547619,5.82321637953833,6.8829062010433,3.10419215732505,-0.696661640536934,0.721422353412333,3.89604829931269,-0.74621265706543,3.60650606608326,-3.49849536008728,2.88601715560643,-0.280976887137979
Base,60,30,21,50,7586483.52014667,437747.747449102,17.3307197223871,2.61470695355447,0.328687461818487,1450025.03699667,5.23127660710087,48.792434020475,0.472718703163231,36.676232423144,0.0307993104783263,17.7111180596667,0.747754087190476,5.90656141301445,6.88004051875692,2.85248063329718,-0.714127473048191,0.718607684233431,3.88757526027504,-0.749254775299236,3.60212892736749,-3.48026297632053,2.8741925813473,-0.290681115501761
Base,61,30,21,50,7695002.45710467,367309.935107889,20.9496169899255,2.61797258289511,0.327247546358015,1466452.35543233,5.24599404562884,49.163840523114,0.463878697356021,37.4550553217438,0.0297211324293525,17.6829951961191,0.752552126952382,5.66279602334481,6.88620876284285,3.04212036409723,-0.720660529780976,0.719827793316476,3.89515840457386,-0.768132189046192,3.62314168941768,-3.51589695658283,2.87260345440618,-0.284285013060763
Base,62,30,21,50,7680991.40600333,272385.313949249,28.1989924296523,2.61804362189644,0.317355163037718,1464779.60373333,5.24549620627689,49.3427441479002,0.470783713853227,37.4434879817903,0.0303215990636853,17.7918024781429,0.749999250833333,5.68540082743301,6.88541727919407,3.3392862478608,-0.765953185031476,0.719786577268347,3.89879072665841,-0.75335649668962,3.62283280917688,-3.49589498003119,2.87873781628346,-0.287683071341169
Base,63,30,21,50,7450869.05464667,306292.750023528,24.3259726326344,2.61625874414705,0.33031856445538,1431470.99624667,5.20564471813109,48.6603883792784,0.473718442413322,37.2777829840859,0.0313785434744603,17.7571006771667,0.751324308666666,5.78167246528876,6.87220693095307,3.19154461217031,-0.706744594329832,0.716474524468492,3.88486531881301,-0.747142137124365,3.61839751873802,-3.46163094848234,2.87678547407773,-0.285917884657713
Base,64,30,21,50,7843618.69935,299051.325553756,26.2283361721467,2.61673858131445,0.344963746455385,1479217.41650333,5.30233070054074,48.7225394392817,0.481360808457007,36.7763827896371,0.0306711831383916,17.8550627896429,0.752555692047619,5.89363363084667,6.8945164732169,3.26684035961932,-0.641251254254867,0.724466810711514,3.88614174518124,-0.73113816854468,3.60485586713034,-3.48443172519339,2.88228709768223,-0.284280275732057
Base,65,30,21,50,7709096.81360333,312311.961829958,24.6839626904866,2.61437518138317,0.342310788484071,1453165.83946667,5.3065027705025,48.5340613812358,0.471302521483833,36.7514491375261,0.0305311337654523,17.6705860759048,0.747174939904762,5.91846945319102,6.88700349973125,3.20615374897196,-0.653013434154101,0.724808395309078,3.88226584796896,-0.752255095005586,3.60417765719505,-3.48900833681442,2.8719014536313,-0.291455931301295
Base,66,30,21,50,7550301.07588,329983.215222266,22.8808640184755,2.61915664561589,0.33555562669741,1442785.55784567,5.23417800606499,49.37983679233,0.468903532258289,37.2275710541634,0.0301191256988404,17.7438402593095,0.751216276952381,5.91546499151552,6.87796426990552,3.13030092884385,-0.68316341749395,0.718848488219264,3.89954217877447,-0.757358219841204,3.6170496441276,-3.50259490373468,2.87603842804886,-0.286061683388351
Base,67,30,21,50,7770924.43007333,309975.478343938,25.0694812105459,2.62178453834133,0.339950488864783,1471807.12797767,5.28040294857565,49.7200641794847,0.474606592151758,37.1249100932548,0.0299427467613161,17.8545544832619,0.744437473904762,5.72337278073269,6.89047268559616,3.2216512183201,-0.663514863057876,0.72266706489473,3.90640855745995,-0.745269045165943,3.61428817538942,-3.50846816200379,2.88225862880354,-0.29512641439465
Base,68,30,21,50,7638352.77095,340003.578695737,22.4655069815763,2.61948513342143,0.334348163574997,1460566.25612867,5.22983054170798,49.4666681691247,0.471735772131961,37.0060887909849,0.030171609661874,17.8439125773095,0.749367948190477,5.91317619700786,6.8829997120288,3.11198110988717,-0.688583909756774,0.718487616975603,3.90129907243831,-0.75133625495096,3.61108246102391,-3.50085387417261,2.88166241797748,-0.288525163499212
Base,69,30,21,50,7646498.32779667,313681.407155893,24.3766386956959,2.61915042306802,0.342238604703875,1456471.67476667,5.2503786904875,49.69341954886,0.469815454249864,36.8778744806584,0.0302478787767749,17.6510329923571,0.751947959190476,5.9195965698894,6.88346259788913,3.19362524316554,-0.653334076058294,0.720190628597931,3.90587252089301,-0.755415311917643,3.60761176363974,-3.49832922004585,2.87079430814586,-0.285088160631104
Base,70,30,21,50,7682298.57029667,343027.865517773,22.3955524974651,2.6187226856395,0.33233542592727,1467236.817386,5.23570721138444,49.0354029922522,0.474084915517846,36.6322553695285,0.0309363045685997,17.8087868653095,0.752875452238095,5.70419686588245,6.88549118188572,3.10886238992718,-0.697641134857447,0.718975352157667,3.89254254727186,-0.746368826669785,3.60092914654497,-3.47582487960666,2.87969197961438,-0.283855466936918
Base,71,30,21,50,7802092.70405667,307728.280320352,25.3538371446866,2.61794707435876,0.319238798770937,1480306.13328667,5.2711604536219,49.0853071338152,0.477780444763832,36.7243449055424,0.0308898466101685,17.8979737414286,0.754844429833334,5.69733730894003,6.89221110627071,3.23293008523672,-0.757272177442804,0.721906236298811,3.89355974630766,-0.738603972588447,3.60343988406674,-3.47732773774321,2.88468750763637,-0.281243604165872
Base,72,30,21,50,7537617.30566,267112.667747736,28.2188687238847,2.6144060431515,0.333148365894852,1444300.06777567,5.21999677530313,48.786722260458,0.467602695877036,37.2371351606154,0.0300545187797022,17.8715896880714,0.746614676547619,5.7443168187142,6.87723408399456,3.33999085787786,-0.693979649565926,0.717670234713279,3.88745819101063,-0.760136284052179,3.61730652035771,-3.5047422539417,2.88321228369666,-0.292206054849141
Base,73,30,21,50,7485713.58153333,288063.827644855,25.9863018648847,2.61646376695594,0.33340215506092,1437251.54947667,5.20799778206595,49.0249721818691,0.476418075896145,37.3951905790246,0.0305998854772758,17.6572517842857,0.754199183047619,5.68827498407286,6.8742332061154,3.25756954783596,-0.692837498767959,0.716670790606848,3.89232980465479,-0.741459499533675,3.62154210200782,-3.48675901260349,2.87114656496219,-0.282098777362367
Base,74,30,21,50,7678907.633912,277523.898602796,27.6693563061478,2.6123348577672,0.330742032414179,1461595.75560667,5.25347343927983,48.7833403149762,0.473191598618367,37.1846698251708,0.0307757630936194,17.9402134433095,0.739167342714286,5.94988110041591,6.88529944368956,3.32032553028819,-0.704830874321296,0.720446540875765,3.88738886758511,-0.748254901434571,3.61589657486805,-3.48102781132563,2.88704475418025,-0.302230938859102
Base,75,30,21,50,7739506.27940333,323818.855238109,23.9007276883625,2.61980403956216,0.338603503756611,1473935.31206333,5.25033331068917,48.9542351974864,0.466818769612438,36.8039519506617,0.0297947396713008,17.7761283570238,0.749488354880953,5.64423985551828,6.88871325694003,3.17390890568578,-0.669523685628128,0.720186874910372,3.89088588612219,-0.761814170268337,3.60560522937263,-3.51342342214975,2.87785645367587,-0.288364498743707
Base,76,30,21,50,7579218.92833667,413203.157607202,18.3425968287048,2.61459885810005,0.338146346486246,1440996.69563667,5.25957079345684,49.5308276781887,0.468806534397755,36.9849970393759,0.0296703330929826,17.9706724762143,0.750711669904762,5.85595695397451,6.87962445199201,2.90922605051833,-0.671565684753137,0.720950305058922,3.90259525710435,-0.757565102254711,3.61051234499051,-3.51760761815049,2.88874112225523,-0.286733629159999
Base,77,30,21,50,7626196.76425667,322652.530497036,23.6359428283695,2.62030095724108,0.329855345244186,1448584.062624,5.26412060462966,49.4287030883498,0.475171876580056,36.7585363565088,0.0292967837427554,17.8783852570238,0.745197036357143,5.87856687628367,6.88230800635707,3.16276855464354,-0.708839381088835,0.72132583070566,3.900531289636,-0.744078694966068,3.60437048049537,-3.5302775388561,2.88359245565732,-0.29410661723907
Base,78,30,21,50,7652978.65072667,438280.487065265,17.461372058727,2.62083089356871,0.341510122507443,1452681.40837667,5.26951817710237,49.4754682771231,0.468149385493798,37.1761422305215,0.0295466918485365,17.9406809334286,0.750530479333333,5.75823320727985,6.88383050179351,2.85999113029803,-0.656571829114396,0.721770906940817,3.901476956368,-0.758967834224827,3.61566721764478,-3.52178349237716,2.88707081206577,-0.286975016696847
Base,79,30,21,50,7669211.61074333,313307.722094692,24.4782080679947,2.61695917811962,0.335583970137931,1457353.546147,5.26224402473093,48.5286233943129,0.462680408233231,36.9671064249654,0.0300889900160579,17.8507345169524,0.754457118976191,5.75862845415969,6.88475072109344,3.19778325512807,-0.683036295605786,0.721170983646452,3.88215379693841,-0.77071872623227,3.61002850169407,-3.50359595433861,2.88204465678813,-0.281756836085564
Base,80,30,21,50,7619192.09377333,380638.252305788,20.0168849232011,2.62022760446879,0.335467489616884,1448381.45458,5.25957055390238,49.3549505962552,0.47766762939475,37.004487341876,0.0302979438440558,17.9371579499286,0.741712181833334,5.65142490560745,6.88190892306955,2.99657616353871,-0.683558751110545,0.720950285278376,3.89903807688171,-0.738840124343121,3.61103918480062,-3.49667542870156,2.8868744243445,-0.298794006168846
Base,81,30,21,50,7640460.98019667,314489.966360156,24.2947686650414,2.61460679545026,0.327052401332795,1453905.86919,5.2554569802966,48.820290181881,0.475276754412824,36.8055525777626,0.0307406259251961,17.7394822669286,0.749583281380953,5.74974194374372,6.88311956212492,3.19026104589615,-0.721547057523087,0.720610485424648,3.88814600886114,-0.743858003747684,3.60564871905814,-3.4821701791663,2.87579279195322,-0.288237851693851
Base,82,30,21,50,7626043.40467,262937.563404588,29.0032481701202,2.62047904641729,0.335610257101849,1455476.11422,5.24013032142294,49.3589177200607,0.489892734790952,36.8713144828441,0.0312621724330516,18.0094214954286,0.750319560690476,5.74502235029161,6.88229927279118,3.3674078295805,-0.682918401877592,0.71934208797057,3.8991184531019,-0.713568820431342,3.60743386343707,-3.46534646078446,2.89089503737427,-0.287256082277846
Base,83,30,21,50,7567373.63990667,397180.890097876,19.0527133318067,2.61569247365428,0.328296459560627,1453004.52724433,5.20763591437298,49.1762674963056,0.465746289812869,36.9018802591135,0.0304274581189814,17.9283411402381,0.755336929523809,5.89304567364047,6.87894517783483,2.94720952354606,-0.715900042832487,0.716640613443003,3.89541113916014,-0.76411423558076,3.60826250527982,-3.49240985063648,2.88638276466643,-0.280591365009451
Base,84,30,21,50,7554552.20537667,324875.962608398,23.2536508540733,2.61865823693728,0.326364153615761,1440968.78636833,5.24190862768764,49.5389414698316,0.466485854779428,37.1025075133374,0.0299132611339353,17.7482093986905,0.739315608238095,5.73448464545051,6.8782087267164,3.14646214568772,-0.724675884063024,0.719489446439481,3.9027590566515,-0.762527581170693,3.61368455529,-3.5094533807246,2.87628463188579,-0.302030374457314
Base,85,30,21,50,7668440.37921333,340236.614711655,22.5385512541388,2.61475898252987,0.335439117791077,1470650.75238667,5.21459565899585,49.3573897625278,0.477429167194695,37.6187296218131,0.0305996664714869,17.9366182768571,0.759046338333334,5.73955609935323,6.88470704536025,3.11522723210667,-0.683686022184332,0.717220638769283,3.89908749656449,-0.739339471018479,3.62750205461087,-3.48676616970782,2.88684433701452,-0.27569245162752
Base,86,30,21,50,7855723.86987,339189.150570002,23.1603040859903,2.62343762127402,0.337236250496493,1493738.99858167,5.26057894056293,49.3352590837325,0.467499787335555,36.6625524067906,0.0301795646899841,17.9069876313095,0.761103285547619,5.9333797085889,6.89518620951676,3.14243978241093,-0.675634866305253,0.721033542035112,3.8986390198152,-0.760356385150707,3.60175586374109,-3.50059024953758,2.8851910071362,-0.272986206877196
Base,87,30,21,50,7641075.36908667,397002.754058807,19.2469077127733,2.62202141365521,0.332189680598934,1457476.07485133,5.24252956958588,49.2928070584122,0.47854489441627,37.50947026066,0.031154397560844,17.9148664620476,0.747447457,5.63554994694527,6.88315448344418,2.95735040953259,-0.698298047345428,0.719540888707579,3.89777816895191,-0.737005249258757,3.6245934413777,-3.46879987000989,2.88563089675468,-0.291091267826665
Base,88,30,21,50,7535168.32080333,328585.603124475,22.93213168548,2.61471271443681,0.327911100102814,1445527.59213767,5.21268995006901,49.6650530149071,0.472534634365862,37.5735331131671,0.0302427003886114,17.7703255657143,0.750763594833334,5.8882532460658,6.87709295804144,3.13253905746293,-0.717648087911804,0.717061893931693,3.90530152711681,-0.749644234489461,3.6262998959726,-3.49850043309249,2.87752996308564,-0.286664463946543
Base,89,30,21,50,7706738.67025,329631.407755832,23.379867600355,2.61894611421409,0.328625983990617,1466204.77794733,5.25727931095887,49.6072585639094,0.490223723396497,37.7472146411158,0.0318395588797313,17.8872223219286,0.748395305761905,5.70375277887674,6.8868706326343,3.15187529308328,-0.714406105278251,0.720761051012298,3.90413716503824,-0.712893413717451,3.63091168863153,-3.44704577238172,2.88408662118017,-0.289823956967046
Base,90,30,21,50,7711161.40528,381539.29814302,20.2106609799064,2.61991733228433,0.34915789354291,1468976.176045,5.25009509635512,49.7769436164428,0.471692461644513,37.9176134096041,0.0303240176768551,17.8234461897857,0.739758807785714,5.74378725226763,6.88711979360457,3.00621023646737,-0.622742835865421,0.720167169967526,3.90755189723296,-0.751428070069331,3.63541573789573,-3.49581521785542,2.88051479222231,-0.301431081337127
Base,91,30,21,50,7605404.44739667,316767.290971422,24.0094374140504,2.62263409182804,0.331552302353074,1460153.78281,5.20875361809518,49.3680151629422,0.465367070180375,36.9722436786906,0.0290631803000199,17.9828332536667,0.750613976809524,5.75364949680141,6.88112231432618,3.17844697864046,-0.701172583105617,0.7167338151343,3.89930274815983,-0.764928786568331,3.61016746027907,-3.5382831877358,2.88941759469758,-0.28686377160523
Base,92,30,21,50,7526152.08325,438001.419351827,17.1829399420384,2.61966933180315,0.333875840483206,1437864.70920667,5.23290213756088,48.9954304965126,0.464275072157948,36.1163852518277,0.0298042906208613,17.7125008554762,0.739562485333333,5.78985342849056,6.87657298999354,2.84391702776199,-0.690706890080306,0.718742612913809,3.89172703858888,-0.767278074482327,3.58674664745633,-3.51310291526917,2.87427065331468,-0.301696503668904
Base,93,30,21,50,7788310.49220667,403574.745440903,19.298309867477,2.62303164647044,0.336957646453204,1483381.20876867,5.24969521943348,49.1528371660482,0.472961662365204,36.7594356764678,0.0292981388939971,17.9018797246429,0.758197680047619,5.87132952964543,6.89144325696768,2.9600175204429,-0.676881625541096,0.720134090384911,3.89493456956701,-0.748740945857122,3.60439494580457,-3.53023128395274,2.88490571988316,-0.276811135720439
Base,94,30,21,50,7587407.53872333,300772.204008914,25.2264253065701,2.61158118490152,0.315194021914064,1454815.299661,5.2149622440984,49.5987316002659,0.472412065125567,36.074679814612,0.030933519195731,17.8355354431667,0.742988956785715,5.72436459832826,6.88009341173842,3.22789206837264,-0.775947162675808,0.71725116851728,3.90396526082861,-0.749903654922483,3.58559122907272,-3.47591491939346,2.88119284040487,-0.297074097381947
Base,95,30,21,50,7549001.07355667,419483.031778036,17.9959628916555,2.61292142908033,0.331840786521302,1452691.92102533,5.19675360694219,49.3404792988045,0.469905522071632,37.3236971768057,0.0300916440460279,17.9628648069524,0.748150507785715,5.77449363228235,6.87788948713327,2.89014744894387,-0.699871193447649,0.71573212615861,3.8987448252576,-0.7552236213535,3.61962843797496,-3.50350775221136,2.888306560563,-0.290151107631139
Base,96,30,21,50,7519551.92984,407633.598089689,18.4468404103077,2.61645009149349,0.328503765097338,1440989.02433433,5.21912808116481,49.2389778106332,0.480091281752007,37.1067421294789,0.0308227396325806,17.7892717570952,0.750473161428571,5.71594761171718,6.87619196290606,2.91489310434749,-0.714960109609776,0.717597954885843,3.89668554177164,-0.733779022843603,3.61379868166014,-3.47950256165269,2.87859556531964,-0.287051389469348
Base,97,30,21,50,7652315.95231667,360608.05547456,21.220590711004,2.61148590984526,0.322451383377141,1472284.55308133,5.19823520922127,49.1413257189495,0.470480248897823,37.5590915549524,0.0304441409631736,17.6601913205,0.753777297500001,5.66050449900729,6.8837928930744,3.05497197026323,-0.742528933378387,0.715855926522403,3.89470034513672,-0.754001299801025,3.6259154675447,-3.49186171834288,2.87131302866753,-0.282658316007787
Base,98,30,21,50,7551945.08095333,324731.43950945,23.2559714339996,2.61263779955047,0.326760174348318,1452429.6858,5.19869895626104,49.5465141330323,0.475540412520782,37.3925210050876,0.0302227573905288,17.8131596571429,0.749912304095238,5.75423207024588,6.87805882303715,3.14656193492763,-0.722875129248472,0.715894669247384,3.90291190780749,-0.74330341107964,3.6214707112972,-3.49916008240429,2.87993749072661,-0.287799007161393
Base,99,30,21,50,7774441.407791,340837.889355269,22.8097921346045,2.62134100994573,0.334036044143336,1473776.84077667,5.27543662222147,49.6263896979348,0.484097792012472,37.1298744734866,0.0313672904806522,17.7989973311667,0.749750292428571,5.70012958464543,6.89066919483985,3.12718992334835,-0.689986644989552,0.722258409898483,3.90452274260386,-0.725468343062235,3.61442188745305,-3.46198963345692,2.87914212600172,-0.288015071318321
Base,100,30,21,50,7645646.43401667,412312.03899298,18.5433499654538,2.61620783892682,0.340846158685681,1462573.66563533,5.22605121602955,48.8081348638826,0.469116847156133,36.8391840980579,0.0303823293624864,17.7723016057143,0.756009584761905,5.78503462626236,6.88341421059304,2.92011123235131,-0.659525725929034,0.718173661558553,3.88789699699691,-0.756903400508484,3.60656206396645,-3.49389411054427,2.87764115576661,-0.279701224626484
SSP1-2.6,1,81,21,101,7455623.32773086,381284.720764786,19.5539525233959,2.63340928360261,0.328633588289708,1452902.63438395,5.13157998195862,48.892717867899,0.598382141228789,39.4440006681905,0.0392669258708764,18.4826217439065,0.74186795925926,5.66434844394528,6.87248395851703,2.9731774411065,-0.714371639332777,0.710251102304873,3.88962846653444,-0.513525696970443,3.67488196141031,-3.23737269532866,2.91683092541006,-0.29858400413096
SSP1-2.6,2,81,21,101,7363407.55986667,385782.103802975,19.0869599374347,2.63625377304031,0.335967180812373,1429917.53103617,5.150076373712,49.3405513594064,0.609430820377362,39.8247208480658,0.0401742417999122,18.3412546877425,0.741729699347442,5.64342253380276,6.86707883906187,2.94900537610044,-0.681318095703448,0.711813669514151,3.89874628573286,-0.495229838754751,3.68448784630678,-3.21452923997194,2.90915287712419,-0.29877038877698
SSP1-2.6,3,81,21,101,7331285.15752346,304489.480245387,24.0773019534704,2.63734291455632,0.338608937395802,1428587.77219938,5.13294945558312,48.9381799732263,0.596375901697359,39.5873934299906,0.0388825887357373,18.3527292925573,0.744167229770723,5.62751907745611,6.86518011214425,3.18126956904144,-0.669499423116395,0.710366987761753,3.89055786838198,-0.516884103183297,3.67851071984953,-3.24720871889714,2.90977829872981,-0.295489498209098
SSP1-2.6,4,81,21,101,7416496.35154691,323540.022040929,22.922964227927,2.63561030819762,0.331888318410552,1446118.93051765,5.1293875485003,49.0181560467898,0.588052537618482,39.8537963779261,0.0383049714888853,18.4152735306967,0.741445306772487,5.63293904479944,6.87019878741536,3.13213921280041,-0.699656825575536,0.710065513223814,3.8921907610479,-0.530938985383661,3.68521766739691,-3.26217558733199,2.91318040347646,-0.299153880377455
SSP1-2.6,5,81,21,101,7386589.47937654,365527.848008983,20.2080074599269,2.63624851427682,0.331702858361634,1435320.68577963,5.14639891145031,49.2142343807204,0.586835608987532,39.4914907393022,0.037945654717649,18.5109827896384,0.741829307107584,5.62765481789495,6.8684439631342,3.00607893476518,-0.700493334218637,0.711503446531754,3.89618289833557,-0.533010551208301,3.67608522437846,-3.27160028188985,2.91836422024012,-0.298636106608414
SSP1-2.6,6,81,21,101,7420459.37645679,347172.185501027,21.3740031210963,2.63403628710206,0.333480971785373,1444994.15982914,5.13591128312253,49.1334776152265,0.584906183600281,39.0845699421735,0.0384854790193,18.5432756496032,0.742171478677249,5.63752119583786,6.87043079186728,3.06217537612573,-0.692482881058446,0.710617513194926,3.89454062762067,-0.536303814524959,3.66572775846921,-3.25747427716413,2.92010722466123,-0.29817495917641
SSP1-2.6,7,81,21,101,7326232.10837284,341030.892221669,21.4826054632341,2.63376315912054,0.33954375105545,1428652.50452951,5.12813694474685,48.9754980714139,0.590934874151075,39.7213789399533,0.0385406043931361,18.4300375930688,0.743730128139329,5.66676799902892,6.86488067378644,3.06724355945581,-0.665328074687732,0.709959614317656,3.89132013369035,-0.526049463669936,3.6818895550888,-3.25604293388909,2.91398181145549,-0.296077040947371
SSP1-2.6,8,81,21,101,7369574.12651482,389029.246096287,18.9434964092412,2.63579011418136,0.333663620003525,1438517.75789593,5.12280247321569,48.6260756446017,0.598157420164286,39.5434729726889,0.0384862563115002,18.4937577355644,0.74069432468254,5.6129331006807,6.8674423915431,2.94146067522121,-0.691661258355834,0.70950761052278,3.88415992291968,-0.513901315252356,3.67740064829823,-3.25745408034262,2.91743325544622,-0.300167256092234
SSP1-2.6,9,81,21,101,7497554.61952963,367668.383157235,20.3921657748942,2.63436016159413,0.333390194873433,1458338.72636728,5.14088655412822,48.7972599162293,0.583762751445734,39.2347588684178,0.0385730733643172,18.5535300449118,0.745915763068783,5.65139803873778,6.87491963826937,3.01515079644908,-0.692891314539801,0.711038020233554,3.88767416202508,-0.53826062621922,3.66956305973203,-3.25520082716966,2.92066006986598,-0.29314260329247
SSP1-2.6,10,81,21,101,7429020.43187284,308643.29679303,24.0699231412584,2.63694060281754,0.331927383450003,1443099.74484481,5.14902694290636,48.9159739611111,0.603846348247048,39.505888198444,0.0397376223802903,18.4670867852293,0.736943724488537,5.6722179455263,6.87093155278098,3.18096305865562,-0.699480654593997,0.711725164331594,3.89010400900854,-0.504435503729486,3.67644972911254,-3.22545687303205,2.91599005492902,-0.30524374725427
SSP1-2.6,11,81,21,101,7398796.60530247,337546.22833633,21.9193579551134,2.63427474727099,0.334919237434286,1440639.81319975,5.13561447816528,49.0456261487252,0.595958238528504,39.7812085982631,0.0381886116705903,18.547621657866,0.739106241058202,5.5878614783634,6.86916108862606,3.08737017128193,-0.686019060274599,0.71059241453711,3.89275101075556,-0.517584683954822,3.6833946550222,-3.26521793162388,2.92034156831955,-0.302313605094622
SSP1-2.6,12,81,21,101,7435652.43632469,309095.393757559,24.0561735519,2.63397051778521,0.332833020053304,1449124.79954198,5.13158531069109,48.4652885994879,0.58542361963951,39.3535743076935,0.0379854959326876,18.4353351450088,0.745620701578483,5.59669852732294,6.87131908140728,3.18039166015555,-0.695399436396926,0.710251553284477,3.88084784272903,-0.535419557674434,3.6725868044789,-3.27055087809829,2.91426921134233,-0.293538251003595
SSP1-2.6,13,81,21,101,7357804.77377407,342478.363683146,21.4839988565857,2.63869671475191,0.337271804300391,1428324.64770704,5.1522234769459,49.1486070632674,0.599727788051185,39.4829116786093,0.0388452748772228,18.5458168351146,0.740664905202822,5.68635635621815,6.86674826041853,3.06730841882155,-0.675475798667681,0.711994692220455,3.89484850566802,-0.511279413294245,3.67586796257048,-3.24816883434729,2.92024425608181,-0.300206975667511
SSP1-2.6,14,81,21,101,7415523.41905432,341880.367864644,21.6904043521746,2.63527095101243,0.330243196026709,1436279.34629716,5.1632657785207,48.5876299683254,0.583717798024086,39.684132909187,0.0382105834250378,18.5424394939153,0.74366393882716,5.66768474859749,6.87014181079047,3.07686996699672,-0.707085326650527,0.712924480881839,3.88336897110814,-0.538337635505053,3.68095143297031,-3.26464274873024,2.9200621315204,-0.296166041318803
SSP1-2.6,15,81,21,101,7376420.72260741,333012.076139008,22.1506102965717,2.63299604140384,0.331462696965675,1438261.64882593,5.12920235392069,48.966286423622,0.590126764874889,39.6954347375878,0.038481215973736,18.5143753517725,0.744754979911816,5.681954204474,6.86784567923537,3.0978650490042,-0.701576920796489,0.710049832904243,3.89113202913689,-0.527417909440406,3.68123618706541,-3.25758505353484,2.91854747638206,-0.294700000721855
SSP1-2.6,16,81,21,101,7418031.85195432,300162.744921908,24.7133662569758,2.63384025371284,0.335561305146914,1444119.26830086,5.13750386202409,48.8299931433216,0.594020420245398,39.3921287346672,0.0383872327278438,18.4854450640035,0.742333647945327,5.65092207429729,6.8702886937942,3.20734424127543,-0.683137948910194,0.710752161357141,3.88834473765418,-0.520841582692881,3.6735660180376,-3.26003035571827,2.91698366913437,-0.29795647657798
SSP1-2.6,17,81,21,101,7541379.28071111,363036.468718463,20.773062572288,2.63523393987307,0.341012180887748,1460063.60257259,5.16588055084126,48.9435800128682,0.59277150509444,39.7400532290965,0.0389551753023755,18.5876268224691,0.744001613544974,5.64154143095183,6.87745078343213,3.03365707874115,-0.658786852711272,0.713144359887964,3.89066820639895,-0.522946274484796,3.6823595765565,-3.24534364508428,2.92249613476066,-0.295712075408153
SSP1-2.6,18,81,21,101,7382083.78765062,277155.872485813,26.6351339462543,2.63265893812026,0.332466489306281,1443814.50683617,5.11473616302748,48.7976087874832,0.59816146209418,39.2306854788395,0.0394951625506638,18.4879457838801,0.741543253553792,5.61929853785947,6.86817897018879,3.28223116931274,-0.697050521325139,0.708823236113371,3.88768131140206,-0.513894557973917,3.66945923340145,-3.23157708164657,2.91711894046454,-0.299021786598625
SSP1-2.6,19,81,21,101,7413424.18258025,405518.791409459,18.281333293615,2.63651031045258,0.33718679621711,1443013.49513111,5.13740749980936,48.6842023937184,0.604802836362636,39.3127283921299,0.0396497988139568,18.4562858886773,0.735300347848325,5.65283451756567,6.87001885036907,2.90588050065368,-0.675856138336349,0.710744015383585,3.88535459129803,-0.502852764374776,3.67154834410051,-3.22766940496316,2.91540501103525,-0.307476226710136
SSP1-2.6,20,81,21,101,7352611.55438642,316603.763534154,23.223386457291,2.63454528649359,0.341375187207144,1430777.44138728,5.13902409145417,49.0278413071433,0.585881647158512,39.6587270691248,0.0375251810816093,18.6255716358554,0.741960204585538,5.69200744694455,6.86644162237828,3.14515980789639,-0.65717191610485,0.710880653637904,3.89238832669354,-0.534637477109561,3.68031102648793,-3.28274307584842,2.92453545565265,-0.298459669887083
SSP1-2.6,21,81,21,101,7518784.30111963,324800.149092433,23.1489558183051,2.63668849286126,0.335048511483311,1456810.68680543,5.16119360003449,49.0726344787615,0.594250681279462,39.9419006095556,0.0393570552037979,18.5067323105027,0.746250068633157,5.6251082997914,6.87614762596445,3.14194967447416,-0.685438756656942,0.712750150069703,3.89330153683594,-0.520454026289884,3.68742591347428,-3.23508002657369,2.9181345745614,-0.292694522304599
SSP1-2.6,22,81,21,101,7389792.47820247,302662.015316377,24.4159891371827,2.63358860735635,0.340193432545893,1439879.42048111,5.1334344627448,49.2915335296788,0.60620218455013,39.3260967173649,0.0388078116584919,18.4472443435626,0.740071187636684,5.66011871940051,6.86863224261174,3.19523821019626,-0.662432337359629,0.710408021866035,3.89775233262281,-0.500541710686059,3.67188833710892,-3.24913372121293,2.91491500125902,-0.301008897901765
SSP1-2.6,23,81,21,101,7374803.07103827,377386.945739938,19.5417545685863,2.63944593201078,0.332248645809233,1439534.6661821,5.12260631725509,49.0273409620148,0.592182950084879,39.8740409707014,0.0387193760478738,18.4026565890829,0.741706382477955,5.57578581254895,6.86775042786332,2.97255343626747,-0.698032258212341,0.709490980741961,3.89237812131496,-0.523939654534785,3.68572550992428,-3.25141513116967,2.91249503403464,-0.298801825075146
