scenario,run,mean_ingestion,mean_maintenance,mean_net_energy,mean_metabolic_burden,mean_species_length,mean_maturation_age,gonadal_allocation_bias
SSP1-2.6,35,49.2231759770358,0.59129701084743,39.7602094049209,0.0389275029509242,18.5037295287654,0.741923160899471,5.60219904582095
SSP1-2.6,36,49.0681060665105,0.601072255884631,39.6476157735768,0.0395620342650264,18.4530381371429,0.737489523509701,5.66695227702862
SSP1-2.6,37,48.9342370215678,0.591768136204716,39.3853222721168,0.038826929854833,18.572068082619,0.742546703650794,5.60353751615167
SSP1-2.6,38,49.0611135972721,0.591092350038465,39.5298082159923,0.0389979555578202,18.4625737779718,0.743830150987654,5.61783232262404
SSP1-2.6,39,48.6108145405251,0.588700683185791,39.2281745266211,0.0381636186725616,18.4465839668254,0.739140844656085,5.66462109528345
SSP1-2.6,40,48.7638169738411,0.59892786426162,39.1313571971381,0.0391011576148875,18.5149732132011,0.737119742839506,5.58807999738086
SSP1-2.6,41,48.8355331111606,0.580386508515298,39.712173457381,0.0381581467869774,18.4450128882981,0.741997872001764,5.56413119510148
SSP1-2.6,42,48.973450535132,0.592165094482994,39.443323018448,0.0394171791409643,18.4967343912081,0.741404339982364,5.63182193049224
SSP1-2.6,43,48.5156435625229,0.598078010995205,39.6005793735244,0.0392845510962475,18.4261885408113,0.74048347515873,5.5403179755099
SSP1-2.6,44,48.8893803404632,0.599738332555388,39.7694384603575,0.0391622889267416,18.3881698434127,0.739649709805997,5.60933105760644
SSP1-2.6,45,48.9884975806603,0.604038871293021,39.8142079703932,0.03964731100341,18.4794733150441,0.740887515917108,5.65002923651943
SSP1-2.6,46,48.7734547671727,0.589997945443269,39.9055940024173,0.0376957065868716,18.479657827328,0.743813552839507,5.62605357550423
SSP1-2.6,47,49.1132348599757,0.59438986938545,39.5787923397651,0.0385419485251367,18.5375002110229,0.738840750458554,5.6988760830045
SSP1-2.6,48,49.0550827728785,0.591256281497569,39.5917036384439,0.0387994599141063,18.4958997435891,0.742350729550265,5.69371046901808
SSP1-2.6,49,49.4536059978097,0.597608275638834,39.7695966477487,0.0393236746266816,18.5724051719224,0.744331336049382,5.61097797724917
SSP1-2.6,50,48.9178146509156,0.585529665788692,39.5757742768279,0.0384024585192867,18.468199586799,0.740622674153439,5.63141837583655
SSP1-2.6,51,48.8505549915571,0.597417478293748,39.4916935640274,0.0386881042317684,18.5510867512875,0.743263592089947,5.63509954115198
SSP1-2.6,52,49.035213462555,0.584923617830776,39.7563968006725,0.0381714705620805,18.5532021763492,0.745657963024691,5.61559830177634
SSP1-2.6,53,48.8192272022013,0.602825750866495,39.4568247922865,0.0399445860270949,18.6567414452998,0.738852953165785,5.64900487069877
SSP1-2.6,54,48.7514129841119,0.592537153946548,38.9368343920169,0.0388865547115722,18.6196328493827,0.738195874179894,5.61196035078135
SSP1-2.6,55,49.094781913669,0.586197196919552,39.7442401252973,0.0382128504084669,18.4733591554938,0.743896678624339,5.60813428721299
SSP1-2.6,56,48.9510370396693,0.595893603136756,39.4167184040244,0.0393389994792633,18.399565474612,0.739798450176367,5.66311643403481
SSP1-2.6,57,48.8990482268771,0.59201368463102,39.5746394331088,0.038380558074945,18.4751885511993,0.739884601622575,5.60747187524796
SSP1-2.6,58,49.0993572795476,0.593197974459041,39.7929788457027,0.0382198496062954,18.4141167898942,0.744268276816579,5.66059512207761
SSP1-2.6,59,48.7829444099774,0.597797078619232,39.7893038414406,0.0393770380913349,18.4921504815961,0.740447393165785,5.63017819924929
SSP1-2.6,60,49.1065222569206,0.60151844765267,39.796334387355,0.0392691047906966,18.5740515185626,0.744128913765432,5.56775084381292
SSP1-2.6,61,49.2297970793987,0.588120026264928,39.3141958026079,0.0386784854360903,18.5857673998589,0.739130037548501,5.64571215967876
SSP1-2.6,62,48.9242755615267,0.591577468661309,39.623171431624,0.0387596089564435,18.4640747104938,0.736161473271605,5.63428584921953
SSP1-2.6,63,49.1931904417955,0.598918810078055,39.3602865585672,0.0391139496488043,18.5429028161023,0.74545345063492,5.66010445021067
SSP1-2.6,64,49.1133085220167,0.589915760043239,39.8472325885509,0.0385019165501499,18.5172467068695,0.74524820026455,5.65285497503706
SSP1-2.6,65,48.7937363571752,0.596030919817809,39.4014085876917,0.03883494607724,18.3806553760847,0.747270671869489,5.6170495570421
SSP1-2.6,66,49.1407516448949,0.582842476234442,39.059794666073,0.0379811786276693,18.6001785501058,0.739713992645503,5.63484109159147
SSP1-2.6,67,49.0164685596865,0.586723262118606,39.610454789503,0.0375369879134828,18.5126333495238,0.737677489144621,5.56443676104285
SSP1-2.6,68,49.0138295030115,0.59390287710522,39.6408934200518,0.0390795770038473,18.4802550450706,0.738733345784832,5.66280515017448
SSP1-2.6,69,49.2027151329236,0.597051118970123,40.1265932984226,0.0391544501468051,18.4213764672311,0.745959848156967,5.63291933706247
SSP1-2.6,70,49.3724527610837,0.595110335341539,39.7612180412191,0.0387567373989363,18.4871013950794,0.735631255767196,5.61026415862132
SSP1-2.6,71,48.9128426961422,0.593133419811967,39.7073671237618,0.0387668321838318,18.434937796843,0.739379895238096,5.60667434930568
SSP1-2.6,72,48.8415991083835,0.587741735462904,39.6042554594455,0.0383700503855208,18.4534860875397,0.742401597477955,5.63181345166526
SSP1-2.6,73,48.7198240328912,0.595036852180659,39.5733108489642,0.0391345417804693,18.4361021018959,0.742524654982363,5.62980191801531
SSP1-2.6,74,48.9192896386653,0.594875193972268,39.1867076231847,0.0392825378082028,18.4945362198236,0.739769551737213,5.6196524519867
SSP1-2.6,75,49.161180079514,0.590410187057512,39.6023650029843,0.0390609974119889,18.461506092769,0.740093550123457,5.61224389773201
SSP1-2.6,76,48.982995795057,0.58555327483243,39.8081133407687,0.0384478931918691,18.4807960988624,0.743987100776015,5.62802171731732
SSP1-2.6,77,48.8268271573234,0.612720246819308,39.5677510661904,0.0400929765062132,18.3939814901235,0.73791093882716,5.66074107971357
SSP1-2.6,78,48.5794439514014,0.601567172782636,39.2465844596515,0.040257313292024,18.4703073335891,0.741929372671958,5.67361531067019
SSP1-2.6,79,48.3401983799965,0.606701497941316,39.5532449497698,0.0394872665030353,18.4262521172134,0.741958151622575,5.57281849807926
SSP1-2.6,80,48.977820729346,0.592749126869577,39.7223171617135,0.0389036872494464,18.5615676781041,0.738272750511464,5.69176405537313
SSP1-2.6,81,48.8212432958629,0.592656547603145,39.1270754170386,0.0394090128750736,18.429655668642,0.739957474797179,5.67359013698401
SSP1-2.6,82,48.9640515737004,0.585240825153704,39.6219708530074,0.0389726119965579,18.4932728439065,0.740819438474427,5.64450708177126
SSP1-2.6,83,48.8056745251193,0.585835548969724,39.2786152491107,0.0378723480918681,18.4759144531041,0.738329859276896,5.63916777853511
SSP1-2.6,84,49.159137976558,0.58788527545669,39.8902079318293,0.0383779836789187,18.525549165,0.74187088776896,5.57791777095945
SSP1-2.6,85,49.2068060416411,0.600504542415063,39.6223864478991,0.0392915793780927,18.4529028734744,0.739896492451499,5.64842588970643
SSP1-2.6,86,48.737252277255,0.595169742982447,39.7038646633734,0.0389652212702771,18.5649091649118,0.737479897389771,5.60724863157515
SSP1-2.6,87,49.1908661051328,0.590409803341185,39.7990935273872,0.0387974393416033,18.453816812134,0.740652531410935,5.68648551148393
