scenario,run,n_years,start_time,end_time,total_biomass,biomass_temporal_sd,biomass_stability,community_mean_tl,predator_biomass_proportion,total_yield,biomass_yield_ratio
Base,36,30,21,50,7622414.95522,302240.420877138,25.219707321406,2.6158695558641,0.32687477655735,1454872.69339333,5.23934479388178
Base,37,30,21,50,7612370.05794,338202.192530148,22.5083403540071,2.61716084417584,0.333841788893129,1449062.75396667,5.25301157021719
Base,38,30,21,50,7615057.09981333,278615.81746533,27.3317472392282,2.62257343203933,0.339491226100123,1455172.47099667,5.23328241799762
Base,39,30,21,50,7800423.67733,380879.186650853,20.4800470876886,2.61931051635088,0.33665883985824,1467091.664922,5.31717360449565
Base,40,30,21,50,7497277.09051,327015.917634461,22.9263368729668,2.61658203881474,0.330155441620175,1426616.726182,5.25433055401393
Base,41,30,21,50,7654366.66805333,343393.56171636,22.290361618299,2.61276410615893,0.322012958917899,1465026.17893333,5.2249181521668
Base,42,30,21,50,7456272.50616667,353060.999678409,21.1189355747543,2.61063737867378,0.326954480191349,1426239.27710333,5.22735111582488
Base,43,30,21,50,7493464.95008333,371787.933574915,20.1552128871697,2.62049420896991,0.332005612120405,1434648.66158667,5.22289232388181
Base,44,30,21,50,7596529.07608667,333571.97497866,22.7732832668951,2.6204980953109,0.333678674961476,1445620.62428,5.25490193858161
Base,45,30,21,50,7579271.11032667,347687.92247253,21.7990635292357,2.61873801333267,0.332008273115555,1448257.31314667,5.23287390445036
Base,46,30,21,50,7704838.08023333,368966.372568214,20.8822230237496,2.61470293484809,0.324491174200724,1472088.872277,5.23336623586796
Base,47,30,21,50,7486721.42889667,271475.103914279,27.5779300604326,2.62034207060328,0.331572942757986,1419643.96455267,5.27520352895464
Base,48,30,21,50,7612145.93234333,340473.184691099,22.3575490658673,2.62265046862998,0.346224158902953,1449263.44816467,5.25181369226192
Base,49,30,21,50,7611879.37072333,311262.099448624,24.4548866829825,2.62004932730877,0.335255780059217,1443750.6796,5.2727495081198
Base,50,30,21,50,7747728.17135,484609.49407068,15.9875699220618,2.61300268309091,0.332345405480821,1478980.18528667,5.23687028563414
Base,51,30,21,50,7845234.39577767,310604.827576345,25.2579280785626,2.6209422122709,0.341288449879798,1481105.19322367,5.29728296442977
Base,52,30,21,50,7684243.29826667,339609.125880008,22.626727943058,2.6103579797285,0.331427353027778,1469514.86358667,5.22976169083006
Base,53,30,21,50,7518926.76980667,286690.075866389,26.2266726432165,2.61733066933335,0.329316514508021,1443122.030258,5.21038005195821
Base,54,30,21,50,7605521.23614333,507886.181771361,14.9748536367291,2.61754398276174,0.330090639904374,1451359.20782333,5.23841360866831
Base,55,30,21,50,7665730.78039,380096.658723683,20.1678457425292,2.61426626105853,0.330692908387526,1462606.79623767,5.2409760961539
Base,56,30,21,50,7599867.05572,394641.557944862,19.257645077465,2.61927629850053,0.341572994697442,1443676.15653767,5.2628410222899
Base,57,30,21,50,7720040.37101,324587.538459214,23.7841551393387,2.61606065338778,0.33130021053645,1465529.10845667,5.26662807336902
Base,58,30,21,50,7802021.43367333,402698.009638596,19.3743729716353,2.62429793240066,0.334076493377655,1488440.89990833,5.24255935706079
Base,59,30,21,50,7636708.28078667,342588.417849532,22.2912039137902,2.62114454492262,0.33255280022279,1450164.58725333,5.26529069464512
