scenario,run,n_years,start_time,end_time,total_biomass,biomass_temporal_sd,biomass_stability,community_mean_tl,predator_biomass_proportion,total_yield,biomass_yield_ratio
Base,60,30,21,50,7586483.52014667,437747.747449102,17.3307197223871,2.61470695355447,0.328687461818487,1450025.03699667,5.23127660710087
Base,61,30,21,50,7695002.45710467,367309.935107889,20.9496169899255,2.61797258289511,0.327247546358015,1466452.35543233,5.24599404562884
Base,62,30,21,50,7680991.40600333,272385.313949249,28.1989924296523,2.61804362189644,0.317355163037718,1464779.60373333,5.24549620627689
Base,63,30,21,50,7450869.05464667,306292.750023528,24.3259726326344,2.61625874414705,0.33031856445538,1431470.99624667,5.20564471813109
Base,64,30,21,50,7843618.69935,299051.325553756,26.2283361721467,2.61673858131445,0.344963746455385,1479217.41650333,5.30233070054074
Base,65,30,21,50,7709096.81360333,312311.961829958,24.6839626904866,2.61437518138317,0.342310788484071,1453165.83946667,5.3065027705025
Base,66,30,21,50,7550301.07588,329983.215222266,22.8808640184755,2.61915664561589,0.33555562669741,1442785.55784567,5.23417800606499
Base,67,30,21,50,7770924.43007333,309975.478343938,25.0694812105459,2.62178453834133,0.339950488864783,1471807.12797767,5.28040294857565
Base,68,30,21,50,7638352.77095,340003.578695737,22.4655069815763,2.61948513342143,0.334348163574997,1460566.25612867,5.22983054170798
Base,69,30,21,50,7646498.32779667,313681.407155893,24.3766386956959,2.61915042306802,0.342238604703875,1456471.67476667,5.2503786904875
Base,70,30,21,50,7682298.57029667,343027.865517773,22.3955524974651,2.6187226856395,0.33233542592727,1467236.817386,5.23570721138444
Base,71,30,21,50,7802092.70405667,307728.280320352,25.3538371446866,2.61794707435876,0.319238798770937,1480306.13328667,5.2711604536219
Base,72,30,21,50,7537617.30566,267112.667747736,28.2188687238847,2.6144060431515,0.333148365894852,1444300.06777567,5.21999677530313
Base,73,30,21,50,7485713.58153333,288063.827644855,25.9863018648847,2.61646376695594,0.33340215506092,1437251.54947667,5.20799778206595
Base,74,30,21,50,7678907.633912,277523.898602796,27.6693563061478,2.6123348577672,0.330742032414179,1461595.75560667,5.25347343927983
Base,75,30,21,50,7739506.27940333,323818.855238109,23.9007276883625,2.61980403956216,0.338603503756611,1473935.31206333,5.25033331068917
Base,76,30,21,50,7579218.92833667,413203.157607202,18.3425968287048,2.61459885810005,0.338146346486246,1440996.69563667,5.25957079345684
Base,77,30,21,50,7626196.76425667,322652.530497036,23.6359428283695,2.62030095724108,0.329855345244186,1448584.062624,5.26412060462966
Base,78,30,21,50,7652978.65072667,438280.487065265,17.461372058727,2.62083089356871,0.341510122507443,1452681.40837667,5.26951817710237
Base,79,30,21,50,7669211.61074333,313307.722094692,24.4782080679947,2.61695917811962,0.335583970137931,1457353.546147,5.26224402473093
Base,80,30,21,50,7619192.09377333,380638.252305788,20.0168849232011,2.62022760446879,0.335467489616884,1448381.45458,5.25957055390238
Base,81,30,21,50,7640460.98019667,314489.966360156,24.2947686650414,2.61460679545026,0.327052401332795,1453905.86919,5.2554569802966
Base,82,30,21,50,7626043.40467,262937.563404588,29.0032481701202,2.62047904641729,0.335610257101849,1455476.11422,5.24013032142294
Base,83,30,21,50,7567373.63990667,397180.890097876,19.0527133318067,2.61569247365428,0.328296459560627,1453004.52724433,5.20763591437298
Base,84,30,21,50,7554552.20537667,324875.962608398,23.2536508540733,2.61865823693728,0.326364153615761,1440968.78636833,5.24190862768764
Base,85,30,21,50,7668440.37921333,340236.614711655,22.5385512541388,2.61475898252987,0.335439117791077,1470650.75238667,5.21459565899585
Base,86,30,21,50,7855723.86987,339189.150570002,23.1603040859903,2.62343762127402,0.337236250496493,1493738.99858167,5.26057894056293
Base,87,30,21,50,7641075.36908667,397002.754058807,19.2469077127733,2.62202141365521,0.332189680598934,1457476.07485133,5.24252956958588
Base,88,30,21,50,7535168.32080333,328585.603124475,22.93213168548,2.61471271443681,0.327911100102814,1445527.59213767,5.21268995006901
