scenario,run,species,latin,group,species_order,mean_tl
Base,1,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32749518333333
Base,2,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33347561
Base,3,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32897034666667
Base,4,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32917078333333
Base,5,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34277879
Base,6,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32869032333333
Base,7,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33645711333333
Base,8,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33109403333333
Base,9,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33364341666667
Base,10,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33292626
Base,11,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33344172
Base,12,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33124006
Base,13,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33652750666667
Base,14,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33260880666667
Base,15,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33169751666667
Base,16,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.3324418
Base,17,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33267065666667
Base,18,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33616886666667
Base,19,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33557980333333
Base,20,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33692436333333
Base,21,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33147572333333
Base,22,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32750515333333
Base,23,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33658341333333
Base,24,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32797258666667
Base,25,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33233328
Base,26,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33856710666667
Base,27,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33440732
Base,28,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33756622
Base,29,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33265377
Base,30,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.3274071
Base,31,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33141169666667
Base,32,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33406928666667
Base,33,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34032545333333
Base,34,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34021191333333
Base,35,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34254041666667
Base,36,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33299236666667
Base,37,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33409331333333
Base,38,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34117781666667
Base,39,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33612385
Base,40,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32730762666667
Base,41,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33376345333333
Base,42,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33719371666667
Base,43,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33726543666667
Base,44,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33669804333333
Base,45,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33945139333333
Base,46,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33413829666667
Base,47,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33380745666667
Base,48,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34154040333333
Base,49,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33768685
Base,50,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33614895
Base,51,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33873566
Base,52,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33294828
Base,53,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33163245333333
Base,54,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33616451
Base,55,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33410170333333
Base,56,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33232894333333
Base,57,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33372464333333
Base,58,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33607728
Base,59,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33638058
Base,60,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33399975666667
Base,61,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33406985
Base,62,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33421328666667
Base,63,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33788505333333
Base,64,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33718292333333
Base,65,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33974743666667
Base,66,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33766273666667
Base,67,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33185266333333
Base,68,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33311248333333
Base,69,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33271733333333
Base,70,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34004607
Base,71,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34650184333333
Base,72,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33092407666667
Base,73,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32470350666667
Base,74,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33169792666667
Base,75,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33033204
Base,76,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33307616666667
Base,77,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34274558333333
Base,78,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33430386666667
Base,79,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33593742666667
Base,80,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33642874666667
Base,81,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33195711333333
Base,82,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33180191333333
Base,83,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34060004333333
Base,84,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33896533
Base,85,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33139126666667
Base,86,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34034957333333
Base,87,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32953980666667
Base,88,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33726234
Base,89,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34067931666667
Base,90,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.34094758666667
Base,91,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33431463
Base,92,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.3376895
Base,93,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33084508333333
Base,94,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32979809666667
Base,95,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33384445666667
Base,96,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.32849593666667
Base,97,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33022979
Base,98,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33059886
Base,99,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33482506
Base,100,EngraulisJaponicus,Engraulis japonicus,Prey,1,2.33526103333333
Base,1,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09056775666667
Base,2,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08600794666667
Base,3,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09044139333333
Base,4,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08761304
Base,5,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.0873032
Base,6,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09280513333333
Base,7,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10158205333333
Base,8,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09672401
Base,9,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09337509
Base,10,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08799325333333
Base,11,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09298168
Base,12,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08954858
Base,13,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.0906109
Base,14,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10044045666667
Base,15,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09295061
Base,16,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09879766666667
Base,17,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09426873333333
Base,18,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09037484333333
Base,19,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10149348666667
Base,20,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08175659
Base,21,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09951773666667
Base,22,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09134455333333
Base,23,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09064853
Base,24,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09010872666667
Base,25,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09094396333333
Base,26,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09157570666667
Base,27,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09201043333333
Base,28,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08607957666667
Base,29,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09249622333333
Base,30,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09889568666667
Base,31,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09157112666667
Base,32,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09740536
Base,33,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09999892666667
Base,34,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10489271
Base,35,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10080773333333
Base,36,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09547545
Base,37,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09581219
Base,38,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09085220666667
Base,39,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10369944
Base,40,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09682466333333
Base,41,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09196226
Base,42,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08693634666667
Base,43,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09659831
Base,44,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08920716666667
Base,45,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09314927
Base,46,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09816190666667
Base,47,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09218113666667
Base,48,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09556255666667
Base,49,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09022867
Base,50,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09485773333333
Base,51,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10704107333333
Base,52,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09604170333333
Base,53,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08972669666667
Base,54,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09229220333333
Base,55,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10031640333333
Base,56,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08978449666667
Base,57,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09312418
Base,58,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09765162333333
Base,59,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09574094666667
Base,60,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10127373666667
Base,61,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09373774333333
Base,62,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08766751
Base,63,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09176712
Base,64,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10015086
Base,65,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09051579
Base,66,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08874103666667
Base,67,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10627312666667
Base,68,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10132673
Base,69,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09677168333333
Base,70,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09971769333333
Base,71,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09568752666667
Base,72,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09288243333333
Base,73,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08661475333333
Base,74,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09034049666667
Base,75,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10141623333333
Base,76,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09312092
Base,77,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08756646333333
Base,78,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09502461333333
Base,79,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09785716333333
Base,80,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08913283666667
Base,81,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09083695666667
Base,82,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09446288333333
Base,83,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08628123666667
Base,84,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08386195333333
Base,85,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08609295333333
Base,86,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.10649285
Base,87,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08269546333333
Base,88,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09732119333333
Base,89,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09190886333333
Base,90,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09504989333333
Base,91,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09744978666667
Base,92,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09247904
Base,93,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09971840666667
Base,94,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.07567271333333
Base,95,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08538000666667
Base,96,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09969574333333
Base,97,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09625187
Base,98,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08858646
Base,99,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.09514346666667
Base,100,ScomberomorusNiphonius,Scomberomorus niphonius,Predator,2,3.08227238666667
Base,1,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78897464333333
Base,2,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78503295
Base,3,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79084622
Base,4,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78916273333333
Base,5,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77923071333333
Base,6,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78505767333333
Base,7,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78535148666667
Base,8,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78171061
Base,9,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78582725333333
Base,10,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78251028666667
Base,11,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77902304
Base,12,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79002464
Base,13,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78599556
Base,14,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78643211333333
Base,15,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78819271
Base,16,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77802417
Base,17,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78412614333333
Base,18,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78350145
Base,19,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78358099
Base,20,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78405887333333
Base,21,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78309306666667
Base,22,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78171646666667
Base,23,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78764016333333
Base,24,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78059567
Base,25,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78355733333333
Base,26,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77826082333333
Base,27,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78244919666667
Base,28,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77950862666667
Base,29,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79326165333333
Base,30,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78936988666667
Base,31,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7851569
Base,32,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78604777333333
Base,33,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78485496
Base,34,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77848145666667
Base,35,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78600824666667
Base,36,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77965698
Base,37,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78356182
Base,38,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79191527333333
Base,39,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78934877666667
Base,40,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78713961333333
Base,41,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77890918666667
Base,42,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.76995924666667
Base,43,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78133683
Base,44,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77990443333333
Base,45,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78178638666667
Base,46,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78105533666667
Base,47,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77557250333333
Base,48,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78975437333333
Base,49,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78082619333333
Base,50,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78573138
Base,51,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78966222
Base,52,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77756004
Base,53,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77922760666667
Base,54,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78889036666667
Base,55,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78196375666667
Base,56,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78929850333333
Base,57,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78748118333333
Base,58,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78777327333333
Base,59,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.7842116
Base,60,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78697528333333
Base,61,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78520054666667
Base,62,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78673277333333
Base,63,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78300625666667
Base,64,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78849327333333
Base,65,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78392351666667
Base,66,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78648485333333
Base,67,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78946119333333
Base,68,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78315982333333
Base,69,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78877871666667
Base,70,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78844372
Base,71,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79006000333333
Base,72,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78074566333333
Base,73,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78753848333333
Base,74,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78649849666667
Base,75,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78940711
Base,76,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77339333
Base,77,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78446310666667
Base,78,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79163755333333
Base,79,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78810001
Base,80,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79654173
Base,81,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78410474333333
Base,82,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78950013
Base,83,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78421759666667
Base,84,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78315376666667
Base,85,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78414496333333
Base,86,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78580249666667
Base,87,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78800494
Base,88,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78019357333333
Base,89,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78920458666667
Base,90,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78374729
Base,91,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78295018666667
Base,92,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78608075666667
Base,93,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78763895333333
Base,94,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77431734
Base,95,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77869247
Base,96,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78225756666667
Base,97,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.79002295666667
Base,98,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78469451333333
Base,99,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.78531865666667
Base,100,TrichiurusJaponicus,Trichiurus japonicus,Predator,3,2.77457897333333
Base,1,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10841316666667
Base,2,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.12125116
Base,3,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.12117033
Base,4,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11472524666667
Base,5,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11379896666667
Base,6,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11585016666667
Base,7,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11384373666667
Base,8,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11323268666667
Base,9,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11267107666667
Base,10,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10999357333333
Base,11,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11663392
Base,12,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11464521666667
Base,13,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11354293666667
Base,14,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11297639
Base,15,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.12088003
Base,16,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11690511666667
Base,17,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11652040333333
Base,18,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10759302
Base,19,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11541502
Base,20,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11041958666667
Base,21,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11548089333333
Base,22,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.1087766
Base,23,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11024834666667
Base,24,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10732911333333
Base,25,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11265458
Base,26,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10892641
Base,27,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11654728666667
Base,28,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11732664333333
Base,29,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11015352
Base,30,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11543493333333
Base,31,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10766215333333
Base,32,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11803514333333
Base,33,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11212547666667
Base,34,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.12258785666667
Base,35,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.10955397666667
Base,36,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11561527333333
Base,37,MuraenesoxCinereus,Muraenesox cinereus,Predator,4,3.11693151
