scenario,run,species,latin,group,species_order,mean_tl
SSP1-2.6,87,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.71831374444444
SSP1-2.6,88,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.7222681308642
SSP1-2.6,89,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.71969829382716
SSP1-2.6,90,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.71872438888889
SSP1-2.6,91,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72252022345679
SSP1-2.6,92,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72370332469136
SSP1-2.6,93,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.73355175308642
SSP1-2.6,94,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72010612098765
SSP1-2.6,95,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72415420246914
SSP1-2.6,96,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.7308455345679
SSP1-2.6,97,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72538607283951
SSP1-2.6,98,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72574087901235
SSP1-2.6,99,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72184454444444
SSP1-2.6,100,DecapterusMaruadsi,Decapterus maruadsi,Mid-trophic species,10,2.72216718024691
SSP1-2.6,1,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89255026296296
SSP1-2.6,2,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88981076296296
SSP1-2.6,3,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89775075185185
SSP1-2.6,4,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88589174074074
SSP1-2.6,5,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88454271481481
SSP1-2.6,6,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88421565061728
SSP1-2.6,7,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89307183209877
SSP1-2.6,8,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88882055802469
SSP1-2.6,9,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88704279135802
SSP1-2.6,10,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89373544567901
SSP1-2.6,11,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8920512037037
SSP1-2.6,12,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88926876790123
SSP1-2.6,13,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88739394074074
SSP1-2.6,14,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88917058641975
SSP1-2.6,15,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88243442222222
SSP1-2.6,16,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88998009012346
SSP1-2.6,17,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89052836296296
SSP1-2.6,18,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.87982511358025
SSP1-2.6,19,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88820670864198
SSP1-2.6,20,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89026999012346
SSP1-2.6,21,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8893380308642
SSP1-2.6,22,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89085190493827
SSP1-2.6,23,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.9011463691358
SSP1-2.6,24,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89423511481481
SSP1-2.6,25,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88565195802469
SSP1-2.6,26,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89148679012346
SSP1-2.6,27,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8867669654321
SSP1-2.6,28,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89467394444444
SSP1-2.6,29,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88470424691358
SSP1-2.6,30,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88800300123457
SSP1-2.6,31,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89076924567901
SSP1-2.6,32,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88883233703704
SSP1-2.6,33,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88911688641975
SSP1-2.6,34,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88831566666667
SSP1-2.6,35,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88982058888889
SSP1-2.6,36,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.90088133209877
SSP1-2.6,37,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89322595925926
SSP1-2.6,38,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88679728518519
SSP1-2.6,39,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89871051481481
SSP1-2.6,40,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88517272345679
SSP1-2.6,41,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88744788518519
SSP1-2.6,42,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88402740246914
SSP1-2.6,43,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88250609259259
SSP1-2.6,44,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89617858888889
SSP1-2.6,45,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88383012098765
SSP1-2.6,46,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88220439012346
SSP1-2.6,47,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88788091975309
SSP1-2.6,48,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89863310740741
SSP1-2.6,49,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88830080617284
SSP1-2.6,50,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88689716790123
SSP1-2.6,51,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88835175308642
SSP1-2.6,52,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8846144654321
SSP1-2.6,53,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89249370493827
SSP1-2.6,54,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89271146419753
SSP1-2.6,55,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88613570740741
SSP1-2.6,56,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89321299506173
SSP1-2.6,57,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88882005925926
SSP1-2.6,58,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89825024444444
SSP1-2.6,59,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89715902962963
SSP1-2.6,60,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89123650617284
SSP1-2.6,61,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88859495679012
SSP1-2.6,62,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8904153617284
SSP1-2.6,63,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88966543209877
SSP1-2.6,64,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88920572345679
SSP1-2.6,65,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88453566049383
SSP1-2.6,66,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88941114320988
SSP1-2.6,67,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89027625679012
SSP1-2.6,68,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89178581975309
SSP1-2.6,69,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89691689753086
SSP1-2.6,70,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89510332345679
SSP1-2.6,71,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89461084938272
SSP1-2.6,72,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88948108641975
SSP1-2.6,73,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89022177901235
SSP1-2.6,74,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8840026
SSP1-2.6,75,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88602925925926
SSP1-2.6,76,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88587213333333
SSP1-2.6,77,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88637544320988
SSP1-2.6,78,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88807275925926
SSP1-2.6,79,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89644414938272
SSP1-2.6,80,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89310851111111
SSP1-2.6,81,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88408900493827
SSP1-2.6,82,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88833711975309
SSP1-2.6,83,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.8940350654321
SSP1-2.6,84,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89639507037037
SSP1-2.6,85,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.90022931975309
SSP1-2.6,86,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88910842716049
SSP1-2.6,87,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89537219012346
SSP1-2.6,88,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89121336790123
SSP1-2.6,89,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88718553580247
SSP1-2.6,90,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88873434197531
SSP1-2.6,91,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88077576790123
SSP1-2.6,92,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.90220059876543
SSP1-2.6,93,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88621011975309
SSP1-2.6,94,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88842142592593
SSP1-2.6,95,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89972754567901
SSP1-2.6,96,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88970538518519
SSP1-2.6,97,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.88684528024691
SSP1-2.6,98,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89246422839506
SSP1-2.6,99,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89136037160494
SSP1-2.6,100,PennahiaArgentata,Pennahia argentata,Mid-trophic species,11,2.89397667160494
SSP1-2.6,1,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81295968641975
SSP1-2.6,2,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81040759012346
SSP1-2.6,3,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82005685308642
SSP1-2.6,4,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81614105432099
SSP1-2.6,5,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81349278271605
SSP1-2.6,6,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80886209135802
SSP1-2.6,7,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81951424197531
SSP1-2.6,8,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82211360987654
SSP1-2.6,9,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82088294814815
SSP1-2.6,10,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81380037160494
SSP1-2.6,11,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8135984962963
SSP1-2.6,12,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80913031728395
SSP1-2.6,13,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81733315432099
SSP1-2.6,14,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81499771481482
SSP1-2.6,15,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81911270246914
SSP1-2.6,16,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81294314320988
SSP1-2.6,17,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81799384691358
SSP1-2.6,18,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81349662592593
SSP1-2.6,19,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81652652962963
SSP1-2.6,20,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81337119506173
SSP1-2.6,21,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8193041308642
SSP1-2.6,22,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82148035555556
SSP1-2.6,23,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81002664814815
SSP1-2.6,24,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81355336049383
SSP1-2.6,25,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80641451975309
SSP1-2.6,26,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.83156562839506
SSP1-2.6,27,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81263584814815
SSP1-2.6,28,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81904142962963
SSP1-2.6,29,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81741866419753
SSP1-2.6,30,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82255802345679
SSP1-2.6,31,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80829221604938
SSP1-2.6,32,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8100516
SSP1-2.6,33,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82100034938272
SSP1-2.6,34,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81647979259259
SSP1-2.6,35,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81076852345679
SSP1-2.6,36,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82213888765432
SSP1-2.6,37,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81889674197531
SSP1-2.6,38,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80884210123457
SSP1-2.6,39,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80955352716049
SSP1-2.6,40,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80698963703704
SSP1-2.6,41,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81953560740741
SSP1-2.6,42,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81214697654321
SSP1-2.6,43,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81632973703704
SSP1-2.6,44,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81595998148148
SSP1-2.6,45,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81930101975309
SSP1-2.6,46,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80979866790123
SSP1-2.6,47,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80984987037037
SSP1-2.6,48,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8242980962963
SSP1-2.6,49,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81827922345679
SSP1-2.6,50,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81468024197531
SSP1-2.6,51,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81636410123457
SSP1-2.6,52,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81129856049383
SSP1-2.6,53,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81878668641975
SSP1-2.6,54,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81805263950617
SSP1-2.6,55,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81514062962963
SSP1-2.6,56,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8146879654321
SSP1-2.6,57,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81094139259259
SSP1-2.6,58,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81004204320988
SSP1-2.6,59,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80844203580247
SSP1-2.6,60,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81518508518519
SSP1-2.6,61,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81470904197531
SSP1-2.6,62,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81284241358025
SSP1-2.6,63,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82344289259259
SSP1-2.6,64,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81388805185185
SSP1-2.6,65,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81266774814815
SSP1-2.6,66,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81661611604938
SSP1-2.6,67,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81386024567901
SSP1-2.6,68,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81779492592593
SSP1-2.6,69,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81278282839506
SSP1-2.6,70,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82189503333333
SSP1-2.6,71,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81929225061728
SSP1-2.6,72,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81423057160494
SSP1-2.6,73,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81847967530864
SSP1-2.6,74,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81916825802469
SSP1-2.6,75,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8056892691358
SSP1-2.6,76,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82481002469136
SSP1-2.6,77,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81299827283951
SSP1-2.6,78,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81041018888889
SSP1-2.6,79,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81916295555556
SSP1-2.6,80,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82428921728395
SSP1-2.6,81,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82145881481482
SSP1-2.6,82,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80761750123457
SSP1-2.6,83,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81737973580247
SSP1-2.6,84,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.8311045037037
SSP1-2.6,85,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82121738888889
SSP1-2.6,86,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82383504320988
SSP1-2.6,87,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81764108518519
SSP1-2.6,88,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82795608765432
SSP1-2.6,89,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81535431851852
SSP1-2.6,90,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.79950605061728
SSP1-2.6,91,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81522296419753
SSP1-2.6,92,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82258297160494
SSP1-2.6,93,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81038085679012
SSP1-2.6,94,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81862314074074
SSP1-2.6,95,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81235744938272
SSP1-2.6,96,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81494408765432
SSP1-2.6,97,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.82531186419753
SSP1-2.6,98,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81606287407407
SSP1-2.6,99,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.81321500123457
SSP1-2.6,100,PampusArgenteus,Pampus argenteus,Mid-trophic species,12,2.80443068024691
SSP1-2.6,1,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.58832627283951
SSP1-2.6,2,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59765745679012
SSP1-2.6,3,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60634308395062
SSP1-2.6,4,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59985363950617
SSP1-2.6,5,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59960814691358
SSP1-2.6,6,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.5960475962963
SSP1-2.6,7,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59394642839506
SSP1-2.6,8,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59435597530864
SSP1-2.6,9,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60064185185185
SSP1-2.6,10,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60365424814815
SSP1-2.6,11,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59948342469136
SSP1-2.6,12,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59565445802469
SSP1-2.6,13,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59585989012346
SSP1-2.6,14,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59818850740741
SSP1-2.6,15,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59204646666667
SSP1-2.6,16,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.6018080308642
SSP1-2.6,17,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60270854814815
SSP1-2.6,18,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.5992783962963
SSP1-2.6,19,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60584001234568
SSP1-2.6,20,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59529337160494
SSP1-2.6,21,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59592572469136
SSP1-2.6,22,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59790275555556
SSP1-2.6,23,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60234657777778
SSP1-2.6,24,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59146199012346
SSP1-2.6,25,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60304539506173
SSP1-2.6,26,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59684793209877
SSP1-2.6,27,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60056815061728
SSP1-2.6,28,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59735342469136
SSP1-2.6,29,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60297476666667
SSP1-2.6,30,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59884378518519
SSP1-2.6,31,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60631465802469
SSP1-2.6,32,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59526715802469
SSP1-2.6,33,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.6041592962963
SSP1-2.6,34,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60089549876543
SSP1-2.6,35,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59410361975309
SSP1-2.6,36,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59480365308642
SSP1-2.6,37,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59333131481481
SSP1-2.6,38,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59186458888889
SSP1-2.6,39,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59772034320988
SSP1-2.6,40,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.58765312469136
SSP1-2.6,41,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60040420493827
SSP1-2.6,42,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59944898518519
SSP1-2.6,43,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59826181234568
SSP1-2.6,44,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60358653827161
SSP1-2.6,45,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59754338765432
SSP1-2.6,46,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59529860987654
SSP1-2.6,47,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60447382716049
SSP1-2.6,48,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59624536049383
SSP1-2.6,49,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59795744074074
SSP1-2.6,50,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59660771234568
SSP1-2.6,51,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59591963703704
SSP1-2.6,52,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59742830246914
SSP1-2.6,53,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60398454197531
SSP1-2.6,54,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59767492222222
SSP1-2.6,55,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59838818765432
SSP1-2.6,56,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60562982098765
SSP1-2.6,57,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59307065925926
SSP1-2.6,58,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59494174074074
SSP1-2.6,59,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60163934567901
SSP1-2.6,60,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60537662962963
SSP1-2.6,61,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59967612222222
SSP1-2.6,62,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.5924428
SSP1-2.6,63,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.5922522654321
SSP1-2.6,64,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60055476790123
SSP1-2.6,65,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.59651289259259
SSP1-2.6,66,LarimichthysPolyactis,Larimichthys polyactis,Mid-trophic species,13,2.60237869135802
