scenario,run,group,mean_tl
SSP1-2.6,67,Invertebrate,2.28539179465021
SSP1-2.6,68,Invertebrate,2.28314301481481
SSP1-2.6,69,Invertebrate,2.28441531193416
SSP1-2.6,70,Invertebrate,2.2838649691358
SSP1-2.6,71,Invertebrate,2.28788644855967
SSP1-2.6,72,Invertebrate,2.28202642263375
SSP1-2.6,73,Invertebrate,2.28268894032922
SSP1-2.6,74,Invertebrate,2.28595701440329
SSP1-2.6,75,Invertebrate,2.28388450658436
SSP1-2.6,76,Invertebrate,2.2817010563786
SSP1-2.6,77,Invertebrate,2.27997449588477
SSP1-2.6,78,Invertebrate,2.28167964650206
SSP1-2.6,79,Invertebrate,2.28525014074074
SSP1-2.6,80,Invertebrate,2.27896888148148
SSP1-2.6,81,Invertebrate,2.28274641316872
SSP1-2.6,82,Invertebrate,2.28187822674897
SSP1-2.6,83,Invertebrate,2.28360895226338
SSP1-2.6,84,Invertebrate,2.28506969218107
SSP1-2.6,85,Invertebrate,2.28749837407408
SSP1-2.6,86,Invertebrate,2.28308605679012
SSP1-2.6,87,Invertebrate,2.28157510617284
SSP1-2.6,88,Invertebrate,2.28717924197531
SSP1-2.6,89,Invertebrate,2.28501291152263
SSP1-2.6,90,Invertebrate,2.27996019382716
SSP1-2.6,91,Invertebrate,2.2804181909465
SSP1-2.6,92,Invertebrate,2.28435450699589
SSP1-2.6,93,Invertebrate,2.28642342139918
SSP1-2.6,94,Invertebrate,2.28164606872428
SSP1-2.6,95,Invertebrate,2.28262849711934
SSP1-2.6,96,Invertebrate,2.28632594074074
SSP1-2.6,97,Invertebrate,2.28244578600823
SSP1-2.6,98,Invertebrate,2.28242247160494
SSP1-2.6,99,Invertebrate,2.28314871728395
SSP1-2.6,100,Invertebrate,2.28214468436214
SSP1-2.6,1,Mid-trophic species,2.70584939176955
SSP1-2.6,2,Mid-trophic species,2.70785354855967
SSP1-2.6,3,Mid-trophic species,2.71096839979424
SSP1-2.6,4,Mid-trophic species,2.70351114300411
SSP1-2.6,5,Mid-trophic species,2.70659963497942
SSP1-2.6,6,Mid-trophic species,2.70632921995885
SSP1-2.6,7,Mid-trophic species,2.70649401707819
SSP1-2.6,8,Mid-trophic species,2.70958913333333
SSP1-2.6,9,Mid-trophic species,2.70961367139918
SSP1-2.6,10,Mid-trophic species,2.70920159382716
SSP1-2.6,11,Mid-trophic species,2.71048887345679
SSP1-2.6,12,Mid-trophic species,2.70497458559671
SSP1-2.6,13,Mid-trophic species,2.70544794588477
SSP1-2.6,14,Mid-trophic species,2.70793500061728
SSP1-2.6,15,Mid-trophic species,2.70711347901235
SSP1-2.6,16,Mid-trophic species,2.70887766358025
SSP1-2.6,17,Mid-trophic species,2.70972800781893
SSP1-2.6,18,Mid-trophic species,2.70713736563786
SSP1-2.6,19,Mid-trophic species,2.71136421851852
SSP1-2.6,20,Mid-trophic species,2.70917582016461
SSP1-2.6,21,Mid-trophic species,2.70973446872428
SSP1-2.6,22,Mid-trophic species,2.7080270526749
SSP1-2.6,23,Mid-trophic species,2.70789894567901
SSP1-2.6,24,Mid-trophic species,2.70408846502058
SSP1-2.6,25,Mid-trophic species,2.70761278539095
SSP1-2.6,26,Mid-trophic species,2.71419699382716
SSP1-2.6,27,Mid-trophic species,2.70799221131687
SSP1-2.6,28,Mid-trophic species,2.70803876111111
SSP1-2.6,29,Mid-trophic species,2.70664688024692
SSP1-2.6,30,Mid-trophic species,2.71077642139918
SSP1-2.6,31,Mid-trophic species,2.70682881316872
SSP1-2.6,32,Mid-trophic species,2.70803788251029
SSP1-2.6,33,Mid-trophic species,2.71013839053498
SSP1-2.6,34,Mid-trophic species,2.70802800761317
SSP1-2.6,35,Mid-trophic species,2.70732016872428
SSP1-2.6,36,Mid-trophic species,2.71026888744856
SSP1-2.6,37,Mid-trophic species,2.70904434753087
SSP1-2.6,38,Mid-trophic species,2.70480515493827
SSP1-2.6,39,Mid-trophic species,2.70781176255144
SSP1-2.6,40,Mid-trophic species,2.70361312160494
SSP1-2.6,41,Mid-trophic species,2.70844535452675
SSP1-2.6,42,Mid-trophic species,2.70711311337449
SSP1-2.6,43,Mid-trophic species,2.70362718539095
SSP1-2.6,44,Mid-trophic species,2.70751359300412
SSP1-2.6,45,Mid-trophic species,2.70780228209877
SSP1-2.6,46,Mid-trophic species,2.7044234462963
SSP1-2.6,47,Mid-trophic species,2.70685907160494
SSP1-2.6,48,Mid-trophic species,2.71061875946502
SSP1-2.6,49,Mid-trophic species,2.70916406707819
SSP1-2.6,50,Mid-trophic species,2.71072034032922
SSP1-2.6,51,Mid-trophic species,2.70567601296297
SSP1-2.6,52,Mid-trophic species,2.70490430699589
SSP1-2.6,53,Mid-trophic species,2.71090768168724
SSP1-2.6,54,Mid-trophic species,2.70603479897119
SSP1-2.6,55,Mid-trophic species,2.70745607057613
SSP1-2.6,56,Mid-trophic species,2.70761734547325
SSP1-2.6,57,Mid-trophic species,2.7026817399177
SSP1-2.6,58,Mid-trophic species,2.70572801008231
SSP1-2.6,59,Mid-trophic species,2.71073608230453
SSP1-2.6,60,Mid-trophic species,2.71104558209877
SSP1-2.6,61,Mid-trophic species,2.70641609547325
SSP1-2.6,62,Mid-trophic species,2.70345381790124
SSP1-2.6,63,Mid-trophic species,2.71115047037037
SSP1-2.6,64,Mid-trophic species,2.7072172537037
SSP1-2.6,65,Mid-trophic species,2.7031655563786
SSP1-2.6,66,Mid-trophic species,2.70746146748971
SSP1-2.6,67,Mid-trophic species,2.70745084588477
SSP1-2.6,68,Mid-trophic species,2.70755664609054
SSP1-2.6,69,Mid-trophic species,2.70853418786008
SSP1-2.6,70,Mid-trophic species,2.71317772633745
SSP1-2.6,71,Mid-trophic species,2.7113060026749
SSP1-2.6,72,Mid-trophic species,2.70716143436214
SSP1-2.6,73,Mid-trophic species,2.70569055493827
SSP1-2.6,74,Mid-trophic species,2.70640521810699
SSP1-2.6,75,Mid-trophic species,2.70492600185185
SSP1-2.6,76,Mid-trophic species,2.70918784814815
SSP1-2.6,77,Mid-trophic species,2.70742518374486
SSP1-2.6,78,Mid-trophic species,2.70768660658436
SSP1-2.6,79,Mid-trophic species,2.70910598518519
SSP1-2.6,80,Mid-trophic species,2.70937684547325
SSP1-2.6,81,Mid-trophic species,2.70628193683128
SSP1-2.6,82,Mid-trophic species,2.70552144917696
SSP1-2.6,83,Mid-trophic species,2.70889773271605
SSP1-2.6,84,Mid-trophic species,2.71145318621399
SSP1-2.6,85,Mid-trophic species,2.71153456234568
SSP1-2.6,86,Mid-trophic species,2.7118675117284
SSP1-2.6,87,Mid-trophic species,2.70893823744856
SSP1-2.6,88,Mid-trophic species,2.70895866502058
SSP1-2.6,89,Mid-trophic species,2.70749826522634
SSP1-2.6,90,Mid-trophic species,2.70369839897119
SSP1-2.6,91,Mid-trophic species,2.7035660654321
SSP1-2.6,92,Mid-trophic species,2.71434296975309
SSP1-2.6,93,Mid-trophic species,2.70886113683128
SSP1-2.6,94,Mid-trophic species,2.7065026781893
SSP1-2.6,95,Mid-trophic species,2.70929247160494
SSP1-2.6,96,Mid-trophic species,2.70890880493827
SSP1-2.6,97,Mid-trophic species,2.71111778148148
SSP1-2.6,98,Mid-trophic species,2.70671145061729
SSP1-2.6,99,Mid-trophic species,2.70913169506173
SSP1-2.6,100,Mid-trophic species,2.7081561563786
SSP5-8.5,1,Prey,2.32377466790123
SSP5-8.5,2,Prey,2.32439278271605
SSP5-8.5,3,Prey,2.32077992469136
SSP5-8.5,4,Prey,2.32408721728395
SSP5-8.5,5,Prey,2.32849151851852
SSP5-8.5,6,Prey,2.32740610123457
SSP5-8.5,7,Prey,2.32390321604938
SSP5-8.5,8,Prey,2.31997499753086
SSP5-8.5,9,Prey,2.32652374444444
SSP5-8.5,10,Prey,2.32376227901235
SSP5-8.5,11,Prey,2.32829155555556
SSP5-8.5,12,Prey,2.32591857037037
SSP5-8.5,13,Prey,2.32476173827161
SSP5-8.5,14,Prey,2.32452641234568
SSP5-8.5,15,Prey,2.32381768395062
SSP5-8.5,16,Prey,2.32206944320988
SSP5-8.5,17,Prey,2.32293754320988
SSP5-8.5,18,Prey,2.32188195555556
SSP5-8.5,19,Prey,2.32639456666667
SSP5-8.5,20,Prey,2.32663924567901
SSP5-8.5,21,Prey,2.32392088395062
SSP5-8.5,22,Prey,2.32472601111111
SSP5-8.5,23,Prey,2.32127200987654
SSP5-8.5,24,Prey,2.32616178148148
SSP5-8.5,25,Prey,2.32292452222222
SSP5-8.5,26,Prey,2.32501108271605
SSP5-8.5,27,Prey,2.32593140246914
SSP5-8.5,28,Prey,2.32864087407407
SSP5-8.5,29,Prey,2.32663622839506
SSP5-8.5,30,Prey,2.32868693703704
SSP5-8.5,31,Prey,2.32753415679012
SSP5-8.5,32,Prey,2.32523036666667
SSP5-8.5,33,Prey,2.32741122098765
SSP5-8.5,34,Prey,2.32592406419753
SSP5-8.5,35,Prey,2.32091565061728
SSP5-8.5,36,Prey,2.32341237530864
SSP5-8.5,37,Prey,2.32445497283951
SSP5-8.5,38,Prey,2.32428450617284
SSP5-8.5,39,Prey,2.32112822469136
SSP5-8.5,40,Prey,2.32027737777778
SSP5-8.5,41,Prey,2.32209556790123
SSP5-8.5,42,Prey,2.32651553333333
SSP5-8.5,43,Prey,2.32348843827161
SSP5-8.5,44,Prey,2.32851143827161
SSP5-8.5,45,Prey,2.3239869
SSP5-8.5,46,Prey,2.32562530617284
SSP5-8.5,47,Prey,2.32870818888889
SSP5-8.5,48,Prey,2.32305858395062
SSP5-8.5,49,Prey,2.32837424567901
SSP5-8.5,50,Prey,2.32257095308642
SSP5-8.5,51,Prey,2.32874803827161
SSP5-8.5,52,Prey,2.32506301234568
SSP5-8.5,53,Prey,2.32677354197531
SSP5-8.5,54,Prey,2.32271888641975
SSP5-8.5,55,Prey,2.3239922654321
SSP5-8.5,56,Prey,2.3264841654321
SSP5-8.5,57,Prey,2.32577234444444
SSP5-8.5,58,Prey,2.32497093580247
SSP5-8.5,59,Prey,2.32557021234568
SSP5-8.5,60,Prey,2.32350504814815
SSP5-8.5,61,Prey,2.32048687037037
SSP5-8.5,62,Prey,2.32599231604938
SSP5-8.5,63,Prey,2.32846083333333
SSP5-8.5,64,Prey,2.32244192222222
SSP5-8.5,65,Prey,2.32603675061728
SSP5-8.5,66,Prey,2.32259575185185
SSP5-8.5,67,Prey,2.32949589753086
SSP5-8.5,68,Prey,2.32571336666667
SSP5-8.5,69,Prey,2.32630497530864
SSP5-8.5,70,Prey,2.32659687901235
SSP5-8.5,71,Prey,2.32608376419753
SSP5-8.5,72,Prey,2.32668483827161
SSP5-8.5,73,Prey,2.32866640123457
SSP5-8.5,74,Prey,2.32406312098765
SSP5-8.5,75,Prey,2.322783
SSP5-8.5,76,Prey,2.32452747654321
SSP5-8.5,77,Prey,2.32525560493827
SSP5-8.5,78,Prey,2.32756880864198
SSP5-8.5,79,Prey,2.32781856790123
SSP5-8.5,80,Prey,2.32283399876543
SSP5-8.5,81,Prey,2.32640463209877
SSP5-8.5,82,Prey,2.32643940617284
SSP5-8.5,83,Prey,2.32471854691358
SSP5-8.5,84,Prey,2.32177727407407
SSP5-8.5,85,Prey,2.32500652716049
SSP5-8.5,86,Prey,2.32371682098765
SSP5-8.5,87,Prey,2.32489403950617
SSP5-8.5,88,Prey,2.32717622592593
SSP5-8.5,89,Prey,2.3265940962963
SSP5-8.5,90,Prey,2.32328418888889
SSP5-8.5,91,Prey,2.32443732469136
SSP5-8.5,92,Prey,2.3240293617284
SSP5-8.5,93,Prey,2.32473714444444
SSP5-8.5,94,Prey,2.32314411358025
SSP5-8.5,95,Prey,2.32828288024691
SSP5-8.5,96,Prey,2.31976362716049
SSP5-8.5,97,Prey,2.32382054444444
SSP5-8.5,98,Prey,2.32543224444444
SSP5-8.5,99,Prey,2.33102181604938
SSP5-8.5,100,Prey,2.32892576790123
SSP5-8.5,1,Predator,2.99056206358025
SSP5-8.5,2,Predator,2.99433485092593
SSP5-8.5,3,Predator,2.99731422098766
SSP5-8.5,4,Predator,2.99538811820988
SSP5-8.5,5,Predator,2.99514407160494
SSP5-8.5,6,Predator,2.99763308858025
SSP5-8.5,7,Predator,2.99421658209877
SSP5-8.5,8,Predator,2.99656404907408
SSP5-8.5,9,Predator,2.99474019074074
SSP5-8.5,10,Predator,2.99614105679012
SSP5-8.5,11,Predator,2.99982609475309
SSP5-8.5,12,Predator,2.99357722839506
SSP5-8.5,13,Predator,2.99184758611111
SSP5-8.5,14,Predator,2.99715254537037
SSP5-8.5,15,Predator,2.99431669290124
SSP5-8.5,16,Predator,2.99453241234568
SSP5-8.5,17,Predator,2.99567507438272
SSP5-8.5,18,Predator,2.99575524351852
SSP5-8.5,19,Predator,2.99651583827161
SSP5-8.5,20,Predator,2.99518560524691
SSP5-8.5,21,Predator,2.99769868703704
SSP5-8.5,22,Predator,2.99330751790123
SSP5-8.5,23,Predator,2.99768082160494
SSP5-8.5,24,Predator,2.99148119845679
SSP5-8.5,25,Predator,2.99726063919753
SSP5-8.5,26,Predator,2.9955637
SSP5-8.5,27,Predator,2.99775236018519
SSP5-8.5,28,Predator,2.99356849722222
SSP5-8.5,29,Predator,2.99862595555556
SSP5-8.5,30,Predator,2.99760166728395
SSP5-8.5,31,Predator,2.99308034567901
SSP5-8.5,32,Predator,2.99904810308642
SSP5-8.5,33,Predator,2.9909649867284
SSP5-8.5,34,Predator,2.99361418549383
SSP5-8.5,35,Predator,2.99227109259259
SSP5-8.5,36,Predator,2.99281989012346
SSP5-8.5,37,Predator,2.99684988302469
SSP5-8.5,38,Predator,2.99457471759259
SSP5-8.5,39,Predator,2.99443446296296
SSP5-8.5,40,Predator,2.99491696697531
SSP5-8.5,41,Predator,2.9925987771605
SSP5-8.5,42,Predator,2.99710540833333
SSP5-8.5,43,Predator,2.99713022407408
SSP5-8.5,44,Predator,2.99617188641976
SSP5-8.5,45,Predator,2.99694384382716
SSP5-8.5,46,Predator,2.99419216018518
SSP5-8.5,47,Predator,2.99528526512345
SSP5-8.5,48,Predator,2.99493233981482
SSP5-8.5,49,Predator,2.99682137777778
SSP5-8.5,50,Predator,2.99574515154321
SSP5-8.5,51,Predator,2.99697864598766
SSP5-8.5,52,Predator,2.99302182746914
SSP5-8.5,53,Predator,2.99812975925926
SSP5-8.5,54,Predator,2.99273192098766
SSP5-8.5,55,Predator,2.99354309845679
SSP5-8.5,56,Predator,2.99374127129629
SSP5-8.5,57,Predator,2.99405354783951
SSP5-8.5,58,Predator,2.99267430987655
SSP5-8.5,59,Predator,2.99707810524691
SSP5-8.5,60,Predator,2.99497290246914
SSP5-8.5,61,Predator,2.9955921537037
SSP5-8.5,62,Predator,2.99436608888889
SSP5-8.5,63,Predator,2.99617718302469
SSP5-8.5,64,Predator,2.99753394598766
SSP5-8.5,65,Predator,2.99605413487654
SSP5-8.5,66,Predator,2.99503047376543
SSP5-8.5,67,Predator,2.99344300833333
SSP5-8.5,68,Predator,2.99452506080247
SSP5-8.5,69,Predator,2.99624928271605
SSP5-8.5,70,Predator,2.99571329444445
SSP5-8.5,71,Predator,2.99336923703704
SSP5-8.5,72,Predator,2.99640044135803
SSP5-8.5,73,Predator,2.99366320123457
SSP5-8.5,74,Predator,2.99655487314815
SSP5-8.5,75,Predator,2.99423108487655
SSP5-8.5,76,Predator,2.99185108364197
SSP5-8.5,77,Predator,2.99630338549383
SSP5-8.5,78,Predator,2.9952395117284
SSP5-8.5,79,Predator,2.99489683858025
SSP5-8.5,80,Predator,2.99379897469136
SSP5-8.5,81,Predator,2.99612979506173
SSP5-8.5,82,Predator,2.99507378919753
SSP5-8.5,83,Predator,2.99599907191358
SSP5-8.5,84,Predator,2.99300777376543
SSP5-8.5,85,Predator,2.99451711820988
SSP5-8.5,86,Predator,2.99357745
SSP5-8.5,87,Predator,2.99541703148148
SSP5-8.5,88,Predator,2.99649196358025
SSP5-8.5,89,Predator,2.99118499135802
SSP5-8.5,90,Predator,2.99186315432099
SSP5-8.5,91,Predator,2.99520421697531
SSP5-8.5,92,Predator,2.99291564845679
SSP5-8.5,93,Predator,2.99456385802469
SSP5-8.5,94,Predator,2.99991536790124
SSP5-8.5,95,Predator,2.99683490185185
SSP5-8.5,96,Predator,2.99429195524691
SSP5-8.5,97,Predator,2.99308609660494
SSP5-8.5,98,Predator,2.99456840339506
SSP5-8.5,99,Predator,2.99711805864198
SSP5-8.5,100,Predator,2.99398229074074
SSP5-8.5,1,Invertebrate,2.28314291728395
SSP5-8.5,2,Invertebrate,2.28880651810699
SSP5-8.5,3,Invertebrate,2.2861995382716
SSP5-8.5,4,Invertebrate,2.28320500411523
SSP5-8.5,5,Invertebrate,2.28339379300411
SSP5-8.5,6,Invertebrate,2.28648944855967
SSP5-8.5,7,Invertebrate,2.28584122921811
SSP5-8.5,8,Invertebrate,2.28535424444444
SSP5-8.5,9,Invertebrate,2.28240092592593
SSP5-8.5,10,Invertebrate,2.2863319345679
SSP5-8.5,11,Invertebrate,2.28648931563786
SSP5-8.5,12,Invertebrate,2.28552430329218
SSP5-8.5,13,Invertebrate,2.28341805967078
SSP5-8.5,14,Invertebrate,2.2860537946502
SSP5-8.5,15,Invertebrate,2.28542546666667
SSP5-8.5,16,Invertebrate,2.28424679794239
SSP5-8.5,17,Invertebrate,2.28392508683128
SSP5-8.5,18,Invertebrate,2.28574667942387
SSP5-8.5,19,Invertebrate,2.28356788806584
SSP5-8.5,20,Invertebrate,2.28478482798354
SSP5-8.5,21,Invertebrate,2.28577921481482
SSP5-8.5,22,Invertebrate,2.28542018436214
SSP5-8.5,23,Invertebrate,2.27969736913581
SSP5-8.5,24,Invertebrate,2.28453576790124
SSP5-8.5,25,Invertebrate,2.28286719670782
SSP5-8.5,26,Invertebrate,2.28760520946502
SSP5-8.5,27,Invertebrate,2.28418999053498
SSP5-8.5,28,Invertebrate,2.28560040041152
SSP5-8.5,29,Invertebrate,2.28692410740741
SSP5-8.5,30,Invertebrate,2.28462679423868
SSP5-8.5,31,Invertebrate,2.28421421152263
SSP5-8.5,32,Invertebrate,2.28405498148148
SSP5-8.5,33,Invertebrate,2.28360792427984
SSP5-8.5,34,Invertebrate,2.28405221234568
SSP5-8.5,35,Invertebrate,2.28649145720165
SSP5-8.5,36,Invertebrate,2.28737909506173
SSP5-8.5,37,Invertebrate,2.28338518765432
SSP5-8.5,38,Invertebrate,2.28069693045267
SSP5-8.5,39,Invertebrate,2.28377657901235
SSP5-8.5,40,Invertebrate,2.28815090452675
SSP5-8.5,41,Invertebrate,2.28476735144033
SSP5-8.5,42,Invertebrate,2.28458155226338
SSP5-8.5,43,Invertebrate,2.28328924279835
SSP5-8.5,44,Invertebrate,2.28595131193415
SSP5-8.5,45,Invertebrate,2.28713839382716
SSP5-8.5,46,Invertebrate,2.28290491975309
SSP5-8.5,47,Invertebrate,2.28129744650206
SSP5-8.5,48,Invertebrate,2.28315369135802
SSP5-8.5,49,Invertebrate,2.28369720699588
SSP5-8.5,50,Invertebrate,2.28751841934156
SSP5-8.5,51,Invertebrate,2.28339036872428
SSP5-8.5,52,Invertebrate,2.28262575185185
SSP5-8.5,53,Invertebrate,2.28436182304527
SSP5-8.5,54,Invertebrate,2.28476337366255
SSP5-8.5,55,Invertebrate,2.28191629506173
SSP5-8.5,56,Invertebrate,2.28467935514403
SSP5-8.5,57,Invertebrate,2.28103898683128
SSP5-8.5,58,Invertebrate,2.28461679300411
SSP5-8.5,59,Invertebrate,2.28520862674897
SSP5-8.5,60,Invertebrate,2.28574759506173
SSP5-8.5,61,Invertebrate,2.28328466831276
SSP5-8.5,62,Invertebrate,2.28523157242798
SSP5-8.5,63,Invertebrate,2.28758175802469
SSP5-8.5,64,Invertebrate,2.28443849094651
SSP5-8.5,65,Invertebrate,2.28508851563786
SSP5-8.5,66,Invertebrate,2.286226381893
SSP5-8.5,67,Invertebrate,2.28409635226338
SSP5-8.5,68,Invertebrate,2.2848403909465
SSP5-8.5,69,Invertebrate,2.2852198617284
SSP5-8.5,70,Invertebrate,2.28368288312757
SSP5-8.5,71,Invertebrate,2.28486799423868
SSP5-8.5,72,Invertebrate,2.28172968312757
SSP5-8.5,73,Invertebrate,2.28874418065844
SSP5-8.5,74,Invertebrate,2.28207274444444
SSP5-8.5,75,Invertebrate,2.28266619917695
SSP5-8.5,76,Invertebrate,2.28538804485596
SSP5-8.5,77,Invertebrate,2.28579097407408
SSP5-8.5,78,Invertebrate,2.28253613539095
SSP5-8.5,79,Invertebrate,2.28971344691358
SSP5-8.5,80,Invertebrate,2.28295674238683
SSP5-8.5,81,Invertebrate,2.28350422510288
SSP5-8.5,82,Invertebrate,2.28600657201646
SSP5-8.5,83,Invertebrate,2.28623293662552
SSP5-8.5,84,Invertebrate,2.28337581934157
SSP5-8.5,85,Invertebrate,2.28415690781893
SSP5-8.5,86,Invertebrate,2.28477664567901
SSP5-8.5,87,Invertebrate,2.28700464814815
SSP5-8.5,88,Invertebrate,2.28496949753087
SSP5-8.5,89,Invertebrate,2.28354452016461
SSP5-8.5,90,Invertebrate,2.28193765925926
SSP5-8.5,91,Invertebrate,2.28483471728395
SSP5-8.5,92,Invertebrate,2.28514789135803
SSP5-8.5,93,Invertebrate,2.28390488148148
SSP5-8.5,94,Invertebrate,2.28696575802469
SSP5-8.5,95,Invertebrate,2.28240528559671
SSP5-8.5,96,Invertebrate,2.28540047736626
SSP5-8.5,97,Invertebrate,2.28709949053498
SSP5-8.5,98,Invertebrate,2.28262560493827
SSP5-8.5,99,Invertebrate,2.28425666502058
SSP5-8.5,100,Invertebrate,2.28495257942387
SSP5-8.5,1,Mid-trophic species,2.71050467798354
SSP5-8.5,2,Mid-trophic species,2.71075708580247
SSP5-8.5,3,Mid-trophic species,2.71427757427984
SSP5-8.5,4,Mid-trophic species,2.71030621954732
SSP5-8.5,5,Mid-trophic species,2.7127786345679
SSP5-8.5,6,Mid-trophic species,2.71492964423868
SSP5-8.5,7,Mid-trophic species,2.71314999382716
SSP5-8.5,8,Mid-trophic species,2.71143372674897
SSP5-8.5,9,Mid-trophic species,2.70748523168724
SSP5-8.5,10,Mid-trophic species,2.70755886728395
SSP5-8.5,11,Mid-trophic species,2.70857836152264
SSP5-8.5,12,Mid-trophic species,2.71054942469136
SSP5-8.5,13,Mid-trophic species,2.71091085843621
SSP5-8.5,14,Mid-trophic species,2.71368238004115
SSP5-8.5,15,Mid-trophic species,2.70991524670782
SSP5-8.5,16,Mid-trophic species,2.70876199711934
SSP5-8.5,17,Mid-trophic species,2.71303308127572
SSP5-8.5,18,Mid-trophic species,2.70751587695474
SSP5-8.5,19,Mid-trophic species,2.71024880473251
SSP5-8.5,20,Mid-trophic species,2.71141966563786
SSP5-8.5,21,Mid-trophic species,2.70958658806584
SSP5-8.5,22,Mid-trophic species,2.70862500781893
SSP5-8.5,23,Mid-trophic species,2.70889304238683
SSP5-8.5,24,Mid-trophic species,2.71122650946502
SSP5-8.5,25,Mid-trophic species,2.71344448106996
SSP5-8.5,26,Mid-trophic species,2.71596029218107
SSP5-8.5,27,Mid-trophic species,2.71128961666667
SSP5-8.5,28,Mid-trophic species,2.71266401563786
SSP5-8.5,29,Mid-trophic species,2.71062037098765
SSP5-8.5,30,Mid-trophic species,2.71036491975309
SSP5-8.5,31,Mid-trophic species,2.71076605308642
SSP5-8.5,32,Mid-trophic species,2.70642310864198
SSP5-8.5,33,Mid-trophic species,2.7101884691358
SSP5-8.5,34,Mid-trophic species,2.7104264218107
SSP5-8.5,35,Mid-trophic species,2.70972054279836
SSP5-8.5,36,Mid-trophic species,2.70859635
SSP5-8.5,37,Mid-trophic species,2.71217825884774
SSP5-8.5,38,Mid-trophic species,2.71077509465021
SSP5-8.5,39,Mid-trophic species,2.71464485349794
SSP5-8.5,40,Mid-trophic species,2.70850146563786
SSP5-8.5,41,Mid-trophic species,2.7087551191358
SSP5-8.5,42,Mid-trophic species,2.71036105432099
SSP5-8.5,43,Mid-trophic species,2.70907955185185
SSP5-8.5,44,Mid-trophic species,2.7127997335391
SSP5-8.5,45,Mid-trophic species,2.71152777654321
SSP5-8.5,46,Mid-trophic species,2.70870948477366
SSP5-8.5,47,Mid-trophic species,2.71001481954733
SSP5-8.5,48,Mid-trophic species,2.71359847880658
SSP5-8.5,49,Mid-trophic species,2.7110736973251
SSP5-8.5,50,Mid-trophic species,2.71122759506173
SSP5-8.5,51,Mid-trophic species,2.71058973333333
SSP5-8.5,52,Mid-trophic species,2.70933427304527
SSP5-8.5,53,Mid-trophic species,2.71098524279835
SSP5-8.5,54,Mid-trophic species,2.70546584238683
SSP5-8.5,55,Mid-trophic species,2.71094873497943
SSP5-8.5,56,Mid-trophic species,2.70610051584362
SSP5-8.5,57,Mid-trophic species,2.71081526378601
SSP5-8.5,58,Mid-trophic species,2.71502831872428
SSP5-8.5,59,Mid-trophic species,2.7112500627572
SSP5-8.5,60,Mid-trophic species,2.70949940514403
SSP5-8.5,61,Mid-trophic species,2.7082888244856
SSP5-8.5,62,Mid-trophic species,2.71137289382716
SSP5-8.5,63,Mid-trophic species,2.70917315843621
SSP5-8.5,64,Mid-trophic species,2.71234764135803
SSP5-8.5,65,Mid-trophic species,2.71497618497943
SSP5-8.5,66,Mid-trophic species,2.71155491522634
SSP5-8.5,67,Mid-trophic species,2.71098023333333
SSP5-8.5,68,Mid-trophic species,2.71280158106996
SSP5-8.5,69,Mid-trophic species,2.70956787304527
SSP5-8.5,70,Mid-trophic species,2.70941939156379
SSP5-8.5,71,Mid-trophic species,2.70969848395062
SSP5-8.5,72,Mid-trophic species,2.71138287736626
SSP5-8.5,73,Mid-trophic species,2.71022066769547
SSP5-8.5,74,Mid-trophic species,2.70926216049383
SSP5-8.5,75,Mid-trophic species,2.70850163847737
SSP5-8.5,76,Mid-trophic species,2.70928836152263
SSP5-8.5,77,Mid-trophic species,2.71383545740741
SSP5-8.5,78,Mid-trophic species,2.71245986152263
SSP5-8.5,79,Mid-trophic species,2.71802142489712
SSP5-8.5,80,Mid-trophic species,2.70709356831276
SSP5-8.5,81,Mid-trophic species,2.70719325864197
SSP5-8.5,82,Mid-trophic species,2.71154573106996
SSP5-8.5,83,Mid-trophic species,2.71048333312757
SSP5-8.5,84,Mid-trophic species,2.71174379320988
SSP5-8.5,85,Mid-trophic species,2.71021513004115
SSP5-8.5,86,Mid-trophic species,2.71196102736626
SSP5-8.5,87,Mid-trophic species,2.70809707057613
SSP5-8.5,88,Mid-trophic species,2.70920880761317
SSP5-8.5,89,Mid-trophic species,2.71038204814815
SSP5-8.5,90,Mid-trophic species,2.71276501440329
SSP5-8.5,91,Mid-trophic species,2.71049960370371
SSP5-8.5,92,Mid-trophic species,2.71447370123457
SSP5-8.5,93,Mid-trophic species,2.70781356748971
SSP5-8.5,94,Mid-trophic species,2.71023071872428
SSP5-8.5,95,Mid-trophic species,2.71401598106996
SSP5-8.5,96,Mid-trophic species,2.70791635658436
SSP5-8.5,97,Mid-trophic species,2.71165913600823
SSP5-8.5,98,Mid-trophic species,2.71212004074074
SSP5-8.5,99,Mid-trophic species,2.71158766748971
SSP5-8.5,100,Mid-trophic species,2.70619350658436
