run,species,scenario,tl_future,latin,group,species_order,tl_base,response_tl
15,PortunusTrituberculatus,SSP1-2.6,2.15004804814815,Portunus trituberculatus,Invertebrate,8,2.13869373,0.0113543181481499
15,PortunusTrituberculatus,SSP5-8.5,2.15670014691358,Portunus trituberculatus,Invertebrate,8,2.13869373,0.0180064169135798
15,ScomberJaponicus,SSP1-2.6,2.53877790493827,Scomber japonicus,Mid-trophic species,9,2.54088385333333,-0.00210594839505962
15,ScomberJaponicus,SSP5-8.5,2.53467423950617,Scomber japonicus,Mid-trophic species,9,2.54088385333333,-0.0062096138271599
15,ScomberomorusNiphonius,SSP1-2.6,3.07846782962963,Scomberomorus niphonius,Predator,2,3.09295061,-0.0144827803703698
15,ScomberomorusNiphonius,SSP5-8.5,3.0750567617284,Scomberomorus niphonius,Predator,2,3.09295061,-0.0178938482716
15,TodarodesPacificus,SSP1-2.6,2.42540599382716,Todarodes pacificus,Invertebrate,6,2.43179198666667,-0.00638599283951002
15,TodarodesPacificus,SSP5-8.5,2.42218027654321,Todarodes pacificus,Invertebrate,6,2.43179198666667,-0.00961171012346007
15,TrachurusJaponicus,SSP1-2.6,2.68525568271605,Trachurus japonicus,Mid-trophic species,14,2.69847085333333,-0.0132151706172801
15,TrachurusJaponicus,SSP5-8.5,2.67967967530864,Trachurus japonicus,Mid-trophic species,14,2.69847085333333,-0.0187911780246903
15,TrachysalambriaCurvirostris,SSP1-2.6,2.27861341728395,Trachysalambria curvirostris,Invertebrate,7,2.27754868,0.00106473728394985
15,TrachysalambriaCurvirostris,SSP5-8.5,2.27739597654321,Trachysalambria curvirostris,Invertebrate,7,2.27754868,-0.000152703456790082
15,TrichiurusJaponicus,SSP1-2.6,2.77926521975309,Trichiurus japonicus,Predator,3,2.78819271,-0.00892749024691009
15,TrichiurusJaponicus,SSP5-8.5,2.77976713827161,Trichiurus japonicus,Predator,3,2.78819271,-0.00842557172839031
16,DecapterusMaruadsi,SSP1-2.6,2.7326096962963,Decapterus maruadsi,Mid-trophic species,10,2.72119325333333,0.01141644296297
16,DecapterusMaruadsi,SSP5-8.5,2.71773327777778,Decapterus maruadsi,Mid-trophic species,10,2.72119325333333,-0.00345997555555
16,EngraulisJaponicus,SSP1-2.6,2.32393916049383,Engraulis japonicus,Prey,1,2.3324418,-0.00850263950616981
16,EngraulisJaponicus,SSP5-8.5,2.32206944320988,Engraulis japonicus,Prey,1,2.3324418,-0.0103723567901199
16,LarimichthysPolyactis,SSP1-2.6,2.6018080308642,Larimichthys polyactis,Mid-trophic species,13,2.61170220666667,-0.00989417580246998
16,LarimichthysPolyactis,SSP5-8.5,2.6036660345679,Larimichthys polyactis,Mid-trophic species,13,2.61170220666667,-0.00803617209877006
16,MiichthysMiiuy,SSP1-2.6,3.01418314691358,Miichthys miiuy,Predator,5,3.02156767333333,-0.00738452641975007
16,MiichthysMiiuy,SSP5-8.5,3.00883075061728,Miichthys miiuy,Predator,5,3.02156767333333,-0.0127369227160501
16,MuraenesoxCinereus,SSP1-2.6,3.10965923209877,Muraenesox cinereus,Predator,4,3.11690511666667,-0.00724588456789999
16,MuraenesoxCinereus,SSP5-8.5,3.11551143827161,Muraenesox cinereus,Predator,4,3.11690511666667,-0.00139367839506033
16,PampusArgenteus,SSP1-2.6,2.81294314320988,Pampus argenteus,Mid-trophic species,12,2.81658126666667,-0.00363812345678971
16,PampusArgenteus,SSP5-8.5,2.82837697654321,Pampus argenteus,Mid-trophic species,12,2.81658126666667,0.01179570987654
16,PennahiaArgentata,SSP1-2.6,2.88998009012346,Pennahia argentata,Mid-trophic species,11,2.88709944666667,0.00288064345678984
16,PennahiaArgentata,SSP5-8.5,2.90109791111111,Pennahia argentata,Mid-trophic species,11,2.88709944666667,0.0139984644444402
16,PortunusTrituberculatus,SSP1-2.6,2.15063470123457,Portunus trituberculatus,Invertebrate,8,2.13992257666667,0.0107121245679003
16,PortunusTrituberculatus,SSP5-8.5,2.15580129506173,Portunus trituberculatus,Invertebrate,8,2.13992257666667,0.0158787183950602
16,ScomberJaponicus,SSP1-2.6,2.53912294938272,Scomber japonicus,Mid-trophic species,9,2.53500402333333,0.00411892604938968
16,ScomberJaponicus,SSP5-8.5,2.53746641481481,Scomber japonicus,Mid-trophic species,9,2.53500402333333,0.00246239148147964
16,ScomberomorusNiphonius,SSP1-2.6,3.08393360246914,Scomberomorus niphonius,Predator,2,3.09879766666667,-0.0148640641975302
16,ScomberomorusNiphonius,SSP5-8.5,3.07293122962963,Scomberomorus niphonius,Predator,2,3.09879766666667,-0.0258664370370401
16,TodarodesPacificus,SSP1-2.6,2.42826716419753,Todarodes pacificus,Invertebrate,6,2.43580759333333,-0.00754042913579989
16,TodarodesPacificus,SSP5-8.5,2.42410674444444,Todarodes pacificus,Invertebrate,6,2.43580759333333,-0.0117008488888901
16,TrachurusJaponicus,SSP1-2.6,2.67680207160494,Trachurus japonicus,Mid-trophic species,14,2.66775171666667,0.00905035493827011
16,TrachurusJaponicus,SSP5-8.5,2.66423136790123,Trachurus japonicus,Mid-trophic species,14,2.66775171666667,-0.00352034876544005
16,TrachysalambriaCurvirostris,SSP1-2.6,2.27744822962963,Trachysalambria curvirostris,Invertebrate,7,2.26926448333333,0.00818374629630014
16,TrachysalambriaCurvirostris,SSP5-8.5,2.27283235432099,Trachysalambria curvirostris,Invertebrate,7,2.26926448333333,0.00356787098766009
16,TrichiurusJaponicus,SSP1-2.6,2.78489534567901,Trichiurus japonicus,Predator,3,2.77802417,0.00687117567900986
16,TrichiurusJaponicus,SSP5-8.5,2.7808562308642,Trichiurus japonicus,Predator,3,2.77802417,0.00283206086420007
17,DecapterusMaruadsi,SSP1-2.6,2.72079434814815,Decapterus maruadsi,Mid-trophic species,10,2.71651547,0.00427887814814998
17,DecapterusMaruadsi,SSP5-8.5,2.7186661037037,Decapterus maruadsi,Mid-trophic species,10,2.71651547,0.00215063370370006
17,EngraulisJaponicus,SSP1-2.6,2.32608829259259,Engraulis japonicus,Prey,1,2.33267065666667,-0.00658236407408008
17,EngraulisJaponicus,SSP5-8.5,2.32293754320988,Engraulis japonicus,Prey,1,2.33267065666667,-0.00973311345678995
17,LarimichthysPolyactis,SSP1-2.6,2.60270854814815,Larimichthys polyactis,Mid-trophic species,13,2.60654725,-0.00383870185185042
17,LarimichthysPolyactis,SSP5-8.5,2.60439978641975,Larimichthys polyactis,Mid-trophic species,13,2.60654725,-0.00214746358025009
17,MiichthysMiiuy,SSP1-2.6,3.01269892222222,Miichthys miiuy,Predator,5,3.0258252,-0.0131262777777801
17,MiichthysMiiuy,SSP5-8.5,3.00636032098765,Miichthys miiuy,Predator,5,3.0258252,-0.0194648790123497
17,MuraenesoxCinereus,SSP1-2.6,3.11448076790123,Muraenesox cinereus,Predator,4,3.11652040333333,-0.00203963543209973
17,MuraenesoxCinereus,SSP5-8.5,3.11508550246914,Muraenesox cinereus,Predator,4,3.11652040333333,-0.00143490086418963
17,PampusArgenteus,SSP1-2.6,2.81799384691358,Pampus argenteus,Mid-trophic species,12,2.83375177,-0.01575792308642
17,PampusArgenteus,SSP5-8.5,2.82723644197531,Pampus argenteus,Mid-trophic species,12,2.83375177,-0.0065153280246899
17,PennahiaArgentata,SSP1-2.6,2.89052836296296,Pennahia argentata,Mid-trophic species,11,2.89495183,-0.00442346703704022
17,PennahiaArgentata,SSP5-8.5,2.9015686654321,Pennahia argentata,Mid-trophic species,11,2.89495183,0.00661683543209968
17,PortunusTrituberculatus,SSP1-2.6,2.15238775555556,Portunus trituberculatus,Invertebrate,8,2.14228211,0.0101056455555599
17,PortunusTrituberculatus,SSP5-8.5,2.14811244444444,Portunus trituberculatus,Invertebrate,8,2.14228211,0.00583033444444014
17,ScomberJaponicus,SSP1-2.6,2.54043558641975,Scomber japonicus,Mid-trophic species,9,2.53868722,0.00174836641975018
17,ScomberJaponicus,SSP5-8.5,2.53819117654321,Scomber japonicus,Mid-trophic species,9,2.53868722,-0.000496043456789774
17,ScomberomorusNiphonius,SSP1-2.6,3.08826676790123,Scomberomorus niphonius,Predator,2,3.09426873333333,-0.00600196543209997
17,ScomberomorusNiphonius,SSP5-8.5,3.07465678024691,Scomberomorus niphonius,Predator,2,3.09426873333333,-0.0196119530864203
17,TodarodesPacificus,SSP1-2.6,2.42386793950617,Todarodes pacificus,Invertebrate,6,2.43235214,-0.0084842004938297
17,TodarodesPacificus,SSP5-8.5,2.42709956049383,Todarodes pacificus,Invertebrate,6,2.43235214,-0.00525257950616975
17,TrachurusJaponicus,SSP1-2.6,2.68590735432099,Trachurus japonicus,Mid-trophic species,14,2.67194213,0.01396522432099
17,TrachurusJaponicus,SSP5-8.5,2.68813631358025,Trachurus japonicus,Mid-trophic species,14,2.67194213,0.0161941835802497
17,TrachysalambriaCurvirostris,SSP1-2.6,2.2665594345679,Trachysalambria curvirostris,Invertebrate,7,2.2762424,-0.00968296543210023
17,TrachysalambriaCurvirostris,SSP5-8.5,2.27656325555556,Trachysalambria curvirostris,Invertebrate,7,2.2762424,0.000320855555560051
17,TrichiurusJaponicus,SSP1-2.6,2.7896943617284,Trichiurus japonicus,Predator,3,2.78412614333333,0.00556821839506982
17,TrichiurusJaponicus,SSP5-8.5,2.78659769382716,Trichiurus japonicus,Predator,3,2.78412614333333,0.00247155049382997
18,DecapterusMaruadsi,SSP1-2.6,2.72427709259259,Decapterus maruadsi,Mid-trophic species,10,2.71229148666667,0.0119856059259198
18,DecapterusMaruadsi,SSP5-8.5,2.72170617654321,Decapterus maruadsi,Mid-trophic species,10,2.71229148666667,0.00941468987653993
18,EngraulisJaponicus,SSP1-2.6,2.32658737283951,Engraulis japonicus,Prey,1,2.33616886666667,-0.00958149382715989
18,EngraulisJaponicus,SSP5-8.5,2.32188195555556,Engraulis japonicus,Prey,1,2.33616886666667,-0.0142869111111099
18,LarimichthysPolyactis,SSP1-2.6,2.5992783962963,Larimichthys polyactis,Mid-trophic species,13,2.61688055,-0.0176021537036997
18,LarimichthysPolyactis,SSP5-8.5,2.59323876666667,Larimichthys polyactis,Mid-trophic species,13,2.61688055,-0.0236417833333298
18,MiichthysMiiuy,SSP1-2.6,3.01162359012346,Miichthys miiuy,Predator,5,3.02069808,-0.0090744898765398
18,MiichthysMiiuy,SSP5-8.5,3.01348248888889,Miichthys miiuy,Predator,5,3.02069808,-0.00721559111110981
18,MuraenesoxCinereus,SSP1-2.6,3.11123192345679,Muraenesox cinereus,Predator,4,3.10759302,0.00363890345678986
18,MuraenesoxCinereus,SSP5-8.5,3.11137445185185,Muraenesox cinereus,Predator,4,3.10759302,0.00378143185184987
18,PampusArgenteus,SSP1-2.6,2.81349662592593,Pampus argenteus,Mid-trophic species,12,2.85081222333333,-0.0373155974074
18,PampusArgenteus,SSP5-8.5,2.82117931975309,Pampus argenteus,Mid-trophic species,12,2.85081222333333,-0.0296329035802398
18,PennahiaArgentata,SSP1-2.6,2.87982511358025,Pennahia argentata,Mid-trophic species,11,2.88482272333333,-0.00499760975307995
18,PennahiaArgentata,SSP5-8.5,2.89468422469136,Pennahia argentata,Mid-trophic species,11,2.88482272333333,0.0098615013580301
18,PortunusTrituberculatus,SSP1-2.6,2.15601844444444,Portunus trituberculatus,Invertebrate,8,2.14200846666667,0.01400997777777
18,PortunusTrituberculatus,SSP5-8.5,2.14897340987654,Portunus trituberculatus,Invertebrate,8,2.14200846666667,0.00696494320987018
18,ScomberJaponicus,SSP1-2.6,2.54088911358025,Scomber japonicus,Mid-trophic species,9,2.53623723666667,0.00465187691357993
18,ScomberJaponicus,SSP5-8.5,2.53686034320988,Scomber japonicus,Mid-trophic species,9,2.53623723666667,0.00062310654320985
18,ScomberomorusNiphonius,SSP1-2.6,3.08593714691358,Scomberomorus niphonius,Predator,2,3.09037484333333,-0.00443769641975011
18,ScomberomorusNiphonius,SSP5-8.5,3.07588056666667,Scomberomorus niphonius,Predator,2,3.09037484333333,-0.0144942766666598
18,TodarodesPacificus,SSP1-2.6,2.42885271975309,Todarodes pacificus,Invertebrate,6,2.43345441333333,-0.00460169358023999
18,TodarodesPacificus,SSP5-8.5,2.43086370246914,Todarodes pacificus,Invertebrate,6,2.43345441333333,-0.00259071086418983
18,TrachurusJaponicus,SSP1-2.6,2.68505785185185,Trachurus japonicus,Mid-trophic species,14,2.67084319333333,0.0142146585185201
18,TrachurusJaponicus,SSP5-8.5,2.6774264308642,Trachurus japonicus,Mid-trophic species,14,2.67084319333333,0.00658323753087009
18,TrachysalambriaCurvirostris,SSP1-2.6,2.27535986049383,Trachysalambria curvirostris,Invertebrate,7,2.26911359666667,0.00624626382716009
18,TrachysalambriaCurvirostris,SSP5-8.5,2.27740292592593,Trachysalambria curvirostris,Invertebrate,7,2.26911359666667,0.00828932925926029
18,TrichiurusJaponicus,SSP1-2.6,2.78562391234568,Trichiurus japonicus,Predator,3,2.78350145,0.00212246234567992
18,TrichiurusJaponicus,SSP5-8.5,2.78228346666667,Trichiurus japonicus,Predator,3,2.78350145,-0.00121798333333034
19,DecapterusMaruadsi,SSP1-2.6,2.72799899012346,Decapterus maruadsi,Mid-trophic species,10,2.72535990666667,0.0026390834567902
19,DecapterusMaruadsi,SSP5-8.5,2.72074045679012,Decapterus maruadsi,Mid-trophic species,10,2.72535990666667,-0.00461944987654972
19,EngraulisJaponicus,SSP1-2.6,2.32675546790123,Engraulis japonicus,Prey,1,2.33557980333333,-0.00882433543210004
19,EngraulisJaponicus,SSP5-8.5,2.32639456666667,Engraulis japonicus,Prey,1,2.33557980333333,-0.00918523666666005
19,LarimichthysPolyactis,SSP1-2.6,2.60584001234568,Larimichthys polyactis,Mid-trophic species,13,2.61821386,-0.0123738476543198
19,LarimichthysPolyactis,SSP5-8.5,2.60777160246914,Larimichthys polyactis,Mid-trophic species,13,2.61821386,-0.01044225753086
19,MiichthysMiiuy,SSP1-2.6,3.01472311851852,Miichthys miiuy,Predator,5,3.01651987666667,-0.00179675814815017
19,MiichthysMiiuy,SSP5-8.5,3.01058824074074,Miichthys miiuy,Predator,5,3.01651987666667,-0.00593163592593005
19,MuraenesoxCinereus,SSP1-2.6,3.10920953827161,Muraenesox cinereus,Predator,4,3.11541502,-0.00620548172839008
19,MuraenesoxCinereus,SSP5-8.5,3.11526462962963,Muraenesox cinereus,Predator,4,3.11541502,-0.000150390370369902
19,PampusArgenteus,SSP1-2.6,2.81652652962963,Pampus argenteus,Mid-trophic species,12,2.83045803,-0.0139315003703699
19,PampusArgenteus,SSP5-8.5,2.8206289037037,Pampus argenteus,Mid-trophic species,12,2.83045803,-0.00982912629629995
19,PennahiaArgentata,SSP1-2.6,2.88820670864198,Pennahia argentata,Mid-trophic species,11,2.88681770666667,0.00138900197531022
19,PennahiaArgentata,SSP5-8.5,2.89614112592593,Pennahia argentata,Mid-trophic species,11,2.88681770666667,0.00932341925926039
19,PortunusTrituberculatus,SSP1-2.6,2.15432786666667,Portunus trituberculatus,Invertebrate,8,2.14205515,0.0122727166666698
19,PortunusTrituberculatus,SSP5-8.5,2.15184895802469,Portunus trituberculatus,Invertebrate,8,2.14205515,0.00979380802468999
19,ScomberJaponicus,SSP1-2.6,2.53821280493827,Scomber japonicus,Mid-trophic species,9,2.54230313666667,-0.00409033172840001
19,ScomberJaponicus,SSP5-8.5,2.54128117160494,Scomber japonicus,Mid-trophic species,9,2.54230313666667,-0.0010219650617298
19,ScomberomorusNiphonius,SSP1-2.6,3.08450735555556,Scomberomorus niphonius,Predator,2,3.10149348666667,-0.0169861311111101
19,ScomberomorusNiphonius,SSP5-8.5,3.07788109506173,Scomberomorus niphonius,Predator,2,3.10149348666667,-0.02361239160494
19,TodarodesPacificus,SSP1-2.6,2.42855367777778,Todarodes pacificus,Invertebrate,6,2.43585682666667,-0.00730314888888994
19,TodarodesPacificus,SSP5-8.5,2.42757182098765,Todarodes pacificus,Invertebrate,6,2.43585682666667,-0.00828500567902024
19,TrachurusJaponicus,SSP1-2.6,2.6914002654321,Trachurus japonicus,Mid-trophic species,14,2.65363124333333,0.0377690220987703
19,TrachurusJaponicus,SSP5-8.5,2.67492956790123,Trachurus japonicus,Mid-trophic species,14,2.65363124333333,0.0212983245679004
19,TrachysalambriaCurvirostris,SSP1-2.6,2.27052311604938,Trachysalambria curvirostris,Invertebrate,7,2.28336474666667,-0.0128416306172898
19,TrachysalambriaCurvirostris,SSP5-8.5,2.27128288518519,Trachysalambria curvirostris,Invertebrate,7,2.28336474666667,-0.0120818614814802
19,TrichiurusJaponicus,SSP1-2.6,2.78291174814815,Trichiurus japonicus,Predator,3,2.78358099,-0.000669241851849911
19,TrichiurusJaponicus,SSP5-8.5,2.78232938765432,Trichiurus japonicus,Predator,3,2.78358099,-0.00125160234567989
20,DecapterusMaruadsi,SSP1-2.6,2.72900181851852,Decapterus maruadsi,Mid-trophic species,10,2.72184939,0.00715242851851983
20,DecapterusMaruadsi,SSP5-8.5,2.7236339962963,Decapterus maruadsi,Mid-trophic species,10,2.72184939,0.00178460629630006
20,EngraulisJaponicus,SSP1-2.6,2.32316737037037,Engraulis japonicus,Prey,1,2.33692436333333,-0.0137569929629597
20,EngraulisJaponicus,SSP5-8.5,2.32663924567901,Engraulis japonicus,Prey,1,2.33692436333333,-0.0102851176543197
20,LarimichthysPolyactis,SSP1-2.6,2.59529337160494,Larimichthys polyactis,Mid-trophic species,13,2.60248772666667,-0.00719435506172994
20,LarimichthysPolyactis,SSP5-8.5,2.6051587345679,Larimichthys polyactis,Mid-trophic species,13,2.60248772666667,0.0026710079012302
20,MiichthysMiiuy,SSP1-2.6,3.00969456049383,Miichthys miiuy,Predator,5,3.01889391333333,-0.00919935283950002
20,MiichthysMiiuy,SSP5-8.5,3.01442328148148,Miichthys miiuy,Predator,5,3.01889391333333,-0.00447063185184993
20,MuraenesoxCinereus,SSP1-2.6,3.10720165185185,Muraenesox cinereus,Predator,4,3.11041958666667,-0.00321793481482002
20,MuraenesoxCinereus,SSP5-8.5,3.11317835061728,Muraenesox cinereus,Predator,4,3.11041958666667,0.00275876395060992
20,PampusArgenteus,SSP1-2.6,2.81337119506173,Pampus argenteus,Mid-trophic species,12,2.82432780666667,-0.0109566116049402
20,PampusArgenteus,SSP5-8.5,2.82373590493827,Pampus argenteus,Mid-trophic species,12,2.82432780666667,-0.000591901728399957
20,PennahiaArgentata,SSP1-2.6,2.89026999012346,Pennahia argentata,Mid-trophic species,11,2.89249352666667,-0.00222353654320973
20,PennahiaArgentata,SSP5-8.5,2.89722040740741,Pennahia argentata,Mid-trophic species,11,2.89249352666667,0.00472688074074013
20,PortunusTrituberculatus,SSP1-2.6,2.15153012839506,Portunus trituberculatus,Invertebrate,8,2.13954285,0.0119872783950599
20,PortunusTrituberculatus,SSP5-8.5,2.15489576790123,Portunus trituberculatus,Invertebrate,8,2.13954285,0.0153529179012297
20,ScomberJaponicus,SSP1-2.6,2.53887534814815,Scomber japonicus,Mid-trophic species,9,2.53693735,0.00193799814814977
20,ScomberJaponicus,SSP5-8.5,2.53628556419753,Scomber japonicus,Mid-trophic species,9,2.53693735,-0.000651785802470162
20,ScomberomorusNiphonius,SSP1-2.6,3.07961598765432,Scomberomorus niphonius,Predator,2,3.08175659,-0.00214060234567981
20,ScomberomorusNiphonius,SSP5-8.5,3.07671637777778,Scomberomorus niphonius,Predator,2,3.08175659,-0.00504021222221995
20,TodarodesPacificus,SSP1-2.6,2.42790512716049,Todarodes pacificus,Invertebrate,6,2.43568399,-0.00777886283950968
20,TodarodesPacificus,SSP5-8.5,2.42430851481481,Todarodes pacificus,Invertebrate,6,2.43568399,-0.01137547518519
20,TrachurusJaponicus,SSP1-2.6,2.68824319753086,Trachurus japonicus,Mid-trophic species,14,2.67820433,0.0100388675308603
20,TrachurusJaponicus,SSP5-8.5,2.68248338641975,Trachurus japonicus,Mid-trophic species,14,2.67820433,0.00427905641975013
20,TrachysalambriaCurvirostris,SSP1-2.6,2.27609003950617,Trachysalambria curvirostris,Invertebrate,7,2.27385537666667,0.0022346628394998
20,TrachysalambriaCurvirostris,SSP5-8.5,2.27515020123457,Trachysalambria curvirostris,Invertebrate,7,2.27385537666667,0.00129482456789987
20,TrichiurusJaponicus,SSP1-2.6,2.78303606790123,Trichiurus japonicus,Predator,3,2.78405887333333,-0.00102280543209998
20,TrichiurusJaponicus,SSP5-8.5,2.77642441111111,Trichiurus japonicus,Predator,3,2.78405887333333,-0.00763446222221997
21,DecapterusMaruadsi,SSP1-2.6,2.72225685432099,Decapterus maruadsi,Mid-trophic species,10,2.70787820333333,0.01437865098766
21,DecapterusMaruadsi,SSP5-8.5,2.7206057617284,Decapterus maruadsi,Mid-trophic species,10,2.70787820333333,0.0127275583950697
21,EngraulisJaponicus,SSP1-2.6,2.32428829753086,Engraulis japonicus,Prey,1,2.33147572333333,-0.00718742580246978
21,EngraulisJaponicus,SSP5-8.5,2.32392088395062,Engraulis japonicus,Prey,1,2.33147572333333,-0.00755483938270984
21,LarimichthysPolyactis,SSP1-2.6,2.59592572469136,Larimichthys polyactis,Mid-trophic species,13,2.61042643666667,-0.0145007119753098
21,LarimichthysPolyactis,SSP5-8.5,2.6041315308642,Larimichthys polyactis,Mid-trophic species,13,2.61042643666667,-0.00629490580246994
21,MiichthysMiiuy,SSP1-2.6,3.0095308654321,Miichthys miiuy,Predator,5,3.03079597,-0.0212651045678998
21,MiichthysMiiuy,SSP5-8.5,3.01335840987654,Miichthys miiuy,Predator,5,3.03079597,-0.0174375601234598
21,MuraenesoxCinereus,SSP1-2.6,3.11116531851852,Muraenesox cinereus,Predator,4,3.11548089333333,-0.0043155748148096
21,MuraenesoxCinereus,SSP5-8.5,3.11580497037037,Muraenesox cinereus,Predator,4,3.11548089333333,0.000324077037040293
21,PampusArgenteus,SSP1-2.6,2.8193041308642,Pampus argenteus,Mid-trophic species,12,2.82546598,-0.00616184913579998
21,PampusArgenteus,SSP5-8.5,2.82411083209877,Pampus argenteus,Mid-trophic species,12,2.82546598,-0.00135514790123015
21,PennahiaArgentata,SSP1-2.6,2.8893380308642,Pennahia argentata,Mid-trophic species,11,2.88451535666667,0.00482267419753013
21,PennahiaArgentata,SSP5-8.5,2.89379865802469,Pennahia argentata,Mid-trophic species,11,2.88451535666667,0.00928330135802025
21,PortunusTrituberculatus,SSP1-2.6,2.15171231358025,Portunus trituberculatus,Invertebrate,8,2.14186723333333,0.0098450802469201
21,PortunusTrituberculatus,SSP5-8.5,2.15223680617284,Portunus trituberculatus,Invertebrate,8,2.14186723333333,0.0103695728395099
21,ScomberJaponicus,SSP1-2.6,2.54207347777778,Scomber japonicus,Mid-trophic species,9,2.54415519666667,-0.00208171888889019
21,ScomberJaponicus,SSP5-8.5,2.53811388765432,Scomber japonicus,Mid-trophic species,9,2.54415519666667,-0.00604130901235012
21,ScomberomorusNiphonius,SSP1-2.6,3.08691401111111,Scomberomorus niphonius,Predator,2,3.09951773666667,-0.01260372555556
21,ScomberomorusNiphonius,SSP5-8.5,3.0754898962963,Scomberomorus niphonius,Predator,2,3.09951773666667,-0.02402784037037
21,TodarodesPacificus,SSP1-2.6,2.42226955308642,Todarodes pacificus,Invertebrate,6,2.42914247,-0.00687291691358016
21,TodarodesPacificus,SSP5-8.5,2.42792925308642,Todarodes pacificus,Invertebrate,6,2.42914247,-0.0012132169135799
21,TrachurusJaponicus,SSP1-2.6,2.68950859382716,Trachurus japonicus,Mid-trophic species,14,2.67492316333333,0.0145854304938298
21,TrachurusJaponicus,SSP5-8.5,2.67675885802469,Trachurus japonicus,Mid-trophic species,14,2.67492316333333,0.0018356946913598
21,TrachysalambriaCurvirostris,SSP1-2.6,2.27375189259259,Trachysalambria curvirostris,Invertebrate,7,2.27915667333333,-0.00540478074074002
21,TrachysalambriaCurvirostris,SSP5-8.5,2.27717158518519,Trachysalambria curvirostris,Invertebrate,7,2.27915667333333,-0.0019850881481398
21,TrichiurusJaponicus,SSP1-2.6,2.78157,Trichiurus japonicus,Predator,3,2.78309306666667,-0.00152306666667013
21,TrichiurusJaponicus,SSP5-8.5,2.78614147160494,Trichiurus japonicus,Predator,3,2.78309306666667,0.00304840493827019
22,DecapterusMaruadsi,SSP1-2.6,2.72994252592593,Decapterus maruadsi,Mid-trophic species,10,2.69605859,0.03388393592593
22,DecapterusMaruadsi,SSP5-8.5,2.72356099506173,Decapterus maruadsi,Mid-trophic species,10,2.69605859,0.0275024050617301
22,EngraulisJaponicus,SSP1-2.6,2.32677164691358,Engraulis japonicus,Prey,1,2.32750515333333,-0.000733506419750007
22,EngraulisJaponicus,SSP5-8.5,2.32472601111111,Engraulis japonicus,Prey,1,2.32750515333333,-0.00277914222222009
22,LarimichthysPolyactis,SSP1-2.6,2.59790275555556,Larimichthys polyactis,Mid-trophic species,13,2.60937252333333,-0.0114697677777702
22,LarimichthysPolyactis,SSP5-8.5,2.59972651111111,Larimichthys polyactis,Mid-trophic species,13,2.60937252333333,-0.00964601222222017
22,MiichthysMiiuy,SSP1-2.6,3.00672295925926,Miichthys miiuy,Predator,5,3.02021152333333,-0.0134885640740703
22,MiichthysMiiuy,SSP5-8.5,3.00759689259259,Miichthys miiuy,Predator,5,3.02021152333333,-0.0126146307407402
22,MuraenesoxCinereus,SSP1-2.6,3.11081725925926,Muraenesox cinereus,Predator,4,3.1087766,0.00204065925925967
22,MuraenesoxCinereus,SSP5-8.5,3.10991744074074,Muraenesox cinereus,Predator,4,3.1087766,0.00114084074074006
22,PampusArgenteus,SSP1-2.6,2.82148035555556,Pampus argenteus,Mid-trophic species,12,2.81647666,0.00500369555555968
22,PampusArgenteus,SSP5-8.5,2.81949469506173,Pampus argenteus,Mid-trophic species,12,2.81647666,0.00301803506172993
22,PennahiaArgentata,SSP1-2.6,2.89085190493827,Pennahia argentata,Mid-trophic species,11,2.8813758,0.00947610493827034
22,PennahiaArgentata,SSP5-8.5,2.90006201481482,Pennahia argentata,Mid-trophic species,11,2.8813758,0.0186862148148204
22,PortunusTrituberculatus,SSP1-2.6,2.15562021728395,Portunus trituberculatus,Invertebrate,8,2.13263454666667,0.0229856706172797
22,PortunusTrituberculatus,SSP5-8.5,2.15396247037037,Portunus trituberculatus,Invertebrate,8,2.13263454666667,0.0213279237037001
22,ScomberJaponicus,SSP1-2.6,2.53630669753086,Scomber japonicus,Mid-trophic species,9,2.53529329,0.0010134075308601
22,ScomberJaponicus,SSP5-8.5,2.53807708518519,Scomber japonicus,Mid-trophic species,9,2.53529329,0.00278379518519012
22,ScomberomorusNiphonius,SSP1-2.6,3.08049477407407,Scomberomorus niphonius,Predator,2,3.09134455333333,-0.0108497792592601
22,ScomberomorusNiphonius,SSP5-8.5,3.07764107037037,Scomberomorus niphonius,Predator,2,3.09134455333333,-0.0137034829629603
22,TodarodesPacificus,SSP1-2.6,2.4213586345679,Todarodes pacificus,Invertebrate,6,2.41936630666667,0.00199232790123016
22,TodarodesPacificus,SSP5-8.5,2.42322273827161,Todarodes pacificus,Invertebrate,6,2.41936630666667,0.00385643160494009
22,TrachurusJaponicus,SSP1-2.6,2.67167807654321,Trachurus japonicus,Mid-trophic species,14,2.67632966666667,-0.00465159012345984
22,TrachurusJaponicus,SSP5-8.5,2.67082874567901,Trachurus japonicus,Mid-trophic species,14,2.67632966666667,-0.00550092098765997
22,TrachysalambriaCurvirostris,SSP1-2.6,2.26919722222222,Trachysalambria curvirostris,Invertebrate,7,2.28158975333333,-0.0123925311111099
22,TrachysalambriaCurvirostris,SSP5-8.5,2.27907534444444,Trachysalambria curvirostris,Invertebrate,7,2.28158975333333,-0.00251440888888999
22,TrichiurusJaponicus,SSP1-2.6,2.7812859037037,Trichiurus japonicus,Predator,3,2.78171646666667,-0.000430562962970171
